,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",2200,0.437483,200.0,11,-1209.310818,-1794.530421,-685.785006,374.853055,0
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",4400,0.323428,200.0,11,-1178.392768,-1750.127381,-764.729588,286.019865,1
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",6600,0.347934,200.0,11,-1298.042635,-1865.003683,-862.847961,286.264955,2
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",8800,0.545618,200.0,11,-1141.890379,-1756.833119,-757.817847,291.275252,3
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",11000,0.425375,200.0,11,-1241.668568,-1848.200027,-925.08044,269.028666,4
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",13200,0.376335,200.0,11,-1241.226509,-1772.345542,-819.633317,295.987726,5
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",15400,0.398191,200.0,11,-1322.575585,-1861.976518,-818.470137,349.127435,6
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",17600,0.39494,200.0,11,-1085.847715,-1507.451841,-745.134825,276.903853,7
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",19800,0.464075,200.0,11,-1211.498536,-1712.107288,-887.20865,269.333134,8
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",22000,0.361558,200.0,11,-1283.2465,-1713.311694,-905.805004,296.355045,9
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",24200,0.375552,200.0,11,-1162.597195,-1848.407856,-861.472282,284.358778,10
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",26400,0.349466,200.0,11,-1103.408643,-1692.525841,-765.611166,312.958107,11
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",28600,0.33599,200.0,11,-1209.230883,-1537.842068,-773.521365,293.716719,12
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",30800,0.34685,200.0,11,-1237.731093,-1640.94418,-889.127149,268.344195,13
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",33000,0.345083,200.0,11,-1113.319018,-1436.78426,-921.848669,141.210173,14
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",35200,0.45173,200.0,11,-1104.310988,-1444.014146,-870.507223,195.904259,15
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",37400,0.391522,200.0,11,-1103.732181,-1377.467915,-938.844793,148.636807,16
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",39600,0.314896,200.0,11,-1152.43285,-1638.636758,-902.891736,216.995102,17
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",41800,0.417786,200.0,11,-1106.828937,-1368.337455,-873.335151,155.43967,18
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",44000,0.33065,200.0,11,-1215.793995,-1638.317214,-1039.286265,181.200022,19
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",46200,0.328013,200.0,11,-1223.370508,-1519.827688,-982.461412,174.506946,20
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",48400,0.423267,200.0,11,-1163.633327,-1717.315873,-998.307275,184.486611,21
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",50600,0.39323,200.0,11,-1168.483203,-1413.993671,-1053.55904,102.66916,22
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",52800,0.428272,200.0,11,-1241.901468,-1849.989512,-1036.678974,246.041847,23
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",55000,0.41131,200.0,11,-1203.702121,-1585.648193,-1013.344681,159.102744,24
0,"exp_name: Pendulum-v1_2023-01-29 (reinforce advantage, normalize ret/adv) seed=20",57200,0.429251,200.0,11,-1159.041299,-1615.510576,-950.614373,183.797443,25
