,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",2200,0.339547,200.0,11,-1209.310818,-1794.530421,-685.785006,374.853055,0
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",4400,0.255868,200.0,11,-1169.046722,-1744.663834,-749.961671,286.949246,1
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",6600,0.252416,200.0,11,-1275.733531,-1864.167703,-865.443636,295.576732,2
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",8800,0.250011,200.0,11,-1129.521538,-1758.249077,-853.103446,299.964344,3
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",11000,0.294263,200.0,11,-1239.666679,-1849.906361,-889.378993,281.302446,4
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",13200,0.294627,200.0,11,-1224.971654,-1772.730358,-754.420058,320.399958,5
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",15400,0.3585,200.0,11,-1282.062795,-1861.343921,-799.856308,359.206828,6
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",17600,0.468442,200.0,11,-1087.359123,-1474.302247,-808.22645,245.266415,7
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",19800,0.341414,200.0,11,-1145.12481,-1657.396374,-793.797617,269.457137,8
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",22000,0.460604,200.0,11,-1242.168499,-1662.152886,-896.508149,288.109009,9
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",24200,0.517321,200.0,11,-1159.275368,-1825.559005,-874.389809,251.772529,10
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",26400,0.423058,200.0,11,-1128.102636,-1634.225483,-837.411535,252.887711,11
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",28600,0.379352,200.0,11,-1162.947092,-1475.447075,-748.371211,281.693802,12
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",30800,0.331296,200.0,11,-1194.031011,-1600.374311,-750.631797,263.764755,13
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",33000,0.369093,200.0,11,-1044.332986,-1377.409795,-890.109238,140.508142,14
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",35200,0.336939,200.0,11,-1089.613914,-1412.516215,-886.71837,178.214588,15
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",37400,0.329435,200.0,11,-1107.855031,-1356.063754,-870.628151,165.279366,16
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",39600,0.325407,200.0,11,-1063.938456,-1598.398864,-731.241473,282.543953,17
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",41800,0.304305,200.0,11,-1110.836305,-1387.522196,-773.98697,208.075118,18
0,"exp_name: Pendulum-v1_2023-01-29 (actor-critic advantage, new hyperparams, normalize adv) seed=20",44000,0.319194,200.0,11,-1190.76002,-1625.875117,-812.333027,243.688859,19
