step,mean_reward,max_reward,min_reward
2200,-1355.0107068181817,-871.550754,-1790.286366
4400,-1165.7509086363636,-796.704393,-1564.188581
6600,-1139.8053825454544,-841.010372,-1667.320776
8800,-1187.8630229999999,-854.199755,-1818.037836
11000,-1299.268299090909,-864.581648,-1631.654559
13200,-1207.7683557272726,-870.370334,-1806.215268
15400,-1166.1333828181819,-870.681725,-1530.471734
17600,-1225.953647181818,-970.197967,-1750.189383
19800,-1245.5713414545455,-897.9493,-1774.975867
22000,-1301.9274301818182,-871.320927,-1571.239722
24200,-1051.4043426363635,-771.649439,-1436.362432
26400,-1059.8359934545454,-738.447449,-1578.265202
28600,-1228.3596728181817,-974.237619,-1540.744003
30800,-1178.6665216363635,-825.572011,-1687.078536
33000,-1118.8746003636363,-747.908302,-1615.458546
35200,-1174.6714981818184,-747.978136,-1692.926369
37400,-1105.9794361818183,-760.650104,-1496.900575
39600,-1022.9260433636365,-859.175091,-1325.770171
41800,-1078.9957227272726,-818.27421,-1691.294972
44000,-1033.6262352727272,-864.461099,-1410.645316
46200,-1003.7359256363635,-761.97667,-1358.084286
48400,-1104.6661181818183,-759.270732,-1635.881896
50600,-1159.9841829090908,-862.40096,-1486.004693
52800,-1078.3767355454545,-747.877459,-1562.968555
55000,-1125.5622576363637,-877.092659,-1533.246888
57200,-1063.3153104545454,-884.223209,-1347.756623
59400,-1054.7851523636364,-895.948009,-1315.135501
61600,-1035.2437473636362,-775.277023,-1627.223333
63800,-1041.0004785454546,-873.998133,-1472.709034
66000,-1031.185074,-759.661844,-1379.333124
68200,-1155.5747172727272,-894.367004,-1430.173709
70400,-1002.2447957272728,-698.210397,-1214.947704
72600,-1012.9983376363635,-803.947446,-1308.947982
74800,-1037.0870123636364,-865.68947,-1361.083251
77000,-998.8224873636365,-865.359326,-1167.550121
79200,-1027.3761081818182,-872.101362,-1278.946046
81400,-956.5947002727272,-639.14052,-1261.930839
83600,-1028.271668181818,-635.944677,-1420.276878
85800,-961.392460090909,-638.703565,-1170.730487
88000,-996.0029274545454,-740.198812,-1175.745085
90200,-941.4241453636364,-848.528367,-1194.842295
92400,-974.352217,-851.153728,-1164.079002
94600,-1020.3942527272727,-899.071694,-1231.004327
96800,-947.0030589999999,-755.770584,-1251.110344
99000,-926.8048968181818,-633.307001,-1104.922641
101200,-964.5023041818182,-660.319628,-1392.702689
103400,-976.6872972727273,-756.290089,-1500.083513
105600,-983.1316710909091,-829.384785,-1276.666469
107800,-980.4581871818183,-767.370699,-1243.168907
110000,-1088.6211780909089,-888.36935,-1235.192873
112200,-1049.6080435454544,-767.129724,-1310.712669
114400,-959.1942625454544,-770.00803,-1089.53642
116600,-941.7993252727273,-652.152179,-1129.697364
118800,-983.2711041818183,-666.638673,-1222.725904
121000,-971.7707710909091,-768.679396,-1347.422992
123200,-964.0861662727272,-639.450395,-1242.173519
125400,-947.2992211818182,-710.360834,-1072.683781
127600,-986.4244824545457,-654.342427,-1419.197821
129800,-930.3690455454545,-698.161354,-1184.562587
132000,-981.3142973636363,-768.637838,-1288.557959
134200,-1013.4245287272729,-860.913889,-1231.422723
136400,-1011.4939711818183,-893.273756,-1261.305543
138600,-898.6264591818182,-612.285969,-1197.015932
140800,-914.5921782727272,-638.894691,-1229.141355
143000,-937.0637508181818,-638.061151,-1380.124113
145200,-984.3818144545456,-764.652678,-1296.882568
147400,-1008.7435887272727,-891.638037,-1094.688412
149600,-925.2956406363636,-639.145358,-1292.256889
151800,-893.5979671818183,-654.471768,-1090.655496
154000,-881.9034393636364,-694.889174,-1328.712217
156200,-933.9830218181819,-640.770016,-1291.184682
158400,-1006.7948330909093,-687.185451,-1737.53458
160600,-996.5262387272728,-635.700818,-1474.142728
162800,-735.1965241818181,-591.028262,-965.727707
165000,-954.0827766363636,-505.958999,-1685.066712
167200,-805.8255757272727,-511.792887,-1069.625128
169400,-843.8791392727272,-391.032452,-1385.312702
171600,-879.471968818182,-384.313146,-1526.185469
173800,-791.0882688181817,-394.469829,-1266.822204
176000,-738.6161810000001,-254.055035,-1239.411677
178200,-776.1211088181818,-257.043713,-1641.74712
180400,-891.4544653636362,-130.344254,-1589.963511
182600,-650.6385540909091,-126.698196,-1602.052384
184800,-867.0564839090908,-2.961942,-1756.115464
187000,-665.1116489999999,-127.406256,-1438.428154
189200,-580.7192053636364,-2.166147,-1295.702468
191400,-234.20252127272727,-1.225601,-586.228841
193600,-469.65865118181813,-2.457932,-1074.198265
195800,-710.0265944545455,-2.409848,-1211.911787
198000,-584.2756,-121.468696,-1068.275599
200200,-511.02362254545454,-2.629133,-1056.889789
202400,-537.6231063636363,-127.117662,-993.205541
204600,-410.1423775454546,-1.529384,-1145.848275
206800,-490.28338127272724,-1.145971,-1116.840667
209000,-550.0585149999999,-128.424101,-1086.830405
211200,-439.7360144545455,-1.80779,-1194.11686
213400,-392.0751371818182,-1.04714,-1115.91248
215600,-449.38239599999997,-3.588321,-1059.915242
217800,-426.99009745454555,-2.163531,-1057.171398
220000,-412.2659637272727,-3.661054,-818.871403
222200,-244.3498761818182,-1.23926,-953.431812
224400,-513.0142689999999,-124.62936,-1046.373666
226600,-654.4041779999999,-129.04306,-1182.226135
228800,-507.91151509090906,-2.338081,-1014.639831
231000,-386.89267945454543,-6.123744,-905.889007
233200,-422.4572943636364,-3.519907,-1124.986291
235400,-431.2929253636363,-1.902961,-1119.863344
237600,-378.4878444545455,-127.243291,-844.49339
239800,-262.7788449090909,-3.358496,-920.548988
242000,-291.5996756363636,-1.972128,-549.368387
244200,-347.8439444545455,-3.504339,-1105.199856
246400,-326.61042090909086,-2.355322,-1046.064861
248600,-307.3854520909091,-127.950573,-451.107506
250800,-259.4108314545455,-1.038916,-729.002366
253000,-283.6481923636363,-124.006998,-929.839439
255200,-306.94748936363635,-1.156167,-741.497228
257400,-399.0714990909091,-1.415588,-1126.261734
259600,-488.10862463636363,-1.075016,-1183.663489
261800,-244.4602335454545,-2.385915,-536.386173
264000,-292.8517785454546,-1.385826,-1055.519303
266200,-393.35385863636367,-1.427722,-1166.775883
268400,-477.47302790909094,-123.626287,-1111.562419
270600,-486.8091784545455,-122.805041,-1111.519367
272800,-413.8472820909091,-127.483956,-1048.399102
275000,-275.0743141818182,-124.114667,-635.071608
277200,-247.70467027272727,-2.326326,-569.726734
279400,-288.15956672727276,-2.054049,-1001.376292
281600,-474.14115581818186,-1.56296,-1107.383531
283800,-234.95667427272727,-0.677086,-905.591796
286000,-240.0253616363636,-1.907597,-457.285982
288200,-190.20792045454544,-0.69469,-410.709363
290400,-225.18291581818178,-1.540275,-636.151994
292600,-223.62686618181814,-123.645316,-406.219104
294800,-239.89696145454545,-1.261849,-515.181542
297000,-230.6756440909091,-0.744105,-590.896296
299200,-250.08783727272723,-1.108856,-480.087711
301400,-220.17947227272728,-0.84765,-456.289152
303600,-234.08700645454547,-0.653575,-537.012581
305800,-201.783114,-0.97774,-558.651773
308000,-223.65932990909093,-0.438131,-500.313788
310200,-222.70150827272727,-121.075818,-936.548894
312400,-227.25282090909093,-2.387666,-524.024828
314600,-170.8241677272727,-0.657221,-483.534302
316800,-247.77301481818185,-0.884219,-645.251915
319000,-129.9557710909091,-0.769898,-377.002347
321200,-238.6431364545455,-2.133264,-579.755315
323400,-355.4457653636363,-2.447101,-1055.16358
325600,-278.62359809090907,-118.262916,-1033.25503
327800,-255.29349800000003,-1.152255,-418.605684
330000,-430.88977827272726,-4.058682,-1052.881181
332200,-191.06186954545456,-0.768086,-470.997411
334400,-222.92105372727272,-0.959414,-1016.763585
336600,-232.85710927272729,-1.493274,-978.503044
338800,-199.77686727272723,-120.988876,-783.253872
341000,-204.60342554545457,-126.209284,-339.773245
343200,-267.012236,-1.633294,-905.670226
345400,-281.1934697272727,-120.142987,-911.69691
347600,-268.4089139090909,-0.752484,-1030.77473
349800,-284.5341381818182,-125.159109,-775.94612
352000,-208.00987881818182,-1.110901,-383.630861
354200,-183.70248836363635,-122.945105,-386.356678
356400,-94.333851,-0.460793,-261.336802
358600,-141.6512967272727,-0.848027,-404.749225
360800,-127.87677381818183,-0.592403,-281.061062
