step,mean_reward,max_reward,min_reward
2200,-1211.5779107272726,-727.560702,-1710.35933
4400,-1282.8011336363636,-864.845874,-1764.010914
6600,-1211.9592615454546,-888.578205,-1771.62919
8800,-1116.7421253636362,-849.475222,-1685.178232
11000,-1293.3327807272728,-764.306852,-1788.875643
13200,-1095.0288818181818,-786.322393,-1526.542867
15400,-1223.1056792727275,-926.15542,-1551.703021
17600,-1199.7890809090911,-889.94407,-1671.324882
19800,-1161.9399175454546,-756.271022,-1597.519526
22000,-1296.245807090909,-898.729734,-1733.179293
24200,-1207.0192327272728,-866.530637,-1766.622653
26400,-1157.3295454545453,-761.677885,-1765.299285
28600,-1179.340822818182,-882.166228,-1545.348689
30800,-1101.0934604545453,-774.405198,-1561.359202
33000,-1327.6017446363637,-873.530378,-1697.422334
35200,-1048.0384914545455,-874.862143,-1517.910309
37400,-1030.7864441818183,-751.348973,-1583.756511
39600,-1189.5360921818183,-901.76037,-1577.522451
41800,-1255.3095534545455,-885.751051,-1677.929795
44000,-1387.7751135454546,-1117.3078,-1759.775078
46200,-1454.0030557272726,-1096.327962,-1823.470632
48400,-1225.9244192727272,-861.281045,-1645.821118
50600,-1484.496536,-849.458227,-1833.443849
52800,-1254.4052100909091,-972.112632,-1782.004905
55000,-1313.2167200909091,-868.490372,-1723.478779
57200,-1248.238227090909,-888.36541,-1721.118551
59400,-1231.6972943636365,-779.678539,-1721.491089
61600,-1050.0433014545454,-775.275972,-1535.39033
63800,-1178.5967228181817,-766.478016,-1764.363512
66000,-1188.29948,-865.581258,-1669.657651
68200,-1228.2777762727271,-752.295256,-1831.331172
70400,-1276.062467090909,-769.61794,-1785.766592
72600,-1268.5580015454545,-873.604385,-1779.206645
74800,-1178.6219159090908,-739.792955,-1767.687282
77000,-1208.9126203636363,-872.652544,-1713.261193
79200,-1092.584994727273,-869.08495,-1311.714318
81400,-1099.674679818182,-750.477945,-1611.115937
83600,-1289.424273181818,-907.453405,-1744.230249
85800,-1093.7757590909089,-754.261556,-1591.389931
88000,-1162.0229962727271,-854.637442,-1442.087643
90200,-1111.7268916363637,-878.054388,-1355.74207
92400,-1091.274856727273,-875.777242,-1451.5394
94600,-1069.56585,-841.275123,-1371.861529
96800,-1238.9103094545453,-859.445455,-1603.704707
99000,-1145.9284476363637,-862.51077,-1658.841126
101200,-1222.5672379090909,-871.374124,-1506.938271
103400,-1070.184293272727,-731.384054,-1353.466577
105600,-1092.2658988181818,-823.462589,-1393.149661
107800,-1013.3161074545453,-751.133908,-1271.888276
110000,-1209.8545093636365,-744.313481,-1516.931442
112200,-1055.7426563636361,-730.743652,-1295.972813
114400,-1083.8449675454547,-782.362211,-1526.652184
116600,-1014.2395558181817,-762.622966,-1405.176808
118800,-1209.5412516363638,-866.91977,-1564.187235
121000,-1153.4799689090908,-757.95363,-1538.765069
123200,-1079.905862,-751.768408,-1660.856493
125400,-1278.8216140909092,-864.685816,-1599.402175
127600,-954.9092016363636,-624.910628,-1536.135085
129800,-1059.543563,-757.98582,-1527.40578
132000,-1116.5042302727272,-769.173151,-1690.861419
134200,-1117.2318386363636,-753.55892,-1718.610693
136400,-1055.1877248181818,-626.231367,-1683.041166
138600,-1055.9544183636363,-639.399933,-1537.833849
140800,-1140.1793994545455,-834.666043,-1631.698629
143000,-1066.358073909091,-684.394691,-1439.688868
145200,-1065.4747088181816,-749.87698,-1302.65272
147400,-1056.1576613636366,-745.165358,-1523.332505
149600,-982.1702057272727,-898.167382,-1197.755903
151800,-1090.1070449999997,-753.958258,-1303.22619
154000,-1130.4588406363637,-1017.872544,-1325.073868
156200,-947.3322389999998,-749.123998,-1378.66084
158400,-1092.630877818182,-869.684365,-1660.903211
160600,-1115.976334909091,-750.711964,-1409.190216
162800,-923.4385458181819,-753.266258,-1192.63425
165000,-886.9803762727272,-628.506391,-1125.765267
167200,-909.0863904545455,-657.95332,-1254.025343
169400,-946.9686597272726,-640.977889,-1530.102382
171600,-1012.0529341818182,-723.790473,-1252.763592
173800,-938.0702402727273,-757.705675,-1294.975192
176000,-955.6168116363635,-639.21626,-1318.141128
178200,-968.616113,-796.667117,-1306.173519
180400,-946.5542741818183,-789.456437,-1168.024936
182600,-916.5749114545455,-768.143679,-1262.08633
184800,-910.1147621818183,-756.702641,-1089.608518
187000,-835.0225319999998,-590.083901,-1056.996965
189200,-789.1416211818181,-635.478947,-1046.529305
191400,-868.1790057272727,-529.089196,-1083.7506
193600,-838.6499671818183,-631.163857,-1141.118799
195800,-894.619482909091,-508.743863,-1122.363684
198000,-785.1308737272725,-497.622147,-1258.184094
200200,-674.7992250909091,-264.352531,-1123.874527
202400,-618.7439300000001,-152.085114,-1176.960433
204600,-620.2798567272727,-383.563245,-1098.155682
206800,-607.9754968181818,-255.664839,-1236.85692
209000,-530.093354909091,-130.103424,-1350.996898
211200,-273.973796,-2.233938,-804.496925
213400,-223.12691163636364,-2.750421,-926.595048
215600,-239.02821300000002,-1.8734,-674.514615
217800,-710.2972803636364,-127.480161,-1108.407522
220000,-421.1015795454546,-1.823612,-1057.174444
222200,-590.6912938181819,-125.16085,-1090.196165
224400,-567.4800953636365,-124.591853,-1076.01096
226600,-514.0143479999999,-130.139402,-1153.114318
228800,-659.640910909091,-0.87126,-1110.952355
231000,-141.30032745454548,-1.071053,-406.898074
233200,-367.5716849090909,-1.559746,-927.409679
235400,-290.7700849090909,-126.486912,-663.580161
237600,-178.14144072727274,-1.191021,-681.52959
239800,-140.28410890909092,-0.876311,-381.402462
242000,-304.8442135454545,-1.125127,-787.946543
244200,-211.72293581818184,-1.541222,-412.139165
246400,-226.43295490909088,-1.940584,-545.434094
248600,-359.3944721818182,-1.239462,-1072.395593
250800,-493.13716245454543,-1.419779,-1048.521044
253000,-556.3086579090909,-1.336628,-1061.944556
255200,-318.98409154545453,-122.995773,-663.608635
257400,-422.99652490909085,-3.899204,-1037.589684
259600,-294.117096,-0.652846,-772.053734
261800,-263.36523418181815,-0.521295,-681.257184
264000,-254.1500562727273,-0.45671,-690.838239
266200,-244.96651181818186,-124.580224,-654.570988
268400,-215.22368990909092,-0.628485,-729.250957
270600,-420.0605331818181,-124.326905,-994.617461
272800,-224.57561218181817,-2.795656,-419.228719
275000,-298.24672709090913,-0.717769,-886.714773
277200,-321.8660110909091,-0.488828,-905.956095
279400,-309.1902679090909,-124.664658,-548.495307
281600,-211.83913954545457,-124.930445,-418.017981
283800,-238.51992845454544,-123.82507,-412.093959
286000,-222.89558745454542,-1.625393,-421.99644
288200,-180.73134181818182,-0.468512,-444.56895
290400,-276.6208912727273,-1.847399,-887.826643
292600,-295.47585872727274,-1.587992,-933.956737
294800,-329.4610487272728,-1.616004,-922.480391
297000,-476.01155045454556,-0.700523,-1005.356704
299200,-347.7256734545454,-1.075757,-915.958847
301400,-218.31787845454545,-2.329675,-486.735719
303600,-214.65916500000003,-0.813587,-428.294599
305800,-280.6992712727273,-0.713954,-514.859444
308000,-276.3355181818182,-2.216771,-483.53681
310200,-171.79571645454544,-0.678242,-379.628378
312400,-246.92256127272728,-2.762411,-418.693058
314600,-208.92017972727274,-0.332012,-557.076701
316800,-150.5949600909091,-0.325474,-385.753619
319000,-173.4961097272727,-1.888893,-409.484899
321200,-225.25494990909093,-0.828877,-498.973497
323400,-243.17646645454542,-0.362895,-434.336569
325600,-481.1043777272726,-1.9556,-1047.603814
327800,-252.08163545454545,-0.367022,-996.695098
330000,-214.48345372727272,-0.369434,-592.216556
332200,-280.6627884545455,-0.704009,-520.223162
334400,-212.4139909090909,-0.253841,-904.509666
336600,-223.30257072727272,-0.632362,-474.334054
338800,-175.96810745454547,-0.354552,-421.517882
341000,-179.94749936363635,-1.588459,-431.49276
343200,-196.87505545454545,-0.526375,-437.345846
345400,-273.8265045454545,-121.263826,-411.740095
347600,-207.6578169090909,-0.614719,-403.901192
349800,-263.01224818181817,-0.929599,-639.097143
352000,-148.76617490909092,-0.798573,-256.017251
354200,-139.90415045454546,-0.708099,-260.664398
356400,-278.863598,-1.205477,-896.746237
358600,-262.78771045454545,-0.363451,-643.824656
360800,-205.84919945454547,-122.786009,-379.548652
363000,-169.13973372727273,-0.549478,-458.083961
365200,-190.31806681818182,-0.682745,-421.564494
367400,-171.83986181818182,-0.606363,-407.472176
369600,-160.0014480909091,-0.417488,-384.286619
371800,-157.09020090909092,-0.495139,-376.411472
374000,-190.02173090909093,-1.231887,-384.255712
376200,-168.32753045454544,-1.129927,-359.015896
378400,-171.07607036363638,-1.738395,-388.028967
380600,-180.33419754545454,-0.713313,-350.981106
382800,-209.81840381818182,-0.601833,-455.575606
385000,-163.08147972727272,-0.509391,-398.031389
387200,-198.34066927272727,-0.526658,-377.926612
389400,-173.61275936363634,-0.418748,-379.918193
391600,-253.51612436363638,-0.470982,-909.789768
393800,-201.3374408181818,-0.942702,-365.298603
396000,-200.15642809090912,-0.638952,-372.264698
398200,-183.48059690909088,-1.32552,-524.272669
400400,-142.19264136363637,-0.735183,-398.723446
402600,-174.4224638181818,-121.171915,-272.010761
404800,-126.83010936363638,-0.933047,-265.448347
407000,-222.96067981818186,-120.35408,-426.31256
409200,-137.84846409090912,-1.87613,-258.828026
411400,-178.19770336363638,-2.293208,-400.647962
413600,-152.03189645454543,-2.341316,-256.981349
415800,-148.9267941818182,-3.000695,-375.267574
418000,-139.2930479090909,-1.741259,-366.143018
420200,-143.166814,-1.535881,-329.766453
422400,-184.98377581818184,-120.929362,-394.468159
424600,-114.88814681818181,-5.157743,-131.25957
426800,-143.8963760909091,-1.677525,-338.165295
429000,-125.42470981818182,-1.446611,-254.097448
431200,-210.24502200000003,-2.269459,-429.989391
433400,-170.606742,-1.386889,-365.899238
435600,-157.34664818181818,-1.509403,-381.338648
437800,-145.2213623636364,-120.111518,-350.047877
440000,-181.58250127272728,-1.054546,-449.763775
442200,-137.14248554545455,-1.569731,-376.302958
444400,-115.298549,-0.212776,-263.436339
446600,-173.602466,-122.760355,-335.095372
448800,-218.92973718181818,-123.317249,-433.189105
451000,-293.8915424545455,-1.797854,-910.840239
453200,-95.93435572727272,-0.402721,-303.406594
455400,-351.84068409090906,-1.03424,-1045.282446
457600,-121.33554,-0.310071,-340.94016
459800,-114.923188,-0.41462,-257.068305
462000,-216.41965500000003,-2.835545,-414.604344
464200,-309.8451587272728,-129.040503,-1041.160625
466400,-185.3917840909091,-0.934817,-903.524271
468600,-221.09586,-0.713769,-911.830711
470800,-215.8327621818182,-1.879876,-434.148669
473000,-358.8201339090909,-124.412558,-1013.477858
475200,-228.9729595454546,-0.778505,-786.051246
477400,-182.56382399999998,-0.339598,-525.912709
479600,-148.0374528181818,-1.315147,-257.494027
481800,-160.0130133636364,-0.832932,-378.789092
484000,-151.265783,-1.064698,-520.048755
486200,-180.95638027272724,-0.717429,-389.418655
488400,-214.348732,-0.428893,-481.288972
490600,-210.3313523636364,-0.26963,-368.730949
492800,-151.48333418181818,-0.448094,-375.764155
495000,-149.94121254545453,-0.273269,-261.585709
497200,-158.6970998181818,-0.813588,-457.716615
499400,-149.37921618181818,-0.93907,-261.132364
501600,-150.57436245454548,-0.46697,-257.743176
503800,-161.458588,-0.418904,-371.442612
506000,-162.44338618181817,-0.750696,-266.716031
508200,-183.0719528181818,-0.37072,-265.575041
510400,-136.45853327272727,-0.725609,-349.705927
512600,-189.478076,-1.813415,-371.731429
514800,-151.97402163636363,-0.759976,-294.233491
517000,-126.87820209090908,-0.406361,-264.710068
519200,-183.8162130909091,-0.200927,-382.210711
521400,-140.4483711818182,-0.129084,-292.545759
523600,-172.89167200000003,-0.442162,-721.288661
525800,-217.8156693636364,-0.737068,-521.766743
528000,-161.04348845454544,-117.837138,-287.896065
530200,-167.49111345454546,-0.454578,-342.144003
532400,-244.77200763636364,-0.341826,-809.259861
534600,-247.76836690909093,-1.68109,-773.998848
536800,-297.0433422727273,-1.071866,-781.677565
539000,-201.83706227272725,-118.868976,-368.068481
541200,-174.334264,-120.778954,-373.218932
543400,-191.71771154545456,-2.492847,-323.26973
545600,-165.50348781818184,-1.80168,-431.784341
547800,-178.70362899999998,-0.790334,-282.48756
550000,-113.27286618181819,-0.707374,-262.711192
552200,-225.32537036363638,-0.812622,-401.181147
554400,-110.01130881818182,-0.42978,-297.277375
556600,-271.6192853636363,-118.988322,-1146.978992
558800,-357.3925089090909,-2.022775,-1049.273342
561000,-324.10150272727265,-0.640282,-1058.480844
563200,-455.2190713636364,-1.052367,-1044.144234
565400,-102.66258454545455,-0.441666,-131.743461
567600,-293.34793699999994,-2.281605,-1075.618357
569800,-363.6851430909091,-121.373147,-1059.163424
572000,-138.08915936363636,-1.509567,-258.533199
574200,-180.37692881818182,-0.293431,-353.134576
576400,-187.25901327272723,-0.469686,-425.267756
578600,-207.363372,-0.192208,-904.449354
580800,-248.64832154545456,-2.065604,-792.102223
583000,-310.0154422727273,-0.929561,-938.73715
585200,-230.24470590909087,-2.22197,-943.593697
