step,mean_reward,max_reward,min_reward
360800,-340.04939181818185,-0.857611,-1003.876535
363000,-361.78067018181815,-0.685406,-1019.106531
365200,-215.36785327272727,-121.794348,-376.479259
367400,-309.6267293636364,-1.586688,-828.612426
369600,-194.56336981818183,-0.417047,-376.382995
371800,-203.599409,-1.013886,-390.661337
374000,-299.53381518181817,-121.04613,-515.008267
376200,-227.40098318181816,-1.298699,-396.475152
378400,-248.08709454545453,-0.367495,-491.196182
380600,-274.13831527272725,-0.715095,-633.42655
382800,-186.11822463636364,-0.517495,-559.938074
385000,-232.48037054545455,-0.3698,-523.385725
387200,-277.07389400000005,-123.076424,-703.022093
389400,-424.19911645454545,-0.504143,-1016.48372
391600,-261.7031533636364,-0.554696,-993.668101
393800,-278.03362945454546,-123.845382,-679.053789
396000,-207.366472,-0.539104,-368.904939
398200,-286.02094772727276,-127.047965,-509.520614
400400,-267.83037754545455,-0.545588,-589.920188
402600,-151.90958372727275,-0.745561,-486.109653
404800,-173.09717054545456,-0.778225,-293.077936
407000,-237.2304715454545,-3.088663,-387.343409
409200,-168.11416363636366,-0.319513,-369.566851
411400,-158.84164036363634,-0.682299,-375.64239
413600,-204.3396108181818,-1.059945,-485.548524
415800,-283.0860132727273,-0.563369,-809.44501
418000,-341.3914837272727,-118.142509,-1039.061572
420200,-210.61680654545455,-122.496794,-367.224965
422400,-276.1638085454546,-121.63965,-771.231492
424600,-134.53249536363634,-0.440237,-374.598786
426800,-286.21962418181823,-124.120288,-1130.374938
429000,-444.71734981818184,-0.371187,-1049.34488
431200,-244.6781469090909,-122.563463,-373.734432
433400,-437.8942408181819,-2.302144,-1171.170683
435600,-113.25692227272727,-0.755574,-249.739881
437800,-422.5205544545454,-116.578755,-1091.167927
440000,-287.15330872727276,-0.853566,-1157.200157
442200,-485.7737338181818,-119.177877,-1151.257157
444400,-536.6041403636362,-123.899355,-1047.157171
446600,-342.83961245454543,-2.614751,-1065.205402
448800,-394.93191109090907,-1.049602,-1039.317093
451000,-285.87237799999997,-122.700038,-910.73496
453200,-192.3588579090909,-119.027555,-370.226051
455400,-307.5288870909091,-124.775014,-999.97693
457600,-172.6552588181818,-1.084748,-775.754248
459800,-268.58640772727273,-3.804583,-776.227367
462000,-171.39846418181818,-1.297464,-366.572604
464200,-267.45586245454547,-119.091728,-895.018244
466400,-160.72798072727275,-1.631517,-763.72505
468600,-197.18375145454547,-1.7011,-772.807388
470800,-282.9312585454545,-122.631195,-778.738423
473000,-182.01839145454545,-1.14548,-384.356492
475200,-272.5319922727273,-124.122094,-774.606558
477400,-180.32365836363635,-1.094282,-377.387925
479600,-213.67724699999997,-1.736647,-468.197799
481800,-206.95453954545454,-3.360534,-610.053657
484000,-254.76251636363634,-3.082317,-767.98889
486200,-237.21433336363634,-3.823602,-906.137716
488400,-201.8286048181818,-3.41457,-615.138557
490600,-194.4837778181818,-2.996943,-383.912332
492800,-171.5246619090909,-125.220329,-358.167293
495000,-223.94471172727273,-3.347709,-473.531319
497200,-179.538176,-2.965931,-379.46563
499400,-247.3717973636364,-2.700119,-636.233473
501600,-226.51066909090906,-121.616723,-441.638307
503800,-185.10858936363636,-4.407982,-416.426008
506000,-203.68378554545453,-4.946739,-372.253311
508200,-213.6297237272727,-2.271597,-394.790327
510400,-192.20462054545453,-2.947316,-384.13527
512600,-178.044775,-6.592224,-361.204097
514800,-163.31671645454546,-1.858176,-279.874914
517000,-217.83487272727277,-2.345582,-511.507184
519200,-237.81470818181822,-1.550076,-903.005137
521400,-185.48127109090908,-3.202513,-395.216908
523600,-199.13399581818183,-121.547939,-407.78658
525800,-149.74921927272726,-1.805861,-381.338957
528000,-166.82710481818182,-119.765198,-338.111072
530200,-169.00560600000003,-0.831814,-370.355757
532400,-111.39652436363636,-0.317262,-242.911699
534600,-177.13874099999998,-120.246015,-359.791683
536800,-189.61159718181818,-0.436409,-383.738345
539000,-158.21998699999997,-0.620232,-369.933575
541200,-145.87218054545454,-0.588875,-369.041846
543400,-273.25600672727273,-0.85162,-630.458621
545600,-159.08634154545453,-0.366079,-509.222429
547800,-147.21684172727274,-121.049567,-253.246326
550000,-194.10766072727273,-120.313356,-418.988267
552200,-205.3275599090909,-121.08152,-360.672997
554400,-205.91391327272729,-0.357652,-411.240879
556600,-179.55036281818184,-0.499481,-377.016999
558800,-182.5966170909091,-0.542953,-389.657522
561000,-228.44113036363635,-0.620176,-366.786449
563200,-194.2951161818182,-0.584505,-373.511517
565400,-190.53302000000002,-1.545535,-381.235672
567600,-169.97583172727272,-0.785206,-387.833853
569800,-195.80011909090908,-1.117928,-406.974706
572000,-180.34527381818182,-0.958151,-396.526373
574200,-177.48795790909088,-3.929227,-488.388266
576400,-168.63639972727273,-0.496757,-383.478511
578600,-205.39459454545457,-0.364116,-369.740349
580800,-186.49455109090906,-0.576174,-387.86128
583000,-141.52167990909092,-0.79521,-321.303132
585200,-166.7665732727273,-0.481999,-361.99924
587400,-263.9417279090909,-123.122837,-394.988602
589600,-169.8266467272727,-2.387639,-335.114208
591800,-232.63253081818183,-0.284334,-375.719993
594000,-195.39648736363634,-0.663468,-364.473283
596200,-202.68109863636366,-121.171381,-351.984303
598400,-324.40586536363634,-3.052954,-898.51713
600600,-207.78535427272726,-3.476077,-384.282196
602800,-123.07814736363638,-0.875239,-371.798149
605000,-166.76249836363638,-119.527203,-248.154925
607200,-189.5085741818182,-1.622987,-249.8385
609400,-181.53629745454546,-2.071441,-768.185749
611600,-253.15498490909093,-3.139243,-644.392929
613800,-265.50107409090907,-2.821414,-523.068213
616000,-227.04876554545456,-1.342369,-402.840281
618200,-215.9236201818182,-1.35911,-378.1034
620400,-186.500455,-4.911756,-356.544135
622600,-177.933796,-1.902726,-306.688664
624800,-179.18739281818182,-119.334381,-251.04701
627000,-180.85869727272728,-119.668859,-376.172573
629200,-161.78949136363633,-1.672075,-386.227191
631400,-200.36480645454546,-122.371464,-369.053255
633600,-189.96817354545456,-1.351918,-369.710908
635800,-179.96141454545455,-1.335932,-386.913396
638000,-250.75875954545452,-122.706148,-370.736032
640200,-209.53072290909088,-119.577044,-370.848196
642400,-188.40614436363637,-1.314004,-392.593829
644600,-180.99453799999998,-2.028358,-394.377999
646800,-159.7027509090909,-1.536564,-362.494692
649000,-160.77403572727275,-1.588475,-406.394242
651200,-205.91502690909093,-1.765523,-401.632655
653400,-182.9591701818182,-2.806775,-280.097369
655600,-186.09118263636364,-3.880022,-372.004598
657800,-195.9938520909091,-1.386307,-399.911044
660000,-178.27323190909092,-1.370706,-388.262946
662200,-226.1674086363636,-118.101688,-367.020182
664400,-155.741315,-1.881051,-368.141504
666600,-202.3134861818182,-1.220782,-408.84142
668800,-178.24373472727274,-1.884461,-372.922046
671000,-208.04173536363635,-0.576382,-400.687929
673200,-154.61718190909093,-2.023411,-350.307522
675400,-151.96182463636362,-1.42234,-324.43303
677600,-235.54599754545453,-0.803591,-897.363371
679800,-183.272257,-1.497154,-395.782069
682000,-209.4162419090909,-3.707722,-430.777482
684200,-346.9565733636363,-117.235384,-911.856519
686400,-218.1155945454545,-0.596735,-893.177777
688600,-196.67653281818184,-120.015043,-429.11468
690800,-340.9522478181818,-0.655987,-1026.687954
693000,-338.3998689090909,-0.525712,-1018.661221
695200,-333.1390116363636,-1.349922,-895.294608
697400,-165.0462683636364,-0.307499,-344.154075
699600,-282.6408193636364,-119.425695,-764.934829
701800,-263.01165236363636,-0.652901,-893.180436
704000,-183.12870345454547,-0.190795,-647.171191
706200,-221.70088463636367,-116.320433,-485.991425
708400,-196.8246330909091,-2.845895,-359.079109
710600,-184.81081972727273,-115.888519,-357.189114
712800,-209.7133070909091,-117.913406,-365.427605
715000,-213.39587063636364,-1.066549,-905.24299
717200,-383.9523391818182,-118.635838,-1035.69962
719400,-261.32648445454544,-2.396921,-1026.04665
721600,-188.8109290909091,-0.914622,-640.177155
723800,-350.6056703636364,-0.360898,-900.939491
726000,-377.47141527272726,-116.255481,-915.895079
728200,-282.17394372727273,-0.469727,-812.575766
730400,-316.87252863636365,-120.341974,-904.37016
732600,-202.14051618181819,-0.468443,-420.155069
734800,-112.11050136363637,-0.597237,-368.701925
737000,-178.3339517272727,-0.934732,-387.616642
739200,-523.236123090909,-0.426591,-1068.113325
741400,-430.65605363636365,-121.38797,-1068.465832
743600,-439.30429809090907,-1.042648,-1041.243507
745800,-276.46547981818185,-0.263603,-1042.945345
748000,-539.329441,-1.20397,-1035.706901
750200,-389.25424190909087,-1.679199,-1025.867913
752400,-203.120266,-1.542646,-896.233836
754600,-296.44813727272725,-123.926803,-901.926687
756800,-301.2459066363636,-114.535489,-849.554158
759000,-238.2453693636363,-0.428959,-768.656805
761200,-191.85319027272726,-0.359978,-378.840271
763400,-203.44140645454544,-0.9371,-393.174074
765600,-162.27836027272727,-0.654438,-374.813413
767800,-177.98984009090907,-117.888728,-266.156986
770000,-445.4939479090909,-1.203258,-910.250033
772200,-181.57248427272728,-0.59006,-397.387216
774400,-127.66832654545455,-0.296719,-302.056919
776600,-167.60022509090908,-0.766825,-361.200406
778800,-221.32032409090908,-118.549736,-363.053102
781000,-177.70684645454546,-1.398637,-468.251867
783200,-184.37050972727272,-1.808578,-456.007797
785400,-157.2553910909091,-119.856653,-248.80674
787600,-126.36989818181816,-1.550682,-378.753554
789800,-144.87055309090908,-2.754449,-247.433337
792000,-170.04474790909092,-2.28933,-362.627248
794200,-89.9471409090909,-1.411243,-242.61905
796400,-167.551142,-2.016898,-383.376035
798600,-220.556009,-119.78563,-362.589034
800800,-205.6599618181818,-119.268564,-502.091721
803000,-182.58558836363633,-1.803735,-376.912482
805200,-167.5472981818182,-0.57447,-367.46595
807400,-227.91172263636363,-115.513183,-367.896286
809600,-143.69345527272728,-2.888785,-241.789446
811800,-196.25350745454546,-1.017094,-363.50644
814000,-156.2205582727273,-0.586026,-251.561209
816200,-131.73801845454545,-0.573115,-344.188797
818400,-233.8030906363636,-0.642278,-490.710104
820600,-199.86447318181817,-0.401349,-364.930403
822800,-122.06216681818182,-0.688471,-240.074898
825000,-171.50605099999996,-1.387303,-379.041221
827200,-165.27854154545454,-2.409632,-360.047628
829400,-136.95347727272727,-1.292471,-354.36446
831600,-190.62671899999998,-122.450199,-271.532054
833800,-168.12844854545455,-1.068627,-363.317871
836000,-176.6280157272727,-0.52403,-359.73988
838200,-169.91994345454543,-0.379839,-272.394698
840400,-220.1608126363636,-122.432832,-356.911537
842600,-176.91555609090912,-0.295778,-376.079122
844800,-155.84637836363638,-0.690908,-359.485965
847000,-231.72738390909092,-0.675801,-371.740314
849200,-178.23741863636363,-121.117871,-270.163526
851400,-162.2549679090909,-1.82241,-383.005723
853600,-136.9837610909091,-0.504173,-402.283269
855800,-193.07448472727273,-118.867702,-384.61177
858000,-174.16122190909093,-0.447437,-360.848109
860200,-227.6544537272727,-0.320087,-361.916903
862400,-197.36403581818183,-1.210223,-351.894355
864600,-234.09225018181817,-121.225775,-413.279943
866800,-194.75869127272725,-120.983246,-387.59523
869000,-178.37755981818182,-0.221647,-352.59219
871200,-184.03173254545456,-0.252995,-362.931524
873400,-167.30004136363638,-0.242187,-382.862659
875600,-189.68206181818184,-0.359315,-460.597659
877800,-164.11364836363634,-1.939172,-366.212204
880000,-198.5325453636364,-0.544955,-380.607857
882200,-144.26623945454546,-0.42777,-251.753945
884400,-146.53028999999998,-0.380618,-250.278947
886600,-156.6822837272727,-0.311169,-249.575608
888800,-142.84216936363637,-0.544445,-248.910977
891000,-196.97435863636363,-118.989024,-333.710228
893200,-154.72508554545456,-0.568168,-246.603302
895400,-143.16930718181817,-0.486838,-355.263315
897600,-157.55471945454548,-0.417043,-391.298812
899800,-193.40989563636364,-0.588356,-398.954559
902000,-207.0689423636364,-0.2438,-741.663522
904200,-179.00858427272726,-0.547541,-368.626078
906400,-199.0181999090909,-0.265668,-510.955972
908600,-275.4228102727273,-115.287166,-420.255573
910800,-122.75262381818183,-0.248466,-248.462007
913000,-182.65000627272727,-0.138284,-385.530793
915200,-196.42377309090907,-120.859878,-342.531261
917400,-202.96151509090907,-123.152957,-326.828799
919600,-161.1293394545455,-0.577839,-416.832023
921800,-203.84174618181822,-0.505272,-401.724207
924000,-98.53207827272726,-1.421349,-329.952648
926200,-152.08439736363638,-1.326899,-235.905392
928400,-274.9912452727272,-122.033564,-439.610899
930600,-199.34886481818182,-0.746734,-383.066507
932800,-150.10026345454546,-0.62983,-344.196519
935000,-109.95699836363637,-0.755434,-241.075561
937200,-208.90186690909087,-1.054707,-377.947318
939400,-144.70281636363637,-1.469925,-260.964125
941600,-140.78912454545454,-0.987005,-358.043317
943800,-181.43369554545455,-0.732648,-365.856927
946000,-157.78959036363634,-120.655873,-264.277657
948200,-135.05974327272727,-0.931641,-365.705746
950400,-164.8556419090909,-1.557486,-349.034192
952600,-172.67249081818184,-3.790998,-427.91245
954800,-193.1121343636364,-2.525126,-326.946793
957000,-158.0336977272727,-1.416305,-256.763391
959200,-243.20704299999997,-1.662093,-387.493902
961400,-154.66979327272728,-1.063568,-361.177417
963600,-128.8574820909091,-0.700107,-351.066066
965800,-188.9789609090909,-0.333499,-370.199538
968000,-154.04537809090905,-1.311348,-345.212517
970200,-192.29020463636363,-1.150372,-409.259088
972400,-186.9566099090909,-0.320021,-361.219395
974600,-163.24385345454544,-0.945366,-340.287761
976800,-155.11182936363636,-0.30181,-361.12451
979000,-248.10107254545454,-121.021273,-407.096082
981200,-185.80108954545454,-0.737403,-381.300596
983400,-153.51676654545454,-0.723464,-353.041696
985600,-173.31611336363636,-0.324282,-347.64418
987800,-208.02507027272725,-1.149826,-357.540715
990000,-190.3450461818182,-2.718237,-492.962265
992200,-207.72487290909086,-116.794546,-368.704949
994400,-167.36277963636365,-117.118083,-253.213135
996600,-155.87377836363635,-0.317039,-359.083426
998800,-227.0867079090909,-0.805403,-379.604975
1001000,-258.17738627272735,-120.245289,-436.045144
