,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1860899925231934,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.545672,1024.0,-934.266025,-974.01767,-894.514381,39.751645
1,2,2.391206741333008,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.556237,1024.0,-792.877494,-811.659516,-774.095472,18.782022
2,3,3.643738031387329,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.576054,1024.0,-997.409055,-1008.920825,-985.897285,11.51177
3,4,4.8386759757995605,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.551989,1024.0,-850.638259,-897.325461,-803.951058,46.687201
4,5,6.002034902572632,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.534651,1024.0,-850.577967,-886.233757,-814.922178,35.655789
0,6,7.1559669971466064,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.526782,1024.0,-809.6068,-825.645253,-793.568347,16.038453
1,7,8.335537910461426,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.540943,1024.0,-713.570498,-722.043119,-705.097878,8.47262
2,8,9.483875036239624,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.525915,1024.0,-707.485213,-717.518058,-697.452368,10.032845
3,9,10.60591983795166,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.515509,1024.0,-697.240376,-707.789886,-686.690866,10.54951
4,10,11.698171138763428,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.499808,1024.0,-635.79377,-641.952858,-629.634682,6.159088
0,11,12.80444884300232,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.506251,1024.0,-609.877938,-672.957973,-546.797903,63.080035
1,12,13.87258791923523,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.488338,1024.0,-611.849699,-651.705305,-571.994094,39.855606
2,13,14.984863996505737,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.510083,1024.0,-595.775729,-597.24951,-594.301948,1.473781
3,14,16.046457052230835,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.485107,1024.0,-592.366996,-623.174226,-561.559766,30.80723
4,15,17.135124921798706,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.497521,1024.0,-636.904151,-641.856059,-631.952242,4.951909
0,16,18.280396938323975,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.524778,1024.0,-598.770533,-603.414735,-594.126331,4.644202
1,17,19.411631107330322,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.511651,1024.0,-614.484901,-636.44903,-592.520772,21.964129
2,18,20.62553381919861,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.556301,1024.0,-621.033168,-665.191637,-576.874699,44.158469
3,19,21.78075385093689,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.531672,1024.0,-602.122635,-611.255795,-592.989474,9.13316
4,20,22.93444299697876,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.528555,1024.0,-574.362116,-614.261507,-534.462725,39.899391
0,21,24.048470973968506,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.508756,1024.0,-599.768507,-608.94806,-590.588954,9.179553
