,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000514,1.0,2048,-0.787656,-0.787693,-0.787619,1.1e-05,1,28.64389204978943
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000487,1.0,2048,-0.787655,-0.787689,-0.787614,1.1e-05,2,56.784401178359985
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000502,1.0,2048,-0.787655,-0.787688,-0.787624,1e-05,3,84.92633700370789
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000489,1.0,2048,-0.787655,-0.787689,-0.787618,1.1e-05,4,113.10914921760559
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000462,1.0,2048,-0.787655,-0.787692,-0.787614,1.1e-05,5,140.7363531589508
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000454,1.0,2048,-0.787654,-0.787689,-0.787616,1.1e-05,6,168.0231490135193
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000463,1.0,2048,-0.787653,-0.787686,-0.787612,1.1e-05,7,195.5766110420227
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000459,1.0,2048,-0.787651,-0.787686,-0.787614,1.1e-05,8,222.90068006515503
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000469,1.0,2048,-0.787649,-0.787686,-0.787617,1.1e-05,9,250.8182089328766
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000457,1.0,2048,-0.787648,-0.787689,-0.787614,1.1e-05,10,278.3699760437012
0,exp_name: hover_ppo_v2_2023-01-24,22528,0.000453,1.0,2048,-0.787645,-0.787678,-0.787603,1.1e-05,11,305.8236541748047
1,exp_name: hover_ppo_v2_2023-01-24,24576,0.000454,1.0,2048,-0.787644,-0.78768,-0.787607,1.1e-05,12,333.4122791290283
2,exp_name: hover_ppo_v2_2023-01-24,26624,0.000444,1.0,2048,-0.787641,-0.787678,-0.787601,1.1e-05,13,360.70127511024475
3,exp_name: hover_ppo_v2_2023-01-24,28672,0.000458,1.0,2048,-0.787638,-0.787673,-0.787601,1.1e-05,14,388.44695806503296
4,exp_name: hover_ppo_v2_2023-01-24,30720,0.000455,1.0,2048,-0.787636,-0.787673,-0.7876,1.1e-05,15,415.87754797935486
0,exp_name: hover_ppo_v2_2023-01-24,32768,0.000457,1.0,2048,-0.787633,-0.787668,-0.787596,1.1e-05,16,443.48863792419434
1,exp_name: hover_ppo_v2_2023-01-24,34816,0.000464,1.0,2048,-0.78763,-0.787664,-0.787591,1.1e-05,17,471.0975868701935
2,exp_name: hover_ppo_v2_2023-01-24,36864,0.000455,1.0,2048,-0.787628,-0.787662,-0.787592,1.1e-05,18,498.5765790939331
3,exp_name: hover_ppo_v2_2023-01-24,38912,0.000457,1.0,2048,-0.787625,-0.787667,-0.787578,1.1e-05,19,526.3316559791565
4,exp_name: hover_ppo_v2_2023-01-24,40960,0.000479,1.0,2048,-0.787622,-0.787658,-0.787583,1.1e-05,20,554.4754021167755
0,exp_name: hover_ppo_v2_2023-01-24,43008,0.000456,1.0,2048,-0.787619,-0.787654,-0.787577,1.1e-05,21,581.9242720603943
1,exp_name: hover_ppo_v2_2023-01-24,45056,0.000537,1.0,2048,-0.787616,-0.787654,-0.787572,1.1e-05,22,611.142441034317
2,exp_name: hover_ppo_v2_2023-01-24,47104,0.000542,1.0,2048,-0.787613,-0.787656,-0.787571,1.1e-05,23,640.2193410396576
3,exp_name: hover_ppo_v2_2023-01-24,49152,0.000505,1.0,2048,-0.787611,-0.787651,-0.787567,1.2e-05,24,668.649885892868
4,exp_name: hover_ppo_v2_2023-01-24,51200,0.00046,1.0,2048,-0.787607,-0.787651,-0.787572,1.2e-05,25,696.1674559116364
0,exp_name: hover_ppo_v2_2023-01-24,53248,0.000464,1.0,2048,-0.787605,-0.787654,-0.787565,1.2e-05,26,723.9837760925293
1,exp_name: hover_ppo_v2_2023-01-24,55296,0.000455,1.0,2048,-0.787601,-0.787641,-0.787562,1.2e-05,27,751.6581981182098
2,exp_name: hover_ppo_v2_2023-01-24,57344,0.000458,1.0,2048,-0.787599,-0.787635,-0.78756,1.2e-05,28,779.346556186676
3,exp_name: hover_ppo_v2_2023-01-24,59392,0.000454,1.0,2048,-0.787596,-0.787634,-0.787555,1.1e-05,29,806.7952749729156
4,exp_name: hover_ppo_v2_2023-01-24,61440,0.000464,1.0,2048,-0.787593,-0.787636,-0.787556,1.2e-05,30,895.2279679775238
0,exp_name: hover_ppo_v2_2023-01-24,63488,0.00045,1.0,2048,-0.78759,-0.787628,-0.787543,1.2e-05,31,922.9612028598785
1,exp_name: hover_ppo_v2_2023-01-24,65536,0.000455,1.0,2048,-0.787587,-0.78763,-0.787548,1.2e-05,32,954.0334031581879
2,exp_name: hover_ppo_v2_2023-01-24,67584,0.000482,1.0,2048,-0.787584,-0.787621,-0.787539,1.2e-05,33,1026.5706000328064
3,exp_name: hover_ppo_v2_2023-01-24,69632,0.000447,1.0,2048,-0.787582,-0.787622,-0.78753,1.2e-05,34,1053.668958902359
4,exp_name: hover_ppo_v2_2023-01-24,71680,0.000465,1.0,2048,-0.787578,-0.787616,-0.787539,1.1e-05,35,1081.5629119873047
0,exp_name: hover_ppo_v2_2023-01-24,73728,0.00045,1.0,2048,-0.787575,-0.787623,-0.787536,1.2e-05,36,1109.0352990627289
1,exp_name: hover_ppo_v2_2023-01-24,75776,0.000477,1.0,2048,-0.787572,-0.787611,-0.787527,1.2e-05,37,1136.5755729675293
2,exp_name: hover_ppo_v2_2023-01-24,77824,0.000451,1.0,2048,-0.787569,-0.787615,-0.787526,1.2e-05,38,1163.8992190361023
3,exp_name: hover_ppo_v2_2023-01-24,79872,0.000488,1.0,2048,-0.787566,-0.78761,-0.787516,1.3e-05,39,1966.8578851222992
4,exp_name: hover_ppo_v2_2023-01-24,81920,0.000459,1.0,2048,-0.787563,-0.787615,-0.787519,1.2e-05,40,1994.4375491142273
0,exp_name: hover_ppo_v2_2023-01-24,83968,0.000455,1.0,2048,-0.78756,-0.787603,-0.787517,1.2e-05,41,2022.0113389492035
1,exp_name: hover_ppo_v2_2023-01-24,86016,0.00046,1.0,2048,-0.787556,-0.787599,-0.78751,1.3e-05,42,2049.7069211006165
2,exp_name: hover_ppo_v2_2023-01-24,88064,0.000448,1.0,2048,-0.787554,-0.787591,-0.787506,1.2e-05,43,2077.2077181339264
3,exp_name: hover_ppo_v2_2023-01-24,90112,0.000443,1.0,2048,-0.787551,-0.787592,-0.787504,1.3e-05,44,2104.299404144287
4,exp_name: hover_ppo_v2_2023-01-24,92160,0.000444,1.0,2048,-0.787548,-0.787587,-0.7875,1.3e-05,45,2131.4221801757812
