,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1475770473480225,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.532339,1024.0,-936.237155,-976.162169,-896.31214,39.925015
1,2,2.229191780090332,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.499472,1024.0,-794.136179,-812.98585,-775.286509,18.84967
2,3,3.280702829360962,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.48533,1024.0,-999.757388,-1011.346342,-988.168433,11.588954
3,4,4.328678131103516,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.483804,1024.0,-851.985896,-898.870912,-805.10088,46.885016
4,5,5.299749135971069,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.445164,1024.0,-851.866651,-887.664396,-816.068905,35.797745
0,6,6.2839438915252686,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.448878,1024.0,-810.631257,-826.729011,-794.533502,16.097754
1,7,7.332097053527832,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.481053,1024.0,-714.242121,-722.709766,-705.774477,8.467644
2,8,8.319572925567627,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.452089,1024.0,-708.014899,-718.074304,-697.955495,10.059405
3,9,9.297937870025635,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.447184,1024.0,-697.660174,-708.183303,-687.137044,10.523129
4,10,10.304166793823242,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.461552,1024.0,-636.019968,-642.170261,-629.869674,6.150294
0,11,11.288624048233032,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.449235,1024.0,-609.881461,-673.11379,-546.649132,63.232329
1,12,12.291399955749512,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.458789,1024.0,-611.588169,-651.390579,-571.785759,39.80241
2,13,13.310640096664429,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.468709,1024.0,-595.487331,-596.957908,-594.016753,1.470577
3,14,14.29723596572876,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.45244,1024.0,-592.05658,-622.820232,-561.292928,30.763652
4,15,15.327974796295166,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.472908,1024.0,-636.577433,-641.524014,-631.630852,4.946581
0,16,16.31788682937622,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.449162,1024.0,-598.504825,-603.146239,-593.863412,4.641414
