,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,eval episodes,experiment name,total trainingsteps,total episodes
0,0.039761,200.0,-1157.892949,-1521.778658,-753.924009,281.344381,11,exp_name: Pendulum-v1_2023-01-30 (TEST),0,2200
0,0.041022,200.0,-1348.023928,-1892.559423,-773.443741,321.130252,11,exp_name: Pendulum-v1_2023-01-30 (TEST),1,4400
0,0.03886,200.0,-1152.231802,-1643.627366,-895.444477,265.652531,11,exp_name: Pendulum-v1_2023-01-30 (TEST),2,6600
0,0.038583,200.0,-1228.938782,-1672.049897,-880.713359,256.436751,11,exp_name: Pendulum-v1_2023-01-30 (TEST),3,8800
0,0.039851,200.0,-1237.774209,-1540.932673,-911.333753,212.637868,11,exp_name: Pendulum-v1_2023-01-30 (TEST),4,11000
0,0.045203,200.0,-1074.858665,-1396.637575,-762.468333,217.795783,11,exp_name: Pendulum-v1_2023-01-30 (TEST),5,13200
0,0.040011,200.0,-1184.067982,-1602.987774,-792.593306,281.826339,11,exp_name: Pendulum-v1_2023-01-30 (TEST),6,15400
0,0.040492,200.0,-1120.99599,-1506.008418,-769.114121,232.41986,11,exp_name: Pendulum-v1_2023-01-30 (TEST),7,17600
0,0.040032,200.0,-974.514641,-1467.716823,-757.396642,205.524377,11,exp_name: Pendulum-v1_2023-01-30 (TEST),8,19800
0,0.037925,200.0,-1018.229703,-1616.007474,-748.548512,257.003998,11,exp_name: Pendulum-v1_2023-01-30 (TEST),9,22000
0,0.040935,200.0,-1074.846787,-1380.3307,-885.739071,163.758862,11,exp_name: Pendulum-v1_2023-01-30 (TEST),10,24200
0,0.038691,200.0,-1033.837966,-1478.385481,-756.403504,218.632112,11,exp_name: Pendulum-v1_2023-01-30 (TEST),11,26400
0,0.038608,200.0,-978.455845,-1791.667626,-516.394286,305.483625,11,exp_name: Pendulum-v1_2023-01-30 (TEST),12,28600
0,0.038598,200.0,-1174.50275,-1749.059573,-777.286334,323.323618,11,exp_name: Pendulum-v1_2023-01-30 (TEST),13,30800
0,0.044374,200.0,-1115.123199,-1533.751608,-846.668445,219.767192,11,exp_name: Pendulum-v1_2023-01-30 (TEST),14,33000
0,0.037455,200.0,-968.250075,-1222.071934,-770.928706,106.75731,11,exp_name: Pendulum-v1_2023-01-30 (TEST),15,35200
0,0.036858,200.0,-1104.318023,-1501.085461,-872.153159,224.54817,11,exp_name: Pendulum-v1_2023-01-30 (TEST),16,37400
0,0.036247,200.0,-1168.416061,-1811.150435,-772.282839,288.461732,11,exp_name: Pendulum-v1_2023-01-30 (TEST),17,39600
0,0.037558,200.0,-1040.330575,-1602.654324,-752.776948,262.686506,11,exp_name: Pendulum-v1_2023-01-30 (TEST),18,41800
0,0.0385,200.0,-928.532401,-1098.532647,-758.122118,101.572803,11,exp_name: Pendulum-v1_2023-01-30 (TEST),19,44000
0,0.037057,200.0,-1064.005854,-1511.299831,-752.394782,206.642149,11,exp_name: Pendulum-v1_2023-01-30 (TEST),20,46200
0,0.036962,200.0,-1000.809783,-1413.45668,-768.169083,180.688467,11,exp_name: Pendulum-v1_2023-01-30 (TEST),21,48400
0,0.036851,200.0,-919.690932,-1152.401633,-740.491817,136.143875,11,exp_name: Pendulum-v1_2023-01-30 (TEST),22,50600
0,0.039818,200.0,-888.701737,-1104.341832,-746.097282,116.388211,11,exp_name: Pendulum-v1_2023-01-30 (TEST),23,52800
0,0.037082,200.0,-979.113231,-1223.237808,-687.900358,175.270433,11,exp_name: Pendulum-v1_2023-01-30 (TEST),24,55000
0,0.036807,200.0,-1023.756236,-1231.274955,-817.289117,115.900177,11,exp_name: Pendulum-v1_2023-01-30 (TEST),25,57200
0,0.036677,200.0,-1016.727727,-1593.995869,-760.627235,245.320509,11,exp_name: Pendulum-v1_2023-01-30 (TEST),26,59400
0,0.038734,200.0,-1007.21965,-1378.920529,-640.655953,209.997465,11,exp_name: Pendulum-v1_2023-01-30 (TEST),27,61600
0,0.038767,200.0,-1042.039561,-1537.97754,-765.802487,206.164663,11,exp_name: Pendulum-v1_2023-01-30 (TEST),28,63800
0,0.03683,200.0,-938.351283,-1473.17039,-738.531204,192.923115,11,exp_name: Pendulum-v1_2023-01-30 (TEST),29,66000
0,0.037051,200.0,-1012.654173,-1365.797499,-786.347103,178.609529,11,exp_name: Pendulum-v1_2023-01-30 (TEST),30,68200
0,0.037085,200.0,-967.300755,-1219.247906,-631.28574,170.171151,11,exp_name: Pendulum-v1_2023-01-30 (TEST),31,70400
0,0.039567,200.0,-969.421965,-1231.51172,-756.240411,177.8186,11,exp_name: Pendulum-v1_2023-01-30 (TEST),32,72600
0,0.036943,200.0,-918.329783,-1448.058427,-668.807538,236.911864,11,exp_name: Pendulum-v1_2023-01-30 (TEST),33,74800
0,0.036604,200.0,-927.07981,-1332.360452,-623.769416,180.408359,11,exp_name: Pendulum-v1_2023-01-30 (TEST),34,77000
0,0.037333,200.0,-876.351592,-1009.1047,-754.893437,94.075026,11,exp_name: Pendulum-v1_2023-01-30 (TEST),35,79200
0,0.039145,200.0,-802.485616,-977.451719,-630.882917,115.545073,11,exp_name: Pendulum-v1_2023-01-30 (TEST),36,81400
0,0.037234,200.0,-933.710327,-1276.853864,-737.057643,163.110199,11,exp_name: Pendulum-v1_2023-01-30 (TEST),37,83600
0,0.036916,200.0,-928.301595,-1297.397746,-638.704007,173.746822,11,exp_name: Pendulum-v1_2023-01-30 (TEST),38,85800
0,0.036796,200.0,-858.586306,-1214.153575,-746.517298,137.048923,11,exp_name: Pendulum-v1_2023-01-30 (TEST),39,88000
0,0.037061,200.0,-871.172828,-1176.34882,-655.403185,139.310183,11,exp_name: Pendulum-v1_2023-01-30 (TEST),40,90200
0,0.039777,200.0,-964.492281,-1325.468156,-632.254379,213.659475,11,exp_name: Pendulum-v1_2023-01-30 (TEST),41,92400
0,0.036808,200.0,-809.163512,-1103.483551,-630.531013,135.151245,11,exp_name: Pendulum-v1_2023-01-30 (TEST),42,94600
0,0.037444,200.0,-895.520838,-1072.280729,-724.428909,107.730534,11,exp_name: Pendulum-v1_2023-01-30 (TEST),43,96800
0,0.036678,200.0,-838.85082,-1102.054994,-630.034595,145.744145,11,exp_name: Pendulum-v1_2023-01-30 (TEST),44,99000
0,0.039635,200.0,-783.656589,-872.832557,-627.838519,73.117922,11,exp_name: Pendulum-v1_2023-01-30 (TEST),45,101200
0,0.037916,200.0,-739.955013,-885.624755,-630.058305,79.087099,11,exp_name: Pendulum-v1_2023-01-30 (TEST),46,103400
0,0.036705,200.0,-808.428111,-1089.574881,-505.783322,145.784441,11,exp_name: Pendulum-v1_2023-01-30 (TEST),47,105600
0,0.036726,200.0,-800.667691,-1008.478806,-636.964404,93.507067,11,exp_name: Pendulum-v1_2023-01-30 (TEST),48,107800
0,0.036363,200.0,-747.088372,-977.522274,-504.467255,146.459234,11,exp_name: Pendulum-v1_2023-01-30 (TEST),49,110000
0,0.039817,200.0,-755.283163,-1071.917558,-504.381717,152.882976,11,exp_name: Pendulum-v1_2023-01-30 (TEST),50,112200
0,0.036457,200.0,-783.514472,-940.662972,-505.975147,147.723883,11,exp_name: Pendulum-v1_2023-01-30 (TEST),51,114400
0,0.036616,200.0,-682.903309,-1008.404206,-551.570751,129.006954,11,exp_name: Pendulum-v1_2023-01-30 (TEST),52,116600
0,0.036881,200.0,-651.817653,-851.733145,-504.329514,102.957533,11,exp_name: Pendulum-v1_2023-01-30 (TEST),53,118800
0,0.038818,200.0,-687.43342,-1005.711206,-503.980067,168.129184,11,exp_name: Pendulum-v1_2023-01-30 (TEST),54,121000
0,0.037697,200.0,-624.056313,-996.649884,-494.150243,139.906749,11,exp_name: Pendulum-v1_2023-01-30 (TEST),55,123200
0,0.036875,200.0,-626.935833,-853.63338,-378.092456,148.658006,11,exp_name: Pendulum-v1_2023-01-30 (TEST),56,125400
0,0.037008,200.0,-610.03723,-726.654706,-383.271293,103.74745,11,exp_name: Pendulum-v1_2023-01-30 (TEST),57,127600
0,0.037379,200.0,-479.674085,-655.328384,-255.711648,136.905188,11,exp_name: Pendulum-v1_2023-01-30 (TEST),58,129800
0,0.039766,200.0,-462.601,-723.18695,-337.244939,118.169211,11,exp_name: Pendulum-v1_2023-01-30 (TEST),59,132000
0,0.036969,200.0,-461.655219,-758.424985,-228.554453,163.215949,11,exp_name: Pendulum-v1_2023-01-30 (TEST),60,134200
0,0.036779,200.0,-438.697856,-657.141324,-255.057352,150.173613,11,exp_name: Pendulum-v1_2023-01-30 (TEST),61,136400
0,0.037396,200.0,-314.445427,-592.882992,-124.903908,146.689429,11,exp_name: Pendulum-v1_2023-01-30 (TEST),62,138600
0,0.039056,200.0,-270.772008,-407.529587,-120.066807,103.870784,11,exp_name: Pendulum-v1_2023-01-30 (TEST),63,140800
0,0.037676,200.0,-360.07006,-998.143792,-1.4296,293.87204,11,exp_name: Pendulum-v1_2023-01-30 (TEST),64,143000
0,0.037143,200.0,-314.779356,-512.638371,-3.011179,145.544584,11,exp_name: Pendulum-v1_2023-01-30 (TEST),65,145200
0,0.036557,200.0,-249.268759,-626.895206,-2.346899,149.681067,11,exp_name: Pendulum-v1_2023-01-30 (TEST),66,147400
0,0.036491,200.0,-273.012206,-795.091228,-4.038749,223.92306,11,exp_name: Pendulum-v1_2023-01-30 (TEST),67,149600
0,0.039935,200.0,-216.986384,-370.674005,-126.286208,90.230489,11,exp_name: Pendulum-v1_2023-01-30 (TEST),68,151800
0,0.036561,200.0,-191.627,-365.592015,-122.367688,79.397458,11,exp_name: Pendulum-v1_2023-01-30 (TEST),69,154000
0,0.036615,200.0,-217.864046,-517.34611,-1.641456,161.945301,11,exp_name: Pendulum-v1_2023-01-30 (TEST),70,156200
0,0.03642,200.0,-315.239347,-696.980166,-2.322762,184.570677,11,exp_name: Pendulum-v1_2023-01-30 (TEST),71,158400
0,0.03851,200.0,-193.37202,-465.711098,-3.288778,164.155685,11,exp_name: Pendulum-v1_2023-01-30 (TEST),72,160600
0,0.037498,200.0,-293.281754,-700.872683,-3.908458,189.641962,11,exp_name: Pendulum-v1_2023-01-30 (TEST),73,162800
0,0.036834,200.0,-209.581009,-560.409689,-5.644034,187.390134,11,exp_name: Pendulum-v1_2023-01-30 (TEST),74,165000
0,0.036451,200.0,-274.236325,-512.233257,-127.12269,136.465951,11,exp_name: Pendulum-v1_2023-01-30 (TEST),75,167200
0,0.036893,200.0,-182.520764,-486.611037,-2.904248,138.621653,11,exp_name: Pendulum-v1_2023-01-30 (TEST),76,169400
0,0.039493,200.0,-227.619761,-622.063495,-4.178671,163.104007,11,exp_name: Pendulum-v1_2023-01-30 (TEST),77,171600
0,0.036604,200.0,-214.415839,-372.936436,-2.657063,116.341994,11,exp_name: Pendulum-v1_2023-01-30 (TEST),78,173800
0,0.036766,200.0,-214.057372,-480.839531,-120.508211,116.106552,11,exp_name: Pendulum-v1_2023-01-30 (TEST),79,176000
0,0.038211,200.0,-243.76367,-368.651051,-123.333948,87.463441,11,exp_name: Pendulum-v1_2023-01-30 (TEST),80,178200
0,0.041177,200.0,-216.867071,-742.451342,-1.620897,213.813352,11,exp_name: Pendulum-v1_2023-01-30 (TEST),81,180400
0,0.045415,200.0,-246.321815,-608.299952,-2.049939,154.001118,11,exp_name: Pendulum-v1_2023-01-30 (TEST),82,182600
0,0.038636,200.0,-288.623747,-540.643536,-2.547986,157.980234,11,exp_name: Pendulum-v1_2023-01-30 (TEST),83,184800
0,0.038644,200.0,-205.392426,-534.023537,-1.648403,139.492423,11,exp_name: Pendulum-v1_2023-01-30 (TEST),84,187000
0,0.039896,200.0,-283.672585,-749.605887,-1.435011,205.770704,11,exp_name: Pendulum-v1_2023-01-30 (TEST),85,189200
0,0.039745,200.0,-202.379802,-482.429374,-2.256892,127.535084,11,exp_name: Pendulum-v1_2023-01-30 (TEST),86,191400
0,0.038284,200.0,-326.747478,-648.649015,-117.911282,212.53173,11,exp_name: Pendulum-v1_2023-01-30 (TEST),87,193600
0,0.036484,200.0,-240.313508,-469.15057,-1.29691,162.597392,11,exp_name: Pendulum-v1_2023-01-30 (TEST),88,195800
0,0.037448,200.0,-293.245849,-591.616016,-3.235228,165.676502,11,exp_name: Pendulum-v1_2023-01-30 (TEST),89,198000
0,0.039183,200.0,-350.731329,-916.736061,-3.631958,242.90123,11,exp_name: Pendulum-v1_2023-01-30 (TEST),90,200200
0,0.037956,200.0,-320.185003,-1041.731647,-3.345643,255.477573,11,exp_name: Pendulum-v1_2023-01-30 (TEST),91,202400
0,0.037368,200.0,-301.030455,-605.526966,-124.278979,149.216653,11,exp_name: Pendulum-v1_2023-01-30 (TEST),92,204600
0,0.036439,200.0,-255.635207,-1040.832788,-118.882093,255.65204,11,exp_name: Pendulum-v1_2023-01-30 (TEST),93,206800
0,0.039171,200.0,-296.217221,-744.603503,-114.301417,187.828435,11,exp_name: Pendulum-v1_2023-01-30 (TEST),94,209000
0,0.0382,200.0,-345.288734,-925.222294,-1.900931,310.577051,11,exp_name: Pendulum-v1_2023-01-30 (TEST),95,211200
0,0.03684,200.0,-246.2297,-1073.652093,-1.367184,283.57881,11,exp_name: Pendulum-v1_2023-01-30 (TEST),96,213400
0,0.038754,200.0,-215.164191,-391.67496,-1.1184,107.533438,11,exp_name: Pendulum-v1_2023-01-30 (TEST),97,215600
0,0.039106,200.0,-180.999524,-258.871938,-118.485795,63.120673,11,exp_name: Pendulum-v1_2023-01-30 (TEST),98,217800
0,0.039887,200.0,-302.167129,-586.695093,-1.620288,184.565533,11,exp_name: Pendulum-v1_2023-01-30 (TEST),99,220000
0,0.039541,200.0,-371.045341,-789.507409,-116.307,193.516446,11,exp_name: Pendulum-v1_2023-01-30 (TEST),100,222200
0,0.038931,200.0,-324.37696,-780.754102,-123.69155,212.305757,11,exp_name: Pendulum-v1_2023-01-30 (TEST),101,224400
0,0.039069,200.0,-259.067155,-646.725417,-1.153151,180.953717,11,exp_name: Pendulum-v1_2023-01-30 (TEST),102,226600
0,0.040662,200.0,-172.064816,-506.12287,-121.447376,110.812857,11,exp_name: Pendulum-v1_2023-01-30 (TEST),103,228800
0,0.03924,200.0,-231.539501,-427.413885,-116.657301,111.763216,11,exp_name: Pendulum-v1_2023-01-30 (TEST),104,231000
0,0.039295,200.0,-238.268847,-494.689004,-1.671194,133.305057,11,exp_name: Pendulum-v1_2023-01-30 (TEST),105,233200
0,0.038422,200.0,-237.62602,-499.578921,-125.420286,141.854454,11,exp_name: Pendulum-v1_2023-01-30 (TEST),106,235400
0,0.039971,200.0,-242.516061,-669.691177,-2.703372,188.088125,11,exp_name: Pendulum-v1_2023-01-30 (TEST),107,237600
0,0.03986,200.0,-211.795345,-720.361986,-2.89574,191.131964,11,exp_name: Pendulum-v1_2023-01-30 (TEST),108,239800
0,0.037208,200.0,-249.611399,-519.555175,-122.696744,110.354244,11,exp_name: Pendulum-v1_2023-01-30 (TEST),109,242000
0,0.036682,200.0,-251.21822,-761.280899,-3.483532,192.751232,11,exp_name: Pendulum-v1_2023-01-30 (TEST),110,244200
0,0.038056,200.0,-252.597332,-1046.258578,-120.099967,256.897382,11,exp_name: Pendulum-v1_2023-01-30 (TEST),111,246400
0,0.038959,200.0,-234.302241,-552.969799,-4.758139,149.33212,11,exp_name: Pendulum-v1_2023-01-30 (TEST),112,248600
