,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.068052053451538,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,2048,0.47947,1024.0,-935.509413,-975.380336,-895.638489,39.870924
1,2,2.2399630546569824,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,4096,0.526951,1024.0,-782.020709,-799.241336,-764.800081,17.220627
2,3,3.428907871246338,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,6144,0.535402,1024.0,-939.900881,-945.772491,-934.02927,5.87161
3,4,4.55254602432251,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,8192,0.505021,1024.0,-788.622917,-823.044908,-754.200927,34.42199
4,5,5.595736026763916,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,10240,0.467701,1024.0,-768.640172,-791.661193,-745.619151,23.021021
0,6,6.6841959953308105,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,12288,0.481794,1024.0,-704.726292,-708.651668,-700.800916,3.925376
1,7,7.7338972091674805,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,14336,0.469904,1024.0,-605.413481,-608.462626,-602.364335,3.049145
2,8,8.776820182800293,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,16384,0.466412,1024.0,-597.952799,-607.292928,-588.61267,9.340129
3,9,9.866919994354248,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,18432,0.491178,1024.0,-593.11096,-603.799316,-582.422604,10.688356
4,10,10.931030035018921,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,20480,0.476779,1024.0,-553.686273,-563.977321,-543.395225,10.291048
0,11,11.984854936599731,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,22528,0.465904,1024.0,-536.136255,-581.151987,-491.120523,45.015732
1,12,13.019355058670044,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,24576,0.463182,1024.0,-536.721425,-563.310347,-510.132502,26.588923
2,13,14.022809982299805,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,26624,0.448736,1024.0,-516.420622,-516.848332,-515.992912,0.42771
3,14,15.08927297592163,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,28672,0.47102,1024.0,-519.554964,-541.698786,-497.411142,22.143822
4,15,16.2052059173584,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,30720,0.498614,1024.0,-567.287566,-571.928683,-562.64645,4.641116
0,16,17.331328868865967,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,32768,0.502579,1024.0,-528.309576,-531.22732,-525.391832,2.917744
1,17,18.45769214630127,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,34816,0.505145,1024.0,-525.380177,-545.063802,-505.696553,19.683624
2,18,19.531251192092896,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,36864,0.481411,1024.0,-526.113572,-555.763885,-496.46326,29.650313
3,19,20.61009907722473,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,38912,0.481486,1024.0,-496.052501,-499.233765,-492.871236,3.181264
4,20,21.652008056640625,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,40960,0.467146,1024.0,-479.17534,-504.435806,-453.914874,25.260466
0,21,22.70590615272522,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,43008,0.464417,1024.0,-506.801303,-514.53897,-499.063635,7.737667
1,22,23.738757133483887,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,45056,0.462798,1024.0,-469.449549,-488.917324,-449.981774,19.467775
2,23,24.766077995300293,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,47104,0.451664,1024.0,-481.69447,-496.900182,-466.488758,15.205712
3,24,25.886687994003296,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,49152,0.49945,1024.0,-508.325066,-551.193817,-465.456315,42.868751
4,25,26.913975954055786,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,51200,0.459653,1024.0,-498.840285,-499.395239,-498.285332,0.554953
0,26,27.956398963928223,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,53248,0.461685,1024.0,-441.215944,-441.489592,-440.942296,0.273648
1,27,29.018439054489136,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,55296,0.472801,1024.0,-440.704096,-449.56246,-431.845733,8.858363
