,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",919600,0.035015,200.0,11,-1421.442885,-1513.842354,-1251.6882,79.652645
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",921800,0.035242,200.0,11,-1471.708011,-1524.270401,-1335.054594,60.121172
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",924000,0.035014,200.0,11,-1449.855252,-1529.322995,-1354.749378,62.531354
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",926200,0.036559,200.0,11,-1453.1505,-1514.73703,-1313.863845,66.52278
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",928400,0.037722,200.0,11,-1480.766135,-1528.88639,-1403.455823,37.547179
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",930600,0.035294,200.0,11,-1465.901087,-1511.256232,-1370.418908,47.163716
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",932800,0.035147,200.0,11,-1426.587072,-1525.172718,-1110.124701,111.367089
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",935000,0.039488,200.0,11,-1453.680657,-1502.294387,-1382.191884,43.144169
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",937200,0.035817,200.0,11,-1463.410148,-1528.825861,-1360.416657,53.045166
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",939400,0.038061,200.0,11,-1478.31642,-1516.10922,-1402.342611,39.731757
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",941600,0.035445,200.0,11,-1427.273676,-1522.182809,-1299.075584,80.364186
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",943800,0.035053,200.0,11,-1452.67716,-1522.143673,-1318.926579,60.664553
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",946000,0.035288,200.0,11,-1487.967374,-1520.021392,-1389.80533,35.112799
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",948200,0.035093,200.0,11,-1456.318305,-1520.418853,-1407.23559,36.63252
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",950400,0.038153,200.0,11,-1469.001824,-1531.910328,-1411.678157,33.974587
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",952600,0.035561,200.0,11,-1468.629594,-1525.702702,-1350.521997,45.483196
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",954800,0.03483,200.0,11,-1484.045497,-1516.536027,-1419.75811,34.994954
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",957000,0.035436,200.0,11,-1473.11262,-1522.546974,-1375.937271,49.013866
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",959200,0.035327,200.0,11,-1450.168865,-1521.488307,-1345.340305,56.971521
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",961400,0.037298,200.0,11,-1454.278889,-1512.513983,-1331.035123,52.569243
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",963600,0.036503,200.0,11,-1472.93908,-1519.469571,-1386.948124,43.44314
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",965800,0.035484,200.0,11,-1454.64698,-1526.445844,-1375.602126,55.25615
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",968000,0.034947,200.0,11,-1462.405973,-1519.249954,-1367.390513,52.751322
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",970200,0.035384,200.0,11,-1441.433278,-1520.707317,-1343.537832,57.13059
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",972400,0.036071,200.0,11,-1438.53824,-1501.843397,-1307.23501,71.713905
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",974600,0.037691,200.0,11,-1496.569862,-1518.08021,-1421.747354,26.207112
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",976800,0.035263,200.0,11,-1469.997285,-1514.284282,-1367.665867,43.532161
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",979000,0.035187,200.0,11,-1462.156371,-1514.161738,-1353.819476,50.439496
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",981200,0.034885,200.0,11,-1471.86446,-1514.324454,-1367.650309,41.574662
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",983400,0.035696,200.0,11,-1479.472829,-1527.570345,-1373.635864,41.703769
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",985600,0.037946,200.0,11,-1481.174217,-1510.586067,-1399.210185,30.949894
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",987800,0.035354,200.0,11,-1455.425889,-1512.935713,-1375.674741,51.591123
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",990000,0.034988,200.0,11,-1462.017667,-1526.866427,-1371.252512,52.644172
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",992200,0.035108,200.0,11,-1435.421666,-1513.709395,-1295.156505,70.612342
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",994400,0.035075,200.0,11,-1456.412145,-1512.673302,-1292.626677,64.927473
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",996600,0.039271,200.0,11,-1466.43686,-1518.826867,-1430.114252,27.765468
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",998800,0.038214,200.0,11,-1435.86657,-1518.896041,-1320.944982,55.395431
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1001000,0.036034,200.0,11,-1474.893094,-1520.704762,-1398.465637,40.403444
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1003200,0.03513,200.0,11,-1453.597048,-1527.431692,-1338.778305,53.866651
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1005400,0.03513,200.0,11,-1429.004159,-1515.689275,-1293.717892,69.624523
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1007600,0.037369,200.0,11,-1461.969008,-1523.042492,-1370.618701,56.284121
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1009800,0.039047,200.0,11,-1491.136458,-1529.251003,-1382.650783,39.56655
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1012000,0.037376,200.0,11,-1470.522885,-1524.04836,-1373.903853,48.233497
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1014200,0.03615,200.0,11,-1457.293242,-1518.625772,-1250.989136,75.481544
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1016400,0.035233,200.0,11,-1465.87269,-1522.77015,-1327.590632,53.434094
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1018600,0.037525,200.0,11,-1428.688433,-1519.840664,-1198.256031,115.628866
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1020800,0.039061,200.0,11,-1484.77089,-1520.921371,-1361.373859,42.859348
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1023000,0.03603,200.0,11,-1483.866558,-1524.868691,-1346.035627,46.9384
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1025200,0.036111,200.0,11,-1477.277733,-1516.888669,-1370.652525,43.732166
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1027400,0.036888,200.0,11,-1447.566797,-1519.224333,-1230.65484,83.043506
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1029600,0.03753,200.0,11,-1466.836783,-1529.681231,-1334.82134,53.969924
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1031800,0.038921,200.0,11,-1457.653982,-1527.209131,-1345.529513,52.821361
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1034000,0.035825,200.0,11,-1440.211715,-1510.549483,-1354.107167,52.689863
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1036200,0.035265,200.0,11,-1453.805447,-1524.845018,-1352.993297,47.30281
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1038400,0.035225,200.0,11,-1458.068664,-1522.989989,-1321.377037,65.871569
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1040600,0.035272,200.0,11,-1450.178877,-1517.503936,-1320.500346,63.829093
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1042800,0.038925,200.0,11,-1448.828875,-1518.316173,-1391.300718,43.206332
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1045000,0.037498,200.0,11,-1463.528842,-1518.217701,-1380.505609,48.015594
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1047200,0.036706,200.0,11,-1490.373202,-1529.447426,-1440.342963,30.384144
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1049400,0.03794,200.0,11,-1440.448593,-1531.491017,-1380.842327,40.847647
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1051600,0.03737,200.0,11,-1500.273567,-1513.701724,-1475.746314,12.472499
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1053800,0.037884,200.0,11,-1460.495316,-1528.623274,-1403.310714,44.328953
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1056000,0.035953,200.0,11,-1471.10353,-1526.8769,-1280.039897,65.824186
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1058200,0.03571,200.0,11,-1458.400966,-1513.044107,-1369.410773,38.431493
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1060400,0.036145,200.0,11,-1460.474469,-1520.873568,-1397.182872,37.827605
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1062600,0.035575,200.0,11,-1437.529486,-1518.807667,-1286.606244,79.561865
0,"exp_name: Pendulum-v1_2023-01-15 (seperate network, TD actor-critic advantage, normalize ret)",1064800,0.037712,200.0,11,-1464.125356,-1512.224283,-1355.005378,50.690803
