,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,2048,0.001093,1.0,2048,-0.787655,-0.787798,-0.787513,8.2e-05,1,32.09792494773865
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,4096,0.001002,1.0,2048,-0.787654,-0.787798,-0.787512,8.2e-05,2,62.97421073913574
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,6144,0.000957,1.0,2048,-0.787656,-0.787798,-0.787512,8.2e-05,3,93.29626297950745
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,8192,0.001015,1.0,2048,-0.787659,-0.787799,-0.787514,8.1e-05,4,124.50952386856079
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,10240,0.001019,1.0,2048,-0.787657,-0.787799,-0.787514,8.2e-05,5,155.54922890663147
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,12288,0.001181,1.0,2048,-0.787657,-0.7878,-0.787514,8.2e-05,6,189.59684681892395
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,14336,0.001188,1.0,2048,-0.787654,-0.7878,-0.787514,8.2e-05,7,223.73587799072266
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,16384,0.001077,1.0,2048,-0.787657,-0.787799,-0.787514,8.3e-05,8,255.87857389450073
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,18432,0.001009,1.0,2048,-0.787658,-0.787799,-0.787514,8.3e-05,9,286.94852590560913
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,20480,0.001021,1.0,2048,-0.787659,-0.7878,-0.787515,8.2e-05,10,318.0296850204468
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,22528,0.001015,1.0,2048,-0.78766,-0.7878,-0.787516,8.2e-05,11,349.1912658214569
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,24576,0.001,1.0,2048,-0.787655,-0.7878,-0.787515,8.3e-05,12,380.09022283554077
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,26624,0.001007,1.0,2048,-0.787659,-0.7878,-0.787515,8.3e-05,13,410.9651107788086
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,28672,0.001017,1.0,2048,-0.787656,-0.7878,-0.787515,8.3e-05,14,442.0804498195648
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,30720,0.001024,1.0,2048,-0.78766,-0.7878,-0.787515,8.1e-05,15,473.34836983680725
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,32768,0.001028,1.0,2048,-0.787657,-0.787801,-0.787515,8.3e-05,16,504.5194067955017
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,34816,0.001038,1.0,2048,-0.787657,-0.7878,-0.787515,8.3e-05,17,535.927619934082
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,36864,0.001043,1.0,2048,-0.787654,-0.7878,-0.787514,8.3e-05,18,567.4395558834076
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,38912,0.001018,1.0,2048,-0.787653,-0.787799,-0.787514,8.2e-05,19,598.5837640762329
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,40960,0.001026,1.0,2048,-0.78766,-0.787798,-0.787514,8.2e-05,20,629.8776528835297
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,43008,0.000998,1.0,2048,-0.78766,-0.7878,-0.787515,8.3e-05,21,660.5885329246521
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,45056,0.001039,1.0,2048,-0.787654,-0.787799,-0.787514,8.3e-05,22,692.162535905838
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,47104,0.001034,1.0,2048,-0.787654,-0.787799,-0.787514,8.2e-05,23,723.5310997962952
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,49152,0.001039,1.0,2048,-0.787655,-0.787798,-0.787513,8.3e-05,24,755.0317230224609
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,51200,0.001013,1.0,2048,-0.787658,-0.787798,-0.787513,8.2e-05,25,786.0604219436646
