,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000511,1.0,2048,-0.787656,-0.787695,-0.787618,1.1e-05,1,28.66111731529236
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000481,1.0,2048,-0.787656,-0.787696,-0.787619,1.1e-05,2,57.00356316566467
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000503,1.0,2048,-0.787656,-0.787692,-0.787613,1.1e-05,3,85.29655814170837
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000431,1.0,2048,-0.787655,-0.787693,-0.78762,1.1e-05,4,112.4298791885376
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000423,1.0,2048,-0.787655,-0.787688,-0.787612,1.1e-05,5,139.2710452079773
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000427,1.0,2048,-0.787654,-0.787689,-0.787617,1.1e-05,6,166.445383310318
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000426,1.0,2048,-0.787653,-0.787687,-0.787616,1.1e-05,7,193.3319993019104
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000435,1.0,2048,-0.787652,-0.78769,-0.787615,1.1e-05,8,220.573477268219
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000427,1.0,2048,-0.78765,-0.787683,-0.787613,1.1e-05,9,247.51213121414185
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000424,1.0,2048,-0.787648,-0.787682,-0.787606,1.1e-05,10,274.34681701660156
