,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.073028802871704,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.467693,1024.0,-937.565268,-977.64139,-897.489146,40.076122
1,2,2.162945032119751,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.474738,1024.0,-771.695643,-787.441326,-755.94996,15.745683
2,3,3.2784500122070312,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.481575,1024.0,-883.292715,-884.2842,-882.301229,0.991486
3,4,4.380252838134766,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.481384,1024.0,-736.748049,-762.292554,-711.203544,25.544505
4,5,5.405473947525024,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.441942,1024.0,-706.893589,-722.173481,-691.613697,15.279892
0,6,6.4805638790130615,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.462309,1024.0,-624.41281,-627.2779,-621.54772,2.86509
1,7,7.519076824188232,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.451525,1024.0,-532.25878,-538.521818,-525.995742,6.263038
2,8,8.54194688796997,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.445009,1024.0,-555.203968,-557.059326,-553.348611,1.855357
3,9,9.622702836990356,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.469713,1024.0,-545.534158,-554.002794,-537.065523,8.468636
4,10,10.645631074905396,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.44254,1024.0,-489.99503,-498.875794,-481.114266,8.880764
0,11,11.725613832473755,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.46185,1024.0,-469.254287,-501.878619,-436.629956,32.624331
1,12,12.811562061309814,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.473944,1024.0,-468.989289,-487.036688,-450.941889,18.0474
2,13,13.840070962905884,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.445081,1024.0,-444.518824,-445.272264,-443.765383,0.75344
3,14,14.919538021087646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.469456,1024.0,-458.804626,-475.241628,-442.367624,16.437002
4,15,15.943290948867798,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.443914,1024.0,-507.062812,-512.217374,-501.90825,5.154562
0,16,16.997684001922607,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.454217,1024.0,-463.42339,-465.437802,-461.408977,2.014412
1,17,18.130693912506104,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.495457,1024.0,-456.871214,-473.114284,-440.628143,16.24307
2,18,19.2156879901886,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.4761,1024.0,-454.75648,-476.130513,-433.382446,21.374033
3,19,20.30241107940674,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.473971,1024.0,-422.565669,-424.025447,-421.105891,1.459778
4,20,21.333280086517334,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.446141,1024.0,-424.070745,-441.878655,-406.262836,17.80791
0,21,22.37847399711609,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.443822,1024.0,-456.098237,-463.007071,-449.189404,6.908833
1,22,23.448335886001587,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.466679,1024.0,-406.175926,-420.383072,-391.968779,14.207146
2,23,24.49693489074707,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.455148,1024.0,-420.968977,-436.050494,-405.887459,15.081518
3,24,25.626046895980835,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.491988,1024.0,-447.733895,-478.401397,-417.066394,30.667502
4,25,26.682718992233276,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.459417,1024.0,-429.27468,-429.49755,-429.05181,0.22287
0,26,27.757104873657227,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.462782,1024.0,-382.852711,-383.064775,-382.640647,0.212064
1,27,28.830097913742065,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.467086,1024.0,-381.590419,-390.071669,-373.109169,8.48125
2,28,29.865033864974976,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.448604,1024.0,-399.870822,-413.047068,-386.694577,13.176245
3,29,30.933725833892822,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.463383,1024.0,-376.583416,-378.089489,-375.077343,1.506073
4,30,31.981204986572266,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.453539,1024.0,-408.042208,-408.088562,-407.995855,0.046354
0,31,33.0111289024353,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.445811,1024.0,-360.040213,-368.661899,-351.418526,8.621686
1,32,34.08503293991089,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.467404,1024.0,-391.198791,-403.294521,-379.103061,12.09573
2,33,35.11010479927063,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.442287,1024.0,-348.518616,-360.785712,-336.251519,12.267097
3,34,36.163639068603516,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.454593,1024.0,-384.078765,-411.288963,-356.868567,27.210198
4,35,37.20957899093628,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.453982,1024.0,-349.988391,-350.374534,-349.602247,0.386143
0,36,38.23369097709656,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.442559,1024.0,-349.874414,-356.407818,-343.341009,6.533404
1,37,39.31329679489136,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.470069,1024.0,-360.829366,-373.061454,-348.597279,12.232088
2,38,40.330135107040405,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,77824,0.442024,1024.0,-376.649484,-401.509888,-351.78908,24.860404
3,39,41.360214948654175,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,79872,0.444649,1024.0,-373.771493,-385.002863,-362.540123,11.23137
4,40,42.421343088150024,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,81920,0.463282,1024.0,-404.466353,-420.449187,-388.483518,15.982835
0,41,43.51501178741455,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,83968,0.476599,1024.0,-369.483876,-379.155103,-359.81265,9.671227
1,42,44.57864785194397,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,86016,0.459363,1024.0,-364.156303,-373.353803,-354.958802,9.1975
2,43,45.60722494125366,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,88064,0.447,1024.0,-350.85982,-361.167889,-340.55175,10.308069
3,44,46.6277859210968,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,90112,0.442525,1024.0,-357.395218,-373.360166,-341.430271,15.964947
4,45,47.70679187774658,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,92160,0.468312,1024.0,-334.423399,-340.665587,-328.181212,6.242188
0,46,48.73216700553894,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,94208,0.444297,1024.0,-347.72982,-353.234696,-342.224945,5.504875
1,47,49.775410890579224,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,96256,0.45047,1024.0,-361.958607,-373.382414,-350.5348,11.423807
2,48,50.8172709941864,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,98304,0.453368,1024.0,-374.152549,-387.343389,-360.961708,13.19084
3,49,51.83787989616394,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,100352,0.443378,1024.0,-363.6888,-374.745507,-352.632094,11.056707
4,50,52.91825580596924,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,102400,0.470606,1024.0,-355.548384,-368.962078,-342.134689,13.413694
0,51,53.943565130233765,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,104448,0.4429,1024.0,-357.554571,-358.855898,-356.253243,1.301327
1,52,54.98115682601929,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,106496,0.444813,1024.0,-376.030058,-390.892097,-361.16802,14.862039
2,53,56.04184079170227,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,108544,0.460798,1024.0,-385.597111,-393.659237,-377.534986,8.062125
3,54,57.06946587562561,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,110592,0.444187,1024.0,-396.842924,-411.069914,-382.615933,14.22699
4,55,58.152729749679565,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,112640,0.468529,1024.0,-355.823644,-356.764226,-354.883062,0.940582
0,56,59.18557000160217,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,114688,0.446679,1024.0,-340.011071,-345.652377,-334.369765,5.641306
1,57,60.216392040252686,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,116736,0.445429,1024.0,-348.681545,-352.672822,-344.690267,3.991278
2,58,61.2937490940094,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,118784,0.467231,1024.0,-380.810156,-384.636268,-376.984043,3.826112
3,59,62.313347816467285,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,120832,0.441056,1024.0,-344.627649,-345.074436,-344.180863,0.446786
4,60,63.366413831710815,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,122880,0.454343,1024.0,-356.783844,-362.924401,-350.643287,6.140557
0,61,64.41935586929321,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,124928,0.456842,1024.0,-345.409606,-345.474051,-345.345161,0.064445
1,62,65.4394359588623,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,126976,0.442502,1024.0,-329.23731,-329.26995,-329.20467,0.03264
2,63,66.52254295349121,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,129024,0.472121,1024.0,-337.432459,-342.579059,-332.285858,5.146601
3,64,67.53842902183533,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,131072,0.441272,1024.0,-367.992304,-380.658724,-355.325884,12.66642
4,65,68.57725691795349,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,133120,0.448027,1024.0,-353.157299,-355.453749,-350.86085,2.296449
0,66,69.64345192909241,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,135168,0.462025,1024.0,-361.307084,-364.151181,-358.462987,2.844097
1,67,70.666348695755,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,137216,0.44232,1024.0,-365.406121,-369.508801,-361.303441,4.10268
2,68,71.74178695678711,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,139264,0.464599,1024.0,-342.09272,-350.677,-333.50844,8.58428
3,69,72.76283383369446,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,141312,0.443948,1024.0,-338.793792,-341.523759,-336.063825,2.729967
4,70,73.82142496109009,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,143360,0.458291,1024.0,-346.639672,-347.546709,-345.732634,0.907037
0,71,74.9056749343872,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,145408,0.470325,1024.0,-332.47177,-340.168267,-324.775273,7.696497
1,72,75.92594313621521,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,147456,0.441772,1024.0,-345.264617,-357.796361,-332.732874,12.531743
2,73,76.98536777496338,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,149504,0.456424,1024.0,-344.068242,-347.474248,-340.662235,3.406006
3,74,78.02412796020508,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,151552,0.450308,1024.0,-317.659398,-323.849538,-311.469259,6.19014
4,75,79.04733276367188,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,153600,0.441803,1024.0,-306.21627,-319.294065,-293.138475,13.077795
0,76,80.13519191741943,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,155648,0.473001,1024.0,-299.575787,-301.947143,-297.204432,2.371355
1,77,81.15811586380005,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,157696,0.443051,1024.0,-294.994441,-295.967207,-294.021675,0.972766
