,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: Pendulum-v1_2023-01-29 (TEST),2200,0.03865,200.0,11,-1342.88013,-1795.364819,-882.326357,335.693485,0
0,exp_name: Pendulum-v1_2023-01-29 (TEST),4400,0.039781,200.0,11,-1136.887119,-1817.267619,-766.448829,337.392732,1
0,exp_name: Pendulum-v1_2023-01-29 (TEST),6600,0.039453,200.0,11,-1333.859222,-1849.10205,-624.352502,380.116599,2
0,exp_name: Pendulum-v1_2023-01-29 (TEST),8800,0.039014,200.0,11,-1326.554654,-1868.252673,-863.321158,370.561447,3
0,exp_name: Pendulum-v1_2023-01-29 (TEST),11000,0.03864,200.0,11,-1048.031193,-1573.804947,-732.764994,233.795209,4
0,exp_name: Pendulum-v1_2023-01-29 (TEST),13200,0.038876,200.0,11,-1140.183886,-1536.03956,-705.454068,222.095317,5
0,exp_name: Pendulum-v1_2023-01-29 (TEST),15400,0.038865,200.0,11,-1206.710487,-1805.098882,-841.571614,294.403093,6
0,exp_name: Pendulum-v1_2023-01-29 (TEST),17600,0.037033,200.0,11,-1139.232905,-1754.124822,-626.455209,349.794645,7
0,exp_name: Pendulum-v1_2023-01-29 (TEST),19800,0.036873,200.0,11,-1059.273043,-1750.919605,-771.098447,264.371588,8
0,exp_name: Pendulum-v1_2023-01-29 (TEST),22000,0.03678,200.0,11,-1384.686653,-1861.586825,-959.267021,299.107158,9
0,exp_name: Pendulum-v1_2023-01-29 (TEST),24200,0.039875,200.0,11,-1101.438339,-1654.182324,-792.738814,249.096851,10
0,exp_name: Pendulum-v1_2023-01-29 (TEST),26400,0.03711,200.0,11,-1099.068856,-1405.225055,-743.242937,220.483484,11
0,exp_name: Pendulum-v1_2023-01-29 (TEST),28600,0.036942,200.0,11,-1257.916631,-1538.770496,-863.1513,184.332943,12
0,exp_name: Pendulum-v1_2023-01-29 (TEST),30800,0.036837,200.0,11,-1132.343224,-1615.245088,-891.35601,252.279247,13
