,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1149191856384277,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.493627,1024.0,-937.428539,-977.449175,-897.407903,40.020636
1,2,2.2955410480499268,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.530369,1024.0,-783.374599,-800.690563,-766.058635,17.315964
2,3,3.462905168533325,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.52538,1024.0,-943.110187,-949.171218,-937.049156,6.061031
3,4,4.562265157699585,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.493597,1024.0,-789.002037,-823.420599,-754.583475,34.418562
4,5,5.583839178085327,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.454509,1024.0,-767.266782,-790.056037,-744.477527,22.789255
0,6,6.651136159896851,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.472779,1024.0,-701.22933,-704.648385,-697.810275,3.419055
1,7,7.6485230922698975,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.443293,1024.0,-600.539869,-603.263383,-597.816354,2.723514
2,8,8.668397188186646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.453061,1024.0,-592.298411,-600.678334,-583.918488,8.379923
3,9,9.715219020843506,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.464445,1024.0,-587.514617,-598.004603,-577.02463,10.489986
4,10,10.721606969833374,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.447484,1024.0,-548.017291,-558.123564,-537.911018,10.106273
0,11,11.80722427368164,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.479983,1024.0,-530.355953,-574.162369,-486.549537,43.806416
1,12,12.832113265991211,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.456643,1024.0,-530.658652,-556.592082,-504.725223,25.933429
2,13,13.840348243713379,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.449479,1024.0,-509.116588,-509.436294,-508.796882,0.319706
3,14,14.892271280288696,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.469294,1024.0,-510.710715,-532.228928,-489.192502,21.518213
4,15,15.888928174972534,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.442856,1024.0,-558.463797,-562.981617,-553.945977,4.51782
0,16,16.91007423400879,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.450549,1024.0,-521.633402,-524.34481,-518.921994,2.711408
1,17,17.945358276367188,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.46206,1024.0,-519.708591,-539.352909,-500.064273,19.644318
2,18,18.954981327056885,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.446916,1024.0,-520.758313,-549.671489,-491.845136,28.913177
3,19,20.02570605278015,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.476699,1024.0,-489.882947,-492.539051,-487.226844,2.656103
4,20,21.05672025680542,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.458778,1024.0,-474.000637,-498.704038,-449.297237,24.7034
0,21,22.138957262039185,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.480089,1024.0,-502.406739,-509.89369,-494.919787,7.486952
1,22,23.23667311668396,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.491524,1024.0,-465.6117,-484.906266,-446.317135,19.294566
2,23,24.3603253364563,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.506071,1024.0,-477.307377,-492.240555,-462.374199,14.933178
3,24,25.45749831199646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.489039,1024.0,-502.065963,-543.557785,-460.574141,41.491822
4,25,26.50789213180542,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.468734,1024.0,-494.023258,-494.558508,-493.488009,0.535249
0,26,27.55204200744629,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.463511,1024.0,-438.926971,-439.514013,-438.339928,0.587042
1,27,28.650591135025024,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.488422,1024.0,-441.501578,-451.163779,-431.839377,9.662201
2,28,29.678776264190674,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.460282,1024.0,-470.164051,-482.952933,-457.37517,12.788881
3,29,30.709410190582275,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.456769,1024.0,-449.426097,-451.092833,-447.75936,1.666737
4,30,31.838906288146973,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.505152,1024.0,-471.584889,-473.106491,-470.063286,1.521603
0,31,32.88706994056702,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.467184,1024.0,-406.630685,-415.597311,-397.664058,8.966627
1,32,33.96242618560791,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.480819,1024.0,-434.147984,-448.875405,-419.420563,14.727421
