,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.001697063446045,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.459541,1024.0,-937.620346,-977.631476,-897.609216,40.01113
1,2,2.0375540256500244,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.474159,1024.0,-795.012235,-813.908471,-776.115999,18.896236
2,3,3.064112901687622,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.47115,1024.0,-1001.582543,-1013.246444,-989.918641,11.663902
3,4,4.1229939460754395,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.485695,1024.0,-853.079909,-900.146203,-806.013616,47.066294
4,5,5.077797889709473,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.434937,1024.0,-852.956508,-888.890593,-817.022422,35.934086
0,6,6.046808958053589,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.438755,1024.0,-811.542274,-827.712721,-795.371827,16.170447
1,7,7.027192115783691,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.448056,1024.0,-714.903323,-723.380338,-706.426309,8.477015
2,8,7.97185206413269,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.431348,1024.0,-708.583492,-718.666576,-698.500407,10.083085
3,9,8.957746028900146,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.448888,1024.0,-698.171378,-708.689339,-687.653417,10.517961
4,10,9.937175989151001,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.448333,1024.0,-636.405792,-642.55245,-630.259134,6.146658
0,11,10.89773178100586,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.435668,1024.0,-610.075182,-673.526549,-546.623814,63.451368
1,12,11.901135921478271,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.456979,1024.0,-611.510814,-651.295977,-571.72565,39.785163
2,13,12.86740517616272,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.440714,1024.0,-595.400632,-596.868496,-593.932768,1.467864
3,14,13.82364797592163,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.436648,1024.0,-591.965726,-622.71821,-561.213241,30.752484
4,15,14.84769582748413,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.469865,1024.0,-636.469906,-641.416425,-631.523386,4.94652
0,16,15.81063985824585,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.43672,1024.0,-598.408563,-603.043864,-593.773262,4.635301
1,17,16.76107406616211,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.434519,1024.0,-614.072557,-636.026524,-592.118591,21.953966
2,18,17.75079607963562,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.451775,1024.0,-620.617538,-664.699729,-576.535346,44.082192
3,19,18.701745986938477,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.434297,1024.0,-601.696794,-610.810311,-592.583276,9.113518
4,20,19.65524196624756,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.435339,1024.0,-573.990837,-613.819027,-534.162646,39.828191
0,21,20.660624027252197,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.456111,1024.0,-599.349047,-608.517412,-590.180681,9.168366
1,22,21.6117000579834,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.434656,1024.0,-556.204192,-584.227749,-528.180634,28.023558
2,23,22.607908964157104,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.45382,1024.0,-568.039686,-585.048626,-551.030747,17.008939
3,24,23.604379892349243,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.455244,1024.0,-598.290133,-662.378858,-534.201408,64.088725
4,25,24.558897972106934,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.43556,1024.0,-596.491194,-598.81286,-594.169529,2.321665
0,26,25.548737049102783,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.451042,1024.0,-551.935274,-555.00174,-548.868808,3.066466
1,27,26.507089853286743,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.437712,1024.0,-566.983606,-585.201623,-548.765589,18.218017
2,28,27.466383934020996,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.437508,1024.0,-592.125448,-618.58397,-565.666926,26.458522
3,29,28.44880485534668,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.450498,1024.0,-576.031431,-576.691211,-575.371651,0.65978
4,30,29.400031089782715,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.434147,1024.0,-611.091223,-616.309721,-605.872725,5.218498
0,31,30.35629916191101,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.433209,1024.0,-531.588521,-550.910869,-512.266172,19.322349
1,32,31.332526922225952,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.446481,1024.0,-589.629335,-622.903872,-556.354798,33.274537
2,33,32.28081798553467,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.432268,1024.0,-525.180947,-547.855038,-502.506857,22.67409
3,34,33.24051213264465,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.437138,1024.0,-540.305579,-598.363633,-482.247524,58.058054
4,35,34.24085092544556,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.457469,1024.0,-500.309022,-502.493906,-498.124138,2.184884
0,36,35.191075801849365,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.43138,1024.0,-494.3239,-504.812314,-483.835486,10.488414
1,37,36.15181016921997,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.437616,1024.0,-498.396557,-516.240374,-480.552741,17.843816
2,38,37.13386917114258,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,77824,0.449461,1024.0,-508.42759,-558.127527,-458.727653,49.699937
3,39,38.08102297782898,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,79872,0.433464,1024.0,-494.595769,-510.846761,-478.344777,16.250992
4,40,39.0603449344635,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,81920,0.44798,1024.0,-516.746341,-544.000687,-489.491996,27.254346
0,41,40.10730290412903,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,83968,0.480052,1024.0,-503.635374,-527.659585,-479.611162,24.024211
1,42,41.06743407249451,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,86016,0.438929,1024.0,-505.504393,-526.8672,-484.141585,21.362808
2,43,42.06173300743103,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,88064,0.454019,1024.0,-487.280278,-514.7412,-459.819357,27.460922
3,44,43.006765842437744,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,90112,0.431669,1024.0,-508.791067,-550.720763,-466.861372,41.929696
4,45,43.955501079559326,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,92160,0.432403,1024.0,-472.442434,-484.146106,-460.738762,11.703672
