,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.2015879154205322,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,2048,0.532605,1024.0,-1001.4515,-1134.65279,-868.25021,133.20129
1,2,2.393644094467163,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,4096,0.532993,1024.0,-907.851763,-909.472923,-906.230603,1.62116
2,3,3.6095497608184814,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,6144,0.542476,1024.0,-922.624404,-952.758743,-892.490064,30.13434
3,4,4.742422103881836,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,8192,0.504101,1024.0,-1001.373324,-1050.351033,-952.395614,48.97771
4,5,5.8501200675964355,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,10240,0.492755,1024.0,-1018.137512,-1036.344451,-999.930574,18.206938
0,6,7.035556793212891,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,12288,0.524593,1024.0,-1056.323422,-1063.717799,-1048.929045,7.394377
1,7,8.262545824050903,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,14336,0.549459,1024.0,-1048.410754,-1150.824383,-945.997125,102.413629
2,8,9.523963928222656,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,16384,0.565814,1024.0,-933.860517,-995.539702,-872.181332,61.679185
3,9,10.674568891525269,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,18432,0.513668,1024.0,-1003.174575,-1037.32192,-969.027229,34.147346
4,10,11.908290147781372,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,20480,0.548915,1024.0,-1008.795983,-1078.014333,-939.577634,69.218349
0,11,13.07240891456604,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,22528,0.520323,1024.0,-960.49859,-961.262941,-959.73424,0.764351
1,12,14.196550846099854,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,24576,0.499205,1024.0,-806.008037,-849.494056,-762.522019,43.486018
2,13,15.394102096557617,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,26624,0.53556,1024.0,-899.607508,-902.793294,-896.421722,3.185786
3,14,16.514830827713013,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,28672,0.497324,1024.0,-847.799088,-853.729748,-841.868427,5.930661
4,15,17.67655301094055,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,30720,0.520693,1024.0,-947.101422,-972.777766,-921.425078,25.676344
0,16,18.79231095314026,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,32768,0.495906,1024.0,-1002.347497,-1004.236306,-1000.458688,1.888809
