,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0950939655303955,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.477295,1024.0,-939.539619,-979.730697,-899.348542,40.191077
1,2,2.1883950233459473,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.474775,1024.0,-774.840109,-790.948185,-758.732033,16.108076
2,3,3.2805328369140625,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.473112,1024.0,-888.256417,-889.513036,-886.999799,1.256618
3,4,4.375169038772583,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.479395,1024.0,-739.15929,-764.885195,-713.433385,25.725905
4,5,5.38709282875061,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.440622,1024.0,-709.083602,-724.501917,-693.665287,15.418315
0,6,6.43973708152771,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.452815,1024.0,-625.87676,-628.708032,-623.045487,2.831273
1,7,7.471880197525024,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.449509,1024.0,-532.867667,-538.662151,-527.073183,5.794484
2,8,8.490378856658936,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.441154,1024.0,-555.605017,-557.417458,-553.792576,1.812441
3,9,9.550564050674438,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.462973,1024.0,-546.12837,-554.679985,-537.576755,8.551615
4,10,10.573469161987305,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.440732,1024.0,-490.464288,-499.311894,-481.616681,8.847607
0,11,11.620378017425537,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.449582,1024.0,-470.129851,-502.918754,-437.340949,32.788902
1,12,12.71443510055542,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.474214,1024.0,-470.172217,-488.418804,-451.92563,18.246587
2,13,13.73780608177185,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.44469,1024.0,-445.049441,-445.799448,-444.299434,0.750007
3,14,14.794488906860352,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.457935,1024.0,-459.555958,-476.004916,-443.107,16.448958
4,15,15.865081071853638,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.466607,1024.0,-508.257172,-513.308808,-503.205536,5.051636
0,16,16.915913820266724,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.456228,1024.0,-464.103472,-466.244537,-461.962407,2.141065
1,17,18.075815200805664,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.506775,1024.0,-457.033412,-473.217095,-440.849729,16.183683
2,18,19.206295013427734,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.482981,1024.0,-455.096895,-476.428143,-433.765647,21.331248
3,19,20.34552001953125,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.49321,1024.0,-422.535517,-424.0385,-421.032535,1.502983
4,20,21.41354203224182,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.463307,1024.0,-424.191632,-442.001888,-406.381376,17.810256
0,21,22.443320989608765,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.442785,1024.0,-456.568421,-463.575513,-449.56133,7.007091
1,22,23.584988117218018,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.501816,1024.0,-405.439121,-419.39579,-391.482452,13.956669
2,23,24.62375807762146,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.451364,1024.0,-420.104789,-435.117974,-405.091604,15.013185
3,24,25.739284992218018,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.484645,1024.0,-447.104034,-477.753054,-416.455013,30.649021
4,25,26.78583312034607,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.453884,1024.0,-428.787958,-429.188404,-428.387512,0.400446
0,26,27.806270122528076,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.442239,1024.0,-382.008455,-382.311272,-381.705637,0.302818
1,27,28.879262924194336,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.470313,1024.0,-379.656369,-388.148955,-371.163783,8.492586
2,28,29.8943772315979,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.439175,1024.0,-399.749995,-413.215032,-386.284958,13.465037
3,29,30.918236017227173,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.44228,1024.0,-375.876155,-377.807162,-373.945148,1.931007
4,30,31.994585037231445,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.465834,1024.0,-407.97283,-408.495764,-407.449896,0.522934
0,31,33.02494812011719,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.44408,1024.0,-358.874006,-367.381482,-350.366531,8.507475
1,32,34.1167950630188,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.474234,1024.0,-389.920097,-401.749115,-378.091079,11.829018
2,33,35.15759801864624,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.446949,1024.0,-346.803867,-358.582828,-335.024906,11.778961
3,34,36.29254913330078,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.495901,1024.0,-382.049324,-408.913673,-355.184974,26.864349
4,35,37.394737005233765,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.478282,1024.0,-348.048956,-348.507139,-347.590774,0.458183
0,36,38.47181725502014,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.465542,1024.0,-348.310475,-354.994129,-341.626821,6.683654
1,37,39.59020781517029,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.48725,1024.0,-358.675496,-370.959165,-346.391826,12.283669
