,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff-aviary-v0_2023-01-23,2048,0.000537,1.0,2048,-0.888887,-0.889052,-0.888725,4.8e-05,1,29.08958625793457
1,exp_name: takeoff-aviary-v0_2023-01-23,4096,0.000469,1.0,2048,-0.888885,-0.889035,-0.888703,4.9e-05,2,56.91749715805054
2,exp_name: takeoff-aviary-v0_2023-01-23,6144,0.000451,1.0,2048,-0.888885,-0.889032,-0.888747,4.6e-05,3,84.35998725891113
3,exp_name: takeoff-aviary-v0_2023-01-23,8192,0.000445,1.0,2048,-0.888885,-0.889037,-0.888719,4.8e-05,4,111.75985717773438
4,exp_name: takeoff-aviary-v0_2023-01-23,10240,0.000446,1.0,2048,-0.888883,-0.889048,-0.888703,4.8e-05,5,139.07644414901733
0,exp_name: takeoff-aviary-v0_2023-01-23,12288,0.000451,1.0,2048,-0.888879,-0.889037,-0.88871,4.7e-05,6,166.45651817321777
1,exp_name: takeoff-aviary-v0_2023-01-23,14336,0.000443,1.0,2048,-0.888875,-0.889024,-0.888695,4.8e-05,7,193.7547492980957
2,exp_name: takeoff-aviary-v0_2023-01-23,16384,0.000453,1.0,2048,-0.88887,-0.889023,-0.888703,4.7e-05,8,221.24088621139526
3,exp_name: takeoff-aviary-v0_2023-01-23,18432,0.000451,1.0,2048,-0.888863,-0.889024,-0.888719,4.8e-05,9,248.3973262310028
4,exp_name: takeoff-aviary-v0_2023-01-23,20480,0.000446,1.0,2048,-0.888858,-0.889041,-0.888708,4.9e-05,10,275.8965103626251
0,exp_name: takeoff-aviary-v0_2023-01-23,22528,0.000477,1.0,2048,-0.888846,-0.888995,-0.888659,4.7e-05,11,303.84088706970215
1,exp_name: takeoff-aviary-v0_2023-01-23,24576,0.000448,1.0,2048,-0.888841,-0.889003,-0.888681,4.8e-05,12,331.1946852207184
2,exp_name: takeoff-aviary-v0_2023-01-23,26624,0.000443,1.0,2048,-0.888832,-0.888994,-0.888655,4.8e-05,13,358.6469361782074
3,exp_name: takeoff-aviary-v0_2023-01-23,28672,0.000444,1.0,2048,-0.88882,-0.888974,-0.888653,4.8e-05,14,385.9542829990387
4,exp_name: takeoff-aviary-v0_2023-01-23,30720,0.000442,1.0,2048,-0.888809,-0.888976,-0.888651,4.8e-05,15,413.2042031288147
0,exp_name: takeoff-aviary-v0_2023-01-23,32768,0.000477,1.0,2048,-0.888798,-0.888952,-0.888634,4.9e-05,16,441.2956142425537
1,exp_name: takeoff-aviary-v0_2023-01-23,34816,0.000475,1.0,2048,-0.888785,-0.888938,-0.888612,5e-05,17,469.32352328300476
2,exp_name: takeoff-aviary-v0_2023-01-23,36864,0.000489,1.0,2048,-0.888777,-0.888929,-0.88862,4.8e-05,18,497.40928626060486
3,exp_name: takeoff-aviary-v0_2023-01-23,38912,0.000449,1.0,2048,-0.888766,-0.888952,-0.888556,5e-05,19,524.7243530750275
4,exp_name: takeoff-aviary-v0_2023-01-23,40960,0.000478,1.0,2048,-0.888754,-0.888911,-0.888581,5e-05,20,552.8121101856232
0,exp_name: takeoff-aviary-v0_2023-01-23,43008,0.000475,1.0,2048,-0.888741,-0.888893,-0.888552,5e-05,21,580.7729473114014
1,exp_name: takeoff-aviary-v0_2023-01-23,45056,0.000454,1.0,2048,-0.888728,-0.888896,-0.88853,5e-05,22,608.4816942214966
2,exp_name: takeoff-aviary-v0_2023-01-23,47104,0.000458,1.0,2048,-0.888715,-0.888904,-0.888529,5.1e-05,23,636.188095331192
3,exp_name: takeoff-aviary-v0_2023-01-23,49152,0.000439,1.0,2048,-0.888704,-0.888881,-0.88851,5.1e-05,24,663.4649384021759
4,exp_name: takeoff-aviary-v0_2023-01-23,51200,0.000433,1.0,2048,-0.888689,-0.888882,-0.888534,5.1e-05,25,690.5213162899017
0,exp_name: takeoff-aviary-v0_2023-01-23,53248,0.000434,1.0,2048,-0.888676,-0.888895,-0.888502,5.2e-05,26,717.5859503746033
1,exp_name: takeoff-aviary-v0_2023-01-23,55296,0.000434,1.0,2048,-0.888662,-0.888836,-0.88849,5.1e-05,27,744.7361552715302
2,exp_name: takeoff-aviary-v0_2023-01-23,57344,0.000438,1.0,2048,-0.88865,-0.888813,-0.888478,5.2e-05,28,772.0175831317902
3,exp_name: takeoff-aviary-v0_2023-01-23,59392,0.000503,1.0,2048,-0.888637,-0.888808,-0.888458,4.9e-05,29,905.4984111785889
4,exp_name: takeoff-aviary-v0_2023-01-23,61440,0.000445,1.0,2048,-0.888625,-0.888814,-0.888461,5.2e-05,30,932.8637323379517
0,exp_name: takeoff-aviary-v0_2023-01-23,63488,0.000447,1.0,2048,-0.888611,-0.888778,-0.888405,5.3e-05,31,960.2756612300873
1,exp_name: takeoff-aviary-v0_2023-01-23,65536,0.000452,1.0,2048,-0.888599,-0.888788,-0.888428,5.2e-05,32,987.6714754104614
2,exp_name: takeoff-aviary-v0_2023-01-23,67584,0.000435,1.0,2048,-0.888583,-0.888748,-0.888384,5.4e-05,33,1014.7160992622375
3,exp_name: takeoff-aviary-v0_2023-01-23,69632,0.000469,1.0,2048,-0.888574,-0.888753,-0.888347,5.3e-05,34,1146.2611560821533
4,exp_name: takeoff-aviary-v0_2023-01-23,71680,0.000442,1.0,2048,-0.888559,-0.888724,-0.888384,5.1e-05,35,1173.4694023132324
0,exp_name: takeoff-aviary-v0_2023-01-23,73728,0.000452,1.0,2048,-0.888544,-0.888757,-0.888371,5.2e-05,36,1226.1163880825043
1,exp_name: takeoff-aviary-v0_2023-01-23,75776,0.000474,1.0,2048,-0.88853,-0.888704,-0.888332,5.4e-05,37,1253.4775171279907
2,exp_name: takeoff-aviary-v0_2023-01-23,77824,0.000449,1.0,2048,-0.888517,-0.88872,-0.888325,5.4e-05,38,1680.411062002182
3,exp_name: takeoff-aviary-v0_2023-01-23,79872,0.000444,1.0,2048,-0.888505,-0.888697,-0.888282,5.6e-05,39,1707.8403933048248
4,exp_name: takeoff-aviary-v0_2023-01-23,81920,0.000451,1.0,2048,-0.88849,-0.888722,-0.888294,5.5e-05,40,1743.0595722198486
0,exp_name: takeoff-aviary-v0_2023-01-23,83968,0.000469,1.0,2048,-0.888477,-0.888668,-0.888285,5.3e-05,41,1831.4737462997437
1,exp_name: takeoff-aviary-v0_2023-01-23,86016,0.000495,1.0,2048,-0.888459,-0.88865,-0.888254,5.6e-05,42,1859.8314912319183
2,exp_name: takeoff-aviary-v0_2023-01-23,88064,0.000478,1.0,2048,-0.888449,-0.88861,-0.888237,5.4e-05,43,1888.0417091846466
3,exp_name: takeoff-aviary-v0_2023-01-23,90112,0.000485,1.0,2048,-0.888435,-0.888615,-0.888226,5.6e-05,44,1916.1986560821533
4,exp_name: takeoff-aviary-v0_2023-01-23,92160,0.000493,1.0,2048,-0.88842,-0.888592,-0.888207,5.6e-05,45,1944.2432513237
