,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.2124860286712646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2404,0.549829,1202.0,-1085.534654,-1103.422042,-1067.647266,17.887388
1,2,2.432529926300049,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4808,0.554658,1202.0,-906.151972,-960.348239,-851.955705,54.196267
2,3,3.6716229915618896,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,7212,0.562474,1202.0,-1083.667506,-1210.495876,-956.839137,126.82837
3,4,4.848909139633179,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,9616,0.532753,1202.0,-906.029626,-973.893987,-838.165265,67.864361
4,5,5.997715950012207,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12020,0.517665,1202.0,-816.553587,-845.922874,-787.1843,29.369287
0,6,7.205408096313477,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14424,0.542874,1202.0,-843.524625,-907.229661,-779.819589,63.705036
1,7,8.353837013244629,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16828,0.521276,1202.0,-721.570022,-724.012292,-719.127752,2.44227
2,8,9.581952095031738,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,19232,0.559531,1202.0,-692.144466,-760.199568,-624.089364,68.055102
3,9,10.74095606803894,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,21636,0.52442,1202.0,-725.77871,-787.99742,-663.560001,62.218709
4,10,11.928983211517334,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24040,0.539981,1202.0,-659.598169,-711.838331,-607.358007,52.240162
0,11,13.114979028701782,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26444,0.534775,1202.0,-609.502965,-622.748895,-596.257035,13.24593
