,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: flythrugate-aviary-v0_2023-01-22,2048,0.682126,1024.0,2,-50368.391712,-68487.207802,-32249.575622,18118.81609,0
1,exp_name: flythrugate-aviary-v0_2023-01-22,4096,0.699333,1024.0,2,-76608.298898,-145857.93546,-7358.662337,69249.636561,1
2,exp_name: flythrugate-aviary-v0_2023-01-22,6144,0.676298,1024.0,2,-28419.964157,-29408.845815,-27431.0825,988.881658,2
3,exp_name: flythrugate-aviary-v0_2023-01-22,8192,0.677554,1024.0,2,-178537.795225,-202633.207784,-154442.382667,24095.412558,3
4,exp_name: flythrugate-aviary-v0_2023-01-22,10240,0.673909,1024.0,2,-100905.749271,-181140.150733,-20671.347808,80234.401463,4
0,exp_name: flythrugate-aviary-v0_2023-01-22,12288,0.712464,1024.0,2,-8990.888152,-11391.353416,-6590.422889,2400.465263,5
1,exp_name: flythrugate-aviary-v0_2023-01-22,14336,0.636726,1024.0,2,-110624.679537,-152586.331171,-68663.027904,41961.651633,6
2,exp_name: flythrugate-aviary-v0_2023-01-22,16384,0.665831,1024.0,2,-10749.58185,-12043.016596,-9456.147104,1293.434746,7
3,exp_name: flythrugate-aviary-v0_2023-01-22,18432,0.661249,1024.0,2,-11819.374754,-12443.701474,-11195.048034,624.32672,8
4,exp_name: flythrugate-aviary-v0_2023-01-22,20480,0.685383,1024.0,2,-10217.618999,-10845.070635,-9590.167362,627.451637,9
0,exp_name: flythrugate-aviary-v0_2023-01-22,22528,0.685656,1024.0,2,-13187.483861,-13462.675487,-12912.292235,275.191626,10
1,exp_name: flythrugate-aviary-v0_2023-01-22,24576,0.642942,1024.0,2,-11807.501033,-12993.716054,-10621.286011,1186.215021,11
2,exp_name: flythrugate-aviary-v0_2023-01-22,26624,0.692859,1024.0,2,-13003.059474,-14079.413923,-11926.705026,1076.354449,12
3,exp_name: flythrugate-aviary-v0_2023-01-22,28672,0.669803,1024.0,2,-12572.502476,-13577.874429,-11567.130522,1005.371954,13
4,exp_name: flythrugate-aviary-v0_2023-01-22,30720,0.686339,1024.0,2,-11282.736994,-11698.558771,-10866.915216,415.821777,14
0,exp_name: flythrugate-aviary-v0_2023-01-22,32768,0.667238,1024.0,2,-20104.602501,-29036.953628,-11172.251374,8932.351127,15
1,exp_name: flythrugate-aviary-v0_2023-01-22,34816,0.661947,1024.0,2,-12133.701028,-12315.978475,-11951.423582,182.277447,16
2,exp_name: flythrugate-aviary-v0_2023-01-22,36864,0.678871,1024.0,2,-12178.413743,-13387.380968,-10969.446518,1208.967225,17
3,exp_name: flythrugate-aviary-v0_2023-01-22,38912,0.661978,1024.0,2,-13392.65846,-14396.87921,-12388.43771,1004.22075,18
4,exp_name: flythrugate-aviary-v0_2023-01-22,40960,0.690052,1024.0,2,-10290.772333,-11721.098805,-8860.445862,1430.326472,19
0,exp_name: flythrugate-aviary-v0_2023-01-22,43008,0.671296,1024.0,2,-12163.811225,-12217.161356,-12110.461094,53.350131,20
1,exp_name: flythrugate-aviary-v0_2023-01-22,45056,0.699614,1024.0,2,-11418.489111,-12397.605686,-10439.372537,979.116575,21
2,exp_name: flythrugate-aviary-v0_2023-01-22,47104,0.686026,1024.0,2,-11021.602582,-11199.315282,-10843.889883,177.712699,22
3,exp_name: flythrugate-aviary-v0_2023-01-22,49152,0.661517,1024.0,2,-145937.383494,-280506.454232,-11368.312756,134569.070738,23
4,exp_name: flythrugate-aviary-v0_2023-01-22,51200,0.693912,1024.0,2,-13041.144273,-14146.857347,-11935.4312,1105.713073,24
0,exp_name: flythrugate-aviary-v0_2023-01-22,53248,0.65572,1024.0,2,-9988.664274,-10372.232246,-9605.096302,383.567972,25
1,exp_name: flythrugate-aviary-v0_2023-01-22,55296,0.673681,1024.0,2,-74568.541942,-140443.790302,-8693.293582,65875.24836,26
2,exp_name: flythrugate-aviary-v0_2023-01-22,57344,0.686499,1024.0,2,-12899.854408,-15046.688853,-10753.019964,2146.834445,27
3,exp_name: flythrugate-aviary-v0_2023-01-22,59392,0.671074,1024.0,2,-12396.956493,-13899.817665,-10894.09532,1502.861172,28
4,exp_name: flythrugate-aviary-v0_2023-01-22,61440,0.675676,1024.0,2,-11694.41564,-15030.640675,-8358.190605,3336.225035,29
0,exp_name: flythrugate-aviary-v0_2023-01-22,63488,0.650309,1024.0,2,-10477.09877,-10577.712693,-10376.484847,100.613923,30
1,exp_name: flythrugate-aviary-v0_2023-01-22,65536,0.673056,1024.0,2,-11259.006864,-12245.068235,-10272.945494,986.061371,31
2,exp_name: flythrugate-aviary-v0_2023-01-22,67584,0.652997,1024.0,2,-68892.621661,-126155.881579,-11629.361742,57263.259919,32
3,exp_name: flythrugate-aviary-v0_2023-01-22,69632,0.658934,1024.0,2,-12344.687944,-13473.202201,-11216.173686,1128.514258,33
4,exp_name: flythrugate-aviary-v0_2023-01-22,71680,0.677242,1024.0,2,-12836.809043,-13580.907455,-12092.710632,744.098411,34
