,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,2048,0.000865,1.0,2048,-0.888889,-0.889662,-0.887238,0.000428,1,30.976516246795654
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,4096,0.000781,1.0,2048,-0.888863,-0.889662,-0.887417,0.000436,2,60.64848828315735
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,6144,0.000736,1.0,2048,-0.888899,-0.889662,-0.887468,0.000425,3,89.64928317070007
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,8192,0.000707,1.0,2048,-0.888867,-0.889662,-0.887275,0.000427,4,118.27361035346985
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,10240,0.000733,1.0,2048,-0.88885,-0.889662,-0.887229,0.000433,5,147.30777215957642
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,12288,0.000723,1.0,2048,-0.888826,-0.889662,-0.887439,0.000437,6,176.22969317436218
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,14336,0.000736,1.0,2048,-0.888785,-0.889662,-0.887319,0.000429,7,205.28152132034302
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,16384,0.000722,1.0,2048,-0.888742,-0.889662,-0.88727,0.000439,8,234.10669422149658
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,18432,0.000715,1.0,2048,-0.888718,-0.889662,-0.887435,0.00044,9,262.6075692176819
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,20480,0.0007,1.0,2048,-0.888681,-0.889662,-0.887255,0.000436,10,290.96570014953613
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,22528,0.000702,1.0,2048,-0.888632,-0.889662,-0.887314,0.000443,11,319.33716225624084
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,24576,0.000697,1.0,2048,-0.888581,-0.889662,-0.887222,0.00046,12,347.7558841705322
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,26624,0.000702,1.0,2048,-0.888524,-0.889662,-0.887222,0.000454,13,376.1589660644531
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,28672,0.000693,1.0,2048,-0.888457,-0.889662,-0.887222,0.000441,14,404.4204742908478
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,30720,0.000698,1.0,2048,-0.888394,-0.889658,-0.887222,0.000451,15,432.70385932922363
