,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.087547779083252,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.475505,1024.0,-938.37028,-978.51569,-898.22487,40.14541
1,2,2.171625852584839,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.471945,1024.0,-772.326853,-788.114269,-756.539436,15.787416
2,3,3.2686498165130615,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.47596,1024.0,-884.377657,-885.398708,-883.356607,1.02105
3,4,4.366287708282471,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.47898,1024.0,-737.222592,-762.814292,-711.630892,25.5917
4,5,5.387556791305542,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.443141,1024.0,-707.231823,-722.532909,-691.930737,15.301086
0,6,6.472203969955444,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.469176,1024.0,-624.581726,-627.462022,-621.70143,2.880296
1,7,7.519007921218872,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.452707,1024.0,-532.261269,-538.439145,-526.083393,6.177876
2,8,8.570144891738892,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.455821,1024.0,-555.1469,-557.007432,-553.286367,1.860533
3,9,9.828012943267822,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.554962,1024.0,-545.440295,-553.901295,-536.979295,8.461
4,10,10.85419487953186,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.445172,1024.0,-489.948263,-498.840199,-481.056328,8.891935
0,11,11.949684858322144,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.473522,1024.0,-469.373789,-502.017289,-436.730288,32.6435
1,12,13.00561785697937,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.458508,1024.0,-469.459489,-487.560383,-451.358596,18.100893
2,13,14.030572891235352,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.442856,1024.0,-445.123308,-445.891697,-444.354919,0.768389
3,14,15.105439901351929,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.468334,1024.0,-459.565193,-476.054267,-443.07612,16.489074
4,15,16.131658792495728,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.444904,1024.0,-508.009826,-513.179551,-502.840102,5.169725
0,16,17.186686754226685,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.454985,1024.0,-464.185914,-466.240373,-462.131454,2.054459
1,17,18.24160671234131,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.457444,1024.0,-457.648945,-473.920722,-441.377167,16.271778
