,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
4,exp_name: hover_ppo_v2_2023-01-23,163920,0.000444,1.0,4098,-0.787564,-0.787603,-0.787527,1.2e-05,40,2263.634286880493
0,exp_name: hover_ppo_v2_2023-01-23,168018,0.000455,1.0,4098,-0.787561,-0.787602,-0.787516,1.2e-05,41,2599.90513586998
1,exp_name: hover_ppo_v2_2023-01-23,172116,0.000441,1.0,4098,-0.787558,-0.787599,-0.787513,1.2e-05,42,3029.819722890854
2,exp_name: hover_ppo_v2_2023-01-23,176214,0.00045,1.0,4098,-0.787555,-0.787595,-0.787512,1.2e-05,43,3715.467161655426
3,exp_name: hover_ppo_v2_2023-01-23,180312,0.000457,1.0,4098,-0.787552,-0.787592,-0.78749,1.2e-05,44,4144.607306957245
4,exp_name: hover_ppo_v2_2023-01-23,184410,0.000489,1.0,4098,-0.787549,-0.787591,-0.787492,1.2e-05,45,4441.3655569553375
0,exp_name: hover_ppo_v2_2023-01-23,188508,0.000535,1.0,4098,-0.787546,-0.787586,-0.7875,1.3e-05,46,4499.6850118637085
1,exp_name: hover_ppo_v2_2023-01-23,192606,0.000573,1.0,4098,-0.787543,-0.787585,-0.787495,1.3e-05,47,4560.061203956604
2,exp_name: hover_ppo_v2_2023-01-23,196704,0.000565,1.0,4098,-0.78754,-0.787582,-0.787489,1.3e-05,48,4619.948770999908
3,exp_name: hover_ppo_v2_2023-01-23,200802,0.000496,1.0,4098,-0.787536,-0.787579,-0.787485,1.3e-05,49,4676.193215847015
4,exp_name: hover_ppo_v2_2023-01-23,204900,0.000455,1.0,4098,-0.787534,-0.787575,-0.787495,1.3e-05,50,4731.258184909821
0,exp_name: hover_ppo_v2_2023-01-23,208998,0.000456,1.0,4098,-0.787531,-0.78758,-0.787489,1.3e-05,51,4785.572051763535
1,exp_name: hover_ppo_v2_2023-01-23,213096,0.000452,1.0,4098,-0.787527,-0.787573,-0.787481,1.3e-05,52,4840.484382867813
2,exp_name: hover_ppo_v2_2023-01-23,217194,0.000456,1.0,4098,-0.787524,-0.787567,-0.787483,1.3e-05,53,4895.853365898132
3,exp_name: hover_ppo_v2_2023-01-23,221292,0.00047,1.0,4098,-0.787522,-0.787564,-0.787481,1.3e-05,54,4950.625591993332
4,exp_name: hover_ppo_v2_2023-01-23,225390,0.000447,1.0,4098,-0.787519,-0.787575,-0.787464,1.3e-05,55,5005.294438838959
