,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,2048,0.000854,1.0,2048,-0.88888,-0.88952,-0.88825,0.000368,1,31.246288061141968
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,4096,0.000825,1.0,2048,-0.888884,-0.889518,-0.88825,0.000367,2,62.13434600830078
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,6144,0.000821,1.0,2048,-0.888883,-0.88952,-0.888251,0.00037,3,92.78179097175598
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,8192,0.00082,1.0,2048,-0.888894,-0.889522,-0.888253,0.000365,4,123.14750623703003
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,10240,0.000853,1.0,2048,-0.888887,-0.889517,-0.88825,0.000364,5,154.05138993263245
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,12288,0.000809,1.0,2048,-0.888894,-0.889524,-0.888253,0.000373,6,184.67919516563416
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,14336,0.0009,1.0,2048,-0.888885,-0.889522,-0.888255,0.000368,7,216.54318499565125
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,16384,0.000824,1.0,2048,-0.888891,-0.889524,-0.888255,0.000363,8,247.2162389755249
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,18432,0.0008,1.0,2048,-0.888893,-0.889525,-0.888254,0.00036,9,277.6543312072754
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,20480,0.000727,1.0,2048,-0.888898,-0.889528,-0.888259,0.000365,10,306.84728503227234
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,22528,0.00077,1.0,2048,-0.888899,-0.889527,-0.88826,0.00037,11,336.13823413848877
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,24576,0.000689,1.0,2048,-0.888903,-0.88953,-0.888261,0.000368,12,364.5783779621124
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,26624,0.000736,1.0,2048,-0.888895,-0.889529,-0.88826,0.000367,13,393.9089069366455
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,28672,0.000734,1.0,2048,-0.8889,-0.88953,-0.88826,0.000369,14,423.1458730697632
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,30720,0.000775,1.0,2048,-0.888902,-0.889533,-0.888265,0.000362,15,453.1546311378479
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,32768,0.000712,1.0,2048,-0.888907,-0.889533,-0.888263,0.000367,16,481.9384391307831
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,34816,0.000769,1.0,2048,-0.888907,-0.889538,-0.888271,0.000368,17,512.008866071701
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,36864,0.000747,1.0,2048,-0.888902,-0.889537,-0.888268,0.000359,18,541.6264779567719
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,38912,0.000825,1.0,2048,-0.888898,-0.889537,-0.888268,0.000367,19,572.7190761566162
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,40960,0.000893,1.0,2048,-0.88889,-0.889535,-0.888265,0.000367,20,604.8060579299927
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,43008,0.00087,1.0,2048,-0.888906,-0.889534,-0.888264,0.000365,21,636.4646310806274
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,45056,0.000862,1.0,2048,-0.888914,-0.889538,-0.888267,0.000366,22,668.1571140289307
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,47104,0.000737,1.0,2048,-0.888897,-0.889539,-0.888267,0.000363,23,697.4466049671173
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,49152,0.000832,1.0,2048,-0.888909,-0.889539,-0.888271,0.000366,24,728.612781047821
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,51200,0.000827,1.0,2048,-0.888908,-0.889536,-0.88827,0.000368,25,759.6621160507202
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,53248,0.0008,1.0,2048,-0.888909,-0.889539,-0.888271,0.000361,26,790.1014361381531
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,55296,0.000765,1.0,2048,-0.888898,-0.88954,-0.888271,0.000369,27,819.7579388618469
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,57344,0.000814,1.0,2048,-0.888909,-0.889541,-0.888272,0.000369,28,850.455815076828
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,59392,0.000725,1.0,2048,-0.888908,-0.88954,-0.88827,0.000367,29,879.6573519706726
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,61440,0.000787,1.0,2048,-0.888904,-0.889541,-0.888272,0.000367,30,910.0781309604645
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,63488,0.000773,1.0,2048,-0.8889,-0.88954,-0.88827,0.000368,31,940.2414121627808
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,65536,0.000776,1.0,2048,-0.888908,-0.88954,-0.888272,0.000357,32,970.4766139984131
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,67584,0.000907,1.0,2048,-0.888902,-0.88954,-0.888268,0.000371,33,1003.2216691970825
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,69632,0.000835,1.0,2048,-0.888904,-0.889538,-0.888269,0.000362,34,1034.4773139953613
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,71680,0.000871,1.0,2048,-0.888903,-0.889539,-0.888268,0.000365,35,1066.1084849834442
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,73728,0.000849,1.0,2048,-0.888889,-0.889538,-0.888265,0.000367,36,1097.0345509052277
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,75776,0.000787,1.0,2048,-0.888898,-0.889534,-0.888266,0.00037,37,1127.409245967865
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,77824,0.0008,1.0,2048,-0.888898,-0.889533,-0.888263,0.000368,38,1157.9984879493713
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,79872,0.000788,1.0,2048,-0.88891,-0.889537,-0.888265,0.000368,39,1188.2736110687256
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,81920,0.000771,1.0,2048,-0.888891,-0.889535,-0.888265,0.000364,40,1218.0791709423065
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,83968,0.000773,1.0,2048,-0.888919,-0.889538,-0.888269,0.000372,41,1248.113970041275
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,86016,0.00084,1.0,2048,-0.888901,-0.889539,-0.888268,0.000371,42,1279.4597120285034
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,88064,0.000804,1.0,2048,-0.888885,-0.889534,-0.888264,0.000366,43,1310.0422189235687
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,90112,0.000801,1.0,2048,-0.888901,-0.889532,-0.888265,0.000366,44,1340.6209509372711
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,92160,0.000851,1.0,2048,-0.888887,-0.889533,-0.888261,0.000369,45,1371.9608879089355
