,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,eval episodes,experiment name,total trainingsteps,total episodes
0,0.041615,200.0,-1224.634815,-1633.46679,-739.713681,293.073728,11,exp_name: Pendulum-v1_2023-01-30 (TEST),0,2200
0,0.040168,200.0,-1441.111558,-1704.71896,-1175.275263,170.773083,11,exp_name: Pendulum-v1_2023-01-30 (TEST),1,4400
0,0.043227,200.0,-1349.323664,-1698.962952,-884.736371,310.042328,11,exp_name: Pendulum-v1_2023-01-30 (TEST),2,6600
0,0.041142,200.0,-1070.52599,-1330.270034,-747.986956,189.399427,11,exp_name: Pendulum-v1_2023-01-30 (TEST),3,8800
0,0.038474,200.0,-1078.030445,-1864.29941,-635.460776,298.879284,11,exp_name: Pendulum-v1_2023-01-30 (TEST),4,11000
0,0.038727,200.0,-1039.093354,-1699.401548,-747.909502,276.365831,11,exp_name: Pendulum-v1_2023-01-30 (TEST),5,13200
0,0.038484,200.0,-1309.565385,-1696.471217,-834.77156,337.71646,11,exp_name: Pendulum-v1_2023-01-30 (TEST),6,15400
0,0.040282,200.0,-1187.255409,-1576.167492,-865.467459,239.096987,11,exp_name: Pendulum-v1_2023-01-30 (TEST),7,17600
0,0.036451,200.0,-1072.623788,-1603.66807,-875.866173,221.471513,11,exp_name: Pendulum-v1_2023-01-30 (TEST),8,19800
0,0.036541,200.0,-1130.661567,-1454.681629,-753.803137,239.30486,11,exp_name: Pendulum-v1_2023-01-30 (TEST),9,22000
0,0.03636,200.0,-1134.103374,-1615.572795,-891.082335,246.005566,11,exp_name: Pendulum-v1_2023-01-30 (TEST),10,24200
0,0.038441,200.0,-1120.893883,-1771.051026,-739.084739,317.06495,11,exp_name: Pendulum-v1_2023-01-30 (TEST),11,26400
0,0.037621,200.0,-1209.119726,-1656.912972,-758.796809,301.822331,11,exp_name: Pendulum-v1_2023-01-30 (TEST),12,28600
0,0.036408,200.0,-1010.639723,-1620.238945,-745.702067,235.586262,11,exp_name: Pendulum-v1_2023-01-30 (TEST),13,30800
0,0.037829,200.0,-1075.274563,-1429.683665,-801.944156,217.52709,11,exp_name: Pendulum-v1_2023-01-30 (TEST),14,33000
0,0.036308,200.0,-1037.723142,-1685.275832,-791.18923,241.888654,11,exp_name: Pendulum-v1_2023-01-30 (TEST),15,35200
0,0.039255,200.0,-975.604155,-1599.075649,-513.821783,292.172026,11,exp_name: Pendulum-v1_2023-01-30 (TEST),16,37400
0,0.036581,200.0,-993.615396,-1308.294814,-768.216252,151.588349,11,exp_name: Pendulum-v1_2023-01-30 (TEST),17,39600
0,0.03718,200.0,-1068.64063,-1392.570229,-756.272286,216.605725,11,exp_name: Pendulum-v1_2023-01-30 (TEST),18,41800
0,0.036496,200.0,-1039.971678,-1363.900709,-819.264368,180.656348,11,exp_name: Pendulum-v1_2023-01-30 (TEST),19,44000
0,0.039274,200.0,-1066.866971,-1329.749842,-749.119895,168.298391,11,exp_name: Pendulum-v1_2023-01-30 (TEST),20,46200
0,0.036962,200.0,-986.862334,-1319.009383,-761.053333,158.926958,11,exp_name: Pendulum-v1_2023-01-30 (TEST),21,48400
0,0.03638,200.0,-995.228333,-1227.857916,-768.609632,142.412108,11,exp_name: Pendulum-v1_2023-01-30 (TEST),22,50600
0,0.036595,200.0,-1040.642675,-1413.220791,-790.192117,184.474091,11,exp_name: Pendulum-v1_2023-01-30 (TEST),23,52800
0,0.036608,200.0,-913.709409,-1119.393333,-757.203792,111.06468,11,exp_name: Pendulum-v1_2023-01-30 (TEST),24,55000
0,0.039388,200.0,-993.395837,-1357.308056,-641.35228,234.531784,11,exp_name: Pendulum-v1_2023-01-30 (TEST),25,57200
0,0.037209,200.0,-1000.122833,-1330.412305,-744.689727,218.815405,11,exp_name: Pendulum-v1_2023-01-30 (TEST),26,59400
0,0.039146,200.0,-906.189794,-1238.516203,-746.19065,174.254717,11,exp_name: Pendulum-v1_2023-01-30 (TEST),27,61600
0,0.038912,200.0,-1113.192214,-1551.863656,-791.566407,197.81914,11,exp_name: Pendulum-v1_2023-01-30 (TEST),28,63800
0,0.040779,200.0,-959.901711,-1326.531314,-753.02977,153.4082,11,exp_name: Pendulum-v1_2023-01-30 (TEST),29,66000
0,0.037249,200.0,-1003.442008,-1401.287084,-746.965228,189.615423,11,exp_name: Pendulum-v1_2023-01-30 (TEST),30,68200
0,0.03655,200.0,-928.576461,-1210.234399,-750.69096,124.770727,11,exp_name: Pendulum-v1_2023-01-30 (TEST),31,70400
0,0.037514,200.0,-970.817799,-1335.91666,-771.47742,156.17327,11,exp_name: Pendulum-v1_2023-01-30 (TEST),32,72600
0,0.039696,200.0,-956.529309,-1095.83324,-628.778433,116.77784,11,exp_name: Pendulum-v1_2023-01-30 (TEST),33,74800
0,0.039272,200.0,-968.530657,-1213.264596,-761.349109,113.645166,11,exp_name: Pendulum-v1_2023-01-30 (TEST),34,77000
0,0.037441,200.0,-968.396429,-1567.506342,-636.824754,250.848613,11,exp_name: Pendulum-v1_2023-01-30 (TEST),35,79200
0,0.038852,200.0,-968.143975,-1311.598588,-730.733736,192.408351,11,exp_name: Pendulum-v1_2023-01-30 (TEST),36,81400
0,0.037456,200.0,-971.75658,-1175.071733,-641.710977,166.174651,11,exp_name: Pendulum-v1_2023-01-30 (TEST),37,83600
0,0.040077,200.0,-882.708919,-1176.4485,-639.447647,162.981476,11,exp_name: Pendulum-v1_2023-01-30 (TEST),38,85800
0,0.038492,200.0,-947.947501,-1145.908824,-758.66102,118.285904,11,exp_name: Pendulum-v1_2023-01-30 (TEST),39,88000
0,0.038035,200.0,-1015.463089,-1286.203706,-744.660533,188.96099,11,exp_name: Pendulum-v1_2023-01-30 (TEST),40,90200
0,0.037154,200.0,-903.078137,-1098.673846,-701.08436,133.502367,11,exp_name: Pendulum-v1_2023-01-30 (TEST),41,92400
0,0.039197,200.0,-900.134378,-1077.987664,-747.201322,116.107222,11,exp_name: Pendulum-v1_2023-01-30 (TEST),42,94600
0,0.037115,200.0,-893.693152,-1014.692374,-685.070771,103.258564,11,exp_name: Pendulum-v1_2023-01-30 (TEST),43,96800
0,0.037106,200.0,-839.877797,-993.626586,-665.704797,96.34075,11,exp_name: Pendulum-v1_2023-01-30 (TEST),44,99000
0,0.036533,200.0,-827.164156,-964.351,-629.96912,98.968662,11,exp_name: Pendulum-v1_2023-01-30 (TEST),45,101200
0,0.036473,200.0,-820.785456,-1146.885313,-626.805907,162.748366,11,exp_name: Pendulum-v1_2023-01-30 (TEST),46,103400
0,0.040453,200.0,-826.986699,-996.236716,-655.540509,91.110298,11,exp_name: Pendulum-v1_2023-01-30 (TEST),47,105600
0,0.038678,200.0,-783.361572,-869.236796,-613.939479,80.420499,11,exp_name: Pendulum-v1_2023-01-30 (TEST),48,107800
0,0.037998,200.0,-788.850463,-1013.441826,-630.35333,130.911185,11,exp_name: Pendulum-v1_2023-01-30 (TEST),49,110000
0,0.039261,200.0,-774.949917,-972.944309,-634.418642,93.447674,11,exp_name: Pendulum-v1_2023-01-30 (TEST),50,112200
0,0.040638,200.0,-737.179079,-1025.90364,-613.443832,116.923083,11,exp_name: Pendulum-v1_2023-01-30 (TEST),51,114400
0,0.036785,200.0,-739.260804,-993.426698,-503.561913,168.325389,11,exp_name: Pendulum-v1_2023-01-30 (TEST),52,116600
0,0.036735,200.0,-741.730493,-937.220007,-626.256294,91.951213,11,exp_name: Pendulum-v1_2023-01-30 (TEST),53,118800
0,0.037594,200.0,-736.192206,-940.872204,-607.597802,113.398375,11,exp_name: Pendulum-v1_2023-01-30 (TEST),54,121000
0,0.038725,200.0,-753.787686,-905.700348,-619.718726,98.195842,11,exp_name: Pendulum-v1_2023-01-30 (TEST),55,123200
0,0.039637,200.0,-710.028826,-1083.406862,-495.131301,159.598179,11,exp_name: Pendulum-v1_2023-01-30 (TEST),56,125400
0,0.036699,200.0,-731.685371,-1021.921366,-628.526791,134.213441,11,exp_name: Pendulum-v1_2023-01-30 (TEST),57,127600
0,0.037626,200.0,-740.776096,-1046.560254,-544.946674,141.210254,11,exp_name: Pendulum-v1_2023-01-30 (TEST),58,129800
0,0.037909,200.0,-746.263133,-880.694764,-624.053644,95.885411,11,exp_name: Pendulum-v1_2023-01-30 (TEST),59,132000
0,0.039974,200.0,-655.643561,-879.575923,-378.97743,132.127675,11,exp_name: Pendulum-v1_2023-01-30 (TEST),60,134200
0,0.038625,200.0,-678.098718,-1019.103804,-497.689893,125.417475,11,exp_name: Pendulum-v1_2023-01-30 (TEST),61,136400
0,0.037477,200.0,-638.359167,-997.90852,-386.354322,170.962808,11,exp_name: Pendulum-v1_2023-01-30 (TEST),62,138600
0,0.036494,200.0,-641.16072,-807.507945,-506.776592,95.969554,11,exp_name: Pendulum-v1_2023-01-30 (TEST),63,140800
0,0.038623,200.0,-624.476065,-780.492642,-503.139902,103.406477,11,exp_name: Pendulum-v1_2023-01-30 (TEST),64,143000
0,0.038345,200.0,-629.490776,-762.880584,-492.331122,102.204357,11,exp_name: Pendulum-v1_2023-01-30 (TEST),65,145200
0,0.036726,200.0,-583.044907,-848.590823,-381.490325,137.630925,11,exp_name: Pendulum-v1_2023-01-30 (TEST),66,147400
0,0.038388,200.0,-551.432104,-776.740057,-379.350616,129.679293,11,exp_name: Pendulum-v1_2023-01-30 (TEST),67,149600
0,0.037326,200.0,-572.796727,-815.101,-377.518012,157.090526,11,exp_name: Pendulum-v1_2023-01-30 (TEST),68,151800
0,0.040249,200.0,-564.107341,-839.176388,-379.588446,154.581731,11,exp_name: Pendulum-v1_2023-01-30 (TEST),69,154000
0,0.037259,200.0,-495.002761,-761.788122,-261.907196,137.69941,11,exp_name: Pendulum-v1_2023-01-30 (TEST),70,156200
0,0.038165,200.0,-435.701048,-517.845962,-265.917137,79.145027,11,exp_name: Pendulum-v1_2023-01-30 (TEST),71,158400
0,0.037593,200.0,-292.861261,-504.116953,-135.120339,117.12053,11,exp_name: Pendulum-v1_2023-01-30 (TEST),72,160600
0,0.039073,200.0,-409.080413,-642.994285,-255.238959,97.374717,11,exp_name: Pendulum-v1_2023-01-30 (TEST),73,162800
0,0.038056,200.0,-322.487665,-850.919155,-2.130126,205.329637,11,exp_name: Pendulum-v1_2023-01-30 (TEST),74,165000
0,0.037346,200.0,-375.415702,-579.336031,-124.881146,137.07062,11,exp_name: Pendulum-v1_2023-01-30 (TEST),75,167200
0,0.036929,200.0,-231.048053,-502.220014,-124.177866,117.434725,11,exp_name: Pendulum-v1_2023-01-30 (TEST),76,169400
0,0.037316,200.0,-236.057653,-522.226991,-3.884319,147.175136,11,exp_name: Pendulum-v1_2023-01-30 (TEST),77,171600
0,0.040025,200.0,-256.809886,-513.185525,-5.814676,143.334016,11,exp_name: Pendulum-v1_2023-01-30 (TEST),78,173800
0,0.036823,200.0,-303.845166,-529.359189,-130.104408,130.692629,11,exp_name: Pendulum-v1_2023-01-30 (TEST),79,176000
0,0.037787,200.0,-291.483332,-601.187928,-124.81539,151.496497,11,exp_name: Pendulum-v1_2023-01-30 (TEST),80,178200
0,0.036892,200.0,-240.242823,-726.913915,-1.603724,204.119886,11,exp_name: Pendulum-v1_2023-01-30 (TEST),81,180400
0,0.039351,200.0,-263.369508,-568.312204,-126.418847,176.014338,11,exp_name: Pendulum-v1_2023-01-30 (TEST),82,182600
0,0.037935,200.0,-290.743081,-581.672156,-2.103386,166.655102,11,exp_name: Pendulum-v1_2023-01-30 (TEST),83,184800
0,0.037269,200.0,-264.939165,-580.810376,-123.732031,165.572493,11,exp_name: Pendulum-v1_2023-01-30 (TEST),84,187000
0,0.038215,200.0,-262.298715,-546.899204,-3.059516,162.664334,11,exp_name: Pendulum-v1_2023-01-30 (TEST),85,189200
0,0.037961,200.0,-196.695381,-530.239558,-1.568052,157.440715,11,exp_name: Pendulum-v1_2023-01-30 (TEST),86,191400
0,0.040241,200.0,-299.392897,-722.869499,-122.94637,180.33229,11,exp_name: Pendulum-v1_2023-01-30 (TEST),87,193600
0,0.039664,200.0,-308.342552,-780.721297,-4.501843,218.547803,11,exp_name: Pendulum-v1_2023-01-30 (TEST),88,195800
0,0.037119,200.0,-233.663121,-517.379047,-1.955098,132.59745,11,exp_name: Pendulum-v1_2023-01-30 (TEST),89,198000
0,0.037195,200.0,-257.847762,-754.7227,-1.284682,257.889728,11,exp_name: Pendulum-v1_2023-01-30 (TEST),90,200200
0,0.040493,200.0,-274.980479,-586.046375,-123.457822,180.995616,11,exp_name: Pendulum-v1_2023-01-30 (TEST),91,202400
0,0.038643,200.0,-260.553417,-798.176962,-2.33828,229.714863,11,exp_name: Pendulum-v1_2023-01-30 (TEST),92,204600
0,0.038105,200.0,-221.667559,-397.819068,-2.964583,146.008988,11,exp_name: Pendulum-v1_2023-01-30 (TEST),93,206800
0,0.037794,200.0,-317.75512,-504.240855,-127.134203,126.950653,11,exp_name: Pendulum-v1_2023-01-30 (TEST),94,209000
0,0.039182,200.0,-246.1427,-671.391187,-127.337154,173.582513,11,exp_name: Pendulum-v1_2023-01-30 (TEST),95,211200
0,0.039384,200.0,-256.380532,-508.634152,-123.044908,121.944888,11,exp_name: Pendulum-v1_2023-01-30 (TEST),96,213400
0,0.038388,200.0,-257.722099,-627.438667,-122.175072,175.594871,11,exp_name: Pendulum-v1_2023-01-30 (TEST),97,215600
0,0.037518,200.0,-274.739908,-785.368934,-123.787719,194.371666,11,exp_name: Pendulum-v1_2023-01-30 (TEST),98,217800
0,0.03744,200.0,-330.013311,-649.31232,-122.334247,188.410619,11,exp_name: Pendulum-v1_2023-01-30 (TEST),99,220000
0,0.040934,200.0,-203.280925,-584.475291,-1.836591,162.007365,11,exp_name: Pendulum-v1_2023-01-30 (TEST),100,222200
0,0.038685,200.0,-252.016598,-652.219313,-1.547149,201.939061,11,exp_name: Pendulum-v1_2023-01-30 (TEST),101,224400
0,0.038033,200.0,-213.469584,-516.190557,-2.159488,127.378337,11,exp_name: Pendulum-v1_2023-01-30 (TEST),102,226600
0,0.037121,200.0,-285.848543,-662.196985,-1.455152,208.835044,11,exp_name: Pendulum-v1_2023-01-30 (TEST),103,228800
0,0.040851,200.0,-215.619256,-454.511454,-1.961053,155.982888,11,exp_name: Pendulum-v1_2023-01-30 (TEST),104,231000
0,0.039152,200.0,-159.999641,-399.887875,-2.797105,97.587035,11,exp_name: Pendulum-v1_2023-01-30 (TEST),105,233200
0,0.038386,200.0,-128.629457,-398.607757,-1.268977,113.063493,11,exp_name: Pendulum-v1_2023-01-30 (TEST),106,235400
0,0.037783,200.0,-176.403191,-381.328763,-2.323212,102.066474,11,exp_name: Pendulum-v1_2023-01-30 (TEST),107,237600
0,0.040547,200.0,-200.412871,-414.721848,-2.818091,119.766848,11,exp_name: Pendulum-v1_2023-01-30 (TEST),108,239800
0,0.038666,200.0,-263.67809,-585.666212,-3.270373,175.648375,11,exp_name: Pendulum-v1_2023-01-30 (TEST),109,242000
0,0.036764,200.0,-179.676501,-443.802905,-2.098675,111.561565,11,exp_name: Pendulum-v1_2023-01-30 (TEST),110,244200
0,0.038233,200.0,-193.485499,-462.075335,-1.201599,129.99464,11,exp_name: Pendulum-v1_2023-01-30 (TEST),111,246400
0,0.037877,200.0,-279.411066,-762.892051,-123.187451,189.786817,11,exp_name: Pendulum-v1_2023-01-30 (TEST),112,248600
0,0.041045,200.0,-167.134452,-432.140048,-1.144186,120.53271,11,exp_name: Pendulum-v1_2023-01-30 (TEST),113,250800
0,0.038214,200.0,-213.231498,-589.056019,-1.790743,167.032392,11,exp_name: Pendulum-v1_2023-01-30 (TEST),114,253000
0,0.036809,200.0,-199.910759,-396.519183,-122.611475,89.020674,11,exp_name: Pendulum-v1_2023-01-30 (TEST),115,255200
0,0.036873,200.0,-179.971811,-429.762707,-1.269313,137.30299,11,exp_name: Pendulum-v1_2023-01-30 (TEST),116,257400
0,0.040372,200.0,-283.207208,-651.172816,-120.7345,156.565078,11,exp_name: Pendulum-v1_2023-01-30 (TEST),117,259600
0,0.039981,200.0,-201.176887,-390.12463,-4.635085,102.847629,11,exp_name: Pendulum-v1_2023-01-30 (TEST),118,261800
0,0.038535,200.0,-173.673026,-396.641305,-124.906793,84.57632,11,exp_name: Pendulum-v1_2023-01-30 (TEST),119,264000
0,0.037726,200.0,-245.726044,-967.307001,-1.164562,264.958446,11,exp_name: Pendulum-v1_2023-01-30 (TEST),120,266200
0,0.038978,200.0,-261.140461,-618.908908,-120.582606,157.730181,11,exp_name: Pendulum-v1_2023-01-30 (TEST),121,268400
0,0.039427,200.0,-190.35336,-477.704043,-2.101368,156.904613,11,exp_name: Pendulum-v1_2023-01-30 (TEST),122,270600
0,0.038594,200.0,-232.02183,-784.849003,-2.03313,219.284407,11,exp_name: Pendulum-v1_2023-01-30 (TEST),123,272800
0,0.038995,200.0,-230.042368,-448.703049,-4.145587,134.587005,11,exp_name: Pendulum-v1_2023-01-30 (TEST),124,275000
0,0.038348,200.0,-164.958296,-427.952562,-1.400701,140.189237,11,exp_name: Pendulum-v1_2023-01-30 (TEST),125,277200
0,0.040516,200.0,-139.628072,-386.523067,-1.902306,114.277928,11,exp_name: Pendulum-v1_2023-01-30 (TEST),126,279400
0,0.037026,200.0,-218.023765,-477.156456,-3.519841,149.915755,11,exp_name: Pendulum-v1_2023-01-30 (TEST),127,281600
0,0.036999,200.0,-227.500485,-587.32319,-3.278254,158.897655,11,exp_name: Pendulum-v1_2023-01-30 (TEST),128,283800
0,0.03922,200.0,-196.231137,-384.083534,-3.717346,97.845892,11,exp_name: Pendulum-v1_2023-01-30 (TEST),129,286000
0,0.040235,200.0,-150.673802,-264.756496,-121.900479,51.484604,11,exp_name: Pendulum-v1_2023-01-30 (TEST),130,288200
0,0.038459,200.0,-211.759282,-443.124944,-121.355202,120.977738,11,exp_name: Pendulum-v1_2023-01-30 (TEST),131,290400
0,0.037158,200.0,-212.715385,-389.317254,-121.944485,86.157029,11,exp_name: Pendulum-v1_2023-01-30 (TEST),132,292600
0,0.037252,200.0,-265.523297,-542.688145,-5.040216,156.78021,11,exp_name: Pendulum-v1_2023-01-30 (TEST),133,294800
0,0.040108,200.0,-181.390552,-462.474887,-4.210976,114.667038,11,exp_name: Pendulum-v1_2023-01-30 (TEST),134,297000
0,0.039408,200.0,-201.690901,-437.982939,-121.899755,110.118872,11,exp_name: Pendulum-v1_2023-01-30 (TEST),135,299200
0,0.037219,200.0,-150.965302,-380.007791,-5.540123,102.631152,11,exp_name: Pendulum-v1_2023-01-30 (TEST),136,301400
0,0.037626,200.0,-181.331699,-569.098109,-4.729083,140.911162,11,exp_name: Pendulum-v1_2023-01-30 (TEST),137,303600
0,0.037958,200.0,-285.992648,-637.232434,-128.055274,162.612163,11,exp_name: Pendulum-v1_2023-01-30 (TEST),138,305800
0,0.041425,200.0,-256.22079,-534.323968,-128.415149,149.791768,11,exp_name: Pendulum-v1_2023-01-30 (TEST),139,308000
0,0.038307,200.0,-189.666806,-468.049035,-4.6039,143.026897,11,exp_name: Pendulum-v1_2023-01-30 (TEST),140,310200
0,0.037437,200.0,-232.776827,-525.510104,-124.306326,132.60585,11,exp_name: Pendulum-v1_2023-01-30 (TEST),141,312400
0,0.038236,200.0,-153.4245,-369.240673,-5.901723,88.025956,11,exp_name: Pendulum-v1_2023-01-30 (TEST),142,314600
0,0.038584,200.0,-153.514818,-388.467711,-3.312499,107.297682,11,exp_name: Pendulum-v1_2023-01-30 (TEST),143,316800
0,0.039568,200.0,-174.053761,-382.772365,-2.52904,96.135399,11,exp_name: Pendulum-v1_2023-01-30 (TEST),144,319000
0,0.037533,200.0,-164.173335,-445.818359,-4.030448,111.925901,11,exp_name: Pendulum-v1_2023-01-30 (TEST),145,321200
0,0.037793,200.0,-180.145806,-420.199261,-3.63411,138.902618,11,exp_name: Pendulum-v1_2023-01-30 (TEST),146,323400
0,0.03803,200.0,-255.478525,-450.435437,-120.030677,115.907844,11,exp_name: Pendulum-v1_2023-01-30 (TEST),147,325600
0,0.041084,200.0,-203.676079,-399.689476,-4.514749,103.421601,11,exp_name: Pendulum-v1_2023-01-30 (TEST),148,327800
0,0.037999,200.0,-166.125875,-394.306875,-3.509124,133.472165,11,exp_name: Pendulum-v1_2023-01-30 (TEST),149,330000
0,0.038717,200.0,-213.592172,-414.183434,-4.351826,139.218488,11,exp_name: Pendulum-v1_2023-01-30 (TEST),150,332200
0,0.038583,200.0,-168.21955,-418.273152,-4.446325,102.826579,11,exp_name: Pendulum-v1_2023-01-30 (TEST),151,334400
0,0.039884,200.0,-191.922936,-408.97496,-2.566766,129.734478,11,exp_name: Pendulum-v1_2023-01-30 (TEST),152,336600
0,0.037027,200.0,-240.365071,-401.941696,-5.631933,130.093539,11,exp_name: Pendulum-v1_2023-01-30 (TEST),153,338800
0,0.036826,200.0,-185.808954,-485.352832,-7.312024,118.781141,11,exp_name: Pendulum-v1_2023-01-30 (TEST),154,341000
0,0.036757,200.0,-187.490481,-272.92498,-128.28801,61.684033,11,exp_name: Pendulum-v1_2023-01-30 (TEST),155,343200
0,0.038438,200.0,-188.909217,-463.875851,-128.856715,118.747501,11,exp_name: Pendulum-v1_2023-01-30 (TEST),156,345400
0,0.039367,200.0,-184.266978,-362.592713,-128.938888,75.965278,11,exp_name: Pendulum-v1_2023-01-30 (TEST),157,347600
0,0.038229,200.0,-162.890946,-439.360226,-5.184999,137.248675,11,exp_name: Pendulum-v1_2023-01-30 (TEST),158,349800
0,0.036986,200.0,-166.446662,-290.73853,-5.488719,82.119763,11,exp_name: Pendulum-v1_2023-01-30 (TEST),159,352000
0,0.03643,200.0,-223.261696,-350.460315,-128.341342,75.572841,11,exp_name: Pendulum-v1_2023-01-30 (TEST),160,354200
0,0.039672,200.0,-159.678731,-426.423706,-6.059448,127.159096,11,exp_name: Pendulum-v1_2023-01-30 (TEST),161,356400
0,0.038494,200.0,-168.131557,-392.602491,-8.922301,109.114608,11,exp_name: Pendulum-v1_2023-01-30 (TEST),162,358600
0,0.037267,200.0,-196.257706,-368.246561,-128.119491,78.382588,11,exp_name: Pendulum-v1_2023-01-30 (TEST),163,360800
0,0.03685,200.0,-200.61808,-376.722542,-8.820416,96.877504,11,exp_name: Pendulum-v1_2023-01-30 (TEST),164,363000
0,0.039641,200.0,-262.09395,-472.55876,-9.23582,138.415314,11,exp_name: Pendulum-v1_2023-01-30 (TEST),165,365200
0,0.038276,200.0,-201.423181,-375.0976,-10.804553,95.347133,11,exp_name: Pendulum-v1_2023-01-30 (TEST),166,367400
0,0.038474,200.0,-145.698531,-268.504597,-11.527055,66.479233,11,exp_name: Pendulum-v1_2023-01-30 (TEST),167,369600
0,0.037567,200.0,-163.332875,-268.756311,-7.022695,75.102827,11,exp_name: Pendulum-v1_2023-01-30 (TEST),168,371800
