,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.5822432041168213,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.739021,1024.0,-936.816092,-976.760538,-896.871645,39.944447
1,2,3.0699381828308105,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.702339,1024.0,-794.486924,-813.352171,-775.621677,18.865247
2,3,4.593099117279053,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.718633,1024.0,-1000.478113,-1012.093193,-988.863032,11.61508
3,4,6.039725065231323,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.682052,1024.0,-852.409831,-899.362355,-805.457307,46.952524
4,5,7.512784242630005,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.69532,1024.0,-852.275927,-888.123698,-816.428156,35.847771
0,6,9.02232813835144,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.707913,1024.0,-810.966329,-827.09191,-794.840748,16.125581
1,7,10.512210845947266,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.704405,1024.0,-714.483401,-722.955781,-706.011021,8.47238
2,8,11.964094877243042,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.68146,1024.0,-708.210233,-718.280525,-698.139942,10.070291
3,9,13.4341402053833,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.694296,1024.0,-697.824307,-708.344783,-687.303831,10.520476
4,10,14.88227915763855,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.681743,1024.0,-636.136364,-642.282315,-629.990414,6.14595
0,11,16.346954107284546,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.688211,1024.0,-609.928754,-673.231211,-546.626296,63.302457
1,12,17.823963165283203,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.695661,1024.0,-611.547142,-651.337199,-571.757084,39.790058
2,13,19.362088918685913,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.72554,1024.0,-595.44161,-596.911334,-593.971887,1.469724
3,14,20.8515682220459,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.702751,1024.0,-592.016521,-622.773493,-561.259549,30.756972
4,15,22.328803062438965,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.696434,1024.0,-636.532145,-641.483855,-631.580435,4.95171
0,16,23.80983018875122,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.696624,1024.0,-598.46542,-603.105602,-593.825239,4.640181
1,17,25.26757502555847,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.684926,1024.0,-614.136731,-636.090984,-592.182477,21.954253
2,18,26.814325094223022,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.731311,1024.0,-620.679252,-664.771827,-576.586678,44.092574
3,19,28.263870000839233,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.684209,1024.0,-601.740233,-610.861782,-592.618684,9.121549
4,20,29.796448945999146,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.724151,1024.0,-574.020581,-613.852814,-534.188349,39.832232
0,21,31.27475619316101,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.694798,1024.0,-599.370847,-608.540419,-590.201276,9.169571
1,22,33.005600929260254,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.821828,1024.0,-556.227609,-584.255448,-528.199771,28.027839
2,23,34.59696006774902,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.75315,1024.0,-568.066875,-585.081149,-551.052601,17.014274
