,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0749640464782715,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.495582,1024.0,-938.207855,-978.349322,-898.066388,40.141467
1,2,2.1350300312042236,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.486858,1024.0,-795.71213,-814.659921,-776.764338,18.947791
2,3,3.2060091495513916,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.491775,1024.0,-1003.264525,-1015.032438,-991.496612,11.767913
3,4,4.295345067977905,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.502701,1024.0,-854.197714,-901.494557,-806.90087,47.296844
4,5,5.273362159729004,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.446686,1024.0,-854.207671,-890.343127,-818.072215,36.135456
0,6,6.2774529457092285,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.457634,1024.0,-812.636197,-828.911801,-796.360593,16.275604
1,7,7.286894083023071,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.463314,1024.0,-715.769448,-724.270618,-707.268277,8.50117
2,8,8.265450954437256,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.449145,1024.0,-709.421957,-719.534165,-699.309749,10.112208
3,9,9.286224126815796,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.468826,1024.0,-699.014908,-709.554295,-688.475521,10.539387
4,10,10.287349939346313,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.459698,1024.0,-637.118529,-643.269054,-630.968004,6.150525
0,11,11.346577167510986,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.484431,1024.0,-610.52424,-674.321863,-546.726617,63.797623
1,12,12.505470991134644,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.527381,1024.0,-611.566796,-651.371132,-571.762461,39.804335
2,13,13.578176021575928,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.49398,1024.0,-595.462344,-596.931282,-593.993406,1.468938
3,14,14.629952907562256,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.482365,1024.0,-592.028716,-622.801113,-561.256318,30.772397
4,15,15.618848085403442,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.453582,1024.0,-636.536826,-641.477507,-631.596145,4.940681
0,16,16.590337991714478,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.443385,1024.0,-598.445962,-603.096821,-593.795104,4.650858
1,17,17.609435081481934,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.467905,1024.0,-614.142711,-636.116341,-592.16908,21.97363
2,18,18.58098292350769,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.445037,1024.0,-620.703432,-664.809401,-576.597462,44.10597
3,19,19.55130410194397,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.445063,1024.0,-601.807784,-610.933036,-592.682531,9.125253
4,20,20.566747188568115,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.466157,1024.0,-574.08611,-613.924609,-534.247611,39.838499
0,21,21.656028032302856,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.498851,1024.0,-599.434803,-608.601572,-590.268033,9.166769
1,22,22.726802110671997,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.493859,1024.0,-556.320419,-584.361115,-528.279724,28.040695
2,23,23.78847885131836,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.485571,1024.0,-568.220636,-585.241301,-551.199971,17.020665
3,24,24.89131212234497,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.506411,1024.0,-598.495817,-662.653421,-534.338214,64.157604
