,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.8944811820983887,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.905649,1024.0,-936.095202,-975.966139,-896.224265,39.870937
1,2,3.755392074584961,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.882767,1024.0,-794.040759,-812.887592,-775.193926,18.846833
2,3,5.688976287841797,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.925231,1024.0,-999.660953,-1011.257776,-988.06413,11.596823
3,4,7.582674980163574,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.906283,1024.0,-851.93751,-898.825803,-805.049216,46.888294
4,5,9.421051263809204,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.875945,1024.0,-851.8418,-887.642856,-816.040744,35.801056
0,6,11.308597087860107,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.897153,1024.0,-810.619587,-826.726862,-794.512311,16.107276
1,7,13.133803129196167,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.869582,1024.0,-714.253442,-722.725305,-705.781579,8.471863
2,8,14.935229063034058,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.858665,1024.0,-708.031167,-718.093466,-697.968868,10.062299
3,9,16.779224157333374,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.880182,1024.0,-697.67074,-708.196182,-687.145298,10.525442
4,10,18.632697105407715,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.88557,1024.0,-636.044456,-642.19498,-629.893931,6.150525
0,11,20.427338123321533,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.854311,1024.0,-609.907611,-673.149911,-546.665311,63.2423
1,12,22.18915104866028,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.838812,1024.0,-611.611129,-651.417084,-571.805174,39.805955
2,13,24.07126498222351,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.898516,1024.0,-595.508813,-596.978279,-594.039347,1.469466
3,14,25.952863931655884,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.899197,1024.0,-592.084755,-622.853402,-561.316109,30.768646
4,15,27.77786612510681,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.869637,1024.0,-636.618676,-641.567817,-631.669535,4.949141
0,16,29.56112003326416,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.848207,1024.0,-598.542537,-603.179609,-593.905465,4.637072
1,17,31.324087142944336,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.838412,1024.0,-614.227881,-636.183409,-592.272354,21.955527
2,18,33.14266228675842,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.868104,1024.0,-620.783629,-664.897962,-576.669297,44.114332
3,19,34.92725110054016,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.849966,1024.0,-601.866689,-610.985389,-592.74799,9.1187
4,20,36.74174904823303,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.867368,1024.0,-574.143433,-614.001217,-534.28565,39.857783
0,21,38.55025100708008,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.861325,1024.0,-599.524562,-608.698177,-590.350947,9.173615
1,22,40.349106311798096,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.857939,1024.0,-556.35637,-584.396427,-528.316314,28.040057
2,23,42.28157114982605,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.924221,1024.0,-568.189939,-585.197967,-551.181911,17.008028
3,24,44.29144287109375,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.961779,1024.0,-598.46728,-662.608124,-534.326437,64.140843
4,25,46.207072019577026,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.912855,1024.0,-596.653889,-598.97642,-594.331357,2.322532
0,26,48.1197030544281,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.914061,1024.0,-552.075715,-555.147995,-549.003434,3.072281
1,27,50.04205894470215,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.919173,1024.0,-567.15518,-585.388796,-548.921564,18.233616
2,28,51.90636897087097,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.888875,1024.0,-592.304358,-618.784132,-565.824585,26.479774
3,29,53.7264461517334,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.868411,1024.0,-576.195573,-576.864349,-575.526797,0.668776
4,30,55.6296591758728,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.909853,1024.0,-611.293772,-616.524208,-606.063336,5.230436
0,31,57.46400713920593,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.872762,1024.0,-531.751427,-551.09402,-512.408834,19.342593
1,32,59.36125111579895,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.907873,1024.0,-589.833731,-623.152138,-556.515324,33.318407
2,33,61.35152792930603,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.948693,1024.0,-525.370092,-548.069177,-502.671007,22.699085
3,34,63.24734306335449,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.905927,1024.0,-540.502936,-598.602214,-482.403659,58.099278
4,35,65.03072786331177,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.849961,1024.0,-500.528984,-502.717289,-498.340679,2.188305
0,36,66.87534308433533,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.879464,1024.0,-494.541112,-505.040791,-484.041433,10.499679
1,37,68.66508913040161,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.852369,1024.0,-498.60872,-516.455961,-480.761478,17.847242
2,38,70.46109795570374,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,77824,0.856969,1024.0,-508.666134,-558.421802,-458.910466,49.755668
3,39,72.34086918830872,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,79872,0.89745,1024.0,-494.788191,-511.03809,-478.538292,16.249899
4,40,74.24890494346619,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,81920,0.907999,1024.0,-516.921319,-544.193104,-489.649534,27.271785
0,41,76.12735795974731,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,83968,0.891716,1024.0,-503.814164,-527.874703,-479.753625,24.060539
1,42,77.99221706390381,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,86016,0.888706,1024.0,-505.70964,-527.090667,-484.328612,21.381027
2,43,79.88635206222534,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,88064,0.904055,1024.0,-487.468754,-514.961557,-459.975951,27.492803
3,44,81.77914905548096,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,90112,0.903921,1024.0,-509.0484,-551.033147,-467.063653,41.984747
4,45,83.7088131904602,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,92160,0.92293,1024.0,-472.662141,-484.362999,-460.961282,11.700858
