,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.041869878768921,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.478324,1024.0,-934.314211,-974.023719,-894.604702,39.709509
1,2,2.0765929222106934,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.475617,1024.0,-792.846536,-811.627421,-774.065651,18.780885
2,3,3.088452100753784,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.463022,1024.0,-997.163825,-1008.654335,-985.673315,11.49051
3,4,4.111500024795532,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.470005,1024.0,-850.426714,-897.061819,-803.791608,46.635105
4,5,5.067762851715088,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.436165,1024.0,-850.313362,-885.919455,-814.707269,35.606093
0,6,6.050663948059082,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.44588,1024.0,-809.334895,-825.33625,-793.333541,16.001355
1,7,7.081830739974976,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.473966,1024.0,-713.313742,-721.77131,-704.856175,8.457568
2,8,8.032304763793945,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.432198,1024.0,-707.211021,-717.241211,-697.18083,10.030191
3,9,9.027698755264282,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.453773,1024.0,-696.926342,-707.45757,-686.395113,10.531229
4,10,10.045072793960571,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.466703,1024.0,-635.47638,-641.631451,-629.321309,6.155071
0,11,11.029256820678711,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.448989,1024.0,-609.620296,-672.54453,-546.696062,62.924234
1,12,12.002116918563843,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.443215,1024.0,-611.714109,-651.540347,-571.887871,39.826238
2,13,12.994837999343872,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.453929,1024.0,-595.620057,-597.092588,-594.147526,1.472531
3,14,13.944508790969849,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.433186,1024.0,-592.197995,-622.979127,-561.416863,30.781132
4,15,14.922056913375854,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.446032,1024.0,-636.742837,-641.694311,-631.791363,4.951474
0,16,15.887789964675903,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.438685,1024.0,-598.652865,-603.295134,-594.010596,4.642269
1,17,16.828984022140503,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.428811,1024.0,-614.33985,-636.296865,-592.382834,21.957016
2,18,17.81881284713745,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.452253,1024.0,-620.87978,-665.006438,-576.753122,44.126658
3,19,18.760645866394043,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.428776,1024.0,-601.932888,-611.058362,-592.807414,9.125474
4,20,19.699009895324707,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.42692,1024.0,-574.195254,-614.062709,-534.327798,39.867455
0,21,20.7088360786438,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.460514,1024.0,-599.580215,-608.753965,-590.406464,9.17375
1,22,21.705930948257446,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.456091,1024.0,-556.391244,-584.438679,-528.343809,28.047435
2,23,22.694954872131348,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.449607,1024.0,-568.213527,-585.219382,-551.207673,17.005855
3,24,23.711041927337646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.465216,1024.0,-598.490052,-662.635792,-534.344312,64.14574
4,25,24.702105045318604,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.451142,1024.0,-596.667782,-598.985053,-594.350512,2.31727
0,26,25.705248832702637,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.457,1024.0,-552.071123,-555.140836,-549.001411,3.069712
1,27,26.68160390853882,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.445411,1024.0,-567.122819,-585.365284,-548.880354,18.242465
2,28,27.628318786621094,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.431243,1024.0,-592.257694,-618.727717,-565.78767,26.470024
3,29,28.61195683479309,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.449476,1024.0,-576.124891,-576.790738,-575.459044,0.665847
4,30,29.656634092330933,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.48095,1024.0,-611.228621,-616.452901,-606.004342,5.22428
0,31,30.669158935546875,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.463254,1024.0,-531.690135,-551.023672,-512.356599,19.333537
1,32,31.708697080612183,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.475752,1024.0,-589.740516,-623.05718,-556.423852,33.316664
2,33,32.764195919036865,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.48456,1024.0,-525.269413,-547.956648,-502.582178,22.687235
3,34,33.73056888580322,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.440712,1024.0,-540.392267,-598.480758,-482.303776,58.088491
4,35,34.77694797515869,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.480421,1024.0,-500.404829,-502.591928,-498.21773,2.187099
0,36,35.76440787315369,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.451843,1024.0,-494.405327,-504.907343,-483.903311,10.502016
1,37,36.74018883705139,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.444385,1024.0,-498.460024,-516.303428,-480.616619,17.843405
2,38,37.76537895202637,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,77824,0.468115,1024.0,-508.534969,-558.272953,-458.796986,49.737984
3,39,38.83898591995239,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,79872,0.494334,1024.0,-494.677076,-510.916299,-478.437852,16.239223
4,40,39.86315894126892,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,81920,0.469452,1024.0,-516.813817,-544.083352,-489.544283,27.269534
0,41,40.898815870285034,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,83968,0.47527,1024.0,-503.736054,-527.796496,-479.675612,24.060442
1,42,41.8367018699646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,86016,0.427194,1024.0,-505.626091,-526.984384,-484.267798,21.358293
