,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_2023-01-23,4098,0.000468,1.0,4098,-0.888887,-0.889052,-0.888704,4.8e-05,1,55.00919723510742
1,exp_name: takeoff_ppo_v2_2023-01-23,8196,0.000449,1.0,4098,-0.888886,-0.889039,-0.888722,4.7e-05,2,109.36839413642883
2,exp_name: takeoff_ppo_v2_2023-01-23,12294,0.000446,1.0,4098,-0.888886,-0.889051,-0.888706,4.8e-05,3,163.67219424247742
3,exp_name: takeoff_ppo_v2_2023-01-23,16392,0.000457,1.0,4098,-0.888884,-0.889037,-0.888705,4.8e-05,4,218.41580820083618
4,exp_name: takeoff_ppo_v2_2023-01-23,20490,0.000457,1.0,4098,-0.888883,-0.889065,-0.888735,4.8e-05,5,272.7812969684601
0,exp_name: takeoff_ppo_v2_2023-01-23,24588,0.000441,1.0,4098,-0.888879,-0.88904,-0.888692,4.7e-05,6,326.8351891040802
1,exp_name: takeoff_ppo_v2_2023-01-23,28686,0.000448,1.0,4098,-0.888875,-0.889035,-0.888702,4.7e-05,7,381.4948539733887
2,exp_name: takeoff_ppo_v2_2023-01-23,32784,0.000448,1.0,4098,-0.888869,-0.889032,-0.888709,4.7e-05,8,435.71195006370544
3,exp_name: takeoff_ppo_v2_2023-01-23,36882,0.000452,1.0,4098,-0.888862,-0.889011,-0.888692,4.8e-05,9,489.67742919921875
4,exp_name: takeoff_ppo_v2_2023-01-23,40980,0.000438,1.0,4098,-0.888857,-0.889037,-0.888654,4.8e-05,10,543.0474171638489
0,exp_name: takeoff_ppo_v2_2023-01-23,45078,0.000436,1.0,4098,-0.888848,-0.889009,-0.888657,4.8e-05,11,596.3911969661713
1,exp_name: takeoff_ppo_v2_2023-01-23,49176,0.000441,1.0,4098,-0.888839,-0.889019,-0.888654,4.9e-05,12,649.7385039329529
2,exp_name: takeoff_ppo_v2_2023-01-23,53274,0.000447,1.0,4098,-0.888828,-0.889036,-0.888663,4.9e-05,13,703.8784332275391
3,exp_name: takeoff_ppo_v2_2023-01-23,57372,0.000458,1.0,4098,-0.888818,-0.888982,-0.888653,4.9e-05,14,757.6384301185608
