,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,2048,0.001031,1.0,2048,-0.787656,-0.78783,-0.787285,9.6e-05,1,31.646155834197998
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,4096,0.000947,1.0,2048,-0.78765,-0.78783,-0.787325,9.8e-05,2,61.9247088432312
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,6144,0.000953,1.0,2048,-0.787658,-0.78783,-0.787337,9.6e-05,3,92.32072186470032
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,8192,0.000953,1.0,2048,-0.787651,-0.78783,-0.787293,9.6e-05,4,122.67716574668884
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,10240,0.000924,1.0,2048,-0.787648,-0.78783,-0.787283,9.7e-05,5,152.6370599269867
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,12288,0.000907,1.0,2048,-0.787642,-0.78783,-0.78733,9.8e-05,6,182.22717595100403
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,14336,0.000906,1.0,2048,-0.787633,-0.78783,-0.787303,9.6e-05,7,211.95202898979187
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,16384,0.000909,1.0,2048,-0.787623,-0.78783,-0.787292,9.9e-05,8,241.69621300697327
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,18432,0.000912,1.0,2048,-0.787618,-0.78783,-0.787329,9.9e-05,9,271.1134569644928
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,20480,0.000912,1.0,2048,-0.78761,-0.78783,-0.787289,9.8e-05,10,300.7128300666809
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,22528,0.000908,1.0,2048,-0.787598,-0.78783,-0.787302,0.0001,11,330.2134909629822
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,24576,0.00091,1.0,2048,-0.787587,-0.78783,-0.787281,0.000103,12,359.7767608165741
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,26624,0.000911,1.0,2048,-0.787574,-0.78783,-0.787281,0.000102,13,389.33698201179504
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,28672,0.00091,1.0,2048,-0.787559,-0.78783,-0.787281,9.9e-05,14,418.76866269111633
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,30720,0.000906,1.0,2048,-0.787545,-0.787829,-0.787281,0.000101,15,448.21253490448
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,32768,0.000912,1.0,2048,-0.787524,-0.787825,-0.787281,9.9e-05,16,477.85751509666443
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,34816,0.000917,1.0,2048,-0.78751,-0.78782,-0.787281,9.9e-05,17,507.5140149593353
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,36864,0.000912,1.0,2048,-0.787489,-0.787808,-0.787281,9.8e-05,18,537.2176430225372
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,38912,0.000911,1.0,2048,-0.787471,-0.787813,-0.787281,9.7e-05,19,566.6856818199158
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,40960,0.000912,1.0,2048,-0.787449,-0.78781,-0.787281,9.4e-05,20,596.3051519393921
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,43008,0.000915,1.0,2048,-0.787431,-0.787789,-0.787281,9.5e-05,21,625.9612858295441
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,45056,0.000911,1.0,2048,-0.787411,-0.787701,-0.787281,9.2e-05,22,655.3827729225159
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,47104,0.000907,1.0,2048,-0.787394,-0.787715,-0.787281,8.8e-05,23,684.8605289459229
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,49152,0.000921,1.0,2048,-0.787376,-0.78768,-0.787281,8.2e-05,24,714.6393527984619
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,51200,0.000915,1.0,2048,-0.78736,-0.787673,-0.787281,7.7e-05,25,744.1754310131073
0,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,53248,0.000915,1.0,2048,-0.787342,-0.787736,-0.787281,6.8e-05,26,773.8873307704926
1,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,55296,0.000906,1.0,2048,-0.787331,-0.787606,-0.787281,6.1e-05,27,803.4162340164185
2,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,57344,0.000984,1.0,2048,-0.787322,-0.787619,-0.787281,5.6e-05,28,834.202624797821
3,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,59392,0.001105,1.0,2048,-0.787312,-0.787639,-0.787281,4.9e-05,29,866.5769588947296
4,exp_name: hover_ppo_v2_ActionType.PID_2023-01-24,61440,0.001143,1.0,2048,-0.787305,-0.787609,-0.787281,4.3e-05,30,899.2996318340302
