,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1816520690917969,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.547343,1024.0,-935.411351,-975.272012,-895.550689,39.860662
1,2,2.229282855987549,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.48099,1024.0,-793.626838,-812.445339,-774.808336,18.818501
2,3,3.251938819885254,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.468563,1024.0,-998.967851,-1010.539234,-987.396468,11.571383
3,4,4.262480020523071,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.462956,1024.0,-851.592268,-898.433456,-804.75108,46.841188
4,5,5.2249369621276855,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.439047,1024.0,-851.541629,-887.323546,-815.759711,35.781918
0,6,6.18707013130188,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.436553,1024.0,-810.411048,-826.507079,-794.315017,16.096031
1,7,7.164336919784546,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.447229,1024.0,-714.153171,-722.635414,-705.670927,8.482243
2,8,8.127048969268799,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.43932,1024.0,-707.992574,-718.044879,-697.940268,10.052305
3,9,9.131505012512207,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.460177,1024.0,-697.710092,-708.254553,-687.165632,10.54446
4,10,10.087308168411255,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.438007,1024.0,-636.140699,-642.297537,-629.983861,6.156838
0,11,11.076417922973633,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.450541,1024.0,-610.04687,-673.319041,-546.774699,63.272171
1,12,12.094537019729614,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.467149,1024.0,-611.776455,-651.61538,-571.93753,39.838925
2,13,13.063085794448853,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,26624,0.445016,1024.0,-595.697678,-597.172868,-594.222489,1.47519
3,14,14.008397817611694,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,28672,0.431745,1024.0,-592.291956,-623.089112,-561.4948,30.797156
4,15,14.991140842437744,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,30720,0.449566,1024.0,-636.823281,-641.777532,-631.869031,4.954251
0,16,15.925604820251465,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,32768,0.426615,1024.0,-598.698065,-603.348785,-594.047344,4.65072
1,17,16.856088876724243,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,34816,0.422883,1024.0,-614.406464,-636.373172,-592.439756,21.966708
2,18,17.839222192764282,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,36864,0.449163,1024.0,-620.957976,-665.100819,-576.815134,44.142842
3,19,18.786736965179443,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,38912,0.432455,1024.0,-602.033767,-611.174094,-592.89344,9.140327
4,20,19.764148950576782,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,40960,0.447387,1024.0,-574.267933,-614.145004,-534.390862,39.877071
0,21,20.760061979293823,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,43008,0.454507,1024.0,-599.623284,-608.797317,-590.449251,9.174033
1,22,21.71691918373108,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,45056,0.436007,1024.0,-556.441529,-584.491606,-528.391451,28.050077
2,23,22.715847969055176,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,47104,0.456326,1024.0,-568.285197,-585.296462,-551.273932,17.011265
3,24,23.687867879867554,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,49152,0.444968,1024.0,-598.564504,-662.73455,-534.394459,64.170046
4,25,24.654056072235107,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,51200,0.442134,1024.0,-596.757858,-599.083569,-594.432146,2.325711
0,26,25.670247077941895,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,53248,0.464206,1024.0,-552.155256,-555.22829,-549.082223,3.073033
1,27,26.63005304336548,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,55296,0.437918,1024.0,-567.230649,-585.466133,-548.995165,18.235484
2,28,27.575578927993774,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,57344,0.433108,1024.0,-592.433017,-618.915702,-565.950331,26.482685
3,29,28.57352900505066,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,59392,0.457738,1024.0,-576.333213,-577.003402,-575.663023,0.670189
4,30,29.520369052886963,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,61440,0.431185,1024.0,-611.465533,-616.711254,-606.219812,5.245721
0,31,30.497717142105103,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,63488,0.444482,1024.0,-531.854024,-551.193535,-512.514513,19.339511
1,32,31.48845076560974,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,65536,0.454341,1024.0,-589.961619,-623.310377,-556.612862,33.348758
2,33,32.4409601688385,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,67584,0.434694,1024.0,-525.466459,-548.19034,-502.742579,22.723881
3,34,33.433347940444946,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,69632,0.453879,1024.0,-540.591671,-598.724448,-482.458894,58.132777
4,35,34.452908754348755,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,71680,0.466989,1024.0,-500.525787,-502.722241,-498.329333,2.196454
0,36,35.407772064208984,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,73728,0.436653,1024.0,-494.52527,-505.01021,-484.04033,10.48494
1,37,36.374778032302856,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,75776,0.442612,1024.0,-498.577558,-516.430861,-480.724256,17.853302
2,38,37.33700895309448,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,77824,0.43921,1024.0,-508.610918,-558.357243,-458.864592,49.746325
3,39,38.30185604095459,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,79872,0.43962,1024.0,-494.735725,-510.965308,-478.506142,16.229583
4,40,39.30550503730774,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,81920,0.460033,1024.0,-516.835603,-544.094012,-489.577195,27.258409
0,41,40.36104989051819,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,83968,0.4821,1024.0,-503.764464,-527.828093,-479.700836,24.063628
1,42,41.2997510433197,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,86016,0.428595,1024.0,-505.662217,-527.023208,-484.301227,21.360991
2,43,42.29070711135864,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,88064,0.453611,1024.0,-487.44866,-514.942918,-459.954403,27.494258
3,44,43.23488688468933,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,90112,0.431721,1024.0,-509.05592,-551.031435,-467.080406,41.975515
4,45,44.243491888046265,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,92160,0.461038,1024.0,-472.717035,-484.418894,-461.015176,11.701859
