"Step","mean_episodes_rewards","random_agent_run_3 - mean_episodes_rewards__MIN","random_agent_run_3 - mean_episodes_rewards__MAX"
"433400","-1204.4079711037432","-1204.4079711037432","-1204.4079711037432"
"435600","-1186.8792592459506","-1186.8792592459506","-1186.8792592459506"
"437800","-1332.0662504353584","-1332.0662504353584","-1332.0662504353584"
"440000","-1200.2274460036165","-1200.2274460036165","-1200.2274460036165"
"442200","-1316.2968480441089","-1316.2968480441089","-1316.2968480441089"
"444400","-1119.2373742618029","-1119.2373742618029","-1119.2373742618029"
"446600","-1324.1771796857784","-1324.1771796857784","-1324.1771796857784"
"448800","-1276.7815679207272","-1276.7815679207272","-1276.7815679207272"
"451000","-1318.81191556606","-1318.81191556606","-1318.81191556606"
"453200","-1217.1113779515038","-1217.1113779515038","-1217.1113779515038"
"455400","-1154.16786346579","-1154.16786346579","-1154.16786346579"
"457600","-1195.1878279514096","-1195.1878279514096","-1195.1878279514096"
"459800","-1050.1273231257344","-1050.1273231257344","-1050.1273231257344"
"462000","-1079.7492708544758","-1079.7492708544758","-1079.7492708544758"
"464200","-1157.487297206253","-1157.487297206253","-1157.487297206253"
"466400","-1058.9446604483676","-1058.9446604483676","-1058.9446604483676"
"468600","-1174.6676030720926","-1174.6676030720926","-1174.6676030720926"
"470800","-1429.3668641775519","-1429.3668641775519","-1429.3668641775519"
"473000","-1261.980128640247","-1261.980128640247","-1261.980128640247"
"475200","-1179.4141298337895","-1179.4141298337895","-1179.4141298337895"
"477400","-1228.4803804110709","-1228.4803804110709","-1228.4803804110709"
"479600","-1249.2885306044234","-1249.2885306044234","-1249.2885306044234"
"481800","-1242.4922396183342","-1242.4922396183342","-1242.4922396183342"
"484000","-1186.573321518044","-1186.573321518044","-1186.573321518044"
"486200","-1181.0705830031848","-1181.0705830031848","-1181.0705830031848"
"488400","-1090.1116792941957","-1090.1116792941957","-1090.1116792941957"
"490600","-1153.5602965714718","-1153.5602965714718","-1153.5602965714718"
"492800","-1121.3915326500605","-1121.3915326500605","-1121.3915326500605"
"495000","-1242.4342153853447","-1242.4342153853447","-1242.4342153853447"
"497200","-1313.6087161427984","-1313.6087161427984","-1313.6087161427984"
"499400","-1367.2178528066108","-1367.2178528066108","-1367.2178528066108"
"501600","-1105.5256566350627","-1105.5256566350627","-1105.5256566350627"
"503800","-1190.812892720156","-1190.812892720156","-1190.812892720156"
"506000","-1232.979808025359","-1232.979808025359","-1232.979808025359"
"508200","-1262.7101936265422","-1262.7101936265422","-1262.7101936265422"
"510400","-1160.429445858654","-1160.429445858654","-1160.429445858654"
"512600","-1089.904268107468","-1089.904268107468","-1089.904268107468"
"514800","-1233.9282472274324","-1233.9282472274324","-1233.9282472274324"
"517000","-1275.818460153841","-1275.818460153841","-1275.818460153841"
"519200","-1245.4012457987758","-1245.4012457987758","-1245.4012457987758"
"521400","-1155.739119428037","-1155.739119428037","-1155.739119428037"
"523600","-1074.1183811168294","-1074.1183811168294","-1074.1183811168294"
"525800","-1324.388435701319","-1324.388435701319","-1324.388435701319"
"528000","-1264.875320811603","-1264.875320811603","-1264.875320811603"
"530200","-1301.18587306774","-1301.18587306774","-1301.18587306774"
"532400","-1256.8625796965878","-1256.8625796965878","-1256.8625796965878"
"534600","-1205.8728028195505","-1205.8728028195505","-1205.8728028195505"
"536800","-1217.2409781170154","-1217.2409781170154","-1217.2409781170154"
"539000","-1285.8694978954393","-1285.8694978954393","-1285.8694978954393"
"541200","-1207.6995511473283","-1207.6995511473283","-1207.6995511473283"
"543400","-1342.7458200693611","-1342.7458200693611","-1342.7458200693611"
"545600","-1020.0362800812723","-1020.0362800812723","-1020.0362800812723"
"547800","-1265.4709508372946","-1265.4709508372946","-1265.4709508372946"
"550000","-1242.532060951177","-1242.532060951177","-1242.532060951177"
"552200","-1234.1862286222326","-1234.1862286222326","-1234.1862286222326"
"554400","-1163.8976648286364","-1163.8976648286364","-1163.8976648286364"
"556600","-1220.1000351654914","-1220.1000351654914","-1220.1000351654914"
"558800","-1306.6940105228257","-1306.6940105228257","-1306.6940105228257"
"561000","-1250.2441861129503","-1250.2441861129503","-1250.2441861129503"
"563200","-1250.0010572125102","-1250.0010572125102","-1250.0010572125102"
"565400","-1127.7986801888492","-1127.7986801888492","-1127.7986801888492"
"567600","-1167.5856560586976","-1167.5856560586976","-1167.5856560586976"
"569800","-1139.572257883484","-1139.572257883484","-1139.572257883484"
"572000","-1200.4833695404518","-1200.4833695404518","-1200.4833695404518"
"574200","-1188.6162660655389","-1188.6162660655389","-1188.6162660655389"
"576400","-1378.0808998968464","-1378.0808998968464","-1378.0808998968464"
"578600","-1123.8989016366043","-1123.8989016366043","-1123.8989016366043"
"580800","-1326.16638382679","-1326.16638382679","-1326.16638382679"
"583000","-1229.7081462679148","-1229.7081462679148","-1229.7081462679148"
"585200","-1113.1422362919443","-1113.1422362919443","-1113.1422362919443"
"587400","-1359.4034528140596","-1359.4034528140596","-1359.4034528140596"
"589600","-1306.9818217507384","-1306.9818217507384","-1306.9818217507384"
"591800","-1297.5776508139124","-1297.5776508139124","-1297.5776508139124"
"594000","-1176.3446054143628","-1176.3446054143628","-1176.3446054143628"
"596200","-1264.7798083987902","-1264.7798083987902","-1264.7798083987902"
"598400","-1185.9820184187276","-1185.9820184187276","-1185.9820184187276"
"600600","-1388.216079621125","-1388.216079621125","-1388.216079621125"
"602800","-1173.5457932146091","-1173.5457932146091","-1173.5457932146091"
"605000","-1205.1812381511193","-1205.1812381511193","-1205.1812381511193"
"607200","-1288.593118616611","-1288.593118616611","-1288.593118616611"
"609400","-1303.9075235926116","-1303.9075235926116","-1303.9075235926116"
"611600","-1155.3451019847655","-1155.3451019847655","-1155.3451019847655"
"613800","-1389.0385424182955","-1389.0385424182955","-1389.0385424182955"
"616000","-1198.379381023409","-1198.379381023409","-1198.379381023409"
"618200","-1102.3431184410422","-1102.3431184410422","-1102.3431184410422"
"620400","-1323.5537382733075","-1323.5537382733075","-1323.5537382733075"
"622600","-1201.5039741521775","-1201.5039741521775","-1201.5039741521775"
"624800","-1262.158106330207","-1262.158106330207","-1262.158106330207"
"627000","-1164.2549941335456","-1164.2549941335456","-1164.2549941335456"
"629200","-1275.3176381041144","-1275.3176381041144","-1275.3176381041144"
"631400","-1206.3135519350049","-1206.3135519350049","-1206.3135519350049"
"633600","-1251.4941795434154","-1251.4941795434154","-1251.4941795434154"
"635800","-1179.1134404281795","-1179.1134404281795","-1179.1134404281795"
"638000","-1040.3322380990153","-1040.3322380990153","-1040.3322380990153"
"640200","-1184.49536605564","-1184.49536605564","-1184.49536605564"
"642400","-1248.3045811474049","-1248.3045811474049","-1248.3045811474049"
"644600","-1086.810880443086","-1086.810880443086","-1086.810880443086"
"646800","-1165.5422145768464","-1165.5422145768464","-1165.5422145768464"
"649000","-1321.704632709564","-1321.704632709564","-1321.704632709564"
"651200","-1200.0452754980347","-1200.0452754980347","-1200.0452754980347"
"653400","-1219.0025046456358","-1219.0025046456358","-1219.0025046456358"
"655600","-1219.8881841522814","-1219.8881841522814","-1219.8881841522814"
"657800","-1267.509984246513","-1267.509984246513","-1267.509984246513"
"660000","-1153.5008530013488","-1153.5008530013488","-1153.5008530013488"
"662200","-1270.850314702811","-1270.850314702811","-1270.850314702811"
"664400","-1308.387503130091","-1308.387503130091","-1308.387503130091"
"666600","-1128.905153918945","-1128.905153918945","-1128.905153918945"
"668800","-1235.0285145755597","-1235.0285145755597","-1235.0285145755597"
"671000","-1274.4930396445052","-1274.4930396445052","-1274.4930396445052"
"673200","-1252.7305570252609","-1252.7305570252609","-1252.7305570252609"
"675400","-1205.805491526606","-1205.805491526606","-1205.805491526606"
"677600","-1206.191959112163","-1206.191959112163","-1206.191959112163"
"679800","-1205.028309244888","-1205.028309244888","-1205.028309244888"
"682000","-1211.6361427215188","-1211.6361427215188","-1211.6361427215188"
"684200","-1255.319828568598","-1255.319828568598","-1255.319828568598"
"686400","-1198.5683855094367","-1198.5683855094367","-1198.5683855094367"
"688600","-1159.1929517636115","-1159.1929517636115","-1159.1929517636115"
"690800","-1231.0392667773397","-1231.0392667773397","-1231.0392667773397"
"693000","-1187.9603102923681","-1187.9603102923681","-1187.9603102923681"
"695200","-1255.9037720603417","-1255.9037720603417","-1255.9037720603417"
"697400","-1122.3063302439905","-1122.3063302439905","-1122.3063302439905"
"699600","-1126.2668715878701","-1126.2668715878701","-1126.2668715878701"
"701800","-1222.16750342213","-1222.16750342213","-1222.16750342213"
"704000","-1213.245016414995","-1213.245016414995","-1213.245016414995"
"706200","-1161.7650078412762","-1161.7650078412762","-1161.7650078412762"
"708400","-1265.8793969641793","-1265.8793969641793","-1265.8793969641793"
"710600","-1226.5180130248468","-1226.5180130248468","-1226.5180130248468"
"712800","-1334.8632960290945","-1334.8632960290945","-1334.8632960290945"
"715000","-1242.579965623038","-1242.579965623038","-1242.579965623038"
"717200","-1216.131251611815","-1216.131251611815","-1216.131251611815"
"719400","-1146.323225369952","-1146.323225369952","-1146.323225369952"
"721600","-1200.1571096017692","-1200.1571096017692","-1200.1571096017692"
"723800","-1279.449842127563","-1279.449842127563","-1279.449842127563"
"726000","-1386.661127104392","-1386.661127104392","-1386.661127104392"
"728200","-1158.2063386692225","-1158.2063386692225","-1158.2063386692225"
"730400","-1212.4654787206566","-1212.4654787206566","-1212.4654787206566"
"732600","-1270.753326339648","-1270.753326339648","-1270.753326339648"
"734800","-1206.1365286394675","-1206.1365286394675","-1206.1365286394675"
"737000","-1299.7312309378897","-1299.7312309378897","-1299.7312309378897"
"739200","-1194.239182846809","-1194.239182846809","-1194.239182846809"
"741400","-1162.1106813785532","-1162.1106813785532","-1162.1106813785532"
"743600","-1103.5943935226778","-1103.5943935226778","-1103.5943935226778"
"745800","-1237.3420463095226","-1237.3420463095226","-1237.3420463095226"
"748000","-1265.8873200814382","-1265.8873200814382","-1265.8873200814382"
"750200","-1100.747617686499","-1100.747617686499","-1100.747617686499"
"752400","-1297.7825141723056","-1297.7825141723056","-1297.7825141723056"
"754600","-1088.8990948530154","-1088.8990948530154","-1088.8990948530154"
"756800","-1202.040478199526","-1202.040478199526","-1202.040478199526"
"759000","-1269.1472893738871","-1269.1472893738871","-1269.1472893738871"
"761200","-1126.767717942297","-1126.767717942297","-1126.767717942297"
"763400","-1148.5933632017172","-1148.5933632017172","-1148.5933632017172"
"765600","-1225.3329017622605","-1225.3329017622605","-1225.3329017622605"
"767800","-1287.3740385662268","-1287.3740385662268","-1287.3740385662268"
"770000","-1257.3863587061219","-1257.3863587061219","-1257.3863587061219"
"772200","-1287.0210224984523","-1287.0210224984523","-1287.0210224984523"
"774400","-1186.1759135382913","-1186.1759135382913","-1186.1759135382913"
"776600","-1254.9946155909677","-1254.9946155909677","-1254.9946155909677"
"778800","-1050.3310605497757","-1050.3310605497757","-1050.3310605497757"
"781000","-1056.7732061785541","-1056.7732061785541","-1056.7732061785541"
"783200","-1153.328114107481","-1153.328114107481","-1153.328114107481"
"785400","-1111.6110045028172","-1111.6110045028172","-1111.6110045028172"
"787600","-1245.4299619192227","-1245.4299619192227","-1245.4299619192227"
"789800","-1139.6238468935217","-1139.6238468935217","-1139.6238468935217"
"792000","-1193.6865973321003","-1193.6865973321003","-1193.6865973321003"
"794200","-1225.0838497153823","-1225.0838497153823","-1225.0838497153823"
"796400","-1162.9757690231452","-1162.9757690231452","-1162.9757690231452"
"798600","-1183.4297679998026","-1183.4297679998026","-1183.4297679998026"
"800800","-1240.0844025140125","-1240.0844025140125","-1240.0844025140125"
"803000","-1288.1159064087256","-1288.1159064087256","-1288.1159064087256"
"805200","-1102.3417315070828","-1102.3417315070828","-1102.3417315070828"
"807400","-1173.6421206946666","-1173.6421206946666","-1173.6421206946666"
"809600","-1147.559341745493","-1147.559341745493","-1147.559341745493"
"811800","-1197.0907345123562","-1197.0907345123562","-1197.0907345123562"
"814000","-1168.8898072967881","-1168.8898072967881","-1168.8898072967881"
"816200","-973.309575475453","-973.309575475453","-973.309575475453"
"818400","-1165.023628206489","-1165.023628206489","-1165.023628206489"
"820600","-1294.5832556429207","-1294.5832556429207","-1294.5832556429207"
"822800","-1142.7717793191443","-1142.7717793191443","-1142.7717793191443"
"825000","-1305.217705571589","-1305.217705571589","-1305.217705571589"
"827200","-1336.1774405068786","-1336.1774405068786","-1336.1774405068786"
"829400","-1250.7608331182928","-1250.7608331182928","-1250.7608331182928"
"831600","-1135.3633678050387","-1135.3633678050387","-1135.3633678050387"
"833800","-1318.631859735707","-1318.631859735707","-1318.631859735707"
"836000","-1169.5299488165197","-1169.5299488165197","-1169.5299488165197"
"838200","-1245.9179097879423","-1245.9179097879423","-1245.9179097879423"
"840400","-1230.7166784217634","-1230.7166784217634","-1230.7166784217634"
"842600","-1310.2926305957074","-1310.2926305957074","-1310.2926305957074"
"844800","-1169.30340376982","-1169.30340376982","-1169.30340376982"
"847000","-1095.4353723255203","-1095.4353723255203","-1095.4353723255203"
"849200","-1165.4680795563816","-1165.4680795563816","-1165.4680795563816"
"851400","-1124.1954748573353","-1124.1954748573353","-1124.1954748573353"
"853600","-1170.6683815819854","-1170.6683815819854","-1170.6683815819854"
"855800","-1356.488030265977","-1356.488030265977","-1356.488030265977"
"858000","-1314.7655153008127","-1314.7655153008127","-1314.7655153008127"
"860200","-1169.1794550009256","-1169.1794550009256","-1169.1794550009256"
"862400","-1199.5070461269268","-1199.5070461269268","-1199.5070461269268"
"864600","-1136.830676660658","-1136.830676660658","-1136.830676660658"
"866800","-1317.2751316679896","-1317.2751316679896","-1317.2751316679896"
"869000","-1134.342328499325","-1134.342328499325","-1134.342328499325"
"871200","-1182.091853712938","-1182.091853712938","-1182.091853712938"
"873400","-1131.0241203358235","-1131.0241203358235","-1131.0241203358235"
"875600","-1103.0649435245386","-1103.0649435245386","-1103.0649435245386"
"877800","-1357.2418314876888","-1357.2418314876888","-1357.2418314876888"
"880000","-1147.682435783715","-1147.682435783715","-1147.682435783715"
"882200","-1181.4257400952463","-1181.4257400952463","-1181.4257400952463"
"884400","-1207.6398451667012","-1207.6398451667012","-1207.6398451667012"
"886600","-1198.5870861553758","-1198.5870861553758","-1198.5870861553758"
"888800","-1222.478595092225","-1222.478595092225","-1222.478595092225"
