"Step","mean_episodes_rewards","random_agent_run_2 - mean_episodes_rewards__MIN","random_agent_run_2 - mean_episodes_rewards__MAX"
"242000","-1222.358151083989","-1222.358151083989","-1222.358151083989"
"244200","-1314.8677529824513","-1314.8677529824513","-1314.8677529824513"
"246400","-1146.6562744522362","-1146.6562744522362","-1146.6562744522362"
"248600","-1237.300377188284","-1237.300377188284","-1237.300377188284"
"250800","-1431.4080648931013","-1431.4080648931013","-1431.4080648931013"
"253000","-1231.762443024869","-1231.762443024869","-1231.762443024869"
"255200","-1217.0151778390355","-1217.0151778390355","-1217.0151778390355"
"257400","-1213.3910675853783","-1213.3910675853783","-1213.3910675853783"
"259600","-1157.1470270060252","-1157.1470270060252","-1157.1470270060252"
"261800","-1153.1096894666557","-1153.1096894666557","-1153.1096894666557"
"264000","-1195.2456525436517","-1195.2456525436517","-1195.2456525436517"
"266200","-1323.186055936323","-1323.186055936323","-1323.186055936323"
"268400","-1173.3820404208623","-1173.3820404208623","-1173.3820404208623"
"270600","-1239.899412170923","-1239.899412170923","-1239.899412170923"
"272800","-1074.3850492359145","-1074.3850492359145","-1074.3850492359145"
"275000","-1304.316850482741","-1304.316850482741","-1304.316850482741"
"277200","-1119.7214319949915","-1119.7214319949915","-1119.7214319949915"
"279400","-1147.0914725145317","-1147.0914725145317","-1147.0914725145317"
"281600","-1212.1331649320905","-1212.1331649320905","-1212.1331649320905"
"283800","-1155.510457786321","-1155.510457786321","-1155.510457786321"
"286000","-1253.6729826638948","-1253.6729826638948","-1253.6729826638948"
"288200","-1147.6020624420325","-1147.6020624420325","-1147.6020624420325"
"290400","-1216.654094221214","-1216.654094221214","-1216.654094221214"
"292600","-1293.7419889520756","-1293.7419889520756","-1293.7419889520756"
"294800","-1158.7236118352027","-1158.7236118352027","-1158.7236118352027"
"297000","-1325.5185038001252","-1325.5185038001252","-1325.5185038001252"
"299200","-1322.7262907646652","-1322.7262907646652","-1322.7262907646652"
"301400","-1144.441067989532","-1144.441067989532","-1144.441067989532"
"303600","-1212.9126339987772","-1212.9126339987772","-1212.9126339987772"
"305800","-1208.0057938940345","-1208.0057938940345","-1208.0057938940345"
"308000","-1151.731454401253","-1151.731454401253","-1151.731454401253"
"310200","-1080.7779646647252","-1080.7779646647252","-1080.7779646647252"
"312400","-1153.6509910378177","-1153.6509910378177","-1153.6509910378177"
"314600","-1291.2044097212267","-1291.2044097212267","-1291.2044097212267"
"316800","-1307.9193621353252","-1307.9193621353252","-1307.9193621353252"
"319000","-1415.6186511388407","-1415.6186511388407","-1415.6186511388407"
"321200","-1170.4052546233033","-1170.4052546233033","-1170.4052546233033"
"323400","-1158.066806587147","-1158.066806587147","-1158.066806587147"
"325600","-1190.9496006140475","-1190.9496006140475","-1190.9496006140475"
"327800","-1191.534639961232","-1191.534639961232","-1191.534639961232"
"330000","-1196.9479692570078","-1196.9479692570078","-1196.9479692570078"
"332200","-1213.5268253242912","-1213.5268253242912","-1213.5268253242912"
"334400","-1333.0084299561788","-1333.0084299561788","-1333.0084299561788"
"336600","-1135.0229872268178","-1135.0229872268178","-1135.0229872268178"
"338800","-1155.8088218480877","-1155.8088218480877","-1155.8088218480877"
"341000","-1184.8096511395938","-1184.8096511395938","-1184.8096511395938"
"343200","-1282.2527287753785","-1282.2527287753785","-1282.2527287753785"
"345400","-1050.114720865015","-1050.114720865015","-1050.114720865015"
"347600","-1132.1873896767318","-1132.1873896767318","-1132.1873896767318"
"349800","-1333.453377658912","-1333.453377658912","-1333.453377658912"
"352000","-1314.8532091318336","-1314.8532091318336","-1314.8532091318336"
"354200","-1188.5647628835084","-1188.5647628835084","-1188.5647628835084"
"356400","-1362.1820870375407","-1362.1820870375407","-1362.1820870375407"
"358600","-1022.1585576801218","-1022.1585576801218","-1022.1585576801218"
"360800","-1236.8603547421387","-1236.8603547421387","-1236.8603547421387"
"363000","-1260.0185613815759","-1260.0185613815759","-1260.0185613815759"
"365200","-1238.4029802580233","-1238.4029802580233","-1238.4029802580233"
"367400","-1219.2203138639102","-1219.2203138639102","-1219.2203138639102"
"369600","-1081.0552135052064","-1081.0552135052064","-1081.0552135052064"
"371800","-1156.069345958676","-1156.069345958676","-1156.069345958676"
"374000","-1266.534733274567","-1266.534733274567","-1266.534733274567"
"376200","-1291.1842647542512","-1291.1842647542512","-1291.1842647542512"
"378400","-1286.1485441960635","-1286.1485441960635","-1286.1485441960635"
"380600","-1229.6056848841613","-1229.6056848841613","-1229.6056848841613"
"382800","-1187.9593336151913","-1187.9593336151913","-1187.9593336151913"
"385000","-1239.2922933030272","-1239.2922933030272","-1239.2922933030272"
"387200","-1264.5908730352674","-1264.5908730352674","-1264.5908730352674"
"389400","-1297.845982006936","-1297.845982006936","-1297.845982006936"
"391600","-1169.9676383442459","-1169.9676383442459","-1169.9676383442459"
"393800","-1223.7050740429443","-1223.7050740429443","-1223.7050740429443"
"396000","-1179.3333626668734","-1179.3333626668734","-1179.3333626668734"
"398200","-1292.32776354816","-1292.32776354816","-1292.32776354816"
"400400","-1106.5133856008279","-1106.5133856008279","-1106.5133856008279"
"402600","-1216.3621894999123","-1216.3621894999123","-1216.3621894999123"
"404800","-1257.0732478025745","-1257.0732478025745","-1257.0732478025745"
"407000","-1321.7638557786738","-1321.7638557786738","-1321.7638557786738"
"409200","-1283.7777538665077","-1283.7777538665077","-1283.7777538665077"
"411400","-1353.814753420869","-1353.814753420869","-1353.814753420869"
"413600","-1325.6622638117462","-1325.6622638117462","-1325.6622638117462"
"415800","-1262.2204379614723","-1262.2204379614723","-1262.2204379614723"
"418000","-1182.2184874237594","-1182.2184874237594","-1182.2184874237594"
"420200","-1147.6896107760729","-1147.6896107760729","-1147.6896107760729"
"422400","-1262.9540743813313","-1262.9540743813313","-1262.9540743813313"
"424600","-1336.8421948083162","-1336.8421948083162","-1336.8421948083162"
"426800","-1571.1463604801247","-1571.1463604801247","-1571.1463604801247"
"429000","-1277.1268689996623","-1277.1268689996623","-1277.1268689996623"
"431200","-1169.4568303578817","-1169.4568303578817","-1169.4568303578817"
"433400","-1214.0786649398617","-1214.0786649398617","-1214.0786649398617"
"435600","-1131.0468665213064","-1131.0468665213064","-1131.0468665213064"
"437800","-1087.135276602394","-1087.135276602394","-1087.135276602394"
"440000","-1219.339303360232","-1219.339303360232","-1219.339303360232"
"442200","-1297.5871713231545","-1297.5871713231545","-1297.5871713231545"
"444400","-1307.3479430570858","-1307.3479430570858","-1307.3479430570858"
"446600","-1165.208845746263","-1165.208845746263","-1165.208845746263"
"448800","-1163.192110605885","-1163.192110605885","-1163.192110605885"
"451000","-1329.852813640355","-1329.852813640355","-1329.852813640355"
"453200","-1115.0964689585533","-1115.0964689585533","-1115.0964689585533"
"455400","-1170.058271479669","-1170.058271479669","-1170.058271479669"
"457600","-1035.6152729430776","-1035.6152729430776","-1035.6152729430776"
"459800","-1220.7387144438228","-1220.7387144438228","-1220.7387144438228"
"462000","-1271.8895744691383","-1271.8895744691383","-1271.8895744691383"
"464200","-1134.1161459346838","-1134.1161459346838","-1134.1161459346838"
"466400","-1142.5293699873753","-1142.5293699873753","-1142.5293699873753"
"468600","-1219.5630595813013","-1219.5630595813013","-1219.5630595813013"
"470800","-1166.960989926104","-1166.960989926104","-1166.960989926104"
"473000","-1104.9964032102196","-1104.9964032102196","-1104.9964032102196"
"475200","-1357.2706889647336","-1357.2706889647336","-1357.2706889647336"
"477400","-1315.6397286553545","-1315.6397286553545","-1315.6397286553545"
"479600","-1286.685182986569","-1286.685182986569","-1286.685182986569"
"481800","-1335.14022054358","-1335.14022054358","-1335.14022054358"
"484000","-1159.5869049830062","-1159.5869049830062","-1159.5869049830062"
"486200","-1363.9641858666657","-1363.9641858666657","-1363.9641858666657"
"488400","-1328.6147406143175","-1328.6147406143175","-1328.6147406143175"
"490600","-1239.3042365402887","-1239.3042365402887","-1239.3042365402887"
"492800","-1132.3310879174207","-1132.3310879174207","-1132.3310879174207"
"495000","-1192.4032152002762","-1192.4032152002762","-1192.4032152002762"
"497200","-1290.0113624813284","-1290.0113624813284","-1290.0113624813284"
"499400","-1220.9815486037915","-1220.9815486037915","-1220.9815486037915"
"501600","-1235.925766453366","-1235.925766453366","-1235.925766453366"
"503800","-1106.0052986804449","-1106.0052986804449","-1106.0052986804449"
"506000","-1401.3080947043672","-1401.3080947043672","-1401.3080947043672"
"508200","-1243.6717008213736","-1243.6717008213736","-1243.6717008213736"
"510400","-1266.6272462044228","-1266.6272462044228","-1266.6272462044228"
"512600","-1326.4515668992428","-1326.4515668992428","-1326.4515668992428"
"514800","-1161.7253075477804","-1161.7253075477804","-1161.7253075477804"
"517000","-1207.8978309971556","-1207.8978309971556","-1207.8978309971556"
"519200","-1296.3065389721316","-1296.3065389721316","-1296.3065389721316"
"521400","-1240.7233970297304","-1240.7233970297304","-1240.7233970297304"
"523600","-1183.654902932496","-1183.654902932496","-1183.654902932496"
"525800","-1169.1802608728574","-1169.1802608728574","-1169.1802608728574"
"528000","-1138.6626847550058","-1138.6626847550058","-1138.6626847550058"
"530200","-1284.1411234419618","-1284.1411234419618","-1284.1411234419618"
"532400","-1111.1437953149723","-1111.1437953149723","-1111.1437953149723"
"534600","-1249.3233152088962","-1249.3233152088962","-1249.3233152088962"
"536800","-1272.1019824740672","-1272.1019824740672","-1272.1019824740672"
"539000","-1375.673943893132","-1375.673943893132","-1375.673943893132"
"541200","-1327.9729166159514","-1327.9729166159514","-1327.9729166159514"
"543400","-1291.117886909661","-1291.117886909661","-1291.117886909661"
"545600","-1302.9412709015526","-1302.9412709015526","-1302.9412709015526"
"547800","-1114.841817585232","-1114.841817585232","-1114.841817585232"
"550000","-1301.390818934547","-1301.390818934547","-1301.390818934547"
"552200","-1299.6834741069183","-1299.6834741069183","-1299.6834741069183"
"554400","-1284.0471699555883","-1284.0471699555883","-1284.0471699555883"
"556600","-1188.608885506073","-1188.608885506073","-1188.608885506073"
"558800","-1218.5085336381685","-1218.5085336381685","-1218.5085336381685"
"561000","-1149.1200150763186","-1149.1200150763186","-1149.1200150763186"
"563200","-1164.229268872548","-1164.229268872548","-1164.229268872548"
"565400","-1221.123924106761","-1221.123924106761","-1221.123924106761"
"567600","-1079.974463257523","-1079.974463257523","-1079.974463257523"
"569800","-1145.9684788700783","-1145.9684788700783","-1145.9684788700783"
"572000","-1329.0361320910304","-1329.0361320910304","-1329.0361320910304"
"574200","-1417.223804221974","-1417.223804221974","-1417.223804221974"
"576400","-1312.0270150963922","-1312.0270150963922","-1312.0270150963922"
"578600","-1227.357875466605","-1227.357875466605","-1227.357875466605"
"580800","-1168.9234633971116","-1168.9234633971116","-1168.9234633971116"
"583000","-1241.865333682784","-1241.865333682784","-1241.865333682784"
"585200","-1268.6790732585293","-1268.6790732585293","-1268.6790732585293"
"587400","-1242.6911226111147","-1242.6911226111147","-1242.6911226111147"
"589600","-1196.717161896721","-1196.717161896721","-1196.717161896721"
"591800","-1089.4136340976702","-1089.4136340976702","-1089.4136340976702"
"594000","-1221.8346365936884","-1221.8346365936884","-1221.8346365936884"
"596200","-1245.7115976242903","-1245.7115976242903","-1245.7115976242903"
"598400","-1179.4372858356983","-1179.4372858356983","-1179.4372858356983"
"600600","-1329.8463164431423","-1329.8463164431423","-1329.8463164431423"
"602800","-1238.6929716720376","-1238.6929716720376","-1238.6929716720376"
"605000","-1138.452222107021","-1138.452222107021","-1138.452222107021"
"607200","-1232.4999718172025","-1232.4999718172025","-1232.4999718172025"
"609400","-1177.0016264954554","-1177.0016264954554","-1177.0016264954554"
"611600","-1239.9235927872926","-1239.9235927872926","-1239.9235927872926"
"613800","-1258.7646151775732","-1258.7646151775732","-1258.7646151775732"
"616000","-1226.942298899311","-1226.942298899311","-1226.942298899311"
"618200","-1162.0535954773795","-1162.0535954773795","-1162.0535954773795"
"620400","-1322.8039948316984","-1322.8039948316984","-1322.8039948316984"
"622600","-1123.1773580294905","-1123.1773580294905","-1123.1773580294905"
"624800","-1222.4940414625735","-1222.4940414625735","-1222.4940414625735"
"627000","-1261.8700040723347","-1261.8700040723347","-1261.8700040723347"
"629200","-1166.5682456382606","-1166.5682456382606","-1166.5682456382606"
"631400","-1376.1569648820346","-1376.1569648820346","-1376.1569648820346"
"633600","-1330.5922085194616","-1330.5922085194616","-1330.5922085194616"
"635800","-1298.5084591374043","-1298.5084591374043","-1298.5084591374043"
"638000","-1205.0311200026918","-1205.0311200026918","-1205.0311200026918"
"640200","-1130.9403064579603","-1130.9403064579603","-1130.9403064579603"
"642400","-1251.309789899504","-1251.309789899504","-1251.309789899504"
"644600","-1221.6395529418746","-1221.6395529418746","-1221.6395529418746"
"646800","-1183.494142594226","-1183.494142594226","-1183.494142594226"
"649000","-1330.0846306038713","-1330.0846306038713","-1330.0846306038713"
"651200","-1100.9434315206038","-1100.9434315206038","-1100.9434315206038"
"653400","-1129.96110443472","-1129.96110443472","-1129.96110443472"
"655600","-1180.3450432343832","-1180.3450432343832","-1180.3450432343832"
"657800","-1151.9134188628059","-1151.9134188628059","-1151.9134188628059"
"660000","-1101.49389174985","-1101.49389174985","-1101.49389174985"
"662200","-1202.794600338044","-1202.794600338044","-1202.794600338044"
"664400","-1083.2322184582479","-1083.2322184582479","-1083.2322184582479"
"666600","-1208.4350999190942","-1208.4350999190942","-1208.4350999190942"
"668800","-1344.5593550730723","-1344.5593550730723","-1344.5593550730723"
"671000","-1173.4015663910393","-1173.4015663910393","-1173.4015663910393"
"673200","-1186.607812653709","-1186.607812653709","-1186.607812653709"
"675400","-1197.0421450903739","-1197.0421450903739","-1197.0421450903739"
"677600","-1045.2444358874227","-1045.2444358874227","-1045.2444358874227"
"679800","-1129.3286606563397","-1129.3286606563397","-1129.3286606563397"
"682000","-1188.816164881303","-1188.816164881303","-1188.816164881303"
"684200","-1266.9320370786832","-1266.9320370786832","-1266.9320370786832"
"686400","-1161.7090628489225","-1161.7090628489225","-1161.7090628489225"
"688600","-1200.971651973998","-1200.971651973998","-1200.971651973998"
"690800","-1234.1988004718653","-1234.1988004718653","-1234.1988004718653"
"693000","-1311.7675472736175","-1311.7675472736175","-1311.7675472736175"
"695200","-1342.239543661716","-1342.239543661716","-1342.239543661716"
"697400","-1225.918487195176","-1225.918487195176","-1225.918487195176"
"699600","-1215.3369861679143","-1215.3369861679143","-1215.3369861679143"
"701800","-1390.8489290678265","-1390.8489290678265","-1390.8489290678265"
"704000","-1230.0108500798058","-1230.0108500798058","-1230.0108500798058"
"706200","-1154.2413161820843","-1154.2413161820843","-1154.2413161820843"
"708400","-1258.524820595233","-1258.524820595233","-1258.524820595233"
"710600","-1174.718417912498","-1174.718417912498","-1174.718417912498"
"712800","-1181.377077019159","-1181.377077019159","-1181.377077019159"
"715000","-1285.0131472878422","-1285.0131472878422","-1285.0131472878422"
"717200","-1139.4309527499297","-1139.4309527499297","-1139.4309527499297"
"719400","-1272.041520640697","-1272.041520640697","-1272.041520640697"
"721600","-1197.1496270420737","-1197.1496270420737","-1197.1496270420737"
"723800","-1229.6262690444648","-1229.6262690444648","-1229.6262690444648"
"726000","-1201.955042110033","-1201.955042110033","-1201.955042110033"
"728200","-1135.43234240083","-1135.43234240083","-1135.43234240083"
"730400","-1191.5580102147187","-1191.5580102147187","-1191.5580102147187"
"732600","-1286.3491534124032","-1286.3491534124032","-1286.3491534124032"
"734800","-1299.0480985172499","-1299.0480985172499","-1299.0480985172499"
"737000","-1232.8918116850723","-1232.8918116850723","-1232.8918116850723"
"739200","-1221.1341363139443","-1221.1341363139443","-1221.1341363139443"
"741400","-1210.7216044500944","-1210.7216044500944","-1210.7216044500944"
"743600","-1232.206207571524","-1232.206207571524","-1232.206207571524"
"745800","-1310.363949540733","-1310.363949540733","-1310.363949540733"
"748000","-1167.6419746605252","-1167.6419746605252","-1167.6419746605252"
"750200","-1262.8093768041406","-1262.8093768041406","-1262.8093768041406"
"752400","-1141.3833541421716","-1141.3833541421716","-1141.3833541421716"
"754600","-1157.9440294316755","-1157.9440294316755","-1157.9440294316755"
"756800","-1167.0619736189208","-1167.0619736189208","-1167.0619736189208"
"759000","-1294.103947973786","-1294.103947973786","-1294.103947973786"
"761200","-1187.5981217670058","-1187.5981217670058","-1187.5981217670058"
"763400","-1148.7307090756815","-1148.7307090756815","-1148.7307090756815"
"765600","-1215.8243153422675","-1215.8243153422675","-1215.8243153422675"
"767800","-1212.4753056623351","-1212.4753056623351","-1212.4753056623351"
"770000","-1133.7462962345337","-1133.7462962345337","-1133.7462962345337"
"772200","-1316.0492073686828","-1316.0492073686828","-1316.0492073686828"
"774400","-1125.2886325703055","-1125.2886325703055","-1125.2886325703055"
"776600","-1252.6564120394933","-1252.6564120394933","-1252.6564120394933"
"778800","-1097.6050783219243","-1097.6050783219243","-1097.6050783219243"
"781000","-1222.6446447227083","-1222.6446447227083","-1222.6446447227083"
"783200","-1376.2482240399677","-1376.2482240399677","-1376.2482240399677"
"785400","-1158.9597204045474","-1158.9597204045474","-1158.9597204045474"
"787600","-1237.6880834439007","-1237.6880834439007","-1237.6880834439007"
"789800","-1339.374500559368","-1339.374500559368","-1339.374500559368"
"792000","-1164.1854031468893","-1164.1854031468893","-1164.1854031468893"
"794200","-1183.9718634246012","-1183.9718634246012","-1183.9718634246012"
"796400","-1299.210031762947","-1299.210031762947","-1299.210031762947"
"798600","-1004.8511333077814","-1004.8511333077814","-1004.8511333077814"
"800800","-1275.0964189322578","-1275.0964189322578","-1275.0964189322578"
"803000","-1181.7149984959365","-1181.7149984959365","-1181.7149984959365"
"805200","-1345.8370043048155","-1345.8370043048155","-1345.8370043048155"
"807400","-1105.3130897259086","-1105.3130897259086","-1105.3130897259086"
"809600","-1095.3280554745008","-1095.3280554745008","-1095.3280554745008"
"811800","-1296.0177460089778","-1296.0177460089778","-1296.0177460089778"
"814000","-1164.0042286517146","-1164.0042286517146","-1164.0042286517146"
"816200","-1195.2174912106723","-1195.2174912106723","-1195.2174912106723"
"818400","-1196.68503561977","-1196.68503561977","-1196.68503561977"
"820600","-1284.9767638690937","-1284.9767638690937","-1284.9767638690937"
"822800","-1285.4479772466484","-1285.4479772466484","-1285.4479772466484"
"825000","-1240.4019417500417","-1240.4019417500417","-1240.4019417500417"
"827200","-1260.313023351582","-1260.313023351582","-1260.313023351582"
"829400","-1290.9635960923708","-1290.9635960923708","-1290.9635960923708"
"831600","-1285.646953591974","-1285.646953591974","-1285.646953591974"
"833800","-1195.004666918332","-1195.004666918332","-1195.004666918332"
"836000","-1205.0149836370763","-1205.0149836370763","-1205.0149836370763"
"838200","-1305.7389038556253","-1305.7389038556253","-1305.7389038556253"
"840400","-1323.9328024863592","-1323.9328024863592","-1323.9328024863592"
"842600","-1213.668073260064","-1213.668073260064","-1213.668073260064"
"844800","-1178.7136463670502","-1178.7136463670502","-1178.7136463670502"
"847000","-1298.056461426223","-1298.056461426223","-1298.056461426223"
"849200","-1212.1786848436195","-1212.1786848436195","-1212.1786848436195"
"851400","-1266.6235460151993","-1266.6235460151993","-1266.6235460151993"
"853600","-1311.499112409387","-1311.499112409387","-1311.499112409387"
"855800","-1143.8805951230172","-1143.8805951230172","-1143.8805951230172"
"858000","-1218.7956110495234","-1218.7956110495234","-1218.7956110495234"
"860200","-1327.9711927069693","-1327.9711927069693","-1327.9711927069693"
"862400","-1211.0731097290686","-1211.0731097290686","-1211.0731097290686"
"864600","-1185.6770532001653","-1185.6770532001653","-1185.6770532001653"
"866800","-1259.4363100203157","-1259.4363100203157","-1259.4363100203157"
"869000","-1234.7815463410677","-1234.7815463410677","-1234.7815463410677"
"871200","-1249.8762067704586","-1249.8762067704586","-1249.8762067704586"
"873400","-1341.0946477035684","-1341.0946477035684","-1341.0946477035684"
"875600","-1248.5414269217094","-1248.5414269217094","-1248.5414269217094"
"877800","-1210.9024276357902","-1210.9024276357902","-1210.9024276357902"
"880000","-983.4579393820353","-983.4579393820353","-983.4579393820353"
"882200","-1235.4773870824008","-1235.4773870824008","-1235.4773870824008"
"884400","-1316.133189992178","-1316.133189992178","-1316.133189992178"
"886600","-1240.1936065953455","-1240.1936065953455","-1240.1936065953455"
"888800","-1143.3979674734028","-1143.3979674734028","-1143.3979674734028"
