"Step","mean_episodes_rewards","random_agent_run_2 - mean_episodes_rewards__MIN","random_agent_run_2 - mean_episodes_rewards__MAX"
"891000","-1281.0066246542995","-1281.0066246542995","-1281.0066246542995"
"893200","-1204.3895581830732","-1204.3895581830732","-1204.3895581830732"
"895400","-1121.0952793158378","-1121.0952793158378","-1121.0952793158378"
"897600","-1187.1894895057258","-1187.1894895057258","-1187.1894895057258"
"899800","-1249.9461564188296","-1249.9461564188296","-1249.9461564188296"
"902000","-1190.4550274657188","-1190.4550274657188","-1190.4550274657188"
"904200","-1179.8189837573852","-1179.8189837573852","-1179.8189837573852"
"906400","-1108.8441940086886","-1108.8441940086886","-1108.8441940086886"
"908600","-1336.4093719251273","-1336.4093719251273","-1336.4093719251273"
"910800","-1238.3182581351653","-1238.3182581351653","-1238.3182581351653"
"913000","-1299.1189490773647","-1299.1189490773647","-1299.1189490773647"
"915200","-1142.0218406204565","-1142.0218406204565","-1142.0218406204565"
"917400","-1314.4670918961733","-1314.4670918961733","-1314.4670918961733"
"919600","-1224.9941693965602","-1224.9941693965602","-1224.9941693965602"
"921800","-1276.7604521237083","-1276.7604521237083","-1276.7604521237083"
"924000","-1237.9927646770604","-1237.9927646770604","-1237.9927646770604"
"926200","-1291.8358166879793","-1291.8358166879793","-1291.8358166879793"
"928400","-1115.0543552023128","-1115.0543552023128","-1115.0543552023128"
"930600","-1374.1197837880982","-1374.1197837880982","-1374.1197837880982"
"932800","-1240.0076681033013","-1240.0076681033013","-1240.0076681033013"
"935000","-1152.7773098107264","-1152.7773098107264","-1152.7773098107264"
"937200","-1321.6840061170747","-1321.6840061170747","-1321.6840061170747"
"939400","-1142.233916901768","-1142.233916901768","-1142.233916901768"
"941600","-1276.8843104107789","-1276.8843104107789","-1276.8843104107789"
"943800","-1217.7271490065807","-1217.7271490065807","-1217.7271490065807"
"946000","-1141.6389048444832","-1141.6389048444832","-1141.6389048444832"
"948200","-1358.5317227184003","-1358.5317227184003","-1358.5317227184003"
"950400","-1306.2546555614258","-1306.2546555614258","-1306.2546555614258"
"952600","-1160.123870212217","-1160.123870212217","-1160.123870212217"
"954800","-1180.6894078232292","-1180.6894078232292","-1180.6894078232292"
"957000","-1212.0276492214364","-1212.0276492214364","-1212.0276492214364"
"959200","-1281.280769214885","-1281.280769214885","-1281.280769214885"
"961400","-1105.9507075392687","-1105.9507075392687","-1105.9507075392687"
"963600","-1221.9932651517472","-1221.9932651517472","-1221.9932651517472"
"965800","-1112.9926093232432","-1112.9926093232432","-1112.9926093232432"
"968000","-1231.9353423172552","-1231.9353423172552","-1231.9353423172552"
"970200","-1320.880084819445","-1320.880084819445","-1320.880084819445"
"972400","-1226.3219623950322","-1226.3219623950322","-1226.3219623950322"
"974600","-1058.3365035410445","-1058.3365035410445","-1058.3365035410445"
"976800","-1222.4364121111523","-1222.4364121111523","-1222.4364121111523"
"979000","-1327.5974277612258","-1327.5974277612258","-1327.5974277612258"
"981200","-1280.6431152135328","-1280.6431152135328","-1280.6431152135328"
"983400","-1276.487227691707","-1276.487227691707","-1276.487227691707"
"985600","-1365.229051452413","-1365.229051452413","-1365.229051452413"
"987800","-1223.2004622833574","-1223.2004622833574","-1223.2004622833574"
"990000","-1370.2504779661933","-1370.2504779661933","-1370.2504779661933"
"992200","-1146.5590022366575","-1146.5590022366575","-1146.5590022366575"
"994400","-1294.2269181559307","-1294.2269181559307","-1294.2269181559307"
"996600","-1216.0761035079086","-1216.0761035079086","-1216.0761035079086"
"998800","-1258.8564270961003","-1258.8564270961003","-1258.8564270961003"
"1001000","-1205.273589827144","-1205.273589827144","-1205.273589827144"
