"Step","mean_episodes_rewards","random_agent_run_1 - mean_episodes_rewards__MIN","random_agent_run_1 - mean_episodes_rewards__MAX"
"893200","-1227.254895354319","-1227.254895354319","-1227.254895354319"
"895400","-1302.4313932758805","-1302.4313932758805","-1302.4313932758805"
"897600","-1227.4759442190662","-1227.4759442190662","-1227.4759442190662"
"899800","-1117.6805379439913","-1117.6805379439913","-1117.6805379439913"
"902000","-1049.3622928966533","-1049.3622928966533","-1049.3622928966533"
"904200","-1233.6495284753762","-1233.6495284753762","-1233.6495284753762"
"906400","-1196.2681727592508","-1196.2681727592508","-1196.2681727592508"
"908600","-1194.02647465653","-1194.02647465653","-1194.02647465653"
"910800","-1122.1248546092972","-1122.1248546092972","-1122.1248546092972"
"913000","-1289.4208817036686","-1289.4208817036686","-1289.4208817036686"
"915200","-1254.4010091000212","-1254.4010091000212","-1254.4010091000212"
"917400","-1266.7916458517486","-1266.7916458517486","-1266.7916458517486"
"919600","-1079.7539308399553","-1079.7539308399553","-1079.7539308399553"
"921800","-1261.8441183268424","-1261.8441183268424","-1261.8441183268424"
"924000","-1240.898063276656","-1240.898063276656","-1240.898063276656"
"926200","-1203.9673779101056","-1203.9673779101056","-1203.9673779101056"
"928400","-1134.0426965785166","-1134.0426965785166","-1134.0426965785166"
"930600","-1243.432147156895","-1243.432147156895","-1243.432147156895"
"932800","-1295.08188424067","-1295.08188424067","-1295.08188424067"
"935000","-1132.9364458962098","-1132.9364458962098","-1132.9364458962098"
"937200","-1223.316907382286","-1223.316907382286","-1223.316907382286"
"939400","-1244.5495990943427","-1244.5495990943427","-1244.5495990943427"
"941600","-1181.8023536584458","-1181.8023536584458","-1181.8023536584458"
"943800","-1264.0090998535768","-1264.0090998535768","-1264.0090998535768"
"946000","-1025.957465931036","-1025.957465931036","-1025.957465931036"
"948200","-1106.6762731362285","-1106.6762731362285","-1106.6762731362285"
"950400","-1211.752039316583","-1211.752039316583","-1211.752039316583"
"952600","-1113.2673280310364","-1113.2673280310364","-1113.2673280310364"
"954800","-1281.6738836900076","-1281.6738836900076","-1281.6738836900076"
"957000","-1352.4783352908485","-1352.4783352908485","-1352.4783352908485"
"959200","-1291.0441580230042","-1291.0441580230042","-1291.0441580230042"
"961400","-1205.4263292753392","-1205.4263292753392","-1205.4263292753392"
"963600","-1356.4259826238194","-1356.4259826238194","-1356.4259826238194"
"965800","-1230.8385363242617","-1230.8385363242617","-1230.8385363242617"
"968000","-1176.1695868467955","-1176.1695868467955","-1176.1695868467955"
"970200","-1230.390899892439","-1230.390899892439","-1230.390899892439"
"972400","-1139.230463753711","-1139.230463753711","-1139.230463753711"
"974600","-1394.2725218794383","-1394.2725218794383","-1394.2725218794383"
"976800","-1260.1353424435258","-1260.1353424435258","-1260.1353424435258"
"979000","-1180.1238459618833","-1180.1238459618833","-1180.1238459618833"
"981200","-1194.8662043861013","-1194.8662043861013","-1194.8662043861013"
"983400","-1205.4731876916169","-1205.4731876916169","-1205.4731876916169"
"985600","-1142.128989260914","-1142.128989260914","-1142.128989260914"
"987800","-1209.7856048367987","-1209.7856048367987","-1209.7856048367987"
"990000","-1210.0155708109203","-1210.0155708109203","-1210.0155708109203"
"992200","-1135.4419747174413","-1135.4419747174413","-1135.4419747174413"
"994400","-1203.1543883724166","-1203.1543883724166","-1203.1543883724166"
"996600","-1172.0762683125258","-1172.0762683125258","-1172.0762683125258"
"998800","-1258.4899567442126","-1258.4899567442126","-1258.4899567442126"
"1001000","-1289.0976211589448","-1289.0976211589448","-1289.0976211589448"
