,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",2200,0.331195,200.0,11,-1224.634817,-1633.466789,-739.71385,293.073712,0
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",4400,0.291202,200.0,11,-1486.33717,-1723.490923,-1247.329334,154.819374,1
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",6600,0.324562,200.0,11,-1441.445366,-1762.629036,-883.979329,292.270214,2
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",8800,0.384536,200.0,11,-1175.405547,-1472.133224,-784.391768,221.734724,3
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",11000,0.298644,200.0,11,-1245.619211,-1873.296996,-838.899817,259.850422,4
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",13200,0.35846,200.0,11,-1202.960308,-1797.249816,-949.693145,263.857253,5
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",15400,0.28812,200.0,11,-1478.160004,-1809.007957,-899.159691,292.51236,6
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",17600,0.275623,200.0,11,-1358.136869,-1720.950936,-965.594378,254.398676,7
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",19800,0.257312,200.0,11,-1220.119575,-1798.51424,-809.944655,271.277622,8
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",22000,0.234545,200.0,11,-1334.948659,-1634.73976,-1017.054827,200.312962,9
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",24200,0.320942,200.0,11,-1288.180154,-1815.72488,-859.671817,296.084126,10
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",26400,0.278274,200.0,11,-1389.42479,-1876.744834,-1055.135346,252.933711,11
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",28600,0.305766,200.0,11,-1420.962898,-1830.020982,-864.259749,312.798608,12
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",30800,0.328624,200.0,11,-1214.149567,-1857.498143,-928.368619,263.850059,13
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",33000,0.315422,200.0,11,-1333.8932,-1728.013712,-960.214826,283.375277,14
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",35200,0.262987,200.0,11,-1390.187267,-1879.234421,-1099.700042,226.78569,15
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",37400,0.246626,200.0,11,-1361.289217,-1859.02922,-1096.529603,243.446384,16
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",39600,0.240622,200.0,11,-1424.43788,-1777.555919,-1203.028618,185.085308,17
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",41800,0.313994,200.0,11,-1528.883712,-1819.708699,-1177.457693,212.359726,18
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",44000,0.36286,200.0,11,-1442.223126,-1742.461363,-1124.668308,208.488543,19
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",46200,0.262622,200.0,11,-1571.969604,-1796.893326,-1228.933573,150.412811,20
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",48400,0.260321,200.0,11,-1504.735071,-1786.963952,-1239.333477,188.905846,21
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",50600,0.294343,200.0,11,-1484.398281,-1743.316175,-1252.043597,182.825833,22
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",52800,0.303336,200.0,11,-1537.782752,-1830.969176,-1269.161097,203.584678,23
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",55000,0.342399,200.0,11,-1455.378386,-1756.514601,-1294.525355,114.388039,24
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",57200,0.280833,200.0,11,-1559.366422,-1867.887299,-1322.431816,199.303371,25
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",59400,0.272303,200.0,11,-1622.385535,-1865.663237,-1321.607887,172.668616,26
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",61600,0.261303,200.0,11,-1578.289995,-1810.821676,-1363.391893,143.998621,27
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",63800,0.269077,200.0,11,-1709.142523,-1866.625248,-1448.109348,141.583776,28
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",66000,0.273362,200.0,11,-1613.824644,-1819.079589,-1460.186113,130.181111,29
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",68200,0.293463,200.0,11,-1628.352642,-1908.913467,-1340.696583,153.692053,30
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",70400,0.278087,200.0,11,-1575.855477,-1827.194015,-1280.762549,151.242209,31
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",72600,0.294415,200.0,11,-1565.605535,-1862.386022,-1397.67124,143.589309,32
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",74800,0.336048,200.0,11,-1631.686045,-1819.739852,-1343.843153,129.29025,33
0,"exp_name: Pendulum-v1_2023-01-29 (TD actor-critic advantage, normalize ret) seed=42",77000,0.318879,200.0,11,-1622.080298,-1839.063446,-1378.376973,154.74021,34
