,episodes,training time,length per episode,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0584039688110352,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,2048,0.464063,1024.0,-936.766657,-976.707761,-896.825553,39.941104
1,2,2.0974538326263428,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,4096,0.45766,1024.0,-782.664373,-799.929296,-765.399449,17.264923
2,3,3.137068033218384,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,6144,0.456939,1024.0,-940.48828,-946.336121,-934.64044,5.84784
3,4,4.202610015869141,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,8192,0.46826,1024.0,-788.760853,-823.111026,-754.410681,34.350173
4,5,5.1886889934539795,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,10240,0.431298,1024.0,-768.613502,-791.575694,-745.651309,22.962193
0,6,6.204130172729492,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,12288,0.440467,1024.0,-704.57499,-708.450373,-700.699607,3.875383
1,7,7.23179817199707,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,14336,0.451308,1024.0,-605.071904,-608.100991,-602.042818,3.029087
2,8,8.207319021224976,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,16384,0.427792,1024.0,-597.582294,-606.866313,-588.298275,9.284019
3,9,9.222381114959717,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,18432,0.444528,1024.0,-592.804411,-603.471321,-582.137502,10.66691
4,10,10.226231813430786,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,20480,0.440323,1024.0,-553.338302,-563.63712,-543.039484,10.298818
0,11,11.228589057922363,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,22528,0.436283,1024.0,-535.789797,-580.737111,-490.842483,44.947314
1,12,12.288707971572876,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,24576,0.46792,1024.0,-536.357581,-562.876204,-509.838959,26.518622
2,13,13.270226955413818,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,26624,0.428596,1024.0,-516.056498,-516.49021,-515.622787,0.433711
3,14,14.308212041854858,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,28672,0.455704,1024.0,-519.231816,-541.324362,-497.139271,22.092546
4,15,15.334558010101318,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,30720,0.451393,1024.0,-566.902209,-571.563672,-562.240745,4.661463
0,16,16.31377100944519,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,32768,0.42757,1024.0,-527.986131,-530.877573,-525.094688,2.891442
1,17,17.31104803085327,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,34816,0.436984,1024.0,-524.985088,-544.640345,-505.329831,19.655257
2,18,18.313533067703247,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,36864,0.440357,1024.0,-525.623986,-555.212635,-496.035338,29.588649
3,19,19.282082080841064,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,38912,0.424908,1024.0,-495.415398,-498.567702,-492.263095,3.152303
4,20,20.305543899536133,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,40960,0.447461,1024.0,-478.50828,-503.67418,-453.342381,25.1659
0,21,21.28587293624878,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,43008,0.428984,1024.0,-506.213822,-514.029696,-498.397947,7.815875
1,22,22.253834009170532,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,45056,0.424183,1024.0,-469.248699,-488.690786,-449.806611,19.442087
2,23,23.277204990386963,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,47104,0.450271,1024.0,-481.378504,-496.606406,-466.150603,15.227902
3,24,24.24797487258911,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,49152,0.424566,1024.0,-507.701921,-550.43584,-464.968003,42.733919
4,25,25.230650901794434,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,51200,0.429343,1024.0,-498.229073,-498.831861,-497.626285,0.602788
0,26,26.321897983551025,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,53248,0.479218,1024.0,-440.997028,-441.244302,-440.749754,0.247274
1,27,27.325183153152466,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,55296,0.440769,1024.0,-440.578537,-449.264702,-431.892373,8.686164
2,28,28.371703147888184,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,57344,0.454877,1024.0,-465.894671,-478.608541,-453.1808,12.71387
3,29,29.478972911834717,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,59392,0.491093,1024.0,-441.763312,-443.75635,-439.770274,1.993038
4,30,30.50180196762085,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,61440,0.448087,1024.0,-462.183969,-463.021461,-461.346477,0.837492
0,31,31.584458112716675,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,63488,0.475516,1024.0,-398.093756,-406.602111,-389.5854,8.508355
1,32,32.56720495223999,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,65536,0.430961,1024.0,-425.213239,-439.372899,-411.053579,14.15966
2,33,33.56214880943298,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,67584,0.434731,1024.0,-375.089173,-387.926824,-362.251523,12.837651
3,34,34.632925033569336,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,69632,0.475093,1024.0,-401.818957,-431.162156,-372.475758,29.343199
4,35,35.700433015823364,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,71680,0.472138,1024.0,-379.498697,-380.498555,-378.498838,0.999858
0,36,36.74427390098572,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,73728,0.45946,1024.0,-369.844862,-375.169493,-364.520231,5.324631
1,37,37.726891040802,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,75776,0.430807,1024.0,-372.626467,-384.728025,-360.524908,12.101559
2,38,38.7145721912384,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,77824,0.432484,1024.0,-382.805532,-409.498287,-356.112778,26.692755
3,39,39.75316905975342,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,79872,0.45745,1024.0,-381.548143,-393.773555,-369.322732,12.225412
4,40,40.798155069351196,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,81920,0.460624,1024.0,-405.547579,-420.87127,-390.223888,15.323691
0,41,41.82947301864624,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,83968,0.452283,1024.0,-381.386955,-393.067309,-369.706601,11.680354
1,42,42.88371682167053,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,86016,0.463604,1024.0,-371.184583,-383.706842,-358.662325,12.522259
2,43,43.89206504821777,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,88064,0.439962,1024.0,-358.784639,-369.989096,-347.580182,11.204457
3,44,44.97229599952698,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,90112,0.47616,1024.0,-363.916505,-380.650831,-347.182179,16.734326
4,45,45.97855806350708,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,92160,0.44122,1024.0,-337.122864,-341.488104,-332.757625,4.36524
0,46,47.01981496810913,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,94208,0.455409,1024.0,-346.083798,-350.77252,-341.395077,4.688722
1,47,48.039633989334106,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,96256,0.447416,1024.0,-357.2677,-367.402393,-347.133008,10.134693
2,48,49.0092339515686,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,98304,0.426044,1024.0,-376.14626,-389.253231,-363.03929,13.10697
3,49,50.04820489883423,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,100352,0.454093,1024.0,-366.789748,-377.853412,-355.726085,11.063663
4,50,51.121654987335205,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,102400,0.475031,1024.0,-351.140827,-363.400296,-338.881357,12.25947
0,51,52.11827301979065,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,104448,0.435302,1024.0,-350.945781,-351.902721,-349.988842,0.95694
