,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0731327533721924,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,2048,0.48182,1024.0,-936.170044,-976.100613,-896.239475,39.930569
1,2,2.298344850540161,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,4096,0.549594,1024.0,-782.427309,-799.671809,-765.182809,17.2445
2,3,3.465881824493408,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,6144,0.521368,1024.0,-940.635136,-946.522004,-934.748268,5.886868
3,4,4.599722862243652,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,8192,0.508914,1024.0,-789.006959,-823.476768,-754.53715,34.469809
4,5,5.6318910121917725,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,10240,0.460083,1024.0,-768.959487,-792.009352,-745.909621,23.049865
0,6,6.721765756607056,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,12288,0.479424,1024.0,-704.963298,-708.882383,-701.044212,3.919085
1,7,7.832357883453369,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,14336,0.495282,1024.0,-605.582066,-608.629629,-602.534503,3.047563
2,8,8.966346025466919,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,16384,0.504956,1024.0,-598.049411,-607.447115,-588.651708,9.397704
3,9,10.105979919433594,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,18432,0.510536,1024.0,-593.111608,-603.795406,-582.427809,10.683798
4,10,11.18794870376587,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,20480,0.481506,1024.0,-553.688233,-563.984669,-543.391797,10.296436
0,11,12.281125783920288,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,22528,0.484738,1024.0,-536.117855,-581.131106,-491.104604,45.013251
1,12,13.384880781173706,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,24576,0.493958,1024.0,-536.711051,-563.300719,-510.121383,26.589668
2,13,14.402305841445923,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,26624,0.450431,1024.0,-516.434502,-516.865138,-516.003866,0.430636
