,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000997,1.0,2048,-0.787656,-0.78783,-0.787285,9.6e-05,1,30.449653148651123
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000951,1.0,2048,-0.78765,-0.78783,-0.787325,9.8e-05,2,60.34821891784668
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000953,1.0,2048,-0.787659,-0.78783,-0.787337,9.6e-05,3,90.25915288925171
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000944,1.0,2048,-0.787651,-0.78783,-0.787293,9.6e-05,4,120.34713411331177
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000995,1.0,2048,-0.787648,-0.78783,-0.787283,9.7e-05,5,151.31564807891846
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.001055,1.0,2048,-0.787642,-0.78783,-0.78733,9.8e-05,6,183.13408708572388
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000955,1.0,2048,-0.787633,-0.78783,-0.787303,9.6e-05,7,213.27041697502136
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000987,1.0,2048,-0.787623,-0.78783,-0.787292,9.9e-05,8,243.91471314430237
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000967,1.0,2048,-0.787618,-0.78783,-0.787329,9.9e-05,9,274.04832100868225
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000948,1.0,2048,-0.78761,-0.78783,-0.787288,9.8e-05,10,304.0481159687042
