,episodes,training time,length per episode,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,0.6288027763366699,0,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,2200,0.038965,200.0,-1342.88013,-1795.364819,-882.326357,335.693485
0,1.2748427391052246,1,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,4400,0.040059,200.0,-1136.887119,-1817.267619,-766.448829,337.392732
0,2.0563106536865234,2,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,6600,0.040227,200.0,-1333.859222,-1849.10205,-624.352502,380.116599
0,2.7765676975250244,3,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,8800,0.039101,200.0,-1326.554654,-1868.252673,-863.321158,370.561447
0,3.5026817321777344,4,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,11000,0.040735,200.0,-1048.031193,-1573.804947,-732.764994,233.795209
0,4.202435731887817,5,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,13200,0.04384,200.0,-1140.183886,-1536.03956,-705.454068,222.095317
0,4.847211599349976,6,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,15400,0.041194,200.0,-1206.710487,-1805.098882,-841.571614,294.403093
0,5.430786848068237,7,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,17600,0.036053,200.0,-1139.232905,-1754.124822,-626.455209,349.794645
0,6.075841665267944,8,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,19800,0.039166,200.0,-1059.273043,-1750.919605,-771.098447,264.371588
0,6.767343759536743,9,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,22000,0.039545,200.0,-1384.686653,-1861.586825,-959.267021,299.107158
0,7.389214992523193,10,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,24200,0.039537,200.0,-1101.438339,-1654.182324,-792.738814,249.096851
0,8.013124704360962,11,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,26400,0.037015,200.0,-1099.068856,-1405.225055,-743.242937,220.483484
0,8.621311902999878,12,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,28600,0.037189,200.0,-1257.916631,-1538.770496,-863.1513,184.332943
0,9.239868879318237,13,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,30800,0.037136,200.0,-1132.343224,-1615.245088,-891.35601,252.279247
0,9.86365795135498,14,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,33000,0.039412,200.0,-1164.456785,-1857.380118,-864.236431,266.11985
0,10.449495792388916,15,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,35200,0.036346,200.0,-1242.761564,-1707.750452,-888.353977,279.950363
0,11.03666090965271,16,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,37400,0.035687,200.0,-1123.753543,-1581.071002,-760.256448,233.190293
0,11.628410816192627,17,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,39600,0.035501,200.0,-1165.870722,-1520.88418,-777.301466,227.985832
0,12.245316743850708,18,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,41800,0.037634,200.0,-1014.346465,-1358.335066,-763.234005,176.54892
0,12.846701860427856,19,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,44000,0.037679,200.0,-1090.23276,-1642.312735,-767.733829,279.850726
0,13.488184690475464,20,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,46200,0.040973,200.0,-1080.341542,-1534.87446,-759.34103,250.661828
0,14.068679809570312,21,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,48400,0.035884,200.0,-1044.472688,-1384.544335,-752.019465,212.916234
