,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",2200,0.317261,200.0,11,-1148.65178,-1513.985128,-745.708613,249.406351,0
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",4400,0.33705,200.0,11,-1296.117706,-1760.383657,-861.757528,316.022089,1
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",6600,0.265102,200.0,11,-1251.405483,-1810.708352,-757.173918,311.716911,2
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",8800,0.324026,200.0,11,-1023.95448,-1407.043507,-747.634255,188.192701,3
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",11000,0.337359,200.0,11,-1418.036144,-1804.192506,-975.153791,286.004283,4
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",13200,0.305006,200.0,11,-1167.448487,-1776.737913,-873.795252,277.722353,5
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",15400,0.343033,200.0,11,-1005.598485,-1504.941466,-755.93884,217.894312,6
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",17600,0.293996,200.0,11,-1018.49188,-1287.151043,-836.357561,156.70111,7
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",19800,0.305274,200.0,11,-1227.722082,-1688.786364,-902.686818,291.338898,8
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",22000,0.317538,200.0,11,-1107.701218,-1503.121608,-858.302942,217.395951,9
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",24200,0.296255,200.0,11,-1270.798686,-1637.606309,-912.87295,243.180438,10
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",26400,0.296091,200.0,11,-1106.088507,-1517.116183,-868.283668,211.439722,11
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",28600,0.310801,200.0,11,-1182.475414,-1791.400615,-1027.012615,220.099984,12
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",30800,0.295815,200.0,11,-1226.209974,-1840.295481,-900.144842,296.384866,13
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",33000,0.278853,200.0,11,-1048.790054,-1542.035489,-893.734205,173.882625,14
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",35200,0.295068,200.0,11,-1181.547708,-1656.496531,-884.65851,243.921996,15
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",37400,0.316343,200.0,11,-1139.358772,-1677.921097,-854.967508,260.606244,16
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",39600,0.336665,200.0,11,-1241.532454,-1825.430337,-884.573243,320.977879,17
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",41800,0.338063,200.0,11,-1169.562793,-1499.452115,-775.265693,261.630244,18
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",44000,0.374213,200.0,11,-1169.004793,-1857.109107,-768.605012,353.114253,19
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",46200,0.419917,200.0,11,-1153.970229,-1567.330582,-710.47322,300.01586,20
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",48400,0.348898,200.0,11,-1246.281627,-1731.624872,-895.931204,256.338785,21
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",50600,0.302416,200.0,11,-972.052876,-1407.808477,-753.498925,181.27186,22
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",52800,0.293347,200.0,11,-1054.724697,-1661.447301,-748.563383,233.675615,23
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",55000,0.297799,200.0,11,-1131.808692,-1544.939408,-866.682303,213.972118,24
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",57200,0.294471,200.0,11,-1208.635827,-1782.561783,-952.168054,290.641845,25
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",59400,0.296193,200.0,11,-1074.654059,-1373.788512,-860.107835,134.622613,26
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",61600,0.305042,200.0,11,-1222.419204,-1671.789095,-767.320926,295.681616,27
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",63800,0.337159,200.0,11,-1135.174988,-1804.582245,-854.989813,247.411726,28
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",66000,0.295415,200.0,11,-1329.472512,-1717.021779,-899.327867,318.224651,29
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",68200,0.293271,200.0,11,-1082.30133,-1526.170557,-753.71598,251.364578,30
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",70400,0.299238,200.0,11,-1057.725224,-1580.650753,-832.05401,237.140579,31
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",72600,0.2995,200.0,11,-1283.034307,-1717.168089,-851.04037,258.476517,32
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",74800,0.291686,200.0,11,-1049.352912,-1481.846682,-760.671788,196.860508,33
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",77000,0.294129,200.0,11,-1042.785363,-1464.173189,-745.239116,227.798749,34
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",79200,0.29813,200.0,11,-980.673505,-1623.529701,-632.692274,251.266848,35
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, GAE advantage, normalize ret) seed=5",81400,0.29448,200.0,11,-1124.971193,-1533.686003,-811.881639,258.815975,36
