,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0424549579620361,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,2048,0.466306,1024.0,-938.77461,-978.935866,-898.613353,40.161256
1,2,2.110614061355591,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,4096,0.478199,1024.0,-784.897777,-802.348469,-767.447086,17.450692
2,3,3.1861839294433594,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,6144,0.481961,1024.0,-945.236257,-951.348757,-939.123758,6.1125
3,4,4.23859715461731,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,8192,0.469667,1024.0,-791.565694,-826.377001,-756.754387,34.811307
4,5,5.218584060668945,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,10240,0.437391,1024.0,-771.316306,-794.603817,-748.028796,23.287511
0,6,6.26554012298584,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,12288,0.461239,1024.0,-706.642392,-710.618641,-702.666142,3.97625
1,7,7.290432929992676,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,14336,0.456782,1024.0,-606.5458,-609.569127,-603.522473,3.023327
2,8,8.286511182785034,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,16384,0.443279,1024.0,-598.559732,-608.305627,-588.813836,9.745896
3,9,9.289858102798462,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,18432,0.448455,1024.0,-592.882466,-603.569122,-582.195811,10.686655
4,10,10.28175687789917,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,20480,0.442083,1024.0,-553.412681,-563.694873,-543.130489,10.282192
0,11,11.281028032302856,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,22528,0.443983,1024.0,-535.747559,-580.67221,-490.822909,44.92465
1,12,12.302231073379517,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,24576,0.456171,1024.0,-536.346238,-562.878224,-509.814252,26.531986
2,13,13.292237997055054,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,26624,0.440364,1024.0,-516.048058,-516.482732,-515.613383,0.434674
3,14,14.274013042449951,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,28672,0.437104,1024.0,-519.080045,-541.17216,-496.98793,22.092115
4,15,15.303760051727295,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,30720,0.460698,1024.0,-566.728544,-571.369968,-562.087119,4.641425
0,16,16.292831897735596,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,32768,0.439998,1024.0,-527.75737,-530.681915,-524.832825,2.924545
1,17,17.297564268112183,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,34816,0.44667,1024.0,-524.772732,-544.436794,-505.10867,19.664062
2,18,18.314544200897217,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,36864,0.455648,1024.0,-525.552242,-555.10077,-496.003715,29.548528
3,19,19.30179190635681,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,38912,0.437739,1024.0,-495.480424,-498.70668,-492.254168,3.226256
4,20,20.324952125549316,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,40960,0.454963,1024.0,-478.61245,-503.776665,-453.448236,25.164215
0,21,21.332231998443604,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,43008,0.446163,1024.0,-506.296688,-513.995295,-498.598081,7.698607
1,22,22.319149017333984,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,45056,0.439852,1024.0,-469.02863,-488.353123,-449.704138,19.324492
2,23,23.359214067459106,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,47104,0.46503,1024.0,-481.725929,-496.935619,-466.516238,15.20969
3,24,24.339709043502808,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,49152,0.437025,1024.0,-508.428413,-551.312911,-465.543916,42.884498
4,25,25.32809019088745,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,51200,0.439328,1024.0,-499.487605,-500.040412,-498.934798,0.552807
0,26,26.372236013412476,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,53248,0.462101,1024.0,-442.744948,-443.003005,-442.486892,0.258056
1,27,27.360923051834106,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,55296,0.440042,1024.0,-442.25595,-451.289725,-433.222175,9.033775
2,28,28.387983083724976,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,57344,0.458566,1024.0,-468.224363,-481.105938,-455.342787,12.881576
3,29,29.39004898071289,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,59392,0.447252,1024.0,-444.726211,-446.622505,-442.829917,1.896294
4,30,30.373652935028076,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,61440,0.439641,1024.0,-465.49922,-466.715234,-464.283205,1.216015
0,31,31.51632523536682,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,63488,0.468588,1024.0,-400.951097,-409.645348,-392.256845,8.694251
1,32,32.50603795051575,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,65536,0.441935,1024.0,-429.319847,-443.865894,-414.773801,14.546046
2,33,33.51335406303406,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,67584,0.446306,1024.0,-378.055906,-390.844579,-365.267234,12.788673
3,34,34.53538990020752,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,69632,0.456454,1024.0,-404.940327,-435.045072,-374.835581,30.104745
4,35,35.52904295921326,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,71680,0.440522,1024.0,-381.522709,-382.5009,-380.544519,0.978191
0,36,36.566900968551636,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,73728,0.458992,1024.0,-371.360795,-376.827211,-365.894379,5.466416
1,37,37.56316804885864,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,75776,0.444773,1024.0,-374.564064,-386.505834,-362.622293,11.941771
2,38,38.56411409378052,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,77824,0.444494,1024.0,-385.387988,-412.306729,-358.469246,26.918742
3,39,39.594823122024536,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,79872,0.461377,1024.0,-384.250922,-396.842736,-371.659107,12.591815
4,40,40.58560609817505,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,81920,0.440772,1024.0,-409.026791,-424.533546,-393.520036,15.506755
0,41,41.65556192398071,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,83968,0.475544,1024.0,-384.11075,-395.788933,-372.432566,11.678183
1,42,42.677405834198,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,86016,0.456357,1024.0,-373.868572,-386.616224,-361.12092,12.747652
2,43,43.67406511306763,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,88064,0.442164,1024.0,-361.369141,-372.669072,-350.069211,11.29993
3,44,44.689988136291504,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,90112,0.451483,1024.0,-366.578865,-383.576392,-349.581337,16.997527
4,45,45.69695210456848,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,92160,0.447279,1024.0,-339.477144,-344.220417,-334.733872,4.743272
0,46,46.68794393539429,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,94208,0.441686,1024.0,-348.167366,-353.059889,-343.274842,4.892523
1,47,47.73656606674194,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,96256,0.469261,1024.0,-359.95783,-370.237082,-349.678577,10.279253
2,48,48.72906804084778,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,98304,0.439997,1024.0,-379.090729,-392.40751,-365.773948,13.316781
3,49,49.713671922683716,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,100352,0.437479,1024.0,-369.549603,-380.538483,-358.560724,10.988879
4,50,50.73770499229431,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,102400,0.456869,1024.0,-353.985575,-366.633361,-341.337789,12.647786
0,51,51.7337760925293,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,104448,0.440918,1024.0,-353.755973,-354.677208,-352.834737,0.921236
1,52,52.746673822402954,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,106496,0.450541,1024.0,-372.900559,-386.133246,-359.667872,13.232687
2,53,53.753821849823,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,108544,0.44798,1024.0,-374.472354,-381.002164,-367.942543,6.52981
3,54,54.74000406265259,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,110592,0.439654,1024.0,-383.752204,-396.572139,-370.932268,12.819936
4,55,55.79336595535278,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,112640,0.469509,1024.0,-353.132367,-353.7973,-352.467433,0.664933
0,56,56.7982439994812,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,114688,0.446698,1024.0,-338.307074,-344.022307,-332.59184,5.715233
1,57,57.9016969203949,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,116736,0.494027,1024.0,-343.403968,-348.036078,-338.771858,4.63211
2,58,58.966968059539795,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,118784,0.474425,1024.0,-372.410162,-377.127355,-367.692969,4.717193
3,59,59.983739137649536,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,120832,0.452607,1024.0,-343.450805,-345.393574,-341.508036,1.942769
4,60,61.137032985687256,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,122880,0.518288,1024.0,-347.323559,-355.291194,-339.355923,7.967635
0,61,62.221789836883545,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,124928,0.481037,1024.0,-337.644884,-337.833092,-337.456677,0.188207
1,62,63.26940321922302,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,126976,0.468215,1024.0,-319.026779,-319.295944,-318.757613,0.269165
2,63,64.33423209190369,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,129024,0.477608,1024.0,-314.915801,-319.477466,-310.354136,4.561665
3,64,65.34471297264099,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,131072,0.45073,1024.0,-343.461381,-354.82116,-332.101602,11.359779
4,65,66.36781096458435,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,133120,0.455883,1024.0,-329.244996,-332.620848,-325.869145,3.375852
0,66,67.39161705970764,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,135168,0.456344,1024.0,-342.96929,-347.771824,-338.166756,4.802534
1,67,68.38543009757996,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,137216,0.442362,1024.0,-345.798399,-349.763067,-341.83373,3.964668
2,68,69.42845511436462,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,139264,0.467016,1024.0,-332.795831,-340.199532,-325.392131,7.4037
3,69,70.42035508155823,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,141312,0.442571,1024.0,-329.276206,-333.447615,-325.104797,4.171409
4,70,71.41698622703552,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,143360,0.44471,1024.0,-334.374353,-335.661845,-333.086861,1.287492
0,71,72.46153497695923,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,145408,0.466736,1024.0,-323.151521,-329.86799,-316.435052,6.716469
1,72,73.46604013442993,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,147456,0.445641,1024.0,-328.674609,-338.794867,-318.554351,10.120258
2,73,74.50579190254211,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,149504,0.465483,1024.0,-329.742035,-331.429288,-328.054781,1.687254
3,74,75.5379090309143,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,151552,0.460669,1024.0,-306.389925,-312.540754,-300.239096,6.150829
4,75,76.5790650844574,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,153600,0.465213,1024.0,-290.091124,-301.553854,-278.628395,11.46273
0,76,77.64657306671143,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,155648,0.475408,1024.0,-282.08725,-283.90175,-280.27275,1.8145
1,77,78.64825797080994,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,157696,0.448334,1024.0,-277.172563,-277.939783,-276.405343,0.76722
2,78,79.70704007148743,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,159744,0.47295,1024.0,-276.596692,-280.858111,-272.335274,4.261418
3,79,80.77635312080383,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,161792,0.479094,1024.0,-283.939944,-287.279978,-280.59991,3.340034
4,80,81.78998613357544,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,163840,0.453122,1024.0,-263.232854,-268.657908,-257.8078,5.425054
0,81,82.8568811416626,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,165888,0.474828,1024.0,-264.100779,-267.497539,-260.704019,3.39676
1,82,83.888503074646,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,167936,0.460736,1024.0,-274.91645,-275.445316,-274.387585,0.528865
2,83,84.90478110313416,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,169984,0.45357,1024.0,-274.87027,-287.874124,-261.866417,13.003853
3,84,85.96162724494934,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,172032,0.473422,1024.0,-283.276457,-286.12734,-280.425575,2.850882
4,85,86.99073100090027,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,174080,0.459985,1024.0,-266.836834,-270.817849,-262.85582,3.981015
0,86,88.05285096168518,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,176128,0.464977,1024.0,-248.420589,-250.280098,-246.561079,1.859509
1,87,89.08952713012695,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,178176,0.462897,1024.0,-255.688739,-261.575805,-249.801673,5.887066
2,88,90.09358406066895,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,180224,0.44877,1024.0,-247.431142,-255.204935,-239.657348,7.773793
3,89,91.15863394737244,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,182272,0.47369,1024.0,-257.012786,-260.273228,-253.752343,3.260442
4,90,92.19747614860535,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,184320,0.463837,1024.0,-240.568783,-240.747069,-240.390496,0.178286
0,91,93.26454186439514,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,186368,0.476042,1024.0,-240.622398,-243.015324,-238.229472,2.392926
1,92,94.32458019256592,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,188416,0.476523,1024.0,-252.147383,-252.676642,-251.618124,0.529259
2,93,95.3558599948883,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,190464,0.459959,1024.0,-250.479704,-251.522826,-249.436582,1.043122
3,94,96.42516613006592,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,192512,0.478361,1024.0,-261.233771,-263.109138,-259.358403,1.875368
4,95,97.43168711662292,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,194560,0.449962,1024.0,-255.118493,-256.797507,-253.439479,1.679014
0,96,98.4355640411377,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,196608,0.445411,1024.0,-261.90083,-268.514304,-255.287357,6.613474
1,97,99.492347240448,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,198656,0.471724,1024.0,-255.850819,-259.573822,-252.127816,3.723003
2,98,100.55306386947632,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,200704,0.473374,1024.0,-258.365976,-259.397014,-257.334938,1.031038
3,99,101.57899117469788,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,202752,0.45779,1024.0,-266.405619,-267.273887,-265.53735,0.868268
4,100,102.62012481689453,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,204800,0.466646,1024.0,-270.652299,-276.891254,-264.413344,6.238955
0,101,103.62172603607178,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,206848,0.443274,1024.0,-264.467282,-267.828154,-261.10641,3.360872
1,102,104.65151691436768,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,208896,0.45826,1024.0,-265.891423,-267.321003,-264.461842,1.42958
2,103,105.68684601783752,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,210944,0.463085,1024.0,-292.504393,-295.616309,-289.392477,3.111916
3,104,106.70702409744263,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-27,212992,0.454338,1024.0,-281.252874,-283.128285,-279.377462,1.875412
