,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,exp_name: flythrugate-aviary-v0_2023-01-21,2048,0.001033,1.0,2048,-4.06406,-4.064325,-4.063798,7.7e-05,0
1,exp_name: flythrugate-aviary-v0_2023-01-21,4096,0.001011,1.0,2048,-4.064055,-4.064297,-4.063761,7.9e-05,1
2,exp_name: flythrugate-aviary-v0_2023-01-21,6144,0.001045,1.0,2048,-4.06405,-4.064287,-4.063827,7.5e-05,2
3,exp_name: flythrugate-aviary-v0_2023-01-21,8192,0.000999,1.0,2048,-4.064041,-4.064287,-4.063773,7.7e-05,3
4,exp_name: flythrugate-aviary-v0_2023-01-21,10240,0.001076,1.0,2048,-4.064027,-4.064296,-4.063735,7.8e-05,4
0,exp_name: flythrugate-aviary-v0_2023-01-21,12288,0.00101,1.0,2048,-4.06401,-4.064267,-4.063736,7.7e-05,5
1,exp_name: flythrugate-aviary-v0_2023-01-21,14336,0.001072,1.0,2048,-4.063993,-4.064236,-4.0637,7.9e-05,6
2,exp_name: flythrugate-aviary-v0_2023-01-21,16384,0.001051,1.0,2048,-4.063976,-4.064226,-4.063702,7.7e-05,7
3,exp_name: flythrugate-aviary-v0_2023-01-21,18432,0.001045,1.0,2048,-4.063958,-4.064221,-4.063721,7.9e-05,8
4,exp_name: flythrugate-aviary-v0_2023-01-21,20480,0.001119,1.0,2048,-4.063944,-4.064244,-4.063698,8e-05,9
0,exp_name: flythrugate-aviary-v0_2023-01-21,22528,0.001086,1.0,2048,-4.063922,-4.064164,-4.063614,7.8e-05,10
1,exp_name: flythrugate-aviary-v0_2023-01-21,24576,0.001107,1.0,2048,-4.063909,-4.064175,-4.063646,7.8e-05,11
2,exp_name: flythrugate-aviary-v0_2023-01-21,26624,0.001099,1.0,2048,-4.063892,-4.064158,-4.063602,7.9e-05,12
3,exp_name: flythrugate-aviary-v0_2023-01-21,28672,0.001081,1.0,2048,-4.063871,-4.064124,-4.063597,8e-05,13
4,exp_name: flythrugate-aviary-v0_2023-01-21,30720,0.001115,1.0,2048,-4.063853,-4.064127,-4.063594,7.9e-05,14
0,exp_name: flythrugate-aviary-v0_2023-01-21,32768,0.001091,1.0,2048,-4.063836,-4.064089,-4.063567,8e-05,15
1,exp_name: flythrugate-aviary-v0_2023-01-21,34816,0.00113,1.0,2048,-4.063817,-4.064068,-4.063532,8.2e-05,16
2,exp_name: flythrugate-aviary-v0_2023-01-21,36864,0.00111,1.0,2048,-4.063805,-4.064056,-4.063549,8e-05,17
3,exp_name: flythrugate-aviary-v0_2023-01-21,38912,0.001096,1.0,2048,-4.063789,-4.064095,-4.063446,8.2e-05,18
4,exp_name: flythrugate-aviary-v0_2023-01-21,40960,0.001124,1.0,2048,-4.063773,-4.06403,-4.063491,8.2e-05,19
0,exp_name: flythrugate-aviary-v0_2023-01-21,43008,0.001078,1.0,2048,-4.063756,-4.064004,-4.063446,8.1e-05,20
1,exp_name: flythrugate-aviary-v0_2023-01-21,45056,0.001126,1.0,2048,-4.063738,-4.064013,-4.063414,8.2e-05,21
2,exp_name: flythrugate-aviary-v0_2023-01-21,47104,0.001093,1.0,2048,-4.06372,-4.06403,-4.063416,8.3e-05,22
3,exp_name: flythrugate-aviary-v0_2023-01-21,49152,0.001083,1.0,2048,-4.063707,-4.063995,-4.06339,8.3e-05,23
4,exp_name: flythrugate-aviary-v0_2023-01-21,51200,0.001053,1.0,2048,-4.063686,-4.064001,-4.063433,8.3e-05,24
0,exp_name: flythrugate-aviary-v0_2023-01-21,53248,0.001093,1.0,2048,-4.063669,-4.064026,-4.063386,8.4e-05,25
1,exp_name: flythrugate-aviary-v0_2023-01-21,55296,0.00109,1.0,2048,-4.06365,-4.063933,-4.063369,8.3e-05,26
2,exp_name: flythrugate-aviary-v0_2023-01-21,57344,0.001106,1.0,2048,-4.063634,-4.063899,-4.063354,8.4e-05,27
3,exp_name: flythrugate-aviary-v0_2023-01-21,59392,0.001112,1.0,2048,-4.063616,-4.063894,-4.063324,8e-05,28
