,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover-aviary-v0_2023-01-22,2048,0.000573,1.0,2048,-26.575312,-26.575386,-26.575239,2.1e-05,1,29.94896101951599
1,exp_name: hover-aviary-v0_2023-01-22,4096,0.000576,1.0,2048,-26.575311,-26.575378,-26.575229,2.2e-05,2,60.10401892662048
2,exp_name: hover-aviary-v0_2023-01-22,6144,0.000555,1.0,2048,-26.575311,-26.575377,-26.575249,2.1e-05,3,89.595468044281
3,exp_name: hover-aviary-v0_2023-01-22,8192,0.000559,1.0,2048,-26.575311,-26.575379,-26.575236,2.1e-05,4,119.21877098083496
4,exp_name: hover-aviary-v0_2023-01-22,10240,0.00053,1.0,2048,-26.57531,-26.575384,-26.575229,2.2e-05,5,148.15070414543152
0,exp_name: hover-aviary-v0_2023-01-22,12288,0.000555,1.0,2048,-26.575308,-26.575379,-26.575232,2.1e-05,6,177.62087607383728
1,exp_name: hover-aviary-v0_2023-01-22,14336,0.000548,1.0,2048,-26.575306,-26.575373,-26.575226,2.2e-05,7,207.12719202041626
2,exp_name: hover-aviary-v0_2023-01-22,16384,0.000509,1.0,2048,-26.575304,-26.575373,-26.575229,2.1e-05,8,235.75527691841125
3,exp_name: hover-aviary-v0_2023-01-22,18432,0.00046,1.0,2048,-26.575301,-26.575373,-26.575236,2.2e-05,9,263.37750911712646
4,exp_name: hover-aviary-v0_2023-01-22,20480,0.000505,1.0,2048,-26.575299,-26.575381,-26.575231,2.2e-05,10,291.6313741207123
