,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.061859130859375,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.481678,1024.0,-939.158101,-979.317005,-898.999197,40.158904
1,2,2.118166923522949,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.477106,1024.0,-790.131167,-808.282518,-771.979817,18.15135
2,3,3.1773438453674316,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.477023,1024.0,-972.052997,-980.660259,-963.445734,8.607263
3,4,4.2860729694366455,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.50532,1024.0,-819.155267,-859.156036,-779.154498,40.000769
4,5,5.2786171436309814,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.447003,1024.0,-806.251908,-834.563508,-777.940308,28.3116
0,6,6.323095083236694,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.468917,1024.0,-751.66763,-760.341056,-742.994204,8.673426
1,7,7.315310001373291,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.446718,1024.0,-652.031017,-657.089864,-646.97217,5.058847
2,8,8.310235023498535,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.448039,1024.0,-642.323162,-653.24092,-631.405405,10.917758
3,9,9.349251985549927,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.470842,1024.0,-621.039034,-628.647745,-613.430323,7.608711
4,10,10.327560186386108,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.442726,1024.0,-581.706249,-592.451804,-570.960694,10.745555
0,11,11.33210802078247,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.45031,1024.0,-567.256307,-618.879683,-515.632931,51.623376
