,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,43008,0.000876,1.0,2048,-0.887886,-0.889482,-0.887222,0.000421,21,641.9671368598938
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,45056,0.000841,1.0,2048,-0.8878,-0.889088,-0.887222,0.000408,22,672.7305278778076
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,47104,0.000863,1.0,2048,-0.887723,-0.88915,-0.887222,0.000389,23,703.7273728847504
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,49152,0.000847,1.0,2048,-0.887642,-0.888993,-0.887222,0.000362,24,734.4668810367584
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,51200,0.000852,1.0,2048,-0.88757,-0.888962,-0.887222,0.000342,25,765.4627907276154
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,53248,0.000815,1.0,2048,-0.887494,-0.889243,-0.887222,0.0003,26,795.7853178977966
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,55296,0.000854,1.0,2048,-0.887442,-0.888665,-0.887222,0.000269,27,826.7670209407806
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,57344,0.000853,1.0,2048,-0.887403,-0.888722,-0.887222,0.000247,28,857.8279569149017
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,59392,0.000736,1.0,2048,-0.887358,-0.888812,-0.887222,0.000219,29,886.9764139652252
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,61440,0.000757,1.0,2048,-0.887329,-0.888681,-0.887222,0.000189,30,916.5317928791046
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,63488,0.000743,1.0,2048,-0.887294,-0.888456,-0.887222,0.000156,31,945.8313627243042
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,65536,0.000697,1.0,2048,-0.887283,-0.888497,-0.887222,0.000141,32,974.6135606765747
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,67584,0.000722,1.0,2048,-0.887267,-0.888114,-0.887222,0.000116,33,1003.747716665268
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,69632,0.000678,1.0,2048,-0.887252,-0.888254,-0.887222,9.4e-05,34,1032.0462636947632
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,71680,0.000777,1.0,2048,-0.887249,-0.888069,-0.887222,9.4e-05,35,1061.7054216861725
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,73728,0.000778,1.0,2048,-0.887238,-0.888081,-0.887222,6.4e-05,36,1091.431688785553
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,75776,0.000785,1.0,2048,-0.887235,-0.888198,-0.887222,6.2e-05,37,1121.1109659671783
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,77824,0.000798,1.0,2048,-0.887233,-0.887995,-0.887222,5.1e-05,38,1151.2268810272217
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,79872,0.000781,1.0,2048,-0.887231,-0.887911,-0.887222,5e-05,39,1181.1107919216156
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,81920,0.000758,1.0,2048,-0.887228,-0.887833,-0.887222,3.9e-05,40,1210.7762727737427
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,83968,0.000724,1.0,2048,-0.887225,-0.888105,-0.887222,3.2e-05,41,1239.959618806839
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,86016,0.000738,1.0,2048,-0.887227,-0.888047,-0.887222,4.4e-05,42,1269.2215597629547
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,88064,0.000757,1.0,2048,-0.887225,-0.887734,-0.887222,2.9e-05,43,1298.7095186710358
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,90112,0.000751,1.0,2048,-0.887223,-0.887502,-0.887222,1.4e-05,44,1328.210504770279
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,92160,0.000751,1.0,2048,-0.887223,-0.887611,-0.887222,1.6e-05,45,1357.7601158618927
