,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,2048,0.000778,1.0,2048,-0.888889,-0.889662,-0.887238,0.000428,1,29.75519371032715
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,4096,0.000811,1.0,2048,-0.888863,-0.889662,-0.887417,0.000436,2,59.91473197937012
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,6144,0.000831,1.0,2048,-0.888899,-0.889662,-0.887468,0.000425,3,90.45357584953308
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,8192,0.000806,1.0,2048,-0.888867,-0.889662,-0.887275,0.000427,4,120.57151675224304
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,10240,0.000788,1.0,2048,-0.88885,-0.889662,-0.887229,0.000433,5,150.5447280406952
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,12288,0.000769,1.0,2048,-0.888826,-0.889662,-0.887439,0.000437,6,179.93247175216675
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,14336,0.000813,1.0,2048,-0.888785,-0.889662,-0.887319,0.000429,7,210.1938738822937
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,16384,0.000919,1.0,2048,-0.888742,-0.889662,-0.88727,0.000439,8,241.72386479377747
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,18432,0.00086,1.0,2048,-0.888718,-0.889662,-0.887435,0.00044,9,272.6188087463379
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,20480,0.000837,1.0,2048,-0.888681,-0.889662,-0.887255,0.000436,10,303.2134208679199
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,22528,0.000854,1.0,2048,-0.888632,-0.889662,-0.887314,0.000443,11,334.0491919517517
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,24576,0.000856,1.0,2048,-0.888581,-0.889662,-0.887222,0.00046,12,364.8378019332886
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,26624,0.00083,1.0,2048,-0.888524,-0.889662,-0.887222,0.000454,13,395.2822730541229
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,28672,0.00085,1.0,2048,-0.888457,-0.889662,-0.887222,0.000441,14,425.87280678749084
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,30720,0.000874,1.0,2048,-0.888394,-0.889658,-0.887222,0.000451,15,456.83086585998535
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,32768,0.000859,1.0,2048,-0.888301,-0.889641,-0.887222,0.000442,16,487.51760268211365
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,34816,0.000873,1.0,2048,-0.888237,-0.889617,-0.887222,0.000441,17,518.4718840122223
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,36864,0.000875,1.0,2048,-0.888144,-0.889567,-0.887222,0.000438,18,549.8013498783112
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,38912,0.000829,1.0,2048,-0.888066,-0.889588,-0.887222,0.000433,19,580.3346869945526
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-25,40960,0.000817,1.0,2048,-0.887967,-0.889574,-0.887222,0.000417,20,610.7591078281403
