,episodes,training time,length per episode,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0349538326263428,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,2048,0.458764,1024.0,-936.337363,-976.230251,-896.444475,39.892888
1,2,2.069422721862793,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,4096,0.46203,1024.0,-782.18271,-799.403469,-764.961951,17.220759
2,3,3.1136560440063477,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,6144,0.467582,1024.0,-939.599745,-945.405149,-933.794342,5.805403
3,4,4.143712997436523,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,8192,0.459494,1024.0,-788.246633,-822.532156,-753.96111,34.285523
4,5,5.114639759063721,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,10240,0.42991,1024.0,-768.145777,-791.05993,-745.231625,22.914152
0,6,6.1208178997039795,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,12288,0.437721,1024.0,-704.241828,-708.116579,-700.367077,3.874751
1,7,7.124469995498657,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,14336,0.448054,1024.0,-604.864949,-607.900479,-601.829419,3.03553
2,8,8.10162091255188,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,16384,0.432743,1024.0,-597.480733,-606.692593,-588.268873,9.21186
3,9,9.109997034072876,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,18432,0.446515,1024.0,-592.848026,-603.514494,-582.181558,10.666468
4,10,10.096384048461914,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,20480,0.438963,1024.0,-553.403047,-563.701317,-543.104776,10.298271
0,11,11.078425884246826,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,22528,0.433095,1024.0,-535.839398,-580.8005,-490.878297,44.961101
1,12,12.107712030410767,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,24576,0.461727,1024.0,-536.382292,-562.911571,-509.853012,26.529279
2,13,13.099024772644043,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,26624,0.439976,1024.0,-516.085142,-516.517854,-515.65243,0.432712
3,14,14.079303979873657,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,28672,0.432269,1024.0,-519.21297,-541.300921,-497.12502,22.087951
4,15,15.100728034973145,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,30720,0.454308,1024.0,-566.839833,-571.499935,-562.17973,4.660102
0,16,16.081069946289062,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,32768,0.431825,1024.0,-527.917146,-530.809246,-525.025046,2.8921
1,17,17.070528984069824,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,34816,0.438609,1024.0,-524.840877,-544.481774,-505.19998,19.640897
2,18,18.076011896133423,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,36864,0.449083,1024.0,-525.408345,-554.968665,-495.848026,29.560319
3,19,19.048567056655884,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,38912,0.43205,1024.0,-495.284109,-498.394731,-492.173486,3.110622
4,20,20.06311869621277,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,40960,0.449841,1024.0,-478.403261,-503.567002,-453.23952,25.163741
0,21,21.044665813446045,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,43008,0.43333,1024.0,-506.046594,-513.882293,-498.210896,7.835699
1,22,22.01875591278076,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,45056,0.430051,1024.0,-469.001717,-488.436408,-449.567027,19.434691
2,23,23.051990032196045,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,47104,0.461428,1024.0,-481.063571,-496.249513,-465.877629,15.185942
3,24,24.024558067321777,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,49152,0.430013,1024.0,-507.238367,-549.873918,-464.602816,42.635551
4,25,25.004127025604248,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,51200,0.432792,1024.0,-497.707563,-498.295023,-497.120102,0.58746
0,26,26.023179054260254,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,53248,0.450657,1024.0,-440.653654,-440.924236,-440.383072,0.270582
1,27,26.996440887451172,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,55296,0.43081,1024.0,-440.019021,-448.719913,-431.318128,8.700892
2,28,28.003374814987183,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,57344,0.446098,1024.0,-465.380581,-478.050967,-452.710196,12.670386
3,29,29.056696891784668,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,59392,0.470631,1024.0,-441.455683,-443.407766,-439.5036,1.952083
4,30,30.024399757385254,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,61440,0.428451,1024.0,-461.983167,-462.796199,-461.170134,0.813033
0,31,31.06488871574402,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,63488,0.461065,1024.0,-398.283759,-406.847702,-389.719815,8.563944
1,32,32.03557205200195,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,65536,0.42945,1024.0,-425.775942,-440.086135,-411.465748,14.310194
2,33,33.01945400238037,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,67584,0.435454,1024.0,-375.405859,-388.277483,-362.534236,12.871624
3,34,34.04353380203247,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,69632,0.456579,1024.0,-401.58755,-430.756159,-372.41894,29.168609
4,35,35.01445388793945,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,71680,0.429261,1024.0,-379.580451,-380.546367,-378.614535,0.965916
0,36,36.01202583312988,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,73728,0.439392,1024.0,-370.17245,-375.603086,-364.741813,5.430636
1,37,37.01464891433716,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,75776,0.444329,1024.0,-373.562524,-385.769149,-361.355899,12.206625
2,38,37.99322986602783,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,77824,0.433694,1024.0,-383.78232,-410.717122,-356.847518,26.934802
3,39,39.00631880760193,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,79872,0.449292,1024.0,-382.009065,-394.270934,-369.747196,12.261869
4,40,39.984938859939575,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,81920,0.434235,1024.0,-406.369701,-421.697163,-391.04224,15.327461
0,41,40.965309858322144,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,83968,0.433713,1024.0,-381.893257,-393.588514,-370.198001,11.695256
1,42,41.992724895477295,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,86016,0.456949,1024.0,-371.73666,-384.257502,-359.215819,12.520841
2,43,42.96902394294739,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,88064,0.432152,1024.0,-359.472822,-370.731598,-348.214045,11.258776
3,44,43.95254397392273,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,90112,0.434099,1024.0,-364.753655,-381.614985,-347.892325,16.86133
4,45,44.965370893478394,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,92160,0.449716,1024.0,-337.642244,-342.143164,-333.141325,4.50092
0,46,45.94432210922241,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,94208,0.431791,1024.0,-346.257825,-350.992195,-341.523455,4.73437
1,47,46.94940805435181,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,96256,0.445613,1024.0,-357.228061,-367.362977,-347.093146,10.134916
2,48,47.945488929748535,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,98304,0.443048,1024.0,-375.796907,-389.071779,-362.522035,13.274872
3,49,48.917181968688965,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,100352,0.4304,1024.0,-366.815089,-377.836951,-355.793227,11.021862
4,50,49.94098401069641,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,102400,0.453465,1024.0,-351.290761,-363.63616,-338.945362,12.345399
0,51,50.923632860183716,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,104448,0.433776,1024.0,-350.277836,-351.231676,-349.323996,0.95384
1,52,51.88905596733093,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,106496,0.428271,1024.0,-368.991667,-381.635426,-356.347907,12.643759
2,53,52.923364877700806,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,108544,0.460159,1024.0,-370.162871,-376.508395,-363.817346,6.345525
3,54,53.89319705963135,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,110592,0.431786,1024.0,-379.915671,-392.317013,-367.514328,12.401343
4,55,54.88467502593994,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,112640,0.438839,1024.0,-350.071599,-350.767407,-349.375792,0.695807
0,56,55.90203595161438,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,114688,0.44959,1024.0,-335.658268,-341.528391,-329.788145,5.870123
1,57,56.87549114227295,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,116736,0.43031,1024.0,-340.554059,-345.093316,-336.014802,4.539257
2,58,57.9005389213562,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,118784,0.453715,1024.0,-369.322117,-374.088084,-364.556151,4.765966
3,59,58.887709856033325,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,120832,0.437871,1024.0,-340.739202,-342.730189,-338.748215,1.990987
4,60,59.85698485374451,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,122880,0.428408,1024.0,-344.697716,-352.710169,-336.685262,8.012453
0,61,60.89349389076233,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-28,124928,0.459438,1024.0,-335.053335,-335.21105,-334.89562,0.157715
