,episodes,training time,eval episodes,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.0201821327209473,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,2048,0.469455,1024.0,-937.090918,-977.062595,-897.119242,39.971677
1,2,2.0673012733459473,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,4096,0.480832,1024.0,-794.81816,-813.713852,-775.922469,18.895691
2,3,3.1030399799346924,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,6144,0.477197,1024.0,-1001.333954,-1013.013945,-989.653963,11.679991
3,4,4.1754350662231445,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,8192,0.490676,1024.0,-852.986415,-900.061642,-805.911188,47.075227
4,5,5.148510932922363,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,10240,0.446779,1024.0,-852.938529,-888.893011,-816.984046,35.954483
0,6,6.204837083816528,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,12288,0.477781,1024.0,-811.558116,-827.746358,-795.369873,16.188243
1,7,7.200509071350098,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,14336,0.457285,1024.0,-714.957308,-723.443735,-706.470882,8.486427
2,8,8.172122240066528,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,16384,0.444686,1024.0,-708.667844,-718.75299,-698.582698,10.085146
3,9,9.180871963500977,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,18432,0.462604,1024.0,-698.278099,-708.807248,-687.748951,10.529149
4,10,10.149932146072388,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,20480,0.444071,1024.0,-636.527248,-642.676306,-630.378191,6.149057
0,11,11.125830173492432,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,22528,0.44636,1024.0,-610.183897,-673.681499,-546.686295,63.497602
1,12,12.164191007614136,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-26,24576,0.477569,1024.0,-611.586886,-651.389963,-571.783808,39.803078
