,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",2200,0.3336,200.0,11,-1209.310818,-1794.530421,-685.785006,374.853055,0
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",4400,0.340014,200.0,11,-1179.250102,-1750.110488,-774.582162,284.71025,1
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",6600,0.346688,200.0,11,-1296.139527,-1864.975563,-862.656101,287.383726,2
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",8800,0.321932,200.0,11,-1141.865528,-1756.10013,-763.041423,290.242995,3
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",11000,0.337381,200.0,11,-1236.859957,-1848.262279,-881.612304,276.568078,4
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",13200,0.30972,200.0,11,-1252.662578,-1773.31682,-860.353209,289.728671,5
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",15400,0.330704,200.0,11,-1293.467737,-1862.360419,-809.218418,365.320159,6
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",17600,0.320281,200.0,11,-1069.515497,-1494.424508,-762.589476,274.553268,7
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",19800,0.309613,200.0,11,-1210.764746,-1708.428596,-877.567028,270.023291,8
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",22000,0.305973,200.0,11,-1310.603003,-1726.699858,-912.435825,287.139976,9
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",24200,0.311812,200.0,11,-1162.821959,-1848.539981,-861.902147,284.52405,10
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",26400,0.324558,200.0,11,-1099.673445,-1679.664125,-764.600993,310.513321,11
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",28600,0.309046,200.0,11,-1187.44328,-1528.505902,-764.139874,307.240522,12
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",30800,0.344591,200.0,11,-1234.040246,-1631.155121,-884.809098,263.537446,13
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",33000,0.333647,200.0,11,-1087.588697,-1442.004115,-871.974015,160.185771,14
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",35200,0.323472,200.0,11,-1085.861246,-1444.255681,-805.719784,212.076525,15
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",37400,0.336782,200.0,11,-1124.111934,-1382.745446,-900.642672,149.252192,16
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",39600,0.315826,200.0,11,-1123.989463,-1626.700258,-894.129456,234.94153,17
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",41800,0.334524,200.0,11,-1121.612307,-1380.486447,-902.663835,154.552313,18
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",44000,0.319812,200.0,11,-1205.677644,-1649.205693,-994.430014,201.226544,19
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",46200,0.425001,200.0,11,-1200.64646,-1522.488151,-934.082359,205.920318,20
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",48400,0.320602,200.0,11,-1101.910516,-1722.544401,-873.787755,219.799506,21
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",50600,0.328956,200.0,11,-1171.228912,-1501.962875,-917.126805,185.611563,22
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",52800,0.410068,200.0,11,-1266.768181,-1845.120849,-896.492375,273.301797,23
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",55000,0.412801,200.0,11,-1120.301231,-1625.268912,-841.776137,270.546251,24
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",57200,0.360154,200.0,11,-1190.713398,-1662.309454,-861.961426,251.719087,25
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",59400,0.457732,200.0,11,-1304.472896,-1679.86858,-769.924913,235.376035,26
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",61600,0.349722,200.0,11,-1170.674965,-1695.930497,-816.514975,268.108166,27
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",63800,0.427947,200.0,11,-963.561986,-1251.808627,-752.664078,161.819058,28
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",66000,0.387832,200.0,11,-1271.754532,-1659.656329,-800.804052,266.615804,29
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",68200,0.34291,200.0,11,-1198.685476,-1635.618381,-857.786884,289.977222,30
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",70400,0.354207,200.0,11,-1076.490968,-1428.594979,-752.13305,228.248538,31
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",72600,0.320348,200.0,11,-1254.785412,-1801.290767,-651.886428,345.328523,32
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",74800,0.326939,200.0,11,-1119.815143,-1441.259613,-904.344693,193.433649,33
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",77000,0.320045,200.0,11,-1328.23747,-1870.768322,-897.757171,291.934716,34
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",79200,0.355961,200.0,11,-1235.629105,-1766.700091,-775.75981,359.641221,35
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",81400,0.367061,200.0,11,-1323.322373,-1685.228296,-875.562562,238.48118,36
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",83600,0.349992,200.0,11,-1352.593446,-1699.99185,-890.999094,285.685936,37
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",85800,0.334583,200.0,11,-1251.716068,-1768.098819,-860.643147,296.155531,38
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",88000,0.331874,200.0,11,-1220.14909,-1673.41143,-790.213635,246.441095,39
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",90200,0.32574,200.0,11,-1457.088403,-1840.532974,-1164.842789,191.69298,40
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",92400,0.341344,200.0,11,-1261.683771,-1630.477704,-913.534548,215.660984,41
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",94600,0.304396,200.0,11,-1356.221947,-1659.041546,-1041.02834,216.632841,42
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",96800,0.304721,200.0,11,-1359.633936,-1830.219672,-1055.282904,247.52767,43
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",99000,0.339906,200.0,11,-1291.241343,-1604.432821,-931.909736,224.278013,44
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",101200,0.358575,200.0,11,-1184.515743,-1557.248447,-938.180972,174.54257,45
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",103400,0.357907,200.0,11,-1249.775339,-1786.817994,-968.574089,231.691304,46
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",105600,0.322495,200.0,11,-1203.058349,-1609.864224,-905.829491,225.624059,47
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",107800,0.305065,200.0,11,-1255.505739,-1763.934318,-901.8297,239.211466,48
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",110000,0.307319,200.0,11,-1353.591811,-1828.648581,-955.662149,268.782072,49
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",112200,0.31319,200.0,11,-1382.901881,-1686.137298,-1059.525615,197.322605,50
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",114400,0.317613,200.0,11,-1123.157536,-1506.956614,-766.505379,227.986471,51
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",116600,0.330141,200.0,11,-1219.14405,-1622.924729,-779.411435,295.068101,52
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",118800,0.32897,200.0,11,-1341.883009,-1823.701428,-879.303959,291.273198,53
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",121000,0.306492,200.0,11,-1205.333188,-1572.923843,-843.991655,234.054829,54
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",123200,0.30951,200.0,11,-1287.982211,-1729.131961,-848.611686,292.238989,55
0,"exp_name: Pendulum-v1_2023-01-29 (seperate network, actor-critic advantage, normalize adv) seed=20",125400,0.322622,200.0,11,-1416.720989,-1632.712898,-841.061626,226.343258,56
