step,mean_reward,max_reward,min_reward
283799,-210.76062563636367,-125.04214,-379.987754
285999,-198.22168727272728,-7.09788,-479.358466
288199,-190.39437181818178,-7.590543,-391.372487
290399,-177.95353363636366,-9.050902,-376.241528
292599,-216.21194000000003,-130.202516,-382.549464
294799,-199.43187490909094,-127.129429,-382.478208
296999,-177.713179,-123.124105,-279.164405
299199,-258.5784770909091,-5.700525,-467.644658
301399,-164.4726270909091,-4.179286,-381.160091
303599,-152.29178063636365,-3.614334,-283.510547
305799,-441.25068818181813,-3.392715,-1186.072517
307999,-199.98199245454543,-1.375662,-1201.387288
310199,-256.7516450909091,-1.522627,-924.225275
312399,-234.81004245454542,-1.442223,-1056.542722
314599,-155.37867009090908,-1.169514,-330.984947
316799,-241.68103481818181,-123.873423,-964.880829
318999,-144.93431572727275,-0.657962,-330.108062
321199,-250.60723654545455,-0.755249,-900.886098
323399,-185.96228490909093,-0.596554,-394.052938
325599,-162.58464409090908,-1.666887,-515.612248
327799,-211.7399297272727,-118.922107,-442.220287
329999,-226.047239,-0.817132,-449.994426
332199,-192.29784809090907,-1.579547,-444.833165
334399,-148.75886545454543,-0.358941,-470.079568
336599,-203.25240427272726,-123.197797,-399.014361
338799,-198.21648390909087,-0.616256,-485.582115
340999,-256.44505599999997,-126.203819,-412.095608
343199,-150.89129772727273,-0.391258,-388.788132
345399,-160.4846000909091,-0.560176,-394.931559
347599,-160.6991310909091,-0.812131,-414.72034
349799,-170.08791154545455,-123.540652,-349.430654
351999,-200.25636354545458,-5.607917,-363.829919
354199,-193.38916454545458,-0.876389,-387.121227
356399,-157.29295736363636,-122.326126,-339.463751
358599,-190.64825890909094,-0.884509,-751.365728
360799,-189.65525172727274,-1.025018,-374.017873
362999,-292.36688381818186,-124.007421,-992.204643
365199,-159.74781827272727,-4.567149,-370.685867
367399,-161.48806336363634,-4.733031,-262.191233
369599,-182.00218072727273,-125.304846,-360.759672
371799,-158.90806463636363,-1.385897,-256.471857
373999,-191.24918345454546,-123.714948,-261.756118
376199,-104.39307836363636,-1.066221,-132.077958
378399,-112.3937029090909,-0.328581,-355.506495
380599,-111.93897763636365,-1.093736,-238.03429
382799,-157.17266190909092,-2.654023,-370.706522
384999,-172.7598950909091,-0.404052,-410.014477
387199,-106.16105054545459,-0.456999,-287.768798
389399,-185.14025527272725,-119.362025,-407.51263
391599,-176.32641936363635,-120.045715,-345.483357
393799,-134.333258,-0.329045,-347.81795
395999,-124.93810009090909,-1.012164,-365.21141
398199,-138.97821072727274,-0.619643,-285.102615
400399,-159.89063163636362,-4.087114,-364.639797
402599,-192.29433727272726,-2.911587,-357.703161
404799,-177.1626656363636,-0.775975,-360.139684
406999,-117.7134568181818,-1.199307,-278.814305
409199,-134.26179490909092,-1.372927,-356.061422
411399,-193.37027272727272,-124.318126,-350.611885
413599,-158.2977270909091,-0.886814,-362.018172
415799,-159.30655354545453,-123.981108,-246.710992
417999,-146.7897580909091,-2.615302,-250.774553
420199,-149.30183027272724,-122.288548,-379.069376
422399,-206.4712567272727,-124.098073,-393.701044
424599,-212.562426,-0.219181,-370.174987
426799,-181.8629238181818,-120.281787,-353.796315
428999,-224.23194390909092,-121.022944,-381.157359
431199,-250.527855,-120.077615,-433.79177
433399,-180.30103181818183,-121.38776,-346.36288
435599,-174.70588081818184,-116.28541,-293.176196
437799,-161.28927663636364,-0.300047,-355.997474
439999,-148.1334536363636,-118.819619,-270.800048
442199,-170.4393670909091,-0.558526,-263.534705
444399,-184.5088559090909,-0.745793,-274.060934
446599,-153.89647418181815,-1.160961,-285.564661
448799,-212.4666932727273,-0.775074,-385.383787
450999,-145.58582390909092,-0.347278,-245.666048
453199,-191.28372890909094,-117.338414,-370.473044
455399,-152.38302263636368,-0.396953,-284.723712
457599,-137.287394,-0.51634,-383.328017
459799,-181.14185481818183,-0.584218,-260.148931
461999,-223.1446500909091,-1.308953,-715.16797
464199,-184.4595753636364,-0.690135,-400.504885
466399,-222.70671736363636,-119.389629,-383.945707
468599,-137.09075672727275,-0.618324,-259.804458
470799,-124.29807754545457,-0.545701,-253.258295
472999,-183.41994427272726,-3.077365,-394.741643
475199,-180.83684845454545,-114.601763,-260.844499
477399,-156.3163829090909,-0.19227,-401.685709
479599,-182.03311463636362,-2.273472,-277.255917
481799,-158.58559836363636,-0.39081,-283.751255
483999,-112.37807863636363,-0.496947,-252.46878
486199,-204.15536072727272,-115.781835,-390.38997
488399,-169.38420036363638,-117.053092,-363.420232
490599,-122.60890609090907,-0.662844,-232.883343
492799,-241.4177536363636,-1.211688,-1050.302637
494999,-263.6319469090909,-116.942024,-1052.274931
497199,-174.5246778181818,-2.588808,-366.818968
499399,-146.40684063636365,-0.426944,-262.625203
501599,-103.155838,-0.81577,-255.719944
503799,-149.97684663636363,-5.202689,-387.039654
505999,-146.8588551818182,-1.709121,-257.789555
508199,-154.5057980909091,-119.827369,-248.804359
510399,-144.06788936363634,-0.368367,-357.713751
512599,-124.81031963636364,-0.543007,-366.093231
514799,-101.6191719090909,-0.450219,-250.218528
516999,-166.1257996363636,-3.045664,-320.806654
519199,-160.3415267272727,-3.195959,-268.429533
521399,-150.4673340909091,-0.843571,-280.476573
523599,-195.18717254545456,-117.272564,-275.846288
525799,-231.10200681818185,-1.277533,-391.632005
527999,-128.39487645454545,-2.758142,-313.059806
530199,-186.88216000000003,-117.534731,-443.525293
532399,-145.35804536363636,-1.841553,-336.51783
534599,-123.47056827272728,-1.038944,-359.53
536799,-137.2507180909091,-2.496504,-257.62887
538999,-199.34744572727274,-121.125579,-293.01493
541199,-181.6701251818182,-120.935593,-269.481984
543399,-185.40461618181817,-1.716775,-274.340098
545599,-167.56019209090908,-1.235661,-255.924205
547799,-136.19311199999996,-1.4143,-250.931442
549999,-139.64249927272726,-0.966039,-404.019708
552199,-174.02339190909092,-1.751926,-375.253732
554399,-138.05476627272728,-2.299806,-260.18289
556599,-211.58474836363632,-122.70076,-294.500634
558799,-170.76946863636365,-1.103376,-373.165962
560999,-125.75833636363637,-0.654623,-393.484193
563199,-168.48763036363636,-2.52563,-262.980959
565399,-174.13709827272726,-1.212555,-395.342124
567599,-179.98900990909092,-121.575258,-258.435392
569799,-190.83845754545456,-117.867287,-288.577595
571999,-154.52176763636365,-1.356685,-383.66429
574199,-145.300177,-0.907614,-338.365047
576399,-105.00230145454545,-1.25742,-274.067807
578599,-177.60660790909088,-1.030949,-344.03206
580799,-168.05330372727275,-115.058397,-266.903176
582999,-248.065379,-0.595528,-940.344707
585199,-381.6664039090909,-0.661067,-1029.993792
587399,-339.9901407272727,-0.617932,-1039.320592
589599,-373.72142590909095,-0.430392,-920.987419
591799,-242.3073590909091,-122.625345,-1025.638192
593999,-270.2837812727273,-0.944843,-894.58917
596199,-269.7152067272727,-116.732667,-886.26338
598399,-177.6343798181818,-0.757388,-331.669879
600599,-146.86362927272728,-1.216258,-381.723701
602799,-161.69267499999998,-0.808441,-271.475782
604999,-170.575638,-1.037119,-356.88366
607199,-178.36054436363636,-6.384082,-356.333648
609399,-161.29700227272727,-116.765096,-284.87298
611599,-151.65692554545456,-2.313927,-283.252019
613799,-161.09661827272728,-0.684908,-258.814197
615999,-139.74254963636363,-0.523312,-389.320063
618199,-170.76962654545454,-118.027682,-280.128795
620399,-158.36981954545453,-119.174613,-262.818344
622599,-135.7742920909091,-115.681429,-245.154266
624799,-146.27005536363637,-0.963829,-258.874746
626999,-153.83937545454546,-0.411489,-349.484609
629199,-138.41771509090907,-1.921649,-339.956078
631399,-174.76350127272724,-0.452353,-351.133244
633599,-156.42407054545453,-0.557285,-376.931592
635799,-127.31640736363637,-1.061106,-289.044097
637999,-193.9944107272727,-122.838904,-261.570599
640199,-148.20729663636365,-0.57587,-357.464356
642399,-148.43228954545455,-1.357992,-251.269057
644599,-191.27556354545456,-116.156707,-396.866374
646799,-178.37832336363638,-1.784241,-339.88258
648999,-133.05559300000002,-1.174368,-357.331968
651199,-169.43650018181822,-1.689659,-353.920543
653399,-113.00695872727273,-1.394461,-129.999719
655599,-157.04842890909092,-1.126812,-403.777901
657799,-153.6082279090909,-119.419175,-288.456857
659999,-161.62924663636363,-0.718225,-343.167236
662199,-169.0512237272727,-122.825181,-253.050652
664399,-147.79467054545455,-1.344427,-250.880492
666599,-146.51040854545457,-1.626156,-248.194591
668799,-169.0520161818182,-118.249606,-355.778541
670999,-172.81604672727272,-122.848946,-402.714684
673199,-138.25848636363637,-1.151422,-258.964556
675399,-190.3675332727273,-125.369179,-334.817479
677599,-124.60522509090907,-0.280938,-246.735933
679799,-191.0785336363636,-0.404032,-371.310595
681999,-121.56034572727275,-0.312431,-239.278695
684199,-198.86228209090908,-2.379049,-408.708733
686399,-122.70663118181818,-1.357809,-243.488999
688599,-181.18970018181815,-121.334357,-282.132476
690799,-167.82256681818183,-115.151969,-389.121974
692999,-145.86692445454545,-0.43908,-267.751596
695199,-190.8334360909091,-2.397063,-362.040743
697399,-128.20324227272724,-0.962308,-271.882513
699599,-168.4831721818182,-0.283826,-385.690841
701799,-157.72948936363636,-0.307363,-330.312763
703999,-105.47703981818182,-0.408663,-416.745114
706199,-161.31446400000002,-0.403571,-425.116154
708399,-134.171366,-0.739743,-257.768283
710599,-158.6069761818182,-0.679306,-370.077753
712799,-148.68933836363638,-115.661192,-278.732835
714999,-189.66828854545454,-114.738882,-366.309106
717199,-103.46804072727274,-0.326575,-254.65913
719399,-159.17280972727275,-1.191003,-258.24606
721599,-136.29643063636365,-0.405313,-261.098162
723799,-180.95253518181818,-120.121217,-259.266204
725999,-130.798747,-0.397498,-333.084157
728199,-138.99310000000003,-0.835971,-392.816871
730399,-168.28656936363635,-2.30668,-384.612948
732599,-168.28478800000002,-0.384379,-402.119628
734799,-179.17615081818184,-117.643101,-357.006715
736999,-136.2189010909091,-120.206806,-242.891326
739199,-191.78605109090907,-119.733816,-391.729676
741399,-169.31850354545455,-0.218494,-376.202665
743599,-135.97221336363637,-1.161462,-354.012421
745799,-127.2072630909091,-0.660738,-260.49927
747999,-172.23720836363637,-119.375657,-289.540074
750199,-168.98039254545455,-0.675751,-393.983375
752399,-114.20835545454547,-0.239796,-249.341574
754599,-155.12382127272727,-0.309949,-254.175667
756799,-260.12256,-0.210479,-775.1112
758999,-132.31170563636363,-1.364654,-243.802186
761199,-187.61952300000002,-0.2857,-518.709423
763399,-123.38216545454543,-0.690776,-242.987036
765599,-123.89469990909089,-2.172807,-242.574048
767799,-229.27146000000002,-0.103072,-413.614692
769999,-180.09713327272726,-0.736339,-360.343114
772199,-135.50989081818182,-0.631322,-250.581629
774399,-123.45648181818183,-0.333389,-253.385293
776599,-168.58880709090909,-0.16837,-388.006288
778799,-170.87504736363636,-121.146705,-361.575818
780999,-135.8094983636364,-0.204056,-249.482683
783199,-145.74946518181818,-115.200293,-260.812962
785399,-175.7968533636364,-0.574448,-348.295597
787599,-136.690543,-0.503326,-274.257945
789799,-190.82539863636364,-1.482344,-358.485395
791999,-178.63615172727273,-3.99074,-376.060492
794199,-177.27370527272726,-0.273521,-391.017566
796399,-135.46475963636365,-0.357598,-265.635405
798599,-182.06720154545454,-123.525278,-272.799897
800799,-146.01489618181816,-0.519989,-267.470334
802999,-113.29139936363639,-0.598407,-258.752627
805199,-209.5596041818182,-1.203873,-687.177246
807399,-157.3742277272727,-0.973791,-251.742598
809599,-147.47011172727272,-0.555518,-380.724201
811799,-182.46056536363636,-0.615506,-353.838032
813999,-133.5603560909091,-0.483084,-382.707446
816199,-147.3705350909091,-115.911713,-261.058448
818399,-167.95257827272727,-0.547508,-336.364376
820599,-145.95002136363635,-1.667764,-252.541189
822799,-194.9638221818182,-120.703404,-358.9684
824999,-99.02403390909093,-0.681519,-241.062522
827199,-118.91121909090911,-0.219314,-347.593676
829399,-133.29264136363633,-0.180832,-246.284171
831599,-123.11857563636364,-0.101341,-228.784531
833799,-185.86428427272725,-117.794571,-414.880849
835999,-110.501418,-0.164341,-242.39181
838199,-157.37331681818185,-1.644647,-357.78068
840399,-146.39771781818183,-1.060846,-253.475196
842599,-127.35601127272726,-0.21829,-309.776617
844799,-209.10611836363634,-0.624031,-400.7333
846999,-168.47938236363635,-0.733958,-376.345329
849199,-178.9284409090909,-0.598517,-365.145587
851399,-146.14826418181818,-1.278298,-253.123226
853599,-133.79000436363637,-0.18604,-253.091795
855799,-172.12292754545456,-3.554552,-280.088129
857999,-168.1791090909091,-0.236259,-377.875574
860199,-146.49187445454547,-0.652135,-247.868072
862399,-158.8139950909091,-0.088062,-388.566456
864599,-158.2162922727273,-1.044139,-348.764149
866799,-250.72993900000003,-0.631213,-842.440949
868999,-294.6705955454545,-0.084689,-890.325439
871199,-192.8443748181818,-114.409358,-657.890044
873399,-121.2677639090909,-0.442042,-245.964599
875599,-207.12632254545454,-0.227268,-902.516543
877799,-187.70355427272725,-0.814835,-728.761961
879999,-177.12062272727275,-1.444234,-642.425223
882199,-121.68402454545456,-0.243177,-239.42142
884399,-144.37261054545453,-0.123778,-349.572197
886599,-168.55729799999997,-0.617211,-371.277091
888799,-179.86620954545452,-0.619661,-325.756091
890999,-145.268561,-0.365383,-267.194735
893199,-123.46948536363635,-0.310588,-259.433504
895399,-144.92093081818183,-119.251111,-243.839644
897599,-184.574282,-1.316257,-367.307446
899799,-130.81104309090912,-1.408126,-242.712043
901999,-137.30175663636362,-2.045066,-283.700368
904199,-203.50299581818183,-115.444989,-453.837458
906399,-143.04926354545458,-0.210907,-486.168803
908599,-150.4321127272727,-0.213234,-402.387581
910799,-186.81879018181817,-121.490765,-452.952493
912999,-145.59246827272727,-0.727684,-252.98855
915199,-155.06851963636362,-1.713048,-248.256879
917399,-151.22376163636366,-0.37529,-312.276337
919599,-169.20681945454547,-0.408265,-257.35897
921799,-108.63727263636365,-1.289365,-344.555454
923999,-167.4920707272727,-115.675413,-272.990363
926199,-144.51227200000002,-1.607344,-341.1259
928399,-113.10976218181818,-0.286069,-245.065223
930599,-175.80199027272727,-118.158323,-353.941659
932799,-111.90590045454546,-0.630136,-245.219265
934999,-144.18297981818185,-0.24854,-247.979728
937199,-122.32355427272728,-0.407441,-266.536942
939399,-155.78448763636362,-0.446545,-366.534592
941599,-109.73723381818182,-0.447125,-229.592659
943799,-102.23189618181819,-0.513906,-251.312466
945999,-205.67972863636362,-1.179229,-372.272074
948199,-156.0711538181818,-118.316787,-249.99827
950399,-147.9628758181818,-121.13446,-361.161461
952599,-112.85838618181816,-0.571816,-239.78653
954799,-136.49183509090906,-1.500207,-253.694517
956999,-237.9706002727272,-0.851812,-429.362694
959199,-180.30983245454544,-1.857599,-262.683087
961399,-176.0809151818182,-0.987086,-377.114807
963599,-166.282514,-0.545439,-356.029158
965799,-215.03340763636362,-116.060192,-400.012368
967999,-145.59963772727272,-0.416417,-361.788678
970199,-186.29164118181822,-1.251415,-356.473251
972399,-149.2079508181818,-1.583546,-303.919768
974599,-152.70584254545454,-0.385257,-420.980945
976799,-158.09667254545454,-118.316814,-250.391194
978999,-156.29613645454546,-118.431982,-245.787511
981199,-181.4824917272727,-118.271474,-379.248138
983399,-191.84442745454544,-0.462424,-393.587828
985599,-136.3748219090909,-117.473903,-250.035514
987799,-124.23070172727272,-0.175766,-243.841183
989999,-134.5066859090909,-4.995305,-248.155557
992199,-111.8845241818182,-0.771158,-248.569188
994399,-206.68319990909092,-1.826181,-376.773437
996599,-190.23610854545453,-0.461792,-375.565678
998799,-134.04791236363636,-0.207946,-365.482911
1000999,-124.69773109090907,-0.301547,-270.324143
1003199,-165.85657618181818,-117.106648,-249.148687
1005399,-185.22972654545453,-0.341744,-355.586115
1007599,-168.48414518181818,-0.466793,-394.668172
1009799,-181.6234161818182,-0.163115,-430.635499
1011999,-160.10043418181817,-0.925593,-285.161995
1014199,-207.1867198181818,-2.250587,-363.532445
1016399,-134.45750818181818,-0.328408,-248.199729
1018599,-124.33439400000002,-0.423909,-263.751861
1020799,-151.31769790909092,-0.554871,-358.370895
1022999,-132.6722998181818,-0.55989,-247.639992
1025199,-154.27698518181816,-2.915339,-250.925167
1027399,-134.17619945454544,-1.576574,-250.005124
1029599,-151.9500088181818,-114.764504,-349.750236
1031799,-121.66217272727272,-0.113931,-350.599832
1033999,-167.03370854545457,-0.363416,-361.549637
1036199,-165.9362527272727,-115.686951,-250.790358
1038399,-142.75529272727275,-0.223657,-247.277851
1040599,-167.00067554545456,-0.280196,-248.271811
1042799,-155.07111154545453,-0.524356,-396.06912
1044999,-153.1566783636364,-0.193419,-356.868232
1047199,-98.57146054545454,-0.110533,-244.293796
1049399,-128.42214145454545,-1.077539,-331.024808
1051599,-135.88872636363638,-0.161755,-326.609918
1053799,-90.49266563636364,-0.174179,-243.010121
1055999,-168.2328702727273,-116.048526,-255.054283
1058199,-144.58532772727273,-0.581927,-257.14339
1060399,-145.95232854545455,-0.120433,-249.649845
1062599,-172.8715101818182,-0.107508,-516.836549
1064799,-165.6948760909091,-0.661058,-352.969836
1066999,-165.78882827272727,-0.286122,-252.544923
1069199,-121.97386063636363,-0.41896,-237.937642
1071399,-153.1183962727273,-0.323347,-343.315534
1073599,-154.15996063636365,-0.384453,-331.855945
1075799,-258.6823319090909,-0.344222,-647.21081
1077999,-141.9811177272727,-0.391977,-242.145268
1080199,-110.62630318181817,-0.479898,-343.957327
1082399,-175.621061,-0.137872,-365.568575
1084599,-168.41148354545456,-0.298674,-338.703831
1086799,-167.83692681818184,-118.15292,-253.808609
1088999,-223.43486600000003,-120.89011,-363.002636
1091199,-185.01212781818182,-124.727458,-343.841057
1093399,-214.74025172727272,-123.320604,-379.475304
1095599,-188.76768281818178,-0.067639,-251.406929
1097799,-180.5352586363636,-0.213888,-359.353579
1099999,-175.24610954545457,-0.798647,-337.22182
1102199,-189.48831145454542,-117.130747,-250.511059
1104399,-199.54255981818184,-0.077369,-366.889891
1106599,-138.280099,-0.153252,-409.6365
1108799,-101.40239763636363,-0.063999,-131.421175
1110999,-168.8739127272727,-5.46392,-389.770653
1113199,-123.14579954545452,-0.251564,-254.54823
1115399,-141.44374363636362,-0.9434,-354.263308
1117599,-146.40829972727272,-0.47325,-370.086906
1119799,-197.33862509090906,-119.684736,-343.66049
1121999,-186.71989981818186,-0.324851,-426.016476
1124199,-166.69173636363638,-1.364157,-380.758615
1126399,-101.13848909090908,-0.163569,-254.220961
1128599,-155.09179063636364,-0.452616,-249.607024
1130799,-126.57593663636364,-0.262867,-263.050092
1132999,-135.06118372727272,-1.772343,-243.317367
1135199,-136.52341672727272,-2.919281,-252.342711
1137399,-144.94656818181818,-0.297528,-376.004978
1139599,-156.90839554545457,-2.452861,-251.255209
1141799,-166.55820563636362,-1.122789,-392.545721
1143999,-211.47583981818178,-1.798104,-404.880502
1146199,-169.78030918181818,-114.448971,-261.547963
1148399,-153.15699381818183,-0.105634,-357.445477
1150599,-134.93036363636364,-115.551951,-270.988206
1152799,-190.66646109090908,-1.360583,-359.919477
1154999,-121.20451818181817,-0.094918,-354.192955
1157199,-165.82021272727272,-118.490468,-356.13191
1159399,-156.52388009090907,-118.376182,-251.275056
1161599,-428.6806571818182,-126.683304,-894.270233
1163799,-215.64220790909093,-118.159539,-778.315016
1165999,-281.03001,-113.264741,-760.265366
1168199,-289.58392672727274,-0.122074,-785.520646
1170399,-178.6330170909091,-0.245607,-352.972785
1172599,-197.43128799999997,-0.153646,-337.031954
1174799,-195.5669867272727,-124.88618,-378.694571
1176999,-144.36841545454544,-0.397365,-365.046592
1179199,-244.00916427272725,-113.419422,-781.099638
1181399,-147.576495,-0.807945,-332.298464
1183599,-176.36349009090907,-122.595774,-352.839235
1185799,-226.52705754545457,-0.540847,-817.489272
1187999,-214.72166354545453,-0.597669,-767.698471
1190199,-345.0995748181818,-0.59168,-902.299591
1192399,-333.26230509090914,-0.513219,-888.384725
1194599,-143.05958363636364,-2.041392,-351.37959
1196799,-181.58353200000002,-0.485321,-345.408755
1198999,-188.23263945454548,-0.340418,-774.108392
1201199,-231.79736154545452,-0.210971,-856.798157
1203399,-363.66238790909097,-0.513039,-907.062748
1205599,-346.03725218181813,-120.644757,-900.853268
1207799,-217.1490445454545,-0.268196,-652.121509
1209999,-221.266035,-0.208254,-334.770309
1212199,-167.64184518181816,-116.249445,-251.056922
1214399,-123.70176018181819,-0.385423,-256.437074
1216599,-268.666067,-117.37015,-895.746878
1218799,-291.68027254545456,-0.759816,-1037.519911
1220999,-478.8649492727272,-115.583717,-1045.958391
1223199,-219.19600418181818,-0.35267,-1006.213484
1225399,-405.51478145454547,-0.589436,-1028.127106
1227599,-162.77126763636366,-0.265243,-253.451841
1229799,-322.8109946363636,-0.439308,-1046.943937
1231999,-474.6294941818182,-1.298974,-1085.339713
1234199,-777.5628795454545,-1.261931,-1051.140997
1236399,-153.74352954545455,-0.443279,-342.080365
1238599,-291.51642127272726,-0.856806,-1052.560468
1240799,-433.48589527272725,-116.88838,-1198.038893
1242999,-322.72169127272724,-1.319283,-1198.153387
1245199,-609.7537948181817,-0.62165,-1205.701597
1247399,-334.4183670909091,-119.099581,-1190.918332
1249599,-521.8396467272728,-0.175795,-1222.234259
1251799,-422.2117273636364,-0.282048,-1210.802933
1253999,-722.167285090909,-116.844786,-1243.033049
1256199,-348.3197461818182,-1.289097,-1216.61005
1258399,-366.7367910909091,-1.569407,-1244.237985
1260599,-411.80742972727273,-0.211065,-1240.660804
