time/fps,time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,time/iterations,rollout/ep_rew_mean,train/std,train/learning_rate,train/entropy_loss,train/n_updates,train/clip_range,train/policy_gradient_loss,train/loss,train/explained_variance,train/value_loss,train/approx_kl,train/clip_fraction
455,880640,200,1933,430,-158.134622,0.332014561,0.0003,-0.311583238,4290,0.2,0.003472466,0.168516368,0.987158381,2.019642717,0.0244044,0.205615234
455,882688,200,1937,431,-158.4623854,0.333699077,0.0003,-0.318123537,4300,0.2,0.004536241,0.133963659,0.991949032,4.144373989,0.009341894,0.154492188
455,884736,200,1942,432,-158.1185299,0.334247589,0.0003,-0.321223192,4310,0.2,-0.002356589,0.519637227,0.996852772,1.367734295,0.06686437,0.108740234
455,886784,200,1946,433,-160.3373828,0.337414086,0.0003,-0.326602757,4320,0.2,0.003322674,0.069797918,0.998707672,0.738702963,0.037957232,0.145605469
455,888832,200,1951,434,-170.7963273,0.336526841,0.0003,-0.333173559,4330,0.2,-0.000696716,0.473761559,0.998395129,1.277481393,0.011570072,0.118164063
455,890880,200,1955,435,-162.957751,0.336433858,0.0003,-0.329871535,4340,0.2,0.001034883,2.247341394,0.996921758,3.931145258,0.008841612,0.073242188
455,892928,200,1960,436,-157.9618591,0.338214159,0.0003,-0.333827807,4350,0.2,0.005182301,0.04344099,0.998648616,0.675636235,0.015878728,0.139892578
455,894976,200,1965,437,-167.1921828,0.343479276,0.0003,-0.344019522,4360,0.2,0.012552465,0.116478115,0.999470374,0.150805774,0.016863924,0.146875
455,897024,200,1969,438,-169.2386612,0.343642712,0.0003,-0.350871461,4370,0.2,0.000216043,38.64529037,0.857812673,137.1642676,0.00455675,0.072949219
455,899072,200,1974,439,-185.8181271,0.340756059,0.0003,-0.347317699,4380,0.2,-0.000927185,0.374450356,0.990879957,2.865897524,0.008106921,0.072949219
455,901120,200,1978,440,-180.4671375,0.340087503,0.0003,-0.340800582,4390,0.2,-0.002143863,25.17805672,0.892037235,222.9315336,0.002254433,0.024853516
455,903168,200,1983,441,-190.6576197,0.336195678,0.0003,-0.335155047,4400,0.2,0.004345137,0.101570457,0.984197013,2.302956134,0.010564749,0.156347656
455,905216,200,1988,442,-190.3407713,0.337176681,0.0003,-0.329644959,4410,0.2,0.00029339,0.245115221,0.979417214,9.387592725,0.005359578,0.041845703
455,907264,200,1992,443,-183.4646941,0.332181782,0.0003,-0.324835702,4420,0.2,0.001436784,0.572332621,0.979147254,7.765281349,0.005735936,0.093310547
455,909312,200,1996,444,-182.5365027,0.330125749,0.0003,-0.313372901,4430,0.2,0.005896413,0.241178393,0.99032897,1.775104359,0.061440073,0.206201172
455,911360,200,2001,445,-187.640091,0.32766223,0.0003,-0.30605491,4440,0.2,0.002816461,0.401672781,0.993522688,1.285898797,0.031473894,0.114550781
455,913408,200,2005,446,-186.9315707,0.326650411,0.0003,-0.301959275,4450,0.2,0.00093164,0.150490388,0.99578746,1.678588654,0.009663154,0.066552734
455,915456,200,2010,447,-176.7293389,0.324439317,0.0003,-0.297476469,4460,0.2,0.001317914,5.017446041,0.970695172,14.69016577,0.008569968,0.173828125
455,917504,200,2014,448,-169.9064322,0.323532015,0.0003,-0.293524608,4470,0.2,0.003147942,0.12988092,0.994871729,0.706700941,0.037255235,0.193994141
455,919552,200,2019,449,-159.1537497,0.325185508,0.0003,-0.292256638,4480,0.2,0.003437238,0.822607934,0.987226124,2.538106809,0.0117706,0.146826172
455,921600,200,2022,450,-158.8307244,0.325145721,0.0003,-0.295447507,4490,0.2,-0.001063114,30.19111252,0.90074493,48.64756009,0.003119844,0.019482422
455,923648,200,2026,451,-151.8684387,0.325327903,0.0003,-0.29586114,4500,0.2,0.000797781,12.50328541,0.961943403,40.12249463,0.031149965,0.160351563
455,925696,200,2031,452,-146.4179018,0.320527703,0.0003,-0.290507091,4510,0.2,0.002130748,2.035392523,0.968006328,13.20004543,0.00835258,0.148779297
455,927744,200,2036,453,-162.0983079,0.322473377,0.0003,-0.284139486,4520,0.2,-0.003025818,12.49939919,0.93051742,41.6978052,0.008386089,0.042529297
455,929792,200,2040,454,-161.3290702,0.32294327,0.0003,-0.287685357,4530,0.2,-0.001160677,138.9216003,0.944829762,141.7677349,0.000825751,0.004980469
455,931840,200,2045,455,-168.2685851,0.321442306,0.0003,-0.286007189,4540,0.2,0.00385559,0.638064265,0.946863566,9.539681052,0.005215125,0.070654297
455,933888,200,2049,456,-168.4086009,0.32035616,0.0003,-0.282028376,4550,0.2,-0.002169262,16.50099754,0.973007282,58.92448149,0.003174191,0.03515625
455,935936,200,2054,457,-170.9291309,0.317171603,0.0003,-0.273362401,4560,0.2,0.004893887,0.200578704,0.988947146,1.869438717,0.014748517,0.123681641
455,937984,200,2058,458,-168.6746678,0.316179216,0.0003,-0.271225255,4570,0.2,0.002171944,0.277707011,0.996547429,1.114160428,0.03434798,0.148291016
455,940032,200,2061,459,-157.4668688,0.31869331,0.0003,-0.275036114,4580,0.2,0.007070051,0.051102422,0.99625942,0.611014258,0.018825904,0.150878906
456,942080,200,2065,460,-155.8235238,0.310936064,0.0003,-0.265113134,4590,0.2,0.003431191,0.044556934,0.992109927,0.924455146,0.019511394,0.159765625
456,944128,200,2070,461,-154.8290063,0.311673254,0.0003,-0.252330511,4600,0.2,0.018509304,0.055505294,0.991400193,0.350348952,0.027551597,0.287841797
455,946176,200,2075,462,-151.4222049,0.310800284,0.0003,-0.25220482,4610,0.2,0.003095423,0.046966869,0.999304611,0.284090422,0.006470494,0.143505859
455,948224,200,2079,463,-148.2250433,0.308270842,0.0003,-0.246022765,4620,0.2,-0.004590672,3.804299831,0.986646322,5.340408347,0.007344431,0.069628906
455,950272,200,2084,464,-142.5656501,0.312757909,0.0003,-0.248774123,4630,0.2,-0.001425505,0.154692769,0.997832641,0.923884018,0.010204623,0.086572266
456,952320,200,2088,465,-137.8117108,0.312760025,0.0003,-0.25605325,4640,0.2,0.003981467,0.145310029,0.983988998,1.928647338,0.010002264,0.1078125
456,954368,200,2091,466,-140.205968,0.311196655,0.0003,-0.255214307,4650,0.2,-0.00300689,0.153474569,0.988509584,3.13277245,0.008360437,0.080419922
456,956416,200,2096,467,-142.2146608,0.314127713,0.0003,-0.2556669,4660,0.2,0.000294313,0.341626137,0.998978803,0.69739173,0.009775408,0.089941406
456,958464,200,2100,468,-149.0095424,0.318872988,0.0003,-0.267830121,4670,0.2,0.001902737,0.627558231,0.998532894,1.136844084,0.004002395,0.086767578
456,960512,200,2104,469,-150.0875723,0.323574752,0.0003,-0.279445346,4680,0.2,0.000619103,0.168936163,0.976521794,4.394997066,0.020975322,0.091259766
456,962560,200,2108,470,-153.949506,0.314962775,0.0003,-0.276157508,4690,0.2,0.001878838,0.132583067,0.998332687,0.55865397,0.01261413,0.146875
456,964608,200,2112,471,-153.8820837,0.311830759,0.0003,-0.258387314,4700,0.2,0.004178672,0.52180171,0.977748506,5.717963413,0.02375799,0.148583984
456,966656,200,2116,472,-152.7060568,0.310167432,0.0003,-0.252107907,4710,0.2,0.004101331,0.135782331,0.9983201,0.534624683,0.021341827,0.188867188
456,968704,200,2121,473,-157.3892049,0.308723599,0.0003,-0.246972377,4720,0.2,0.001878133,1.27042377,0.99215186,3.13543669,0.011302542,0.158251953
456,970752,200,2126,474,-155.0267461,0.311394751,0.0003,-0.246802357,4730,0.2,-0.000273726,0.112835854,0.997288024,0.677644329,0.014817638,0.140527344
456,972800,200,2130,475,-159.536542,0.310238987,0.0003,-0.250616069,4740,0.2,0.007961473,0.005363241,0.99949867,0.139761683,0.08583557,0.211962891
456,974848,200,2134,476,-157.1030347,0.308204681,0.0003,-0.245821939,4750,0.2,-0.003120632,4.625323296,0.989368586,5.758665057,0.011813525,0.070361328
456,976896,200,2139,477,-151.8655096,0.307846785,0.0003,-0.241014668,4760,0.2,0.002816503,0.108645357,0.997169883,1.049593693,0.008499915,0.128710938
456,978944,200,2143,478,-152.8690279,0.304932594,0.0003,-0.237777136,4770,0.2,0.002324673,0.13017635,0.999068005,0.327012724,0.009676824,0.127832031
456,980992,200,2148,479,-157.6062214,0.302034825,0.0003,-0.226461032,4780,0.2,0.003359271,0.08780513,0.993127369,0.57747688,0.014439722,0.159912109
456,983040,200,2153,480,-165.0001327,0.300787717,0.0003,-0.218558254,4790,0.2,-0.001605233,1.324602485,0.983761139,3.142567161,0.005391079,0.12265625
456,985088,200,2157,481,-167.0577323,0.300345689,0.0003,-0.217171585,4800,0.2,-0.003137373,1.757986069,0.991934156,7.489723249,0.005728829,0.092626953
456,987136,200,2162,482,-168.3376167,0.300757647,0.0003,-0.217034698,4810,0.2,0.002093977,0.471251249,0.996590101,1.218699672,0.024828365,0.140869141
456,989184,200,2167,483,-166.0133228,0.302651584,0.0003,-0.219075217,4820,0.2,0.000444357,0.786247611,0.989673114,2.616740666,0.012233539,0.104003906
456,991232,200,2172,484,-166.8562352,0.304338574,0.0003,-0.228338372,4830,0.2,0.003438833,0.01948449,0.999108028,0.298063093,0.019641906,0.170751953
456,993280,200,2176,485,-162.5812367,0.303783774,0.0003,-0.228312926,4840,0.2,0.000564408,0.043029897,0.998585194,0.45344298,0.020125277,0.171435547
456,995328,200,2181,486,-158.3592521,0.303273648,0.0003,-0.226276931,4850,0.2,0.002802736,1.824847102,0.991949281,3.542974495,0.05046255,0.190820313
456,997376,200,2185,487,-164.5520182,0.301240891,0.0003,-0.220902067,4860,0.2,0.002666447,0.18734999,0.997923883,0.375147465,0.012602946,0.183837891
456,999424,200,2190,488,-167.1628151,0.304623842,0.0003,-0.223891598,4870,0.2,-0.000937957,0.149515569,0.994692183,2.539045837,0.020019785,0.126074219
456,1001472,200,2194,489,-163.0659927,0.308893174,0.0003,-0.23719884,4880,0.2,0.00342721,0.232090503,0.99977322,0.163175625,0.013098004,0.133935547
456,1003520,200,2198,490,-163.5048361,0.308910877,0.0003,-0.244313011,4890,0.2,-0.001513041,-0.008808855,0.998672433,0.962517204,0.015192858,0.101660156
456,1005568,200,2203,491,-163.2463765,0.306917667,0.0003,-0.239998804,4900,0.2,-0.002145152,2.707006216,0.997925892,2.398498534,0.0066807,0.071289063
456,1007616,200,2208,492,-161.832888,0.308055073,0.0003,-0.239800983,4910,0.2,0.002618646,0.705760479,0.995674703,1.315996911,0.009299258,0.092822266
456,1009664,200,2212,493,-167.3650907,0.307406157,0.0003,-0.24142158,4920,0.2,0.000936395,0.101488508,0.999321971,0.330235613,0.029316977,0.160791016
456,1011712,200,2217,494,-167.5253257,0.307857692,0.0003,-0.241044659,4930,0.2,-0.001035457,0.042128179,0.999749447,0.303907129,0.012154849,0.143017578
456,1013760,200,2222,495,-166.0455202,0.295274973,0.0003,-0.22046291,4940,0.2,0.002692681,0.084974483,0.999346106,0.23521078,0.021899432,0.145214844
456,1015808,200,2226,496,-167.4377931,0.296674341,0.0003,-0.199884985,4950,0.2,-0.001980202,0.052174833,0.999871362,0.108950853,0.03819664,0.127539063
456,1017856,200,2230,497,-163.04413,0.297767371,0.0003,-0.206295808,4960,0.2,-0.001376088,0.09134198,0.994845628,0.868663377,0.016752005,0.123535156
456,1019904,200,2235,498,-165.4187824,0.296819001,0.0003,-0.206384343,4970,0.2,-0.000520184,1.696030259,0.993757638,1.606752602,0.0097831,0.093945313
456,1021952,200,2239,499,-156.3744185,0.300206274,0.0003,-0.206858901,4980,0.2,2.14E-05,0.762135744,0.975317409,2.205758713,0.018346796,0.146875
456,1024000,200,2244,500,-158.2511378,0.299680501,0.0003,-0.217758936,4990,0.2,0.004795532,0.212937415,0.996615518,0.414483096,0.011507825,0.165087891
456,1026048,200,2248,501,-155.0188302,0.29806599,0.0003,-0.212307418,5000,0.2,-0.002848326,0.058784835,0.999271598,0.629070974,0.014954813,0.097460938
456,1028096,200,2253,502,-158.8389947,0.293945998,0.0003,-0.202805825,5010,0.2,0.005345614,0.286090076,0.998148065,0.394338998,0.016609255,0.112109375
456,1030144,200,2257,503,-154.3887926,0.300741047,0.0003,-0.205366926,5020,0.2,0.009095926,0.132929116,0.999829156,0.129330579,0.014945637,0.146044922
456,1032192,200,2262,504,-153.8794619,0.302037388,0.0003,-0.21901617,5030,0.2,0.00045209,0.0233372,0.99973282,0.145443235,0.016953316,0.159667969
456,1034240,200,2266,505,-154.3092031,0.301715702,0.0003,-0.222803884,5040,0.2,-0.00075824,0.039763108,0.997463838,0.848308836,0.011990462,0.125097656
456,1036288,200,2271,506,-158.1056041,0.301053971,0.0003,-0.220153205,5050,0.2,-0.001385254,0.059452485,0.971657939,32.76690108,0.004255033,0.053076172
456,1038336,200,2276,507,-154.1888286,0.300032139,0.0003,-0.216260707,5060,0.2,-0.00164429,0.677356839,0.991699981,3.157251995,0.005443747,0.123779297
456,1040384,200,2280,508,-160.6560909,0.301575452,0.0003,-0.21893587,5070,0.2,-0.004415346,0.137109488,0.994907335,0.749104382,0.010731394,0.1078125
456,1042432,200,2285,509,-164.4017683,0.300618649,0.0003,-0.219716912,5080,0.2,-0.000666791,0.197196007,0.997998126,1.056568085,0.015738325,0.102978516
456,1044480,200,2289,510,-165.6799522,0.300016463,0.0003,-0.217146726,5090,0.2,0.007903447,0.785286427,0.999374436,0.42068019,0.010332652,0.111669922
456,1046528,200,2294,511,-165.1079749,0.306316823,0.0003,-0.226951797,5100,0.2,0.005517791,0.169132754,0.999727995,0.197941021,0.015687192,0.119433594
456,1048576,200,2298,512,-162.4441199,0.307579726,0.0003,-0.236983765,5110,0.2,0.00235481,0.187041655,0.997286062,0.756608658,0.018172385,0.129003906
456,1050624,200,2303,513,-159.7105457,0.302313805,0.0003,-0.231293802,5120,0.2,0.004637664,-0.006181551,0.999763024,0.099727249,0.012057709,0.166894531
456,1052672,200,2307,514,-159.767706,0.303704321,0.0003,-0.224569904,5130,0.2,0.00094531,0.280675292,0.991966964,3.186817638,0.007848646,0.097705078
456,1054720,200,2312,515,-159.3583601,0.29871884,0.0003,-0.222455829,5140,0.2,-0.003548401,0.046297535,0.998536877,0.459919148,0.022721995,0.139550781
456,1056768,200,2317,516,-159.3302621,0.299562007,0.0003,-0.211265474,5150,0.2,0.000737522,0.113043636,0.987049561,5.576942835,0.010758777,0.079296875
455,1058816,200,2322,517,-160.710889,0.303063273,0.0003,-0.217329192,5160,0.2,4.49E-05,0.049114652,0.980506424,2.773644686,0.028048638,0.127880859
455,1060864,200,2326,518,-152.6909381,0.307035059,0.0003,-0.233252119,5170,0.2,0.003195914,7.268270493,0.989269266,8.075665883,0.006385407,0.078076172
455,1062912,200,2331,519,-155.0382061,0.305008858,0.0003,-0.235317101,5180,0.2,0.00140237,8.071948051,0.987977386,10.67777273,0.010139136,0.129101563
455,1064960,200,2336,520,-157.8762027,0.30756408,0.0003,-0.23495901,5190,0.2,0.002152506,0.075954802,0.996063834,1.560914304,0.007498147,0.093408203
455,1067008,200,2340,521,-158.663392,0.307171047,0.0003,-0.239510259,5200,0.2,0.001276705,0.461353779,0.988284274,3.256102447,0.00524364,0.041650391
455,1069056,200,2345,522,-158.7290487,0.308012962,0.0003,-0.238100054,5210,0.2,0.007100393,0.193438306,0.998681161,0.448089345,0.010866329,0.120068359
455,1071104,200,2350,523,-157.0802179,0.310336232,0.0003,-0.24459693,5220,0.2,0.003764808,0.06056099,0.990172532,1.019098174,0.009101104,0.137109375
455,1073152,200,2355,524,-159.0993831,0.312410772,0.0003,-0.250898753,5230,0.2,0.000460773,0.108063921,0.992028963,2.485694486,0.018744288,0.085107422
455,1075200,200,2359,525,-161.7301989,0.32183364,0.0003,-0.271020803,5240,0.2,0.003480099,0.010635328,0.999591509,0.183410227,0.015380582,0.169775391
455,1077248,200,2364,526,-154.7891655,0.320302248,0.0003,-0.284223931,5250,0.2,0.000548504,1.412021875,0.986545213,3.969415124,0.004616866,0.049462891
455,1079296,200,2369,527,-153.4128399,0.322884023,0.0003,-0.284771026,5260,0.2,-0.00025024,0.086115062,0.998043898,0.384700336,0.047780395,0.123388672
455,1081344,200,2373,528,-155.3222997,0.322927862,0.0003,-0.289096211,5270,0.2,0.002664702,0.078080773,0.998561693,0.326806824,0.008206008,0.150341797
455,1083392,200,2378,529,-150.6676204,0.321628541,0.0003,-0.28708733,5280,0.2,-0.00278876,0.058096454,0.999617248,0.124741817,0.008894899,0.118115234
455,1085440,200,2381,530,-142.8875818,0.32586351,0.0003,-0.291890071,5290,0.2,-0.001093876,0.086656824,0.996749655,0.494524157,0.010841746,0.109326172
455,1087488,200,2386,531,-137.897581,0.321721405,0.0003,-0.292576469,5300,0.2,-0.000526517,0.013539705,0.996389145,1.649630917,0.008746069,0.098144531
456,1089536,200,2389,532,-138.32249,0.320972353,0.0003,-0.285586939,5310,0.2,0.004782155,-0.000402741,0.997070153,0.226462367,0.018689658,0.221630859
456,1091584,200,2393,533,-144.0927343,0.32089147,0.0003,-0.280940881,5320,0.2,0.000189083,1.632480025,0.987418083,13.79703257,0.003561681,0.150976563
456,1093632,200,2397,534,-143.3940159,0.322026044,0.0003,-0.283132444,5330,0.2,-0.002437046,0.051653557,0.994787375,1.343005418,0.024982342,0.121679688
456,1095680,200,2401,535,-141.5148216,0.322550774,0.0003,-0.285975754,5340,0.2,0.002020843,0.013050459,0.992392423,2.811650293,0.016184777,0.129833984
456,1097728,200,2406,536,-141.7481334,0.31893003,0.0003,-0.284364312,5350,0.2,0.003163364,0.034303717,0.992685379,0.964177827,0.008249663,0.102685547
456,1099776,200,2410,537,-143.7777767,0.323944181,0.0003,-0.286880806,5360,0.2,-0.000915278,0.049011409,0.998185398,0.382499932,0.019925427,0.139160156
456,1101824,200,2415,538,-148.599217,0.323563606,0.0003,-0.292239363,5370,0.2,0.002962362,0.938830256,0.992415741,4.026707303,0.009770712,0.063525391
456,1103872,200,2420,539,-155.5825188,0.322638243,0.0003,-0.289834053,5380,0.2,0.000743295,0.041075762,0.999463546,0.201809407,0.02267361,0.149707031
456,1105920,200,2424,540,-152.8186455,0.321612537,0.0003,-0.287692537,5390,0.2,0.001943548,0.27024743,0.999343075,0.620713353,0.009996301,0.0828125
456,1107968,200,2429,541,-157.6537452,0.323968232,0.0003,-0.286863159,5400,0.2,0.004735315,0.113872133,0.992529755,0.625259845,0.041632004,0.136669922
456,1110016,200,2433,542,-155.1273021,0.323541582,0.0003,-0.290526905,5410,0.2,-0.003660488,0.549455464,0.994458248,1.589261461,0.015322121,0.106103516
455,1112064,200,2438,543,-146.3306757,0.31148389,0.0003,-0.275940898,5420,0.2,0.001929801,0.080321312,0.989337809,1.04608169,0.009995103,0.1703125
455,1114112,200,2443,544,-146.4478775,0.315576792,0.0003,-0.258698747,5430,0.2,-0.000856703,-0.010931671,0.998543272,0.400687963,0.01087435,0.091210938
455,1116160,200,2448,545,-147.0222573,0.315050781,0.0003,-0.265195985,5440,0.2,-0.001274886,0.056869317,0.991528286,2.739261175,0.015178677,0.124853516
455,1118208,200,2453,546,-146.6545857,0.315889716,0.0003,-0.265439713,5450,0.2,-0.000304016,7.479038239,0.983901756,4.347890881,0.004085803,0.075537109
455,1120256,200,2458,547,-145.0001864,0.315484911,0.0003,-0.264652289,5460,0.2,-0.002643567,0.081241429,0.999392742,0.253306545,0.016737685,0.105712891
455,1122304,200,2463,548,-148.7384136,0.313832104,0.0003,-0.262312298,5470,0.2,0.004706861,0.844161689,0.985370255,1.587384702,0.020084027,0.166650391
455,1124352,200,2467,549,-143.0489453,0.320358694,0.0003,-0.270655155,5480,0.2,-0.004297645,0.227368012,0.9975905,1.031146607,0.018958468,0.095117188
455,1126400,200,2472,550,-145.5166534,0.320382416,0.0003,-0.281987265,5490,0.2,0.000326315,0.009176619,0.999865117,0.079279823,0.016186634,0.188574219
455,1128448,200,2477,551,-141.4502287,0.316148639,0.0003,-0.275613999,5500,0.2,0.001266401,0.073979273,0.999291084,0.245072014,0.018600866,0.141308594
455,1130496,200,2482,552,-153.6375612,0.319419593,0.0003,-0.272335607,5510,0.2,-0.00274756,0.314301133,0.990009109,1.243733187,0.012356319,0.090087891
455,1132544,200,2486,553,-153.7578023,0.320673108,0.0003,-0.280380742,5520,0.2,-0.004356959,1.13263011,0.987337408,4.977239784,0.004470529,0.052294922
455,1134592,200,2491,554,-157.0774641,0.316550553,0.0003,-0.277464662,5530,0.2,-0.000174362,-0.032858755,0.999047466,0.270247486,0.013335855,0.11328125
455,1136640,200,2495,555,-152.8077284,0.31839779,0.0003,-0.271678597,5540,0.2,0.000758569,0.272530258,0.992934378,1.228970387,0.026726067,0.142236328
455,1138688,200,2500,556,-156.4352831,0.317881137,0.0003,-0.272933386,5550,0.2,-0.00072008,0.01658994,0.993223614,1.684635228,0.010192284,0.094140625
455,1140736,200,2504,557,-158.8929694,0.316954285,0.0003,-0.273338363,5560,0.2,0.001636582,0.026196117,0.998306971,0.486281844,0.008741342,0.1484375
455,1142784,200,2509,558,-164.3285649,0.315900981,0.0003,-0.268238452,5570,0.2,-0.004648157,0.170098916,0.986865051,1.536440442,0.012561563,0.087548828
455,1144832,200,2514,559,-170.364967,0.316765815,0.0003,-0.267936348,5580,0.2,-0.000968757,4.74064064,0.990420735,10.08833801,0.002695127,0.0390625
455,1146880,200,2519,560,-171.7954429,0.316074431,0.0003,-0.268638441,5590,0.2,0.001938439,4.321550369,0.984553318,3.151029127,0.012841023,0.089501953
455,1148928,200,2523,561,-173.5949523,0.320005536,0.0003,-0.273629658,5600,0.2,-0.003488515,0.220256314,0.990322917,2.063365201,0.012067521,0.118212891
455,1150976,200,2528,562,-174.955885,0.317175418,0.0003,-0.272644976,5610,0.2,0.002831733,0.176911741,0.998081371,0.86598999,0.013958557,0.098779297
455,1153024,200,2532,563,-172.4640178,0.313741952,0.0003,-0.266697589,5620,0.2,0.001512927,0.182444274,0.989109984,5.382304306,0.004706713,0.067675781
455,1155072,200,2536,564,-170.3425146,0.307386369,0.0003,-0.246885403,5630,0.2,0.003341243,0.037576128,0.997939974,0.269871931,0.017986659,0.161132813
455,1157120,200,2541,565,-169.7271883,0.308520198,0.0003,-0.242091955,5640,0.2,-0.004961467,0.01406398,0.995844155,0.756349705,0.008462062,0.125292969
455,1159168,200,2544,566,-172.6994979,0.297359735,0.0003,-0.225536893,5650,0.2,0.002880822,0.037692934,0.999888981,0.082578852,0.01414938,0.132666016
455,1161216,200,2549,567,-171.92795,0.29627654,0.0003,-0.203411346,5660,0.2,3.09E-05,3.478848457,0.997900716,4.000602825,0.004054193,0.094775391
455,1163264,200,2553,568,-164.3703708,0.296022385,0.0003,-0.20204566,5670,0.2,-0.002312083,0.889370799,0.995294461,1.963320521,0.004376985,0.146191406
455,1165312,200,2558,569,-163.1316718,0.293888539,0.0003,-0.200855971,5680,0.2,0.00244209,0.020181375,0.999331139,0.194283872,0.027173989,0.177148438
455,1167360,200,2562,570,-161.9065334,0.296360463,0.0003,-0.19889982,5690,0.2,-0.001248175,0.035679247,0.99877325,0.596674868,0.020737838,0.092431641
455,1169408,200,2567,571,-157.7237845,0.296478927,0.0003,-0.20385235,5700,0.2,0.000155006,0.287205458,0.996518792,2.906951379,0.002826518,0.088378906
455,1171456,200,2572,572,-159.9763151,0.297171056,0.0003,-0.205729224,5710,0.2,0.004292841,0.019054655,0.998682758,0.232127579,0.011468151,0.127929688
455,1173504,200,2577,573,-161.6647615,0.291433275,0.0003,-0.195710207,5720,0.2,-0.000866592,0.047547489,0.999813296,0.173259782,0.010734799,0.084179688
455,1175552,200,2581,574,-164.9977771,0.294077575,0.0003,-0.190351791,5730,0.2,-0.004350563,0.094976105,0.999163538,0.38570821,0.012732757,0.118457031
455,1177600,200,2586,575,-163.237736,0.293460935,0.0003,-0.193612205,5740,0.2,-0.002806856,0.104281679,0.99918334,0.358744902,0.009046843,0.102685547
455,1179648,200,2591,576,-158.2743464,0.29629004,0.0003,-0.199490429,5750,0.2,0.005370805,0.008925859,0.999451125,0.130842285,0.01699108,0.151416016
455,1181696,200,2595,577,-156.6566243,0.29884088,0.0003,-0.206142944,5760,0.2,-0.001811451,0.022432774,0.999598108,0.11648331,0.01637125,0.156445313
455,1183744,200,2600,578,-160.4600386,0.295256972,0.0003,-0.206868814,5770,0.2,-0.006634472,0.046398386,0.998914287,0.271286314,0.016767476,0.108935547
455,1185792,200,2605,579,-160.7967136,0.292570859,0.0003,-0.193788911,5780,0.2,0.000764437,0.159667164,0.995444153,1.299780287,0.03043113,0.149072266
455,1187840,200,2609,580,-162.9085283,0.294214517,0.0003,-0.19239689,5790,0.2,0.000735074,0.124292076,0.987305122,2.165958577,0.00739414,0.076660156
455,1189888,200,2614,581,-168.7656226,0.296450108,0.0003,-0.199926439,5800,0.2,-0.004066015,0.131748408,0.991229857,3.079807137,0.011378319,0.101708984
455,1191936,200,2618,582,-162.3781245,0.29249087,0.0003,-0.195101183,5810,0.2,0.000843105,0.207090229,0.998929664,0.665566717,0.011391889,0.109863281
455,1193984,200,2622,583,-160.2829175,0.294252634,0.0003,-0.194855092,5820,0.2,0.00252679,-0.000436136,0.999834981,0.075397793,0.009306629,0.143847656
455,1196032,200,2626,584,-162.8856747,0.292721212,0.0003,-0.195330935,5830,0.2,0.00204484,0.062303051,0.985025413,1.60898934,0.006505681,0.139355469
455,1198080,200,2631,585,-165.0871516,0.292414933,0.0003,-0.189411458,5840,0.2,-0.001306693,3.716829062,0.980129985,12.18642118,0.00479251,0.021337891
455,1200128,200,2636,586,-161.2851861,0.288368732,0.0003,-0.185138849,5850,0.2,-0.001747165,0.082782172,0.998516756,0.225583313,0.013220212,0.116894531
455,1202176,200,2641,587,-161.2876405,0.287688255,0.0003,-0.171829236,5860,0.2,0.006739632,0.198297098,0.993404833,2.221467186,0.013037927,0.213476563
455,1204224,200,2645,588,-163.3663794,0.2894063,0.0003,-0.175508044,5870,0.2,0.001874271,0.033021715,0.994832961,0.808940177,0.050644927,0.172558594
455,1206272,200,2650,589,-163.2919097,0.29485029,0.0003,-0.186238347,5880,0.2,-0.002371731,0.042238362,0.997964134,1.001120209,0.005804894,0.052001953
455,1208320,200,2655,590,-158.9656474,0.298623055,0.0003,-0.206268823,5890,0.2,0.002510476,0.204618677,0.998402766,0.415633041,0.019449197,0.118652344
454,1210368,200,2660,591,-155.3135071,0.300522238,0.0003,-0.213357534,5900,0.2,-0.001157842,0.024730809,0.999612523,0.247779651,0.014873892,0.176269531
454,1212416,200,2665,592,-164.5578599,0.30606851,0.0003,-0.227970145,5910,0.2,-0.006048833,0.085864566,0.999062861,0.306446102,0.016314335,0.1359375
454,1214464,200,2670,593,-161.426198,0.307555377,0.0003,-0.239731232,5920,0.2,-0.004536693,0.057196803,0.999198142,0.379379721,0.010816343,0.103955078
454,1216512,200,2675,594,-158.0251851,0.308535367,0.0003,-0.241619223,5930,0.2,-8.40E-05,0.03332207,0.999747609,0.137305444,0.015222658,0.162744141
454,1218560,200,2679,595,-158.6570218,0.308616519,0.0003,-0.242726214,5940,0.2,-0.003740866,2.477021217,0.978902884,16.63677493,0.012791557,0.096923828
454,1220608,200,2684,596,-161.6649055,0.302293569,0.0003,-0.234171708,5950,0.2,-0.002249239,0.031229943,0.998541128,0.231916171,0.014430092,0.136816406
454,1222656,200,2689,597,-159.3815782,0.297119379,0.0003,-0.21221022,5960,0.2,-0.002716586,0.015819728,0.999837313,0.093612631,0.007181951,0.143652344
454,1224704,200,2694,598,-152.4686724,0.296770334,0.0003,-0.203538698,5970,0.2,-0.002524213,5.032726765,0.977678278,12.38963283,0.004694524,0.068847656
454,1226752,200,2699,599,-158.5071,0.295983851,0.0003,-0.203659374,5980,0.2,-0.001451381,0.098888122,0.997025933,0.378837998,0.008816732,0.081054688
454,1228800,200,2704,600,-160.6681295,0.296358913,0.0003,-0.201545415,5990,0.2,0.000771003,4.397678852,0.994125438,9.130188381,0.011507129,0.097558594
