,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover-aviary-v0_2023-01-22,2048,0.000548,1.0,2048,-0.787656,-0.787693,-0.787619,1.1e-05,1,29.179298877716064
1,exp_name: hover-aviary-v0_2023-01-22,4096,0.000592,1.0,2048,-0.787655,-0.787689,-0.787614,1.1e-05,2,59.282949924468994
2,exp_name: hover-aviary-v0_2023-01-22,6144,0.000552,1.0,2048,-0.787655,-0.787687,-0.787623,1e-05,3,88.67567181587219
3,exp_name: hover-aviary-v0_2023-01-22,8192,0.000534,1.0,2048,-0.787653,-0.787688,-0.787616,1.1e-05,4,117.7305428981781
4,exp_name: hover-aviary-v0_2023-01-22,10240,0.000557,1.0,2048,-0.787651,-0.787689,-0.787611,1.1e-05,5,147.17868304252625
0,exp_name: hover-aviary-v0_2023-01-22,12288,0.000567,1.0,2048,-0.787649,-0.787685,-0.787611,1.1e-05,6,176.6419038772583
1,exp_name: hover-aviary-v0_2023-01-22,14336,0.00053,1.0,2048,-0.787647,-0.78768,-0.787606,1.1e-05,7,205.37839198112488
2,exp_name: hover-aviary-v0_2023-01-22,16384,0.000533,1.0,2048,-0.787644,-0.787679,-0.787606,1.1e-05,8,234.01737189292908
3,exp_name: hover-aviary-v0_2023-01-22,18432,0.000563,1.0,2048,-0.787642,-0.787678,-0.787609,1.1e-05,9,263.32772493362427
4,exp_name: hover-aviary-v0_2023-01-22,20480,0.000579,1.0,2048,-0.78764,-0.787682,-0.787606,1.1e-05,10,292.8211658000946
0,exp_name: hover-aviary-v0_2023-01-22,22528,0.000537,1.0,2048,-0.787637,-0.78767,-0.787594,1.1e-05,11,321.8926899433136
1,exp_name: hover-aviary-v0_2023-01-22,24576,0.000542,1.0,2048,-0.787635,-0.787672,-0.787598,1.1e-05,12,350.84648299217224
2,exp_name: hover-aviary-v0_2023-01-22,26624,0.000496,1.0,2048,-0.787633,-0.78767,-0.787592,1.1e-05,13,379.13251996040344
3,exp_name: hover-aviary-v0_2023-01-22,28672,0.00055,1.0,2048,-0.78763,-0.787665,-0.787591,1.1e-05,14,408.4834268093109
4,exp_name: hover-aviary-v0_2023-01-22,30720,0.000525,1.0,2048,-0.787627,-0.787665,-0.787591,1.1e-05,15,437.236426115036
0,exp_name: hover-aviary-v0_2023-01-22,32768,0.000504,1.0,2048,-0.787625,-0.78766,-0.787587,1.1e-05,16,465.5981080532074
1,exp_name: hover-aviary-v0_2023-01-22,34816,0.000512,1.0,2048,-0.787622,-0.787657,-0.787582,1.1e-05,17,494.107980966568
2,exp_name: hover-aviary-v0_2023-01-22,36864,0.000582,1.0,2048,-0.78762,-0.787655,-0.787585,1.1e-05,18,524.0036580562592
3,exp_name: hover-aviary-v0_2023-01-22,38912,0.000602,1.0,2048,-0.787618,-0.787661,-0.78757,1.1e-05,19,554.1340129375458
4,exp_name: hover-aviary-v0_2023-01-22,40960,0.000559,1.0,2048,-0.787616,-0.787652,-0.787577,1.1e-05,20,583.6105880737305
0,exp_name: hover-aviary-v0_2023-01-22,43008,0.000533,1.0,2048,-0.787614,-0.787648,-0.78757,1.1e-05,21,612.4850797653198
1,exp_name: hover-aviary-v0_2023-01-22,45056,0.000536,1.0,2048,-0.787611,-0.787649,-0.787566,1.1e-05,22,641.5636730194092
2,exp_name: hover-aviary-v0_2023-01-22,47104,0.00049,1.0,2048,-0.787608,-0.787652,-0.787566,1.2e-05,23,669.8440790176392
3,exp_name: hover-aviary-v0_2023-01-22,49152,0.000488,1.0,2048,-0.787607,-0.787647,-0.787562,1.2e-05,24,698.0071229934692
4,exp_name: hover-aviary-v0_2023-01-22,51200,0.000573,1.0,2048,-0.787604,-0.787648,-0.787569,1.2e-05,25,727.6165399551392
0,exp_name: hover-aviary-v0_2023-01-22,53248,0.000504,1.0,2048,-0.787601,-0.787651,-0.787562,1.2e-05,26,756.0080189704895
1,exp_name: hover-aviary-v0_2023-01-22,55296,0.00049,1.0,2048,-0.787599,-0.787638,-0.78756,1.2e-05,27,784.1833260059357
2,exp_name: hover-aviary-v0_2023-01-22,57344,0.000586,1.0,2048,-0.787597,-0.787633,-0.787557,1.2e-05,28,814.1486020088196
3,exp_name: hover-aviary-v0_2023-01-22,59392,0.000595,1.0,2048,-0.787594,-0.787633,-0.787553,1.1e-05,29,844.3931958675385
