,episodes,training time,length per episode,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,1,1.1524107456207275,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,2048,0.500466,1024.0,-783.835621,-856.660128,-711.011114,72.824507
1,2,2.267577886581421,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,4096,0.491842,1024.0,-862.339909,-872.498224,-852.181595,10.158314
2,3,3.3680708408355713,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,6144,0.486428,1024.0,-918.23742,-947.379998,-889.094842,29.142578
3,4,4.691683053970337,3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,8472,0.391022,776.0,-954.912619,-1174.528362,-659.679423,216.8807
4,5,6.123032808303833,3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,11315,0.420879,947.666667,-1076.791556,-1122.249876,-1028.576227,38.291766
5,6,7.510992765426636,3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,13994,0.407103,893.0,-996.022085,-1158.059537,-818.20875,139.191231
6,7,8.512764930725098,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,16042,0.442211,1024.0,-1120.469548,-1199.190843,-1041.748252,78.721295
7,8,9.610284090042114,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,18090,0.486125,1024.0,-1221.135927,-1426.163754,-1016.108101,205.027826
0,9,10.667605876922607,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,20138,0.464813,1024.0,-964.859424,-1029.423506,-900.295342,64.564082
1,10,11.71786904335022,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,22186,0.460053,1024.0,-846.555102,-988.440296,-704.669907,141.885194
2,11,12.7724769115448,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,24234,0.46315,1024.0,-695.637113,-700.133564,-691.140661,4.496451
3,12,13.778830766677856,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,26282,0.441256,1024.0,-733.057994,-857.281881,-608.834107,124.223887
4,13,14.816362857818604,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,28330,0.455086,1024.0,-759.382442,-908.561523,-610.20336,149.179082
0,14,15.829968929290771,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,30378,0.440942,1024.0,-666.95937,-708.481927,-625.436812,41.522558
1,15,16.830309867858887,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,32426,0.439425,1024.0,-516.442284,-550.698325,-482.186242,34.256041
2,16,17.895174980163574,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,34474,0.468035,1024.0,-497.023702,-533.856286,-460.191119,36.832584
3,17,18.899441957473755,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,36522,0.440775,1024.0,-499.915591,-507.432662,-492.398519,7.517072
4,18,19.933488845825195,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,38570,0.449179,1024.0,-498.847887,-502.078343,-495.617431,3.230456
0,19,20.978562116622925,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,40618,0.458525,1024.0,-508.694024,-522.465489,-494.92256,13.771465
1,20,22.01575803756714,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,42666,0.454492,1024.0,-553.765728,-595.586911,-511.944545,41.821183
2,21,23.109670877456665,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,44714,0.482648,1024.0,-511.22274,-522.852056,-499.593423,11.629316
3,22,24.27490472793579,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,46762,0.484502,1024.0,-508.748534,-542.585746,-474.911322,33.837212
4,23,25.361701726913452,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,48810,0.47703,1024.0,-465.89566,-480.980605,-450.810714,15.084945
0,24,26.446693897247314,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,50858,0.478235,1024.0,-409.807974,-413.873697,-405.742251,4.065723
1,25,27.472561836242676,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,52906,0.449471,1024.0,-425.635346,-445.624724,-405.645968,19.989378
2,26,28.581662893295288,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,54954,0.487255,1024.0,-424.144466,-434.40355,-413.885381,10.259084
3,27,29.614301919937134,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,57002,0.454636,1024.0,-394.489181,-396.224122,-392.75424,1.734941
4,28,30.63947582244873,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,59050,0.450689,1024.0,-405.17848,-421.015482,-389.341478,15.837002
0,29,31.73849892616272,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,61098,0.486163,1024.0,-424.553539,-436.857632,-412.249446,12.304093
1,30,32.77177977561951,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,63146,0.455613,1024.0,-410.933707,-422.275652,-399.591762,11.341945
2,31,33.87149786949158,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,65194,0.48537,1024.0,-360.487137,-366.75154,-354.222733,6.264403
3,32,34.907256841659546,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,67242,0.455152,1024.0,-362.789401,-372.959231,-352.619572,10.169829
4,33,35.91415190696716,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,69290,0.443755,1024.0,-374.566852,-386.505426,-362.628278,11.938574
0,34,36.98940992355347,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,71338,0.474128,1024.0,-339.375281,-348.926552,-329.824009,9.551272
1,35,38.07889676094055,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,73386,0.481997,1024.0,-363.467061,-379.073335,-347.860787,15.606274
2,36,39.15977692604065,2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-30,75434,0.475534,1024.0,-350.36532,-355.283208,-345.447432,4.917888
