,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000519,1.0,2048,-0.787656,-0.78773,-0.787587,2.1e-05,1,29.12810516357422
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000466,1.0,2048,-0.787655,-0.787723,-0.787579,2.1e-05,2,57.06512713432312
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000434,1.0,2048,-0.787656,-0.787719,-0.787581,2.2e-05,3,84.39724206924438
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000437,1.0,2048,-0.787655,-0.787718,-0.787576,2.2e-05,4,111.72662234306335
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000431,1.0,2048,-0.787656,-0.787719,-0.787588,2.1e-05,5,139.0028591156006
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000432,1.0,2048,-0.787654,-0.787727,-0.787581,2.1e-05,6,166.21159720420837
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000431,1.0,2048,-0.787653,-0.787723,-0.787578,2.2e-05,7,193.6008460521698
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000439,1.0,2048,-0.787651,-0.78772,-0.787564,2.1e-05,8,220.98408317565918
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000435,1.0,2048,-0.78765,-0.787714,-0.787577,2.2e-05,9,248.22265315055847
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000455,1.0,2048,-0.787648,-0.787732,-0.787576,2.2e-05,10,276.0789542198181
