,episodes,training time,length per episode,experiment,timestep,mean episodic runtime,mean episodic length,mean episodic returns,min episodic returns,max episodic returns,std episodic returns
0,0.5182230472564697,0,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,2200,0.039437,200.0,-1342.88013,-1795.364819,-882.326357,335.693485
0,1.0368812084197998,1,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,4400,0.039547,200.0,-1139.722507,-1815.054745,-753.870105,330.293308
0,1.5681731700897217,2,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,6600,0.040243,200.0,-1347.12883,-1853.092118,-756.03348,366.458948
0,2.0800812244415283,3,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,8800,0.039225,200.0,-1324.364612,-1867.758316,-844.839777,378.964338
0,2.5940661430358887,4,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,11000,0.038998,200.0,-1082.254864,-1602.537463,-788.058768,226.505036
0,3.113642930984497,5,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,13200,0.039762,200.0,-1127.205018,-1547.612648,-637.537942,240.030309
0,3.612955093383789,6,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,15400,0.038173,200.0,-1168.594613,-1810.102217,-746.847629,343.196739
0,4.128367185592651,7,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,17600,0.039501,200.0,-1147.222272,-1778.907269,-773.03841,349.889954
0,4.636365175247192,8,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,19800,0.039273,200.0,-1068.138332,-1783.784515,-782.918249,278.488274
0,5.120858192443848,9,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,22000,0.037236,200.0,-1443.661372,-1862.352378,-1072.019554,287.241471
0,5.6100921630859375,10,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,24200,0.037619,200.0,-1155.646711,-1736.356289,-766.663304,296.699362
0,6.097336053848267,11,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,26400,0.037331,200.0,-1127.346792,-1497.96109,-662.918999,274.374139
0,6.609945058822632,12,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,28600,0.03931,200.0,-1362.083525,-1674.02809,-1072.825088,187.084311
0,7.133245229721069,13,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,30800,0.040302,200.0,-1189.773056,-1711.850366,-775.729567,289.564179
0,7.630504131317139,14,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,33000,0.038127,200.0,-1210.901763,-1869.325897,-871.72973,284.751227
0,8.128499269485474,15,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,35200,0.038247,200.0,-1321.513625,-1842.131101,-886.439577,341.544225
0,8.642133951187134,16,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,37400,0.039385,200.0,-1214.860571,-1706.197614,-910.273304,249.385895
0,9.144788026809692,17,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,39600,0.038376,200.0,-1276.564711,-1703.498677,-906.814425,263.026442
0,9.669581174850464,18,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,41800,0.040437,200.0,-1102.653294,-1565.198288,-869.756535,200.257545
0,10.165483951568604,19,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,44000,0.038136,200.0,-1188.688149,-1782.239264,-876.835167,346.727672
0,10.725044965744019,20,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,46200,0.043766,200.0,-1239.244288,-1811.000397,-911.219264,303.195781
0,11.225884199142456,21,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,48400,0.038573,200.0,-1179.665705,-1683.794664,-770.991899,282.438195
0,11.756601095199585,22,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,50600,0.040492,200.0,-1290.862683,-1745.22809,-859.328987,326.486901
0,12.291118144989014,23,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,52800,0.04039,200.0,-1113.636341,-1674.25309,-734.908769,332.381611
0,12.800219058990479,24,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,55000,0.039026,200.0,-1135.287886,-1796.748508,-884.752795,274.855736
0,13.321767091751099,25,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,57200,0.040506,200.0,-1184.263406,-1795.101057,-921.614377,232.688866
0,13.80888819694519,26,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,59400,0.037515,200.0,-1101.094697,-1725.822808,-760.230504,293.008394
0,14.292157173156738,27,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,61600,0.037164,200.0,-1181.178546,-1497.122326,-873.820747,210.271744
0,14.806456089019775,28,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,63800,0.039153,200.0,-1072.392524,-1521.2955,-905.61361,177.595678
0,15.331053018569946,29,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,66000,0.040808,200.0,-1185.46039,-1778.625595,-879.40947,294.414832
0,15.85214614868164,30,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,68200,0.040527,200.0,-1180.630506,-1483.860505,-916.208892,178.465457
0,16.35249614715576,31,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,70400,0.038521,200.0,-1211.210329,-1648.924071,-899.039547,260.962915
0,16.85736107826233,32,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,72600,0.038887,200.0,-1227.276392,-1801.861496,-781.057116,330.385826
0,17.36270523071289,33,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,74800,0.038541,200.0,-1237.748746,-1702.994779,-855.163849,246.383147
0,17.887222051620483,34,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,77000,0.040412,200.0,-1233.898217,-1716.564215,-783.730213,282.754371
0,18.39192819595337,35,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,79200,0.038879,200.0,-1164.084962,-1756.08297,-915.394984,248.727839
0,18.891605138778687,36,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,81400,0.038369,200.0,-1215.330388,-1848.827622,-876.672925,319.14182
0,19.39706802368164,37,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,83600,0.038904,200.0,-1239.647804,-1731.072939,-1030.355298,237.177539
0,19.974467039108276,38,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,85800,0.03924,200.0,-1139.904172,-1523.128809,-950.492499,180.020869
0,20.50519609451294,39,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,88000,0.040766,200.0,-1151.795474,-1506.639864,-964.005604,188.020724
0,21.001878023147583,40,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,90200,0.038224,200.0,-1180.106319,-1487.236927,-867.490549,210.030507
0,21.484360218048096,41,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,92400,0.037083,200.0,-1072.937277,-1524.404321,-839.092521,240.410711
0,21.971899271011353,42,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,94600,0.03757,200.0,-1132.166774,-1587.933257,-858.428521,248.901827
0,22.45124125480652,43,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,96800,0.036762,200.0,-1196.491703,-1684.300108,-777.745762,281.621511
0,23.009672164916992,44,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,99000,0.038544,200.0,-1258.53709,-1693.732041,-892.369848,296.653563
0,23.51780414581299,45,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,101200,0.039129,200.0,-1156.509225,-1653.262329,-764.551394,320.646395
0,24.00599217414856,46,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,103400,0.037567,200.0,-1074.881774,-1622.016312,-749.063631,322.787026
0,24.490861177444458,47,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,105600,0.037355,200.0,-1118.629151,-1479.614239,-891.993573,192.028491
0,24.976635217666626,48,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,107800,0.037314,200.0,-1263.372922,-1769.33982,-863.026714,338.152191
0,25.464788913726807,49,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,110000,0.037215,200.0,-1159.19216,-1588.227725,-751.713188,264.399408
0,25.986145973205566,50,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,112200,0.040161,200.0,-1288.581543,-1818.218501,-888.722375,338.532775
0,26.501909017562866,51,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,114400,0.04002,200.0,-1277.408401,-1812.109989,-772.5273,382.622333
0,27.01361608505249,52,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,116600,0.03963,200.0,-1227.077538,-1879.885571,-756.738984,385.645323
0,27.489742040634155,53,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,118800,0.036647,200.0,-1192.957291,-1799.96915,-755.862163,357.518709
0,27.964551210403442,54,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,121000,0.036567,200.0,-1151.618454,-1778.861064,-767.347342,318.651593
0,28.470198154449463,55,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,123200,0.038558,200.0,-1106.598216,-1641.956055,-712.463818,342.094432
0,28.970335960388184,56,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,125400,0.038686,200.0,-1141.977793,-1446.529016,-857.395183,245.323413
0,29.447937965393066,57,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,127600,0.036759,200.0,-1027.075331,-1365.575814,-883.777977,167.828183
0,29.927433967590332,58,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,129800,0.036701,200.0,-1124.488323,-1520.266032,-968.684276,166.83026
0,30.40515923500061,59,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,132000,0.036735,200.0,-1234.008804,-1862.578791,-893.599272,330.522073
0,30.88517713546753,60,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,134200,0.036554,200.0,-1183.867601,-1627.15105,-791.351504,257.84803
0,31.405137300491333,61,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,136400,0.039864,200.0,-1119.240947,-1692.921108,-870.571366,263.803531
0,31.89184308052063,62,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,138600,0.037474,200.0,-1216.552716,-1780.46102,-821.321396,325.536839
0,32.368895053863525,63,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,140800,0.036482,200.0,-1294.652288,-1855.85839,-967.628084,304.70105
0,32.847445011138916,64,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,143000,0.036732,200.0,-1312.951422,-1747.42018,-899.55485,302.555035
0,33.33021426200867,65,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,145200,0.037048,200.0,-1198.895361,-1703.274584,-962.47639,208.91151
0,33.82463812828064,66,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,147400,0.037717,200.0,-1132.191462,-1707.903296,-889.684956,255.460586
0,34.3332941532135,67,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,149600,0.039485,200.0,-1057.45881,-1430.110915,-754.748473,176.587928
0,34.84294509887695,68,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,151800,0.036631,200.0,-984.414659,-1187.072561,-753.584147,167.986339
0,35.32470703125,69,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,154000,0.036927,200.0,-1122.211091,-1789.829129,-758.112846,310.312664
0,35.81286311149597,70,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,156200,0.037628,200.0,-1053.739236,-1480.850859,-764.366036,244.342519
0,36.30393123626709,71,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,158400,0.037471,200.0,-1131.791721,-1654.741392,-825.252124,279.908299
0,36.813780069351196,72,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,160600,0.039195,200.0,-1238.867393,-1701.793165,-972.124611,209.617175
0,37.29809617996216,73,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,162800,0.037167,200.0,-1204.170451,-1840.011816,-769.694901,334.694484
0,37.77677631378174,74,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,165000,0.036744,200.0,-1096.582524,-1512.078647,-912.257041,190.456388
0,38.25496220588684,75,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,167200,0.036634,200.0,-1251.027254,-1764.827,-962.849686,277.071465
0,38.74511003494263,76,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,169400,0.037146,200.0,-1116.621925,-1561.042464,-902.173317,184.473199
0,39.28171896934509,77,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,171600,0.039547,200.0,-1200.244785,-1693.137702,-760.891819,304.141639
0,39.80194401741028,78,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,173800,0.040323,200.0,-1103.111419,-1807.012527,-763.278734,279.670074
0,40.3036892414093,79,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,176000,0.038629,200.0,-1099.806155,-1457.990072,-943.636088,138.503016
0,40.82096815109253,80,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,178200,0.039837,200.0,-1277.136806,-1828.969296,-969.149955,291.372453
0,41.318825244903564,81,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,180400,0.038027,200.0,-1131.774469,-1763.436529,-828.428829,231.517109
0,41.80902123451233,82,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,182600,0.037587,200.0,-1207.287815,-1607.711963,-1003.334015,210.423521
0,42.341456174850464,83,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,184800,0.040803,200.0,-1210.316707,-1512.931961,-1053.478061,136.306899
0,42.82964205741882,84,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,187000,0.03754,200.0,-1226.790015,-1592.884967,-976.854426,175.035985
0,43.32617712020874,85,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,189200,0.03802,200.0,-1086.698836,-1206.309001,-896.974091,89.429712
0,43.85139203071594,86,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,191400,0.040859,200.0,-1173.417475,-1383.005692,-1063.902006,80.798885
0,44.35660004615784,87,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,193600,0.039124,200.0,-1200.250296,-1499.838683,-964.371226,154.159137
0,44.882970094680786,88,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,195800,0.040536,200.0,-1216.074565,-1465.235181,-982.378595,139.313211
0,45.3835551738739,89,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,198000,0.038612,200.0,-1214.431418,-1526.498573,-957.278465,138.861953
0,45.872318267822266,90,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,200200,0.037577,200.0,-1187.524814,-1518.482042,-854.874399,159.409435
0,46.36909008026123,91,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,202400,0.03797,200.0,-1113.272526,-1567.748462,-767.860584,205.677178
0,46.8840811252594,92,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,204600,0.038954,200.0,-1108.775946,-1268.681095,-859.903459,127.915648
0,47.40139317512512,93,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,206800,0.039777,200.0,-1169.163438,-1704.91349,-762.354755,237.201407
0,47.921653032302856,94,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,209000,0.040046,200.0,-1133.410217,-1589.680753,-896.855888,197.839501
0,48.42242503166199,95,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,211200,0.037864,200.0,-1195.271968,-1598.666633,-921.54683,191.981715
0,48.93009924888611,96,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,213400,0.03926,200.0,-1227.617783,-1579.881775,-962.017849,189.51603
0,49.418400049209595,97,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,215600,0.037551,200.0,-1102.620362,-1287.237701,-986.316706,89.902715
0,49.899110078811646,98,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,217800,0.036772,200.0,-1201.840688,-1676.317499,-883.420169,284.746357
0,50.41752004623413,99,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,220000,0.039871,200.0,-1100.441705,-1314.465878,-906.873498,132.797903
0,50.90811514854431,100,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,222200,0.037734,200.0,-1165.753201,-1673.214029,-943.971131,219.307313
0,51.3878960609436,101,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,224400,0.036877,200.0,-1073.40704,-1493.32591,-834.857128,176.67729
0,51.86327815055847,102,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,226600,0.036496,200.0,-1199.211632,-1609.130873,-905.737558,252.611159
0,52.34465718269348,103,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,228800,0.03687,200.0,-1229.724418,-1757.565663,-1022.14912,248.928676
0,52.84890007972717,104,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,231000,0.038747,200.0,-1137.728385,-1573.142175,-1037.243363,146.121225
0,53.36111116409302,105,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,233200,0.039736,200.0,-1213.426098,-1656.020909,-1024.141451,157.688736
0,53.844640016555786,106,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,235400,0.037046,200.0,-1078.808324,-1323.715426,-881.44203,123.370896
0,54.32334613800049,107,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,237600,0.036779,200.0,-1209.423894,-1631.900888,-969.728347,230.245561
0,54.80308723449707,108,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,239800,0.036908,200.0,-1062.654313,-1211.140004,-982.951715,67.961959
0,55.29125714302063,109,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,242000,0.037459,200.0,-1090.252094,-1494.874327,-899.578589,141.252099
0,55.80446100234985,110,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,244200,0.039444,200.0,-1114.495057,-1562.339703,-910.611392,188.730902
0,56.294387340545654,111,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,246400,0.037828,200.0,-1117.1057,-1665.251861,-913.857317,204.263172
0,56.77007508277893,112,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,248600,0.036545,200.0,-1166.883005,-1474.185521,-887.28562,194.507782
0,57.24711322784424,113,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,250800,0.036701,200.0,-1164.242917,-1494.518815,-880.132169,213.336193
0,57.72688817977905,114,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,253000,0.036744,200.0,-1050.030389,-1483.582217,-788.15616,190.892441
0,58.2231810092926,115,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,255200,0.037802,200.0,-995.62104,-1186.277375,-785.516056,102.565411
0,58.729931116104126,116,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,257400,0.039177,200.0,-1100.020472,-1497.938326,-837.308482,233.394429
0,59.21093821525574,117,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,259600,0.036889,200.0,-1117.653883,-1704.733648,-777.358896,277.872537
0,59.68812322616577,118,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,261800,0.036374,200.0,-1162.777118,-1569.514971,-733.684754,274.051157
0,60.16821312904358,119,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,264000,0.036832,200.0,-1212.906747,-1758.800831,-852.755383,330.131378
0,60.69631910324097,120,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,266200,0.036473,200.0,-1058.616123,-1677.957486,-761.527569,273.740285
0,61.218449115753174,121,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,268400,0.040235,200.0,-1183.690029,-1748.095961,-857.313607,223.959035
0,61.70859217643738,122,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,270600,0.037759,200.0,-1204.541779,-1568.177481,-856.086717,210.781066
0,62.18660616874695,123,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,272800,0.036689,200.0,-1121.376036,-1584.961002,-654.951123,286.0746
0,62.66961407661438,124,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,275000,0.03724,200.0,-1085.468572,-1733.586095,-750.34225,282.811695
0,63.15182304382324,125,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,277200,0.036849,200.0,-1127.127646,-1695.254843,-865.715249,273.53941
0,63.65996527671814,126,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,279400,0.038944,200.0,-1081.165103,-1504.009171,-744.961786,232.221917
0,64.16930317878723,127,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,281600,0.039288,200.0,-1127.024718,-1669.938973,-810.843476,276.02685
0,64.64947509765625,128,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,283800,0.036866,200.0,-1118.801404,-1531.464046,-757.181701,226.991897
0,65.12953495979309,129,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,286000,0.036995,200.0,-1219.867673,-1688.906954,-904.761539,220.75832
0,65.61153101921082,130,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,288200,0.037107,200.0,-1148.379638,-1749.245364,-893.583994,257.390301
0,66.1077401638031,131,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,290400,0.03821,200.0,-1208.465668,-1823.294856,-758.84947,341.228176
0,66.62879729270935,132,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,292600,0.040193,200.0,-1168.718661,-1409.083997,-881.528361,178.793368
0,67.13515901565552,133,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,294800,0.03919,200.0,-1061.278363,-1678.487857,-788.498662,269.255396
0,67.6130940914154,134,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,297000,0.036681,200.0,-987.513876,-1350.108411,-760.655955,214.083779
0,68.08821821212769,135,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,299200,0.036436,200.0,-1224.403429,-1667.023344,-633.316073,260.615612
0,68.56677222251892,136,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,301400,0.036755,200.0,-1119.708614,-1602.509041,-760.090461,268.923116
0,69.06107997894287,137,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,303600,0.037741,200.0,-1113.736585,-1550.71234,-890.921209,223.221364
0,69.57303714752197,138,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,305800,0.039657,200.0,-1030.024354,-1311.020966,-814.945926,158.626121
0,70.0543200969696,139,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,308000,0.036986,200.0,-1153.218273,-1811.920474,-851.612203,293.401176
0,70.52883100509644,140,11,exp_name: Pendulum-v1_2023-01-28 exp: ppo_continuous_gae,310200,0.03637,200.0,-1048.469317,-1517.699302,-859.201764,228.574624
