,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,2048,0.000701,1.0,2048,-0.888889,-0.889662,-0.887238,0.000428,1,28.86560893058777
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,4096,0.000741,1.0,2048,-0.888863,-0.889662,-0.887417,0.000436,2,58.3007378578186
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,6144,0.000648,1.0,2048,-0.888899,-0.889662,-0.887468,0.000425,3,86.1877989768982
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,8192,0.000663,1.0,2048,-0.888867,-0.889662,-0.887275,0.000427,4,114.45989608764648
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,10240,0.000746,1.0,2048,-0.888851,-0.889662,-0.887229,0.000433,5,144.24722599983215
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,12288,0.000723,1.0,2048,-0.888826,-0.889662,-0.887439,0.000437,6,173.4004020690918
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,14336,0.000706,1.0,2048,-0.888785,-0.889662,-0.887319,0.000429,7,202.15832686424255
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,16384,0.000708,1.0,2048,-0.888742,-0.889662,-0.88727,0.000439,8,230.94415402412415
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,18432,0.000702,1.0,2048,-0.888718,-0.889662,-0.887435,0.00044,9,259.64306807518005
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,20480,0.000734,1.0,2048,-0.888681,-0.889662,-0.887255,0.000436,10,289.08418917655945
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,22528,0.000762,1.0,2048,-0.888632,-0.889662,-0.887314,0.000443,11,318.702397108078
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,24576,0.00069,1.0,2048,-0.888581,-0.889662,-0.887222,0.00046,12,347.3100860118866
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,26624,0.000687,1.0,2048,-0.888524,-0.889662,-0.887222,0.000454,13,375.80860900878906
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,28672,0.000648,1.0,2048,-0.888457,-0.889662,-0.887222,0.000441,14,403.7502498626709
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,30720,0.000722,1.0,2048,-0.888394,-0.889658,-0.887222,0.000451,15,432.9636421203613
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,32768,0.000685,1.0,2048,-0.888301,-0.889641,-0.887222,0.000442,16,461.59900999069214
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,34816,0.000699,1.0,2048,-0.888237,-0.889617,-0.887222,0.000441,17,490.14221000671387
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,36864,0.000668,1.0,2048,-0.888144,-0.889567,-0.887222,0.000438,18,518.3401708602905
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,38912,0.000682,1.0,2048,-0.888066,-0.889588,-0.887222,0.000433,19,546.7823767662048
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,40960,0.000659,1.0,2048,-0.887967,-0.889573,-0.887222,0.000417,20,574.9504280090332
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,43008,0.000698,1.0,2048,-0.887886,-0.889482,-0.887222,0.000421,21,603.8005080223083
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,45056,0.000678,1.0,2048,-0.8878,-0.889088,-0.887222,0.000408,22,632.1544780731201
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,47104,0.000666,1.0,2048,-0.887723,-0.88915,-0.887222,0.000389,23,660.4521179199219
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,49152,0.000696,1.0,2048,-0.887642,-0.888993,-0.887222,0.000363,24,689.2298820018768
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,51200,0.000729,1.0,2048,-0.88757,-0.888962,-0.887222,0.000342,25,718.5069990158081
0,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,53248,0.000655,1.0,2048,-0.887494,-0.889243,-0.887222,0.0003,26,746.2986469268799
1,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,55296,0.000711,1.0,2048,-0.887442,-0.888665,-0.887222,0.000269,27,775.2010159492493
2,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,57344,0.000668,1.0,2048,-0.887403,-0.888722,-0.887222,0.000247,28,803.5671248435974
3,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,59392,0.00065,1.0,2048,-0.887358,-0.888813,-0.887222,0.000219,29,831.6444089412689
4,exp_name: takeoff_ppo_v2_ActionType.PID_2023-01-24,61440,0.000716,1.0,2048,-0.887329,-0.888681,-0.887222,0.000189,30,860.5114989280701
