,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000504,1.0,2048,-0.787656,-0.787695,-0.787618,1.1e-05,1,27.89591097831726
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000467,1.0,2048,-0.787656,-0.787696,-0.787619,1.1e-05,2,55.392220973968506
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000481,1.0,2048,-0.787656,-0.787692,-0.787613,1.1e-05,3,83.16922497749329
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000478,1.0,2048,-0.787655,-0.787693,-0.78762,1.1e-05,4,110.74598717689514
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000478,1.0,2048,-0.787655,-0.787688,-0.787612,1.1e-05,5,138.20992708206177
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000473,1.0,2048,-0.787654,-0.787689,-0.787617,1.1e-05,6,165.3899269104004
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.00048,1.0,2048,-0.787653,-0.787687,-0.787616,1.1e-05,7,192.87661385536194
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000487,1.0,2048,-0.787652,-0.78769,-0.787615,1.1e-05,8,220.5551450252533
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000489,1.0,2048,-0.78765,-0.787683,-0.787613,1.1e-05,9,248.19900608062744
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000482,1.0,2048,-0.787648,-0.787682,-0.787606,1.1e-05,10,275.64094281196594
