,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.00052,1.0,2048,-0.787656,-0.787695,-0.787618,1.1e-05,1,28.971536874771118
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000534,1.0,2048,-0.787656,-0.787696,-0.787619,1.1e-05,2,58.32939791679382
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000566,1.0,2048,-0.787656,-0.787692,-0.787613,1.1e-05,3,88.60659885406494
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000507,1.0,2048,-0.787655,-0.787693,-0.78762,1.1e-05,4,117.66168689727783
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000528,1.0,2048,-0.787655,-0.787688,-0.787612,1.1e-05,5,147.07824897766113
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000512,1.0,2048,-0.787654,-0.787689,-0.787617,1.1e-05,6,175.9847869873047
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.00048,1.0,2048,-0.787653,-0.787687,-0.787616,1.1e-05,7,204.2695140838623
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000513,1.0,2048,-0.787652,-0.78769,-0.787615,1.1e-05,8,233.3918468952179
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000465,1.0,2048,-0.78765,-0.787683,-0.787613,1.1e-05,9,261.1399579048157
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000443,1.0,2048,-0.787648,-0.787682,-0.787606,1.1e-05,10,288.51940298080444
0,exp_name: hover_ppo_v2_2023-01-24,22528,0.000441,1.0,2048,-0.787647,-0.787678,-0.787611,1.1e-05,11,315.73908591270447
1,exp_name: hover_ppo_v2_2023-01-24,24576,0.000433,1.0,2048,-0.787644,-0.787674,-0.787609,1.1e-05,12,342.8626036643982
2,exp_name: hover_ppo_v2_2023-01-24,26624,0.000436,1.0,2048,-0.787642,-0.787683,-0.787603,1.1e-05,13,370.1190118789673
3,exp_name: hover_ppo_v2_2023-01-24,28672,0.000445,1.0,2048,-0.78764,-0.78767,-0.787598,1.1e-05,14,397.45378279685974
4,exp_name: hover_ppo_v2_2023-01-24,30720,0.000443,1.0,2048,-0.787637,-0.787671,-0.787596,1.1e-05,15,424.74821305274963
0,exp_name: hover_ppo_v2_2023-01-24,32768,0.00044,1.0,2048,-0.787635,-0.787673,-0.787587,1.1e-05,16,452.049519777298
1,exp_name: hover_ppo_v2_2023-01-24,34816,0.000438,1.0,2048,-0.787633,-0.78767,-0.787596,1.1e-05,17,479.47238993644714
2,exp_name: hover_ppo_v2_2023-01-24,36864,0.000441,1.0,2048,-0.787631,-0.78767,-0.787584,1.1e-05,18,506.9388608932495
3,exp_name: hover_ppo_v2_2023-01-24,38912,0.000437,1.0,2048,-0.787628,-0.787668,-0.787591,1.1e-05,19,534.3199508190155
4,exp_name: hover_ppo_v2_2023-01-24,40960,0.000444,1.0,2048,-0.787625,-0.787659,-0.787582,1.1e-05,20,561.7174339294434
0,exp_name: hover_ppo_v2_2023-01-24,43008,0.00044,1.0,2048,-0.787622,-0.787659,-0.787584,1.1e-05,21,589.211190700531
1,exp_name: hover_ppo_v2_2023-01-24,45056,0.000444,1.0,2048,-0.787619,-0.787655,-0.78758,1.1e-05,22,616.8156099319458
2,exp_name: hover_ppo_v2_2023-01-24,47104,0.000439,1.0,2048,-0.787616,-0.787653,-0.787575,1.1e-05,23,644.2033679485321
3,exp_name: hover_ppo_v2_2023-01-24,49152,0.000438,1.0,2048,-0.787613,-0.787648,-0.787579,1.1e-05,24,671.7529618740082
4,exp_name: hover_ppo_v2_2023-01-24,51200,0.000438,1.0,2048,-0.787611,-0.787651,-0.787572,1.2e-05,25,699.1868488788605
0,exp_name: hover_ppo_v2_2023-01-24,53248,0.000443,1.0,2048,-0.787608,-0.787647,-0.787568,1.1e-05,26,726.6219339370728
1,exp_name: hover_ppo_v2_2023-01-24,55296,0.000426,1.0,2048,-0.787606,-0.787642,-0.787561,1.1e-05,27,753.8238730430603
2,exp_name: hover_ppo_v2_2023-01-24,57344,0.00043,1.0,2048,-0.787602,-0.787639,-0.787561,1.2e-05,28,781.1653299331665
3,exp_name: hover_ppo_v2_2023-01-24,59392,0.000422,1.0,2048,-0.7876,-0.787636,-0.787562,1.1e-05,29,808.4131851196289
4,exp_name: hover_ppo_v2_2023-01-24,61440,0.000429,1.0,2048,-0.787597,-0.787638,-0.787564,1.2e-05,30,835.3934459686279
0,exp_name: hover_ppo_v2_2023-01-24,63488,0.000427,1.0,2048,-0.787593,-0.787633,-0.787547,1.2e-05,31,862.5963389873505
1,exp_name: hover_ppo_v2_2023-01-24,65536,0.000427,1.0,2048,-0.78759,-0.787625,-0.787556,1.2e-05,32,889.9064598083496
2,exp_name: hover_ppo_v2_2023-01-24,67584,0.000429,1.0,2048,-0.787588,-0.787625,-0.787546,1.2e-05,33,917.0612869262695
3,exp_name: hover_ppo_v2_2023-01-24,69632,0.000425,1.0,2048,-0.787584,-0.78762,-0.787545,1.2e-05,34,944.2460010051727
4,exp_name: hover_ppo_v2_2023-01-24,71680,0.000427,1.0,2048,-0.787581,-0.787619,-0.787542,1.2e-05,35,971.4476909637451
0,exp_name: hover_ppo_v2_2023-01-24,73728,0.000469,1.0,2048,-0.787578,-0.787613,-0.787534,1.2e-05,36,999.0507910251617
1,exp_name: hover_ppo_v2_2023-01-24,75776,0.662189,1.0,2048,-0.787576,-0.78762,-0.787534,1.2e-05,37,2383.0211248397827
2,exp_name: hover_ppo_v2_2023-01-24,77824,0.000552,1.0,2048,-0.787573,-0.787612,-0.787533,1.2e-05,38,2412.5775220394135
