,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000996,1.0,2048,-0.787656,-0.78783,-0.787285,9.6e-05,1,30.612911224365234
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000961,1.0,2048,-0.78765,-0.78783,-0.787325,9.8e-05,2,60.48346924781799
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000968,1.0,2048,-0.787658,-0.78783,-0.787337,9.6e-05,3,90.8965392112732
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000966,1.0,2048,-0.787651,-0.78783,-0.787293,9.6e-05,4,121.23063230514526
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.001041,1.0,2048,-0.787648,-0.78783,-0.787283,9.7e-05,5,153.05686330795288
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.001026,1.0,2048,-0.787642,-0.78783,-0.78733,9.8e-05,6,184.62762808799744
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.001011,1.0,2048,-0.787633,-0.78783,-0.787303,9.6e-05,7,215.74232721328735
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.00098,1.0,2048,-0.787623,-0.78783,-0.787292,9.9e-05,8,246.3107352256775
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000968,1.0,2048,-0.787618,-0.78783,-0.787329,9.9e-05,9,276.6473593711853
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000964,1.0,2048,-0.78761,-0.78783,-0.787289,9.8e-05,10,306.92208528518677
0,exp_name: hover_ppo_v2_2023-01-24,22528,0.000964,1.0,2048,-0.787598,-0.78783,-0.787302,0.0001,11,337.2755491733551
1,exp_name: hover_ppo_v2_2023-01-24,24576,0.000968,1.0,2048,-0.787587,-0.78783,-0.787281,0.000103,12,367.68937826156616
2,exp_name: hover_ppo_v2_2023-01-24,26624,0.00098,1.0,2048,-0.787574,-0.78783,-0.787281,0.000102,13,398.2582252025604
3,exp_name: hover_ppo_v2_2023-01-24,28672,0.000969,1.0,2048,-0.787559,-0.78783,-0.787281,9.9e-05,14,428.5955991744995
4,exp_name: hover_ppo_v2_2023-01-24,30720,0.000965,1.0,2048,-0.787545,-0.787829,-0.787281,0.000101,15,458.98455119132996
0,exp_name: hover_ppo_v2_2023-01-24,32768,0.000968,1.0,2048,-0.787524,-0.787825,-0.787281,9.9e-05,16,489.33987402915955
1,exp_name: hover_ppo_v2_2023-01-24,34816,0.000969,1.0,2048,-0.78751,-0.78782,-0.787281,9.9e-05,17,519.7804172039032
2,exp_name: hover_ppo_v2_2023-01-24,36864,0.000962,1.0,2048,-0.787489,-0.787808,-0.787281,9.8e-05,18,550.1329991817474
3,exp_name: hover_ppo_v2_2023-01-24,38912,0.000975,1.0,2048,-0.787471,-0.787813,-0.787281,9.7e-05,19,580.6514012813568
4,exp_name: hover_ppo_v2_2023-01-24,40960,0.000967,1.0,2048,-0.787449,-0.78781,-0.787281,9.4e-05,20,610.9700090885162
0,exp_name: hover_ppo_v2_2023-01-24,43008,0.000964,1.0,2048,-0.787431,-0.787789,-0.787281,9.5e-05,21,641.4189763069153
1,exp_name: hover_ppo_v2_2023-01-24,45056,0.000969,1.0,2048,-0.787411,-0.787701,-0.787281,9.2e-05,22,671.8277802467346
2,exp_name: hover_ppo_v2_2023-01-24,47104,0.000964,1.0,2048,-0.787394,-0.787715,-0.787281,8.8e-05,23,702.2050271034241
3,exp_name: hover_ppo_v2_2023-01-24,49152,0.000965,1.0,2048,-0.787376,-0.78768,-0.787281,8.2e-05,24,732.539989233017
4,exp_name: hover_ppo_v2_2023-01-24,51200,0.000969,1.0,2048,-0.787359,-0.787673,-0.787281,7.7e-05,25,762.9557762145996
