,experiment,timestep,mean episodic runtime,mean episodic length,eval episodes,mean episodic returns,min episodic returns,max episodic returns,std episodic returns,episodes,training time
0,exp_name: hover_ppo_v2_2023-01-24,2048,0.000591,1.0,2048,-0.787648,-0.788759,-0.786621,0.000321,1,29.27343201637268
1,exp_name: hover_ppo_v2_2023-01-24,4096,0.000591,1.0,2048,-0.787645,-0.788651,-0.786498,0.000322,2,58.588160037994385
2,exp_name: hover_ppo_v2_2023-01-24,6144,0.000563,1.0,2048,-0.787654,-0.788593,-0.786524,0.000325,3,87.50389814376831
3,exp_name: hover_ppo_v2_2023-01-24,8192,0.000486,1.0,2048,-0.787636,-0.788577,-0.78646,0.000324,4,114.79395389556885
4,exp_name: hover_ppo_v2_2023-01-24,10240,0.000488,1.0,2048,-0.787645,-0.788595,-0.78663,0.00032,5,142.07350301742554
0,exp_name: hover_ppo_v2_2023-01-24,12288,0.000491,1.0,2048,-0.787618,-0.788711,-0.786524,0.000321,6,169.43030905723572
1,exp_name: hover_ppo_v2_2023-01-24,14336,0.000485,1.0,2048,-0.787602,-0.788655,-0.786482,0.000331,7,196.48817706108093
2,exp_name: hover_ppo_v2_2023-01-24,16384,0.000488,1.0,2048,-0.787584,-0.788615,-0.786269,0.000317,8,223.74463415145874
3,exp_name: hover_ppo_v2_2023-01-24,18432,0.000493,1.0,2048,-0.787565,-0.788517,-0.786462,0.000325,9,251.07979893684387
4,exp_name: hover_ppo_v2_2023-01-24,20480,0.000482,1.0,2048,-0.787537,-0.7888,-0.786457,0.000326,10,278.3682391643524
